time_stamp,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,RTL_ALT
08:18:54,STABILIZE,-0.0011180344736203551,0.000903130101505667,0.025560792535543442,0.0001757228747010231,0.00021694740280508995,0.0018084215698763728,-35.3632621,149.1652375,32.0,-1.0,0.0,0.0,0.0,1.0,-1000.0,0.0,0.0,0.0,1500.0
08:18:56,STABILIZE,-0.0009390285413246602,0.0009040182922035456,0.024901886470615864,0.00019317990518175066,0.00023337328457273543,0.0018498849822208285,-35.3632621,149.1652375,27.0,-1.0,1.0,0.0,0.0,1.3333333333333333,-1000.0,0.0,0.0,0.0,1500.0
08:18:58,STABILIZE,-0.0010864280629903078,0.0009385434968862683,0.02416875958442688,0.00025243041454814374,0.00026468047872185707,0.0016765978070907295,-35.3632622,149.1652375,31.0,-1.0,1.0,0.0,0.0,2.0,-1000.0,0.0,0.0,0.0,1500.0
08:19:04,AUTO,-0.0005298115914532294,0.0011014716389278572,0.022497596219182014,0.00030729254164422554,0.00032654841197654605,0.0014828811787689726,-35.3632621,149.1652375,7.0,0.0,0.0,-1.3333333333333333,0.0,1.0,-1000.0,0.0,0.3333333333333333,0.0,1500.0
08:19:06,AUTO,0.00030134529030571383,0.0016478298930451274,0.021759403869509697,0.0003639793333907922,0.0003062629063303272,0.0014641275629401207,-35.3632621,149.1652375,1.6666666666666667,0.0,0.0,0.0,0.0,1.0,-1000.0,0.3333333333333333,0.0,0.0,1500.0
08:19:07,AUTO,0.002945536204303304,0.001012015127344057,0.021380774676799774,0.00011766538955271244,0.0024401896710818014,0.0005185742629691958,-35.3632621,149.1652375,431.6666666666667,0.0,1.0,-98.33333333333333,0.0,0.0,-1109.3333333333333,0.6666666666666666,2.6666666666666665,0.0,81353.0
08:19:08,AUTO,0.023529945872724056,-0.0010230763582512736,0.020854726433753967,0.046506617218256,-0.007098660649110873,0.0019829148271431527,-35.363262066666664,149.16523756666666,1394.0,0.3333333333333333,6.333333333333333,-143.0,0.0,-0.3333333333333333,-1021.3333333333334,46.666666666666664,-6.0,1.0,81353.0
08:19:10,AUTO,-0.03520209342241287,0.009935109099994103,-0.0705484648545583,-0.05383235837022463,-0.02241357198605935,-0.03356227030356725,-35.3632609,149.16524503333335,4432.0,1.6666666666666667,36.0,-147.66666666666666,4.0,-8.333333333333334,-1004.6666666666666,-52.666666666666664,-21.666666666666668,-33.666666666666664,81353.0
08:19:12,AUTO,-0.006730458699166775,0.005419665404284994,-0.10692816972732544,0.06655193368593852,0.01052203339835008,-0.0013911524244273703,-35.363261333333334,149.16524043333334,7492.666666666667,-10.0,-57.666666666666664,-150.0,-5.666666666666667,11.666666666666666,-1003.0,66.33333333333333,10.666666666666666,-1.6666666666666667,81353.0
08:19:13,AUTO,0.06460702791810036,0.001763850140074889,-0.09461427231629689,0.00710176241894563,-0.05465957091655582,0.052925221621990204,-35.36326306666667,149.16523456666667,9451.0,-18.0,-7.333333333333333,-151.66666666666666,1.0,5.666666666666667,-997.6666666666666,7.333333333333333,-53.333333333333336,52.0,130607.0
08:19:14,AUTO,0.01904437132179737,-0.040955950816472374,-0.053010633836189903,-0.0918109342455864,0.0137793297568957,0.004171757027506828,-35.36326366666666,149.16523526666666,10608.666666666666,6.0,23.0,-148.33333333333334,1.6666666666666667,-3.6666666666666665,-998.6666666666666,-90.66666666666667,14.333333333333334,4.0,130607.0
08:19:16,AUTO,0.0004891179269179702,0.01797359064221382,-0.15320290625095367,0.02689157798886299,0.004051714592302839,-0.021902391997476418,-35.36326063333333,149.16523616666666,13707.666666666666,5.666666666666667,-10.666666666666666,-152.0,-3.3333333333333335,0.3333333333333333,-1000.0,27.0,4.666666666666667,-21.666666666666668,130607.0
08:19:18,AUTO,0.007769690360873938,0.004553519577408831,-0.16399397452672324,-0.0070464347178737325,-0.007044537613789241,-0.008555824247499308,-35.363261200000004,149.16523536666668,16820.666666666668,-9.666666666666666,7.666666666666667,-152.0,1.6666666666666667,0.0,-1000.0,-5.666666666666667,-6.0,-8.0,130607.0
08:19:19,AUTO,-0.03408815866957108,0.00303913146975295,-0.1778227537870407,-0.07600470383961995,0.028204234278139968,0.04045726296802362,-35.3632619,149.16523596666664,18758.666666666668,-6.666666666666667,-2.0,-149.33333333333334,1.0,0.6666666666666666,-990.6666666666666,-75.0,28.666666666666668,40.333333333333336,14730.0
08:19:20,AUTO,-0.03222059402226781,0.03065980893249313,-0.008424388555188974,0.0853309150164326,-0.05957826723655065,0.29064735025167465,-35.363262733333336,149.16523433333333,19850.666666666668,-25.0,-32.666666666666664,-131.0,0.3333333333333333,7.666666666666667,-962.6666666666666,86.0,-58.666666666666664,290.0,14730.0
08:19:22,AUTO,0.03302392736077309,-0.011924529991423091,0.039228569716215134,-0.04602528487642606,0.03494597598910332,0.002641650188403825,-35.3632644,149.16523283333333,21726.666666666668,15.666666666666666,36.666666666666664,-59.0,0.0,-8.333333333333334,-975.3333333333334,-44.666666666666664,35.333333333333336,1.6666666666666667,14730.0
08:19:24,AUTO,-0.011680332633356253,0.013939483712116877,0.034158467004696526,0.0027546280374129615,-0.00477844364165018,-0.003014191829909881,-35.3632615,149.16523956666666,22451.333333333332,5.333333333333333,16.333333333333332,-10.666666666666666,0.0,-4.0,-969.3333333333334,3.6666666666666665,-3.3333333333333335,-2.6666666666666665,14730.0
