,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS,MOT_BOOST_SCALE,ATC_SLEW_YAW,CAM_SERVO_OFF,CHUTE_ALT_MIN,RTL_CLIMB_MIN
08:19:07.377,81353.0,0.25,0.1,1000.0,30.0,0.1,6100.0,1000.0,7502.0,670.0
08:19:13.299,130607.0,0.25,0.1,1000.0,30.0,1.2,3700.0,1000.0,9393.0,360.0
08:19:19.172,14730.0,0.25,0.1,1000.0,30.0,1.8,3300.0,1000.0,19146.0,1410.0
08:19:25.158,34811.0,0.25,0.1,1000.0,30.0,0.8,1700.0,1000.0,18725.0,180.0
08:19:31.179,60870.0,0.25,0.1,1000.0,30.0,0.3,12600.0,1000.0,3494.0,1250.0
08:19:37.252,273368.0,0.25,0.1,1000.0,30.0,2.1,1200.0,1000.0,1349.0,830.0
08:19:43.207,167009.0,0.25,0.1,1000.0,30.0,1.5,5100.0,1000.0,3862.0,2290.0
08:19:49.171,196597.0,0.25,0.1,1000.0,30.0,0.3,2100.0,1000.0,4507.0,180.0
08:19:55.179,109523.0,0.25,0.1,1000.0,30.0,0.6,4600.0,1000.0,12240.0,330.0
08:20:01.264,104245.0,0.25,0.1,1000.0,30.0,0.4,1700.0,1000.0,3323.0,1040.0
08:20:07.151,69562.0,0.25,0.1,1000.0,30.0,1.2,10700.0,1000.0,10921.0,260.0
08:20:12.991,88476.0,0.25,0.1,1000.0,30.0,2.5,5300.0,1000.0,5840.0,1660.0
08:20:17.890,83371.0,0.25,0.1,1000.0,30.0,3.5,15100.0,1000.0,5250.0,480.0
08:20:22.881,4864.0,0.25,0.1,1000.0,30.0,1.5,6800.0,1000.0,4429.0,20.0
08:20:28.403,195605.0,0.25,0.1,1000.0,30.0,1.9,2800.0,1000.0,9613.0,1950.0
08:20:34.524,62394.0,0.25,0.1,1000.0,30.0,2.4,4700.0,1000.0,28059.0,2010.0
08:20:40.058,35299.0,0.25,0.1,1000.0,30.0,3.9,7600.0,1000.0,12436.0,360.0
08:20:45.947,35992.0,0.25,0.1,1000.0,30.0,3.2,6400.0,1000.0,10169.0,380.0
08:20:50.946,64762.0,0.25,0.1,1000.0,30.0,1.8,14100.0,1000.0,1556.0,510.0
08:20:56.508,102081.0,0.25,0.1,1000.0,30.0,1.1,5800.0,1000.0,3671.0,60.0
08:21:01.929,134836.0,0.25,0.1,1000.0,30.0,0.8,1100.0,1000.0,6941.0,860.0
08:21:06.909,783.0,0.25,0.1,1000.0,30.0,1.2,4500.0,1000.0,18720.0,50.0
08:21:12.372,2889.0,0.25,0.1,1000.0,30.0,3.5,7700.0,1000.0,1760.0,1620.0
08:21:18.277,184267.0,0.25,0.1,1000.0,30.0,2.2,5800.0,1000.0,2534.0,380.0
08:21:24.355,186491.0,0.25,0.1,1000.0,30.0,0.2,1300.0,1000.0,11473.0,130.0
08:21:30.393,35335.0,0.25,0.1,1000.0,30.0,0.3,5800.0,1000.0,26237.0,170.0
08:21:36.306,31331.0,0.25,0.1,1000.0,30.0,2.9,2400.0,1000.0,6557.0,1310.0
08:21:42.323,145119.0,0.25,0.1,1000.0,30.0,3.5,1900.0,1000.0,3395.0,570.0
08:21:48.212,8201.0,0.25,0.1,1000.0,30.0,3.8,1100.0,1000.0,10292.0,2940.0
08:21:54.187,34077.0,0.25,0.1,1000.0,30.0,1.3,6300.0,1000.0,2635.0,1300.0
08:22:00.286,123054.0,0.25,0.1,1000.0,30.0,3.2,2600.0,1000.0,3968.0,420.0
08:22:06.205,27698.0,0.25,0.1,1000.0,30.0,0.6,11000.0,1000.0,15688.0,350.0
08:22:12.224,151119.0,0.25,0.1,1000.0,30.0,2.4,5600.0,1000.0,23859.0,260.0
08:22:18.158,30242.0,0.25,0.1,1000.0,30.0,2.2,7400.0,1000.0,4085.0,240.0
08:22:24.157,74960.0,0.25,0.1,1000.0,30.0,0.6,4100.0,1000.0,19189.0,1000.0
08:22:30.123,246818.0,0.25,0.1,1000.0,30.0,0.6,2600.0,1000.0,5934.0,1330.0
08:22:35.988,108268.0,0.25,0.1,1000.0,30.0,0.3,7400.0,1000.0,3735.0,80.0
08:22:40.921,11781.0,0.25,0.1,1000.0,30.0,3.9,2300.0,1000.0,12521.0,1590.0
08:22:46.311,11283.0,0.25,0.1,1000.0,30.0,1.9,2800.0,1000.0,10608.0,1440.0
08:22:52.210,24339.0,0.25,0.1,1000.0,30.0,2.6,3200.0,1000.0,1298.0,1540.0
08:22:58.213,6827.0,0.25,0.1,1000.0,30.0,0.8,2300.0,1000.0,21989.0,690.0
08:23:04.303,20201.0,0.25,0.1,1000.0,30.0,0.2,9700.0,1000.0,5461.0,30.0
08:23:10.308,177314.0,0.25,0.1,1000.0,30.0,1.2,3100.0,1000.0,4304.0,570.0
08:23:16.297,262961.0,0.25,0.1,1000.0,30.0,0.2,8100.0,1000.0,11896.0,260.0
08:23:22.297,74903.0,0.25,0.1,1000.0,30.0,0.8,8100.0,1000.0,12025.0,360.0
08:23:28.251,172185.0,0.25,0.1,1000.0,30.0,0.8,6300.0,1000.0,1464.0,220.0
08:23:34.251,195714.0,0.25,0.1,1000.0,30.0,0.4,4200.0,1000.0,11742.0,1860.0
08:23:40.234,203142.0,0.25,0.1,1000.0,30.0,1.9,2400.0,1000.0,6698.0,610.0
08:23:46.189,162130.0,0.25,0.1,1000.0,30.0,0.2,5600.0,1000.0,5430.0,820.0
08:23:52.253,272466.0,0.25,0.1,1000.0,30.0,0.3,4000.0,1000.0,5765.0,670.0
08:23:58.247,60050.0,0.25,0.1,1000.0,30.0,1.1,11600.0,1000.0,2540.0,470.0
08:24:04.289,17886.0,0.25,0.1,1000.0,30.0,2.2,1700.0,1000.0,18740.0,160.0
08:24:10.179,79827.0,0.25,0.1,1000.0,30.0,0.8,2800.0,1000.0,3076.0,930.0
08:24:16.050,71287.0,0.25,0.1,1000.0,30.0,1.2,7900.0,1000.0,12464.0,420.0
08:24:21.945,221130.0,0.25,0.1,1000.0,30.0,0.2,3700.0,1000.0,7590.0,1170.0
08:24:26.953,93932.0,0.25,0.1,1000.0,30.0,0.4,5300.0,1000.0,16594.0,700.0
08:24:32.357,55535.0,0.25,0.1,1000.0,30.0,1.6,11100.0,1000.0,2159.0,1320.0
08:24:38.276,57368.0,0.25,0.1,1000.0,30.0,2.9,9900.0,1000.0,9865.0,390.0
08:24:44.306,117143.0,0.25,0.1,1000.0,30.0,0.3,3200.0,1000.0,17034.0,360.0
08:24:50.260,156791.0,0.25,0.1,1000.0,30.0,0.4,13700.0,1000.0,6454.0,1400.0
08:24:56.203,148317.0,0.25,0.1,1000.0,30.0,0.6,800.0,1000.0,9764.0,160.0
08:25:02.204,2724.0,0.25,0.1,1000.0,30.0,3.5,4700.0,1000.0,1022.0,160.0
08:25:08.092,176235.0,0.25,0.1,1000.0,30.0,0.6,7700.0,1000.0,21740.0,1120.0
08:25:14.081,138440.0,0.25,0.1,1000.0,30.0,0.6,600.0,1000.0,5505.0,3000.0
08:25:19.925,48270.0,0.25,0.1,1000.0,30.0,0.1,1100.0,1000.0,1928.0,490.0
08:25:24.933,73626.0,0.25,0.1,1000.0,30.0,1.8,9900.0,1000.0,616.0,1210.0
08:25:30.477,23533.0,0.25,0.1,1000.0,30.0,2.9,6300.0,1000.0,2063.0,170.0
08:25:36.341,23646.0,0.25,0.1,1000.0,30.0,3.1,3700.0,1000.0,3674.0,1500.0
08:25:42.410,112658.0,0.25,0.1,1000.0,30.0,0.1,17600.0,1000.0,677.0,890.0
08:25:48.297,77693.0,0.25,0.1,1000.0,30.0,3.2,7900.0,1000.0,16299.0,660.0
08:25:54.285,9651.0,0.25,0.1,1000.0,30.0,0.6,12700.0,1000.0,16069.0,970.0
08:26:00.247,183447.0,0.25,0.1,1000.0,30.0,3.5,7600.0,1000.0,8068.0,350.0
08:26:06.214,176852.0,0.25,0.1,1000.0,30.0,3.4,1700.0,1000.0,2853.0,2190.0
08:26:12.047,17394.0,0.25,0.1,1000.0,30.0,2.4,900.0,1000.0,5821.0,1120.0
08:26:17.933,35449.0,0.25,0.1,1000.0,30.0,0.6,7400.0,1000.0,3593.0,120.0
08:26:23.048,171273.0,0.25,0.1,1000.0,30.0,0.6,2800.0,1000.0,2615.0,170.0
