,A.LOITER1
16:17:56.595,-1.0
16:17:56.797,-1.0
16:17:57.003,-1.0
16:17:58.473,-1.0
16:17:58.677,-1.0
16:17:58.883,-1.0
16:17:59.091,-1.0
16:17:59.292,-1.0
16:17:59.500,-1.0
16:17:59.709,-1.0
16:17:59.911,-1.0
16:18:00.115,-1.0
16:18:00.324,-1.0
16:18:00.530,-1.0
16:18:00.743,-1.0
16:18:00.958,-1.0
16:18:01.161,-1.0
16:18:01.365,-1.0
16:18:01.573,-1.0
16:18:01.782,-1.0
16:18:01.991,-1.0
16:18:02.201,-1.0
16:18:02.403,-1.0
16:18:02.613,-1.0
16:18:02.816,-1.0
16:18:03.019,-1.0
16:18:03.224,-1.0
16:18:03.426,-1.0
16:18:03.630,-1.0
16:18:03.833,-1.0
16:18:04.038,-1.0
16:18:04.244,-1.0
16:18:04.446,-1.0
16:18:04.655,-1.0
16:18:04.859,-1.0
16:18:05.063,-1.0
16:18:05.266,-1.0
16:18:05.471,-1.0
16:18:05.674,-1.0
16:18:05.881,-1.0
16:18:06.083,-1.0
16:18:06.286,-1.0
16:18:06.493,-1.0
16:18:06.695,-1.0
16:18:06.900,-1.0
16:18:07.107,-1.0
16:18:07.330,-1.0
16:18:07.535,-1.0
16:18:07.739,-1.0
16:18:07.946,-1.0
16:18:08.148,-1.0
16:18:08.357,-1.0
16:18:08.562,-1.0
16:18:08.765,-1.0
16:18:08.968,-1.0
16:18:09.178,-1.0
16:18:09.380,-1.0
16:18:09.586,-1.0
16:18:09.790,-1.0
16:18:09.995,-1.0
16:18:10.199,-1.0
16:18:10.402,-1.0
16:18:10.606,-1.0
16:18:10.808,-1.0
16:18:11.011,-1.0
16:18:11.215,-1.0
16:18:11.417,-1.0
16:18:11.623,-1.0
16:18:11.828,-1.0
16:18:12.030,-1.0
16:18:12.233,-1.0
16:18:12.441,-1.0
16:18:12.647,-1.0
16:18:12.850,-1.0
16:18:13.054,-1.0
16:18:13.258,-1.0
16:18:13.469,-1.0
16:18:13.672,-1.0
16:18:13.877,-1.0
16:18:14.081,-1.0
16:18:14.284,-1.0
16:18:14.486,-1.0
16:18:14.691,-1.0
16:18:14.893,-1.0
16:18:15.095,-1.0
16:18:15.297,-1.0
16:18:15.501,-1.0
16:18:15.706,-1.0
16:18:15.910,-1.0
16:18:16.113,-1.0
16:18:16.320,-1.0
16:18:16.528,-1.0
16:18:16.730,-1.0
16:18:16.932,-1.0
16:18:17.136,-1.0
16:18:17.343,-1.0
16:18:17.546,-1.0
16:18:17.751,-1.0
16:18:17.954,-1.0
16:18:18.158,-1.0
16:18:18.363,-1.0
16:18:18.566,-1.0
16:18:18.768,-1.0
16:18:18.970,-1.0
16:18:19.172,-1.0
16:18:19.376,-1.0
16:18:19.582,-1.0
16:18:19.786,-1.0
16:18:19.989,-1.0
16:18:20.192,-1.0
16:18:20.395,-1.0
16:18:20.599,-1.0
16:18:20.803,-1.0
16:18:21.008,-1.0
16:18:21.219,-1.0
16:18:21.425,-1.0
16:18:21.631,-1.0
16:18:21.834,-1.0
16:18:22.040,-1.0
16:18:22.246,-1.0
16:18:22.449,-1.0
16:18:22.652,-1.0
16:18:22.854,-1.0
16:18:23.058,-1.0
16:18:23.266,-1.0
16:18:23.470,-1.0
16:18:23.674,-1.0
16:18:23.885,-1.0
16:18:24.087,-1.0
16:18:24.297,-1.0
16:18:24.502,-1.0
16:18:24.706,-1.0
16:18:24.908,-1.0
16:18:25.110,-1.0
16:18:25.313,-1.0
16:18:25.515,-1.0
16:18:25.723,-1.0
16:18:25.926,-1.0
16:18:26.130,-1.0
16:18:26.334,-1.0
16:18:26.539,-1.0
16:18:26.744,-1.0
16:18:26.951,-1.0
16:18:27.154,-1.0
16:18:27.358,-1.0
16:18:27.560,-1.0
16:18:27.765,-1.0
16:18:27.967,-1.0
16:18:28.172,-1.0
16:18:28.374,-1.0
16:18:28.577,-1.0
16:18:28.783,-1.0
16:18:28.986,-1.0
16:18:29.188,-1.0
16:18:29.391,-1.0
16:18:29.594,-1.0
16:18:29.804,-1.0
16:18:30.008,-1.0
16:18:30.213,-1.0
16:18:30.417,-1.0
16:18:31.917,-1.0
16:18:32.121,-1.0
16:18:32.323,-1.0
16:18:32.525,-1.0
16:18:32.729,-1.0
16:18:32.932,-1.0
16:18:33.136,-1.0
16:18:33.340,-1.0
16:18:33.542,-1.0
16:18:33.744,-1.0
16:18:33.948,-1.0
16:18:34.154,-1.0
16:18:34.356,-1.0
16:18:34.560,-1.0
16:18:34.766,-1.0
16:18:34.968,-1.0
16:18:35.172,-1.0
16:18:35.375,-1.0
16:18:35.577,-1.0
16:18:35.783,-1.0
16:18:35.986,-1.0
16:18:36.190,-1.0
16:18:36.392,-1.0
16:18:36.594,-1.0
16:18:36.797,-1.0
16:18:37.001,-1.0
16:18:37.203,-1.0
16:18:37.409,-1.0
16:18:37.611,-1.0
16:18:37.813,-1.0
16:18:38.017,-1.0
16:18:38.222,-1.0
16:18:38.425,-1.0
16:18:38.634,-1.0
16:18:38.840,-1.0
16:18:39.042,-1.0
16:18:39.244,-1.0
16:18:39.453,-1.0
16:18:39.657,-1.0
16:18:39.863,-1.0
16:18:40.074,-1.0
16:18:40.277,0.079
16:18:40.482,0.09
16:18:40.690,0.09
16:18:40.892,0.09
16:18:41.097,0.09
16:18:41.300,0.09
16:18:41.503,0.09
16:18:41.711,0.09
16:18:41.913,0.09
16:18:42.116,0.031
16:18:42.319,0.044
16:18:42.523,0.039
16:18:42.727,0.039
16:18:42.929,0.039
16:18:43.133,0.039
16:18:43.336,0.039
16:18:43.538,0.039
16:18:43.742,0.039
16:18:43.948,-1.0
16:18:44.151,-1.0
16:18:44.354,-1.0
16:18:44.558,-1.0
16:18:44.762,-1.0
16:18:44.965,-1.0
16:18:45.169,-1.0
16:18:45.379,-1.0
16:18:45.583,-1.0
16:18:45.786,-1.0
16:18:45.989,-1.0
16:18:46.196,-1.0
16:18:46.399,-1.0
16:18:46.604,-1.0
16:18:46.807,-1.0
16:18:47.009,-1.0
16:18:47.212,-1.0
16:18:47.414,-1.0
16:18:47.617,-1.0
16:18:47.819,-1.0
16:18:48.022,-1.0
16:18:48.225,-1.0
16:18:48.428,-1.0
16:18:48.633,-1.0
16:18:48.835,-1.0
16:18:49.042,-1.0
16:18:49.247,-1.0
16:18:49.451,-1.0
16:18:49.655,-1.0
16:18:49.858,-1.0
16:18:50.060,-1.0
16:18:50.262,-1.0
16:18:50.464,-1.0
16:18:50.670,-1.0
16:18:50.874,-1.0
16:18:51.076,-1.0
16:18:51.282,-1.0
16:18:51.487,-1.0
16:18:51.690,-1.0
16:18:51.892,-1.0
16:18:52.096,-1.0
16:18:52.301,-1.0
16:18:52.504,-1.0
16:18:52.709,-1.0
16:18:52.912,-1.0
16:18:53.114,-1.0
16:18:53.320,-1.0
16:18:53.527,-1.0
16:18:53.730,-1.0
16:18:53.933,-1.0
16:18:54.138,-1.0
16:18:54.341,-1.0
16:18:54.543,-1.0
16:18:54.746,-1.0
16:18:54.949,-1.0
16:18:55.153,-1.0
16:18:55.356,-1.0
16:18:55.559,-1.0
16:18:55.762,-1.0
16:18:55.964,-1.0
16:18:56.167,-1.0
16:18:56.371,-1.0
16:18:56.575,-1.0
16:18:56.780,-1.0
16:18:56.986,-1.0
16:18:57.189,-1.0
16:18:57.396,-1.0
16:18:57.603,-1.0
16:18:57.807,-1.0
16:18:58.010,-1.0
16:18:58.214,-1.0
16:18:58.417,-1.0
16:18:58.625,-1.0
16:18:58.830,-1.0
16:18:59.036,-1.0
16:18:59.239,-1.0
16:18:59.442,-1.0
16:18:59.646,-1.0
16:18:59.849,-1.0
16:19:00.054,-1.0
16:19:00.257,-1.0
16:19:00.459,-1.0
16:19:00.665,-1.0
16:19:00.868,-1.0
16:19:01.071,-1.0
16:19:01.273,-1.0
16:19:01.476,-1.0
16:19:01.680,-1.0
16:19:01.886,-1.0
16:19:02.092,-1.0
16:19:02.295,-1.0
16:19:02.498,-1.0
16:19:02.702,-1.0
16:19:02.905,-1.0
16:19:03.108,-1.0
16:19:03.311,-1.0
16:19:03.516,-1.0
16:19:03.721,-1.0
16:19:03.925,-1.0
16:19:05.443,-1.0
16:19:05.646,0.653
16:19:05.855,1.0
16:19:06.057,1.0
16:19:06.260,1.0
16:19:06.463,1.0
16:19:06.674,1.0
16:19:06.877,1.0
16:19:07.081,1.0
16:19:07.284,1.0
16:19:07.490,0.694
16:19:07.694,0.924
16:19:07.897,0.924
16:19:08.099,0.924
16:19:08.301,0.924
16:19:08.508,0.924
16:19:08.714,0.924
16:19:08.921,0.924
16:19:09.123,0.924
16:19:09.325,0.924
16:19:09.528,-1.0
16:19:09.730,-1.0
16:19:09.934,-1.0
16:19:10.141,-1.0
16:19:10.350,-1.0
16:19:10.554,-1.0
16:19:10.758,-1.0
16:19:10.961,-1.0
16:19:11.165,-1.0
16:19:11.367,-1.0
16:19:11.570,-1.0
16:19:11.773,-1.0
16:19:11.986,-1.0
16:19:12.190,-1.0
16:19:12.394,-1.0
16:19:12.604,-1.0
16:19:12.808,-1.0
16:19:13.013,-1.0
16:19:13.218,-1.0
16:19:13.423,-1.0
16:19:13.626,-1.0
16:19:13.829,-1.0
16:19:14.033,-1.0
16:19:14.236,-1.0
16:19:14.439,-1.0
16:19:14.642,-1.0
16:19:14.846,-1.0
16:19:15.048,-1.0
16:19:15.252,-1.0
16:19:15.454,-1.0
16:19:15.658,-1.0
16:19:15.861,-1.0
16:19:16.063,-1.0
16:19:16.268,-1.0
16:19:16.473,-1.0
16:19:16.679,-1.0
16:19:16.882,-1.0
16:19:17.086,-1.0
16:19:17.290,-1.0
16:19:17.493,-1.0
16:19:17.696,-1.0
16:19:17.898,-1.0
16:19:18.102,-1.0
16:19:18.305,-1.0
16:19:18.507,-1.0
16:19:18.715,-1.0
16:19:18.917,-1.0
16:19:19.119,-1.0
16:19:19.324,-1.0
16:19:19.526,-1.0
16:19:19.728,-1.0
16:19:19.930,-1.0
16:19:20.134,-1.0
16:19:20.337,-1.0
16:19:20.539,-1.0
16:19:20.745,-1.0
16:19:20.950,-1.0
16:19:21.156,-1.0
16:19:21.358,-1.0
16:19:21.563,-1.0
16:19:21.766,-1.0
16:19:21.970,-1.0
16:19:22.176,-1.0
16:19:22.383,-1.0
16:19:22.586,-1.0
16:19:22.791,-1.0
16:19:22.995,-1.0
16:19:23.200,-1.0
16:19:23.403,-1.0
16:19:23.605,-1.0
16:19:23.807,-1.0
16:19:24.010,-1.0
16:19:24.212,-1.0
16:19:24.415,-1.0
16:19:24.617,-1.0
16:19:24.823,-1.0
16:19:25.026,-1.0
16:19:25.235,-1.0
16:19:25.438,-1.0
16:19:25.640,-1.0
16:19:25.843,-1.0
16:19:26.049,-1.0
16:19:26.252,-1.0
16:19:26.455,-1.0
16:19:26.660,-1.0
16:19:26.863,-1.0
16:19:27.068,-1.0
16:19:27.272,-1.0
16:19:27.477,-1.0
16:19:27.679,-1.0
16:19:27.881,-1.0
16:19:28.085,-1.0
16:19:28.288,-1.0
16:19:28.495,-1.0
16:19:28.699,-1.0
16:19:28.903,-1.0
16:19:29.106,-1.0
16:19:29.310,-1.0
16:19:29.516,-1.0
16:19:29.719,-1.0
16:19:29.923,-1.0
16:19:30.125,-1.0
16:19:30.328,-1.0
16:19:30.534,-1.0
16:19:30.745,-1.0
16:19:30.950,-1.0
16:19:31.154,-1.0
