,A.LOITER1
19:15:24.423,-1.0
19:15:24.624,-1.0
19:15:24.825,-1.0
19:15:25.026,-1.0
19:15:25.228,-1.0
19:15:25.431,-1.0
19:15:25.634,-1.0
19:15:25.838,-1.0
19:15:26.039,-1.0
19:15:26.240,-1.0
19:15:26.442,-1.0
19:15:26.643,-1.0
19:15:26.844,-1.0
19:15:27.045,-1.0
19:15:27.248,-1.0
19:15:27.449,-1.0
19:15:27.652,-1.0
19:15:27.853,-1.0
19:15:28.054,-1.0
19:15:28.256,-1.0
19:15:28.458,-1.0
19:15:28.659,-1.0
19:15:28.861,-1.0
19:15:29.063,-1.0
19:15:29.265,-1.0
19:15:29.468,-1.0
19:15:29.669,-1.0
19:15:29.871,-1.0
19:15:30.072,-1.0
19:15:30.274,-1.0
19:15:30.475,-1.0
19:15:30.676,-1.0
19:15:30.877,-1.0
19:15:31.078,-1.0
19:15:31.280,-1.0
19:15:31.481,-1.0
19:15:31.685,-1.0
19:15:31.885,-1.0
19:15:32.086,-1.0
19:15:32.287,-1.0
19:15:32.489,-1.0
19:15:32.690,-1.0
19:15:32.891,-1.0
19:15:33.092,-1.0
19:15:33.294,-1.0
19:15:33.495,-1.0
19:15:33.696,-1.0
19:15:33.898,-1.0
19:15:34.099,-1.0
19:15:34.302,-1.0
19:15:34.518,-1.0
19:15:34.740,-1.0
19:15:34.951,-1.0
19:15:35.159,-1.0
19:15:35.382,-1.0
19:15:35.599,-1.0
19:15:35.835,-1.0
19:15:36.057,-1.0
19:15:36.271,-1.0
19:15:36.488,-1.0
19:15:36.711,-1.0
19:15:36.933,-1.0
19:15:37.161,-1.0
19:15:37.387,-1.0
19:15:37.610,-1.0
19:15:37.825,-1.0
19:15:38.037,-1.0
19:15:38.247,-1.0
19:15:38.462,-1.0
19:15:38.677,-1.0
19:15:38.902,-1.0
19:15:39.117,-1.0
19:15:39.328,-1.0
19:15:39.550,-1.0
19:15:39.772,-1.0
19:15:39.996,-1.0
19:15:40.223,-1.0
19:15:40.447,-1.0
19:15:40.659,-1.0
19:15:40.887,-1.0
19:15:41.103,-1.0
19:15:41.313,-1.0
19:15:41.542,-1.0
19:15:41.774,-1.0
19:15:41.996,-1.0
19:15:42.213,-1.0
19:15:42.429,-1.0
19:15:42.654,-1.0
19:15:42.872,-1.0
19:15:43.086,-1.0
19:15:43.321,-1.0
19:15:43.540,-1.0
19:15:43.763,-1.0
19:15:43.983,-1.0
19:15:44.199,-1.0
19:15:44.421,-1.0
19:15:44.648,-1.0
19:15:44.870,-1.0
19:15:45.091,-1.0
19:15:45.315,-1.0
19:15:45.534,-1.0
19:15:45.756,-1.0
19:15:45.974,-1.0
19:15:46.264,-1.0
19:15:47.042,-1.0
19:15:47.805,-1.0
19:15:48.056,-1.0
19:15:48.272,-1.0
19:15:48.499,-1.0
19:15:48.761,-1.0
19:15:50.307,-1.0
19:15:50.534,-1.0
19:15:50.752,-1.0
19:15:50.968,-1.0
19:15:51.180,-1.0
19:15:52.528,-1.0
19:15:52.747,-1.0
19:15:52.980,-1.0
19:15:53.190,-1.0
19:15:53.408,-1.0
19:15:53.623,-1.0
19:15:54.108,-1.0
19:15:54.762,-1.0
19:15:55.234,-1.0
19:15:55.448,-1.0
19:15:55.674,-1.0
19:15:55.902,-1.0
19:15:56.240,-1.0
19:15:56.879,-1.0
19:15:57.179,-1.0
19:15:57.401,-1.0
19:15:57.607,-1.0
19:15:57.831,-1.0
19:15:59.186,-1.0
19:15:59.414,-1.0
19:15:59.648,-1.0
19:15:59.878,-1.0
19:16:00.105,-1.0
19:16:00.609,-1.0
19:16:00.946,-1.0
19:16:01.222,-1.0
19:16:01.443,-1.0
19:16:01.652,-1.0
19:16:01.874,-1.0
19:16:02.082,-1.0
19:16:02.290,-1.0
19:16:02.519,-1.0
19:16:02.732,-1.0
19:16:02.952,-1.0
19:16:03.164,-1.0
19:16:03.386,-1.0
19:16:03.600,-1.0
19:16:03.831,-1.0
19:16:04.054,-1.0
19:16:04.275,-1.0
19:16:04.484,-1.0
19:16:04.707,-1.0
19:16:04.920,-1.0
19:16:05.151,-1.0
19:16:05.882,-1.0
19:16:06.107,-1.0
19:16:06.323,-1.0
19:16:06.544,-1.0
19:16:06.763,-1.0
19:16:06.985,-1.0
19:16:07.393,-1.0
19:16:07.828,-1.0
19:16:08.050,-1.0
19:16:08.268,-1.0
19:16:08.483,-1.0
19:16:08.696,-1.0
19:16:09.332,-1.0
19:16:09.622,-1.0
19:16:10.115,-1.0
19:16:10.342,-1.0
19:16:10.581,-1.0
19:16:10.791,-1.0
19:16:11.005,-1.0
19:16:11.221,-1.0
19:16:11.433,-1.0
19:16:11.651,-1.0
19:16:12.018,-1.0
19:16:12.694,-1.0
19:16:12.921,-1.0
19:16:13.140,-1.0
19:16:13.360,-1.0
19:16:13.587,-1.0
19:16:13.918,-1.0
19:16:14.146,-1.0
19:16:14.382,-1.0
19:16:14.601,-1.0
19:16:14.815,-1.0
19:16:15.032,-1.0
19:16:15.250,-1.0
19:16:15.473,-1.0
19:16:15.686,-1.0
19:16:15.924,-1.0
19:16:16.157,-1.0
19:16:16.380,-1.0
19:16:16.605,-1.0
19:16:16.818,-1.0
