time_stamp,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,alt,lat,lon,relative_alt,vx,vy,vz,MODE
19:15:24,0.0,1.3333333333333333,-1000.0,0.3333333333333333,0.3333333333333333,0.0,-0.00025816093693720177,0.0014317856985144317,0.02555981371551752,0.00016879370377864689,0.00023183664598036557,0.002292427816428244,583910.0,-35.3632622,149.1652374,0.0,-2.0,1.0,0.0,STABILIZE
19:15:27,0.0,1.0,-1000.0,0.0,0.0,0.0,-0.0005273409187793732,0.00099174864590168,0.02424321137368679,0.0002774823224171996,0.00023685136693529785,0.0019003606867045164,583920.0,-35.3632621,149.1652375,0.0,-1.0,2.0,1.0,STABILIZE
19:15:30,0.0,0.5,-1000.5,0.5,0.0,0.0,-0.0007873638242017478,0.0009391095081809908,0.023253734223544598,0.00022160744993016124,0.00028878828743472695,0.0017691499087959528,583920.0,-35.3632621,149.1652375,0.0,-1.0,1.0,0.0,STABILIZE
19:15:31,0.0,1.5,-1000.0,0.5,0.0,0.5,-0.0010385609930381179,0.0009465196635574102,0.022982157766819,0.0001628230675123632,0.0001539804507046938,0.0016728407936170697,583910.0,-35.3632621,149.16523755,0.0,-1.0,2.0,2.0,STABILIZE
19:15:32,0.0,1.0,-1000.0,0.0,0.0,0.0,-0.0012182565405964851,0.0009576369484420866,0.022758588194847107,0.00027801934629678726,0.0002657911099959165,0.0016639168607071042,583910.0,-35.3632622,149.1652375,0.0,-1.0,1.0,1.0,STABILIZE
19:15:41,0.0,1.1111111111111112,-1000.0,0.6666666666666666,0.3333333333333333,0.0,-0.00141030756640248,0.000978186923020985,0.022057616151869297,0.00022808619542047381,0.0002817114582285285,0.001622807074454613,583907.5,-35.3632622,149.1652375,0.0,-1.0,0.25,0.25,STABILIZE
19:15:53,0.0,1.0,-1000.3333333333334,0.5,0.5,0.6666666666666666,-0.001207211093666653,0.0009962574113160372,0.02167619826893012,0.0005352096438097457,0.00026892075159897405,0.0014886690963370104,583928.3333333334,-35.3632622,149.1652375,1.1666666666666667,-1.0,0.0,-0.3333333333333333,STABILIZE
19:15:55,0.0,1.8333333333333333,-1000.0,0.3333333333333333,0.5,0.16666666666666666,-0.0009820990031585096,0.0010567331919446588,0.02144671753048897,0.0002565074362792075,0.0002733091940172017,0.0014530768617987632,583938.0,-35.36326212,149.1652375,11.0,-0.4,0.0,-1.0,AUTO
19:15:57,0.0,1.5,-1000.0,0.5,0.5,0.5,-0.0007198052480816841,0.0013810910750180483,0.021216577384620905,0.0002859810629161075,0.00028272248164284974,0.0014413977914955467,583940.0,-35.3632621,149.1652375,15.75,0.0,0.0,-1.0,AUTO
19:16:08,0.0,0.0,-1102.75,1.75,0.25,1.0,0.001899140148452716,0.0005473929604704608,0.0208799303509295,0.0012103234621463344,-0.0005163148161955178,0.001829635293688625,584087.5,-35.3632621,149.1652375,162.75,0.0,0.25,-49.75,AUTO
19:16:19,0.25,-2.25,-1006.25,43.25,-8.0,2.25,0.039698285050690174,-0.0044051715231034905,0.02076093479990959,0.043223967775702477,-0.009151313453912735,0.002975918469019234,585922.5,-35.363261924999996,149.165238025,1997.0,2.75,17.25,-148.0,AUTO
19:16:28,2.75,-9.25,-1002.5,-82.5,-19.25,-31.5,-0.0220830210018903,0.0029091176111251116,-0.047685950063169,-0.08377308817580342,-0.019984015729278326,-0.031115117948502302,588132.5,-35.363260925,149.165244175,4207.25,7.0,42.5,-148.25,AUTO
19:16:40,-2.6666666666666665,8.333333333333334,-1002.6666666666666,54.666666666666664,5.666666666666667,-31.666666666666668,-0.05087803862988949,0.020714903250336647,-0.12493342906236649,0.05451315858711799,0.005262843924962605,-0.03189871568853656,590518.3333333334,-35.3632605,149.16524371666665,6594.166666666667,-12.333333333333334,-44.333333333333336,-149.5,AUTO
19:16:49,2.0,12.75,-1001.5,15.25,-65.5,65.25,0.03460329445078969,0.001797631208319217,-0.11957500129938126,0.014873271604301408,-0.06644957122625783,0.0656384233298013,592915.0,-35.3632645,149.165235,8991.25,-40.75,-31.0,-152.25,AUTO
19:17:03,-5.0,-10.5,-996.5,-70.5,65.75,-33.25,0.038741972704883665,-0.062320397701114416,-0.021574935177341104,-0.07131202984601259,0.06507782638072968,-0.03282554727047682,595560.0,-35.3632651,149.1652351,11634.0,51.5,36.25,-147.5,AUTO
19:17:14,-7.5,-4.5,-1004.0,29.0,28.5,-73.5,-0.038675980642437935,0.05767266824841499,-0.20320214331150055,0.04405374079942703,0.015818343963474035,-0.05353249050676823,598260.0,-35.363256750000005,149.1652381,14331.5,11.5,-21.0,-154.0,AUTO
