,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,EK2_CHECK_SCALE,EK3_CHECK_SCALE,LGR_DEPLOY_ALT,RNGFND1_WSP_MAVG
23:36:24.918,250732.0,0.2,0.3,-6.2,0.25,0.8,0.0,24854.0,380.0,1.0,0.1,50.0,50.0,494.0,0.0
23:36:29.590,113823.0,0.2,0.7,-8.9,0.25,1.8,0.0,267.0,990.0,1.0,0.1,50.0,50.0,760.0,0.0
23:36:34.670,80097.0,0.5,0.2,-2.4,0.25,0.6,0.0,16750.0,130.0,1.0,0.1,50.0,50.0,375.0,0.0
23:36:39.328,37001.0,0.3,1.3,4.5,0.25,0.1,0.0,3217.0,750.0,1.0,0.1,50.0,50.0,258.0,0.0
23:36:45.029,66166.0,0.3,0.5,-7.2,0.25,0.6,0.0,7593.0,120.0,1.0,0.1,50.0,50.0,557.0,0.0
23:36:50.657,6710.0,0.7,0.9,6.3,0.25,2.6,0.0,12094.0,320.0,1.0,0.1,50.0,50.0,165.0,0.0
23:36:55.271,91965.0,0.5,0.7,-1.2,0.25,1.1,0.0,2141.0,180.0,1.0,0.1,50.0,50.0,574.0,0.0
23:37:00.981,207401.0,0.2,0.7,-5.5,0.25,2.2,0.0,14636.0,80.0,1.0,0.1,50.0,50.0,343.0,0.0
23:37:05.752,17963.0,0.7,0.4,-3.9,0.25,3.9,0.0,10794.0,410.0,1.0,0.1,50.0,50.0,161.0,0.0
23:37:10.949,172137.0,1.1,1.4,-5.9,0.25,1.1,0.0,923.0,280.0,1.0,0.1,50.0,50.0,110.0,0.0
23:37:15.675,47043.0,0.4,0.3,-3.5,0.25,1.5,0.0,4778.0,120.0,1.0,0.1,50.0,50.0,149.0,0.0
23:37:20.727,38526.0,0.5,1.3,-6.2,0.25,1.9,0.0,31198.0,440.0,1.0,0.1,50.0,50.0,20.0,0.0
23:37:25.448,229602.0,0.3,0.7,-4.1,0.25,3.2,0.0,6461.0,150.0,1.0,0.1,50.0,50.0,369.0,0.0
23:37:31.032,199413.0,0.2,0.5,-2.9,0.25,0.6,0.0,17254.0,30.0,1.0,0.1,50.0,50.0,285.0,0.0
23:37:36.682,136199.0,0.5,0.4,-5.6,0.25,4.1,0.0,2230.0,830.0,1.0,0.1,50.0,50.0,113.0,0.0
23:37:41.365,127945.0,0.4,0.2,-6.1,0.25,2.5,0.0,1255.0,290.0,1.0,0.1,50.0,50.0,9.0,0.0
23:37:47.031,91757.0,0.4,0.2,-8.1,0.25,0.6,0.0,16703.0,110.0,1.0,0.1,50.0,50.0,468.0,0.0
23:37:52.745,192868.0,0.3,0.2,-0.7,0.25,0.1,0.0,788.0,80.0,1.0,0.1,50.0,50.0,366.0,0.0
23:37:57.477,85060.0,0.7,0.9,7.9,0.25,0.3,0.0,23334.0,690.0,1.0,0.1,50.0,50.0,371.0,0.0
23:38:03.267,59005.0,0.7,0.9,-8.2,0.25,3.5,0.0,25177.0,40.0,1.0,0.1,50.0,50.0,245.0,0.0
23:38:09.041,44555.0,0.5,0.9,-7.9,0.25,1.5,0.0,278.0,390.0,1.0,0.1,50.0,50.0,608.0,0.0
23:38:14.798,71785.0,0.5,0.7,3.9,0.25,0.1,0.0,10058.0,520.0,1.0,0.1,50.0,50.0,592.0,0.0
23:38:19.504,171758.0,0.5,0.7,-8.9,0.25,0.1,0.0,14759.0,310.0,1.0,0.1,50.0,50.0,547.0,0.0
23:38:24.720,71323.0,0.7,0.5,-6.2,0.25,3.8,0.0,4413.0,220.0,1.0,0.1,50.0,50.0,231.0,0.0
23:38:29.466,248307.0,0.2,0.5,5.9,0.25,1.0,0.0,11792.0,160.0,1.0,0.1,50.0,50.0,65.0,0.0
23:38:35.099,115484.0,0.2,0.9,-7.9,0.25,0.4,0.0,4198.0,470.0,1.0,0.1,50.0,50.0,498.0,0.0
23:38:40.793,220654.0,0.2,0.7,-5.9,0.25,1.6,0.0,4838.0,530.0,1.0,0.1,50.0,50.0,132.0,0.0
23:38:45.417,61676.0,0.2,0.7,-6.9,0.25,3.4,0.0,16607.0,770.0,1.0,0.1,50.0,50.0,267.0,0.0
23:38:50.159,133582.0,0.7,0.9,3.4,0.25,1.9,0.0,3254.0,180.0,1.0,0.1,50.0,50.0,18.0,0.0
23:38:55.840,218986.0,0.3,0.5,-3.6,0.25,0.6,0.0,10919.0,640.0,1.0,0.1,50.0,50.0,297.0,0.0
23:39:00.536,42745.0,0.7,0.9,-7.9,0.25,0.8,0.0,16830.0,190.0,1.0,0.1,50.0,50.0,164.0,0.0
23:39:05.758,42459.0,0.5,0.5,3.5,0.25,1.2,0.0,14379.0,130.0,1.0,0.1,50.0,50.0,299.0,0.0
23:39:10.433,187962.0,0.2,0.2,-7.1,0.25,0.6,0.0,6319.0,130.0,1.0,0.1,50.0,50.0,20.0,0.0
23:39:16.117,67441.0,0.5,1.3,-0.1,0.25,1.6,0.0,3139.0,60.0,1.0,0.1,50.0,50.0,173.0,0.0
23:39:21.968,135876.0,0.4,1.2,-1.1,0.25,0.1,0.0,31911.0,100.0,1.0,0.1,50.0,50.0,500.0,0.0
23:39:26.650,422.0,1.1,1.3,-4.9,0.25,0.1,0.0,11520.0,100.0,1.0,0.1,50.0,50.0,478.0,0.0
23:39:31.773,40369.0,0.2,1.2,-5.0,0.25,3.9,0.0,5156.0,950.0,1.0,0.1,50.0,50.0,273.0,0.0
23:39:36.470,7603.0,0.4,1.5,-5.3,0.25,1.1,0.0,10752.0,840.0,1.0,0.1,50.0,50.0,65.0,0.0
23:39:42.133,55073.0,0.3,0.7,-7.9,0.25,1.1,0.0,6790.0,580.0,1.0,0.1,50.0,50.0,419.0,0.0
23:39:47.840,68547.0,0.5,0.3,-7.1,0.25,2.6,0.0,19897.0,320.0,1.0,0.1,50.0,50.0,168.0,0.0
23:39:52.539,8471.0,0.2,1.7,-9.6,0.25,1.8,0.0,102.0,120.0,1.0,0.1,50.0,50.0,46.0,0.0
23:39:57.819,64816.0,0.9,0.4,-7.1,0.25,3.8,0.0,2691.0,620.0,1.0,0.1,50.0,50.0,357.0,0.0
23:40:02.593,128497.0,0.7,0.5,-8.9,0.25,2.1,0.0,20298.0,280.0,1.0,0.1,50.0,50.0,211.0,0.0
23:40:07.834,3896.0,0.3,0.9,-9.2,0.25,2.2,0.0,16076.0,30.0,1.0,0.1,50.0,50.0,33.0,0.0
23:40:12.503,91092.0,0.4,0.4,-0.5,0.25,0.1,0.0,8667.0,570.0,1.0,0.1,50.0,50.0,345.0,0.0
23:40:17.724,155560.0,0.4,0.4,-6.2,0.25,3.8,0.0,14910.0,280.0,1.0,0.1,50.0,50.0,113.0,0.0
23:40:22.554,58845.0,0.3,0.3,-5.3,0.25,0.6,0.0,396.0,710.0,1.0,0.1,50.0,50.0,380.0,0.0
23:40:27.735,76964.0,0.2,0.5,-3.1,0.25,3.5,0.0,1387.0,570.0,1.0,0.1,50.0,50.0,71.0,0.0
23:40:32.445,37412.0,0.9,1.2,-6.8,0.25,0.8,0.0,1101.0,110.0,1.0,0.1,50.0,50.0,988.0,0.0
23:40:38.112,115865.0,0.3,1.3,-6.8,0.25,0.8,0.0,6993.0,20.0,1.0,0.1,50.0,50.0,786.0,0.0
23:40:43.885,160278.0,0.4,1.1,-8.9,0.25,3.5,0.0,19671.0,120.0,1.0,0.1,50.0,50.0,842.0,0.0
23:40:48.631,113840.0,0.3,0.5,-6.5,0.25,0.1,0.0,2327.0,730.0,1.0,0.1,50.0,50.0,574.0,0.0
