time_stamp,MODE_LAND,relative_alt,vx,vy,vz
10:47:30.291,0,0,0,0,1
10:47:30.495,0,0,0,0,1
10:47:30.696,0,0,0,0,1
10:47:30.898,0,0,0,0,1
10:47:31.102,0,0,0,0,1
10:47:31.305,0,0,0,0,1
10:47:31.511,0,0,0,0,0
10:47:31.713,0,0,-1,0,0
10:47:31.915,0,0,-1,0,0
10:47:32.118,0,0,-1,0,0
10:47:32.323,0,0,-1,0,0
10:47:32.525,0,0,-1,0,0
10:47:32.726,0,0,-1,0,0
10:47:32.929,0,0,-1,0,0
10:47:33.131,0,0,-1,0,0
10:47:33.337,0,0,-1,0,0
10:47:33.539,0,0,-1,0,0
10:47:33.741,0,0,-2,1,0
10:47:33.942,0,1,-2,1,-1
10:47:34.144,0,1,-2,1,-1
10:47:34.349,0,1,-2,1,-1
10:47:34.554,0,1,-2,1,-1
10:47:34.756,0,1,-2,1,-1
10:47:34.959,0,1,-2,1,-1
10:47:35.163,0,1,-2,1,-1
10:47:35.366,0,1,-2,1,-1
10:47:35.568,0,7,0,0,-1
10:47:35.770,0,8,0,0,-1
10:47:35.971,0,9,0,0,-1
10:47:36.173,0,9,0,0,-1
10:47:36.377,0,9,0,0,-1
10:47:36.580,0,9,0,0,-1
10:47:36.783,0,9,0,0,-1
10:47:36.985,0,9,0,0,-1
10:47:37.187,0,9,0,0,-1
10:47:37.389,0,9,0,0,-1
10:47:37.593,0,11,0,0,-1
10:47:37.796,0,14,0,0,-1
10:47:37.998,0,33,0,0,-23
10:47:38.200,0,33,0,0,-23
10:47:38.404,0,33,0,0,-23
10:47:38.606,0,33,0,0,-23
10:47:38.809,0,33,0,0,-23
10:47:39.013,0,33,0,0,-23
10:47:39.215,0,33,0,0,-23
10:47:39.417,0,33,0,0,-23
10:47:39.619,0,1235,3,6,-144
10:47:39.822,0,2375,9,30,-149
10:47:40.023,0,2375,9,30,-149
10:47:40.225,0,2375,9,30,-149
10:47:40.427,0,2375,9,30,-149
10:47:40.630,0,2375,9,30,-149
10:47:40.835,0,2375,9,30,-149
10:47:41.036,0,2375,9,30,-149
10:47:41.238,0,2375,9,30,-149
10:47:41.441,0,2375,9,30,-149
10:47:41.649,0,4650,45,113,-143
10:47:41.850,0,5382,61,136,-140
10:47:42.052,0,5382,61,136,-140
10:47:42.256,0,5382,61,136,-140
10:47:42.458,0,5382,61,136,-140
10:47:42.660,0,5382,61,136,-140
10:47:42.861,0,5382,61,136,-140
10:47:43.064,0,5382,61,136,-140
10:47:43.266,0,5382,61,136,-140
10:47:43.468,0,5382,61,136,-140
10:47:43.669,0,5382,61,136,-140
10:47:43.873,0,6498,52,130,-149
10:47:44.076,0,8067,28,46,-156
10:47:44.278,0,8859,7,-14,-153
10:47:44.480,0,8859,7,-14,-153
10:47:44.682,0,8859,7,-14,-153
10:47:44.887,0,8859,7,-14,-153
10:47:45.089,0,8859,7,-14,-153
