time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,RTL_ALT,LAND_SPEED_HIGH,WPNAV_SPEED_DN
10:47:44,-0.11838117490212123,0.020290580267707508,-0.20443358520666757,-0.024247781684001286,0.0116817073430866,-0.06880087902148564,-35.36324755,149.16527915,8265.0,22.5,30.25,-155.0,2.0,-13.0,-1004.75,-40.75,10.75,-69.5,GUIDED,1500.0,90.0,90.0
10:47:54,-0.03934113289384792,0.09432158432900906,-0.20666934301455817,-0.08530154327551524,-0.051222362875705585,-0.030215165577828884,-35.36321813333333,149.16528436666667,23576.0,-101.33333333333333,31.5,-143.0,20.166666666666668,7.0,-996.3333333333334,-84.33333333333333,-50.166666666666664,-30.333333333333332,GUIDED,1500.0,90.0,90.0
10:47:56,-0.026749845128506422,-0.033396704510475196,-0.23234965900580087,0.09706210220853488,-0.05614058052500089,0.009951904028033217,-35.36324153333334,149.16528208333332,26383.833333333332,-133.83333333333334,-51.333333333333336,-153.0,13.333333333333334,30.833333333333332,-1013.6666666666666,97.16666666666667,-55.166666666666664,8.833333333333334,GUIDED,1500.0,90.0,90.0
10:48:00,0.00257130859037196,0.051163093319961,-0.19071872106620244,-0.004534432331898383,-0.011209488713315554,0.03568345807226641,-35.363245057142855,149.16527527142856,32034.14285714286,10.0,6.857142857142857,-153.57142857142858,-2.857142857142857,-3.857142857142857,-1003.0,-3.5714285714285716,-10.428571428571429,35.142857142857146,GUIDED,1500.0,90.0,90.0
10:48:02,-0.010063300468027591,-0.008675610087811947,-0.12958866357803345,0.00034072883427143096,-0.009016291168518365,-0.005945194978266954,-35.363247799999996,149.16527744,35621.6,-17.6,2.6,-153.2,3.8333333333333335,1.1666666666666667,-1000.5,-0.16666666666666666,-10.166666666666666,-1.8333333333333333,GUIDED,1500.0,90.0,90.0
10:48:10,0.001754983599918584,0.001534481920922796,-0.09755464146534602,0.0016213951942821343,0.002848820644430816,0.00674804812297225,-35.36324856666666,149.1652766,48242.666666666664,0.0,1.0,-153.0,0.0,0.0,-1000.0,2.0,3.6666666666666665,6.666666666666667,GUIDED,1500.0,90.0,90.0
10:48:14,-0.036464039352722466,0.041828057350357994,0.06545001035556197,-0.058970945654436946,0.010366283066105098,0.33620153926312923,-35.363248625,149.16527622499999,54215.5,-11.5,-9.75,-128.0,1.25,1.75,-931.0,-57.75,11.25,336.0,LAND,1500.0,440.0,90.0
10:48:16,0.04513949869821469,-0.03861003555357456,0.30546774963537854,0.4403042917450269,0.025078735236699384,-0.037640676057587065,-35.36325078333334,149.16527196666667,54982.166666666664,8.5,5.833333333333333,32.666666666666664,-0.8333333333333334,1.1666666666666667,-941.8333333333334,438.3333333333333,25.833333333333332,-36.833333333333336,LAND,1500.0,480.0,90.0
10:48:18,0.009452433791011572,0.016715987275044124,0.23774265249570212,-0.7551525036493937,0.0034340163692831993,-0.02617876852552096,-35.363247933333334,149.16527670000002,53437.666666666664,11.666666666666666,24.0,152.33333333333334,1.6666666666666667,-76.0,-819.0,-762.0,4.0,-25.333333333333332,LAND,1500.0,420.0,90.0
10:48:20,-0.026923656463623047,0.002318583272426622,0.18626604601740837,0.06312830839306116,-0.044118157122284174,-0.009247310066712089,-35.363247775000005,149.165280125,47623.25,-2.0,4.75,312.25,2.75,67.25,-1028.75,75.5,-42.75,-8.25,LAND,1500.0,420.0,90.0
10:48:22,0.05383898690342903,-0.009836924262344837,0.1463400349020958,2.252187132835388,0.005061317206127569,-0.017429939471185207,-35.3632485,149.1652769,40803.0,2.5,-10.0,276.0,-3.6666666666666665,63.666666666666664,-1010.6666666666666,1889.6666666666667,3.6666666666666665,-17.0,LAND,1500.0,230.0,90.0
10:48:24,0.013830803955594698,7.570454181404784e-05,0.126592884461085,-0.5141532073418299,0.003306188892262677,-0.002282265496129791,-35.3632481,149.1652733,37584.666666666664,0.6666666666666666,18.666666666666668,116.0,-1.0,20.0,-956.3333333333334,-504.6666666666667,3.6666666666666665,-1.3333333333333333,LAND,1500.0,230.0,90.0
