,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH
13:08:32.167,12187.0,0.3,0.2,1.4,0.25
13:08:38.196,107347.0,0.2,0.4,-7.2,0.25
13:08:44.087,158592.0,0.3,0.3,-6.1,0.25
13:08:50.024,77018.0,0.5,0.2,-9.6,0.25
13:08:55.866,7345.0,0.2,0.2,-8.5,0.25
13:09:00.768,211261.0,0.3,0.4,-8.1,0.25
13:09:06.222,49381.0,0.3,0.3,-9.9,0.25
13:09:12.104,64790.0,0.2,1.1,-9.8,0.25
13:09:17.944,85897.0,0.3,0.7,-8.4,0.25
13:09:22.861,345.0,0.2,0.7,-6.2,0.25
13:09:28.209,8065.0,0.2,0.5,-7.1,0.25
13:09:34.287,42054.0,0.4,1.3,-8.8,0.25
13:09:40.210,48910.0,0.3,0.9,-9.9,0.25
13:09:46.076,49104.0,0.4,0.9,-8.8,0.25
13:09:51.855,56733.0,0.4,0.2,0.9,0.25
13:09:56.779,145543.0,0.5,0.2,-4.1,0.25
13:10:02.194,22941.0,0.2,0.3,-3.6,0.25
13:10:08.209,265808.0,0.2,0.4,-8.5,0.25
13:10:14.039,4050.0,0.4,1.4,-5.0,0.25
13:10:19.868,43001.0,0.4,0.3,-8.5,0.25
13:10:24.779,86412.0,0.2,0.5,-9.2,0.25
13:10:30.176,7367.0,0.2,0.4,-7.1,0.25
13:10:35.957,6403.0,0.5,0.3,-9.4,0.25
13:10:40.878,75337.0,0.4,0.2,-7.9,0.25
13:10:46.168,23979.0,0.4,0.5,-6.8,0.25
13:10:51.975,41465.0,0.3,0.7,-6.6,0.25
13:10:56.911,69575.0,0.5,0.4,-9.4,0.25
13:11:02.354,292810.0,0.2,0.2,-9.6,0.25
13:11:08.269,20477.0,0.2,0.2,4.6,0.25
13:11:14.213,22456.0,0.2,1.3,-5.5,0.25
13:11:20.113,20732.0,0.3,0.5,-2.9,0.25
13:11:26.115,65039.0,0.2,1.3,-6.2,0.25
13:11:32.074,117728.0,0.2,0.7,-9.2,0.25
13:11:37.940,25584.0,0.3,0.4,-8.2,0.25
13:11:42.787,11574.0,0.3,1.2,-6.9,0.25
13:11:48.173,49557.0,0.2,1.1,-9.2,0.25
13:11:54.207,87716.0,0.4,0.3,-9.4,0.25
13:12:00.156,8370.0,0.2,0.4,-3.3,0.25
13:12:06.037,92295.0,0.5,0.2,-5.9,0.25
