,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS
05:42:12.056,11676.0,0.25,0.1,1000.0,30.0
05:42:17.891,182388.0,0.25,0.1,1000.0,30.0
05:42:22.842,39304.0,0.25,0.1,1000.0,30.0
05:42:28.173,2828.0,0.25,0.1,1000.0,30.0
05:42:34.031,57820.0,0.25,0.1,1000.0,30.0
05:42:39.938,32465.0,0.25,0.1,1000.0,30.0
05:42:44.712,12307.0,0.25,0.1,1000.0,30.0
05:42:50.039,34749.0,0.25,0.1,1000.0,30.0
05:42:55.843,96570.0,0.25,0.1,1000.0,30.0
05:43:00.708,9740.0,0.25,0.1,1000.0,30.0
05:43:06.044,66316.0,0.25,0.1,1000.0,30.0
05:43:11.927,3638.0,0.25,0.1,1000.0,30.0
05:43:16.868,49935.0,0.25,0.1,1000.0,30.0
05:43:22.200,41749.0,0.25,0.1,1000.0,30.0
05:43:28.079,5983.0,0.25,0.1,1000.0,30.0
05:43:33.933,27994.0,0.25,0.1,1000.0,30.0
05:43:38.787,75502.0,0.25,0.1,1000.0,30.0
05:43:44.201,64014.0,0.25,0.1,1000.0,30.0
05:43:50.106,505.0,0.25,0.1,1000.0,30.0
05:43:55.829,3985.0,0.25,0.1,1000.0,30.0
05:44:00.609,30172.0,0.25,0.1,1000.0,30.0
05:44:06.038,45638.0,0.25,0.1,1000.0,30.0
05:44:11.900,5867.0,0.25,0.1,1000.0,30.0
05:44:16.830,86717.0,0.25,0.1,1000.0,30.0
05:44:22.224,3541.0,0.25,0.1,1000.0,30.0
05:44:28.141,1953.0,0.25,0.1,1000.0,30.0
05:44:33.918,114519.0,0.25,0.1,1000.0,30.0
05:44:38.697,138884.0,0.25,0.1,1000.0,30.0
05:44:43.960,4794.0,0.25,0.1,1000.0,30.0
05:44:48.802,57771.0,0.25,0.1,1000.0,30.0
05:44:54.250,66024.0,0.25,0.1,1000.0,30.0
05:45:00.150,34865.0,0.25,0.1,1000.0,30.0
05:45:06.108,99592.0,0.25,0.1,1000.0,30.0
05:45:11.873,95435.0,0.25,0.1,1000.0,30.0
05:45:16.701,56189.0,0.25,0.1,1000.0,30.0
05:45:22.020,110540.0,0.25,0.1,1000.0,30.0
05:45:27.827,177179.0,0.25,0.1,1000.0,30.0
05:45:32.745,133905.0,0.25,0.1,1000.0,30.0
05:45:38.022,161808.0,0.25,0.1,1000.0,30.0
05:45:43.845,213768.0,0.25,0.1,1000.0,30.0
05:45:48.647,77072.0,0.25,0.1,1000.0,30.0
05:45:54.000,61851.0,0.25,0.1,1000.0,30.0
05:45:59.883,19693.0,0.25,0.1,1000.0,30.0
05:46:04.778,25164.0,0.25,0.1,1000.0,30.0
05:46:10.127,119408.0,0.25,0.1,1000.0,30.0
05:46:15.962,174530.0,0.25,0.1,1000.0,30.0
05:46:20.712,41134.0,0.25,0.1,1000.0,30.0
05:46:26.117,19040.0,0.25,0.1,1000.0,30.0
05:46:31.898,6298.0,0.25,0.1,1000.0,30.0
