time_stamp,RTL_ALT,lat,lon,relative_alt,vx,vy,vz,chan4_raw,MODE,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
16:36:52,1500.0,-35.3632621,149.1652375,0.0,-1.0,0.0,0.0,1500.0,STABILIZE,0.0,1.0,-1000.0,1.0,0.0,1.0,-0.0010154977208003402,0.0009571841801516712,0.022671224549412727,7.710052886977792e-05,0.00034534314181655645,0.0018007768085226417
16:36:58,1500.0,-35.3632622,149.16523755,0.0,-1.0,4.0,4.0,1500.0,AUTO,0.0,2.0,-999.0,0.0,0.0,1.0,-0.000511099467985332,0.0009726063290145248,0.02119691949337721,0.000250755314482376,0.00021894284873269498,0.0015341416583396494
16:37:00,1500.0,-35.3632621,149.1652375,0.0,0.0,-1.0,2.0,1500.0,AUTO,0.0,2.0,-1000.0,0.5,0.0,1.0,-0.0006424082966987044,0.0012202599900774658,0.020749579183757305,0.00028396735433489084,0.0003512226394377649,0.0014993772492744029
16:37:02,1500.0,-35.3632621,149.1652374,14.5,0.0,-0.5,-16.5,1500.0,AUTO,0.0,0.5,-1088.0,18.0,-3.5,1.5,0.0031270995968952775,0.0005747122340835631,0.02026662416756153,0.017594415228813887,-0.004491810454055667,0.002347482368350029
16:37:04,1500.0,-35.36326185,149.16523840000002,2287.5,3.5,22.0,-148.5,1500.0,AUTO,0.5,-3.5,-1001.5,42.0,-9.0,3.0,0.047139085829257965,-0.005881950492039323,0.020375611260533333,0.04162108525633812,-0.00995996780693531,0.0035432414151728153
16:37:06,1500.0,-35.3632601,149.16524425,5348.0,6.5,-24.0,-150.0,1500.0,AUTO,-3.0,1.5,-1001.5,37.0,6.5,-28.0,-0.06860310956835747,0.0018094151746481657,-0.07649825140833855,0.0368414418771863,0.006344471359625459,-0.027959438040852547
16:37:08,1500.0,-35.36326115,149.1652335,8457.0,-21.5,-27.5,-152.0,1582.0,AUTO,-0.5,8.5,-985.0,-1.5,-47.0,146.0,0.050288423895835876,0.01596510410308838,-0.08223220333456993,-0.0023752935230731964,-0.04754419845994562,0.14678710908629
16:37:10,1500.0,-35.363262649999996,149.16523625000002,11380.5,-3.5,36.5,-142.5,1664.0,AUTO,-6.0,-6.0,-1005.0,-25.0,52.5,728.5,0.015191000886261463,0.020401903428137302,1.372970700263977,-0.02651041466742754,0.052512455731630325,0.7292153537273407
16:37:12,1500.0,-35.36326315,149.16523675000002,14386.5,20.0,-32.0,-149.5,1500.0,AUTO,6.5,1.5,-998.5,-25.0,66.0,24.5,-0.007836854550987482,0.08283764496445656,2.3084033727645874,-0.02636062353849411,0.06599073484539986,0.024637277936562896
16:37:14,1500.0,-35.363252349999996,149.1652204,17404.5,62.5,-75.5,-153.0,1500.0,AUTO,21.0,12.0,-1011.0,-0.5,-98.0,-11.5,-0.008789238054305315,-0.03880381118506193,2.3010212182998657,-0.0014941681583877653,-0.09891188144683838,-0.011957797221839428
16:37:16,1500.0,-35.3632518,149.16521995,20472.5,-65.5,92.5,-142.0,1500.0,AUTO,-21.0,-12.5,-997.5,25.0,45.0,-9.0,-0.00043440458830446005,-0.12519719824194908,2.192445158958435,0.02428588643670082,0.04479864425957203,-0.009288025787100196
16:37:18,1500.0,-35.36326725,149.16524950000002,23454.0,-76.5,110.0,-159.0,1500.0,AUTO,-32.0,-20.0,-1015.5,14.0,93.5,-24.0,0.030405119061470032,0.05829443037509918,2.158522129058838,0.01385934418067336,0.09312310814857483,-0.024192677810788155
16:37:20,1500.0,-35.363272300000006,149.165251,26592.5,41.5,-111.5,-139.0,1693.0,AUTO,24.5,1.0,-995.0,-119.0,-200.0,148.5,-0.05029548145830631,0.12004205211997032,2.083028197288513,-0.11997950822114944,-0.20140991359949112,0.14896948263049126
16:37:22,1500.0,-35.36325515,149.16524850000002,29375.0,94.0,129.0,-132.0,1886.0,AUTO,21.0,29.5,-1004.0,40.5,-185.0,780.0,-0.17282173037528992,-0.009563523577526212,-2.7489254474639893,0.040019801119342446,-0.1861737221479416,0.7811143696308136
16:37:24,1500.0,-35.36325665,149.16527804999998,32268.5,-74.5,22.0,-155.5,1500.0,AUTO,-2.0,24.5,-1018.0,183.0,-115.0,6.5,0.039562027901411057,-0.2053404226899147,-1.7420888543128967,0.1827782467007637,-0.11661772429943085,0.006430433597415686
16:37:26,1500.0,-35.3632622,149.16524455,34987.5,15.0,-259.5,-133.0,1500.0,AUTO,-43.5,-43.0,-1028.5,-19.5,118.0,-68.0,0.0734260268509388,-0.04197615012526512,-1.8232350945472717,-0.02083396352827549,0.1175064779818058,-0.0683327279984951
16:37:28,1500.0,-35.3632552,149.1651994,38118.0,75.0,-102.0,-162.5,1500.0,AUTO,-5.5,-31.5,-999.0,-13.5,33.0,-23.5,0.030868475325405598,0.12320214882493019,-1.8841357231140137,-0.014511314686387777,0.03270385228097439,-0.024433224461972713
16:37:30,1500.0,-35.3632374,149.16520350000002,41163.5,107.5,115.5,-143.0,1500.0,AUTO,34.0,3.5,-1011.0,-58.0,-120.0,0.0,-0.05419764295220375,0.06068403832614422,-1.977893054485321,-0.05998076684772968,-0.12170887365937233,3.7891208194196224e-05
16:37:32,1500.0,-35.363234,149.16522945,44182.5,-104.5,88.5,-140.5,1596.0,AUTO,0.0,29.5,-980.0,-88.5,-142.5,144.0,-0.14877382665872574,-0.10456077381968498,-1.9576218128204346,-0.0896464018151164,-0.14411152713000774,0.14406508021056652
16:37:34,1500.0,-35.363276600000006,149.1652393,46562.0,-295.5,-12.5,-126.0,1692.0,AUTO,36.5,59.5,-1036.5,34.0,-195.0,755.0,-0.13579228520393372,-0.04397285729646683,-0.5560291558504105,0.033176084980368614,-0.19663400202989578,0.7549723386764526
16:37:36,1500.0,-35.36330805,149.16522365,49440.0,91.5,-10.5,-92.0,1500.0,AUTO,-11.5,4.5,-971.0,-9.5,-72.0,-18.5,0.07944023981690407,-0.5223028361797333,0.23922954499721527,-0.010727016255259514,-0.07270444929599762,-0.019714721012860537
16:37:38,1500.0,-35.363265049999995,149.16523610000002,50341.0,150.0,38.5,-11.5,1500.0,AUTO,-30.5,-38.0,-953.5,-330.0,-27.5,6.0,0.02615918405354023,0.16807173192501068,0.25883741676807404,-0.33032188937067986,-0.0290073212236166,0.006112796254456043
16:37:40,1500.0,-35.3632632,149.16524049999998,49987.0,-43.5,19.0,5.0,1500.0,AUTO,13.0,-42.5,-1003.5,-625.0,-79.0,-2.0,0.029257357120513916,-0.042684365063905716,0.246344193816185,-0.6249012351036072,-0.08018030971288681,-0.002949934802018106
16:37:42,1500.0,-35.3632625,149.16526095,49944.0,55.5,162.0,-1.0,1500.0,AUTO,-38.5,1.0,-1005.0,270.5,-47.5,121.0,-0.00513055978808552,-0.132833331823349,1.4224674701690674,0.26816109754145145,-0.048916952684521675,0.12050381675362587
16:37:44,1500.0,-35.3632483,149.16532125,49923.0,106.0,361.5,-2.5,1851.0,AUTO,-89.5,15.0,-1004.0,186.5,20.0,752.0,-0.04472568444907665,-0.1495002806186676,1.9456901550292969,0.18458123784512281,0.019609575159847736,0.7520417869091034
16:37:46,1500.0,-35.3632297,149.16541595,49971.0,117.5,461.0,-3.0,1851.0,AUTO,-16.0,110.0,-998.0,82.0,8.5,709.5,-0.1279538869857788,0.004314718768000603,-2.8942044973373413,0.08202356845140457,0.007822983054211363,0.7095639109611511
16:37:48,1500.0,-35.36321015,149.1655226,50003.5,124.0,484.5,0.0,1500.0,AUTO,-7.0,103.5,-987.5,-200.5,27.5,-5.0,-0.11215190589427948,0.016039837151765823,-2.7814964056015015,-0.20106717199087143,0.027235107496380806,-0.005539460340514779
16:37:50,1500.0,-35.363186850000005,149.1656306,50007.5,168.0,475.5,0.0,1500.0,AUTO,17.5,112.5,-992.0,-202.5,21.0,4.5,-0.0837177187204361,0.046020565554499626,-2.789758324623108,-0.2035842570476234,0.020704613998532295,0.0043850974179804325
16:37:52,1500.0,-35.36315175,149.16573319999998,50028.0,254.5,423.5,2.0,1500.0,AUTO,25.0,121.0,-993.0,72.5,-5.0,-307.5,-0.05885685235261917,0.07350596413016319,-2.835604190826416,0.07048933953046799,-0.005993615137413144,-0.3082606508396566
16:37:54,1500.0,-35.363099000000005,149.1658282,49954.0,363.5,442.5,5.5,1500.0,AUTO,-113.0,69.5,-1005.0,99.5,-10.5,-724.5,-0.1379121132194996,-0.11351549625396729,1.9903523325920105,0.09854722023010254,-0.012579756788909435,-0.725884348154068
16:37:56,1500.0,-35.363028799999995,149.1659357,49971.5,427.5,517.0,2.5,1718.0,AUTO,-149.5,12.0,-997.0,39.0,33.5,938.5,-0.018563094781711698,-0.19454499334096909,1.4203650951385498,0.03775783162564039,0.03190817381255329,0.9382703900337219
16:37:59,1500.0,-35.36291545,149.1661114,50021.0,425.0,520.0,7.5,1500.0,AUTO,7.0,142.5,-980.5,1.0,12.5,-70.0,-0.16056008636951447,0.032280709594488144,3.0909069776535034,-0.00110616534948349,0.01123433979228139,-0.07156423293054104
16:38:01,1500.0,-35.3628376,149.16622855,49984.0,436.0,533.5,-2.0,1500.0,AUTO,21.0,156.0,-991.5,-33.0,3.5,-1.5,-0.15912246704101562,0.010115489363670349,3.0722146034240723,-0.035081787034869194,0.001680978573858738,-0.0030896104872226715
16:38:03,1500.0,-35.3627598,149.16634725,50008.0,428.5,529.0,0.0,1500.0,AUTO,2.0,153.0,-985.5,5.0,15.5,-2.5,-0.1499665528535843,0.004497875808738172,3.0701348781585693,0.003484543412923813,0.014048640732653439,-0.0036568520590662956
16:38:05,1500.0,-35.36268345,149.1664649,49999.5,422.5,525.5,0.0,1500.0,AUTO,17.0,166.5,-991.5,24.0,2.0,1.0,-0.1477096900343895,0.013544268906116486,3.0686317682266235,0.022158246487379074,-0.00012362003326416016,-0.000504701747559011
16:38:07,1500.0,-35.3626068,149.16658180000002,50011.0,420.5,527.5,0.0,1500.0,AUTO,3.0,156.5,-988.5,73.0,-4.0,6.0,-0.14869535714387894,0.0066843118984252214,3.069302201271057,0.07112696394324303,-0.005916333524510264,0.005365727702155709
16:38:09,1500.0,-35.3625306,149.1666981,50027.5,422.5,520.5,-1.0,1304.0,AUTO,-140.5,57.0,-1001.0,29.5,33.0,-719.0,-0.04038576874881983,-0.12464012578129768,1.8166676759719849,0.027236048132181168,0.03125367499887943,-0.7203769981861115
16:38:11,1500.0,-35.362461249999996,149.16680535,50108.0,343.5,436.0,3.0,1500.0,AUTO,-109.5,-52.5,-995.0,428.5,79.5,139.5,0.08087817206978798,-0.023109729401767254,0.8794411718845367,0.42608217895030975,0.0780932605266571,0.1384343020617962
16:38:13,1500.0,-35.36241285,149.1668854,50051.5,210.0,261.0,6.0,1500.0,AUTO,-66.5,-53.5,-1003.5,284.0,60.5,23.0,0.039725132286548615,0.06466816924512386,0.9342192709445953,0.2852342873811722,0.05927015468478203,0.0217276643961668
16:38:15,1500.0,-35.36239605,149.1669206,50008.0,-1.5,15.5,4.5,1500.0,AUTO,3.0,-38.5,-1002.5,-316.0,9.5,7.0,0.017346945591270924,0.17891447246074677,0.9375212788581848,-0.31526447815122083,0.007684484589844942,0.005586920073255897
16:38:17,1500.0,-35.36242125,149.16690334999998,49928.0,-249.5,-193.0,3.0,1500.0,AUTO,56.5,-52.0,-1015.0,98.0,13.5,721.0,0.1998741775751114,0.08472860977053642,2.0163838267326355,0.09728042036294937,0.01154113793745637,0.7194904088973999
16:38:19,1500.0,-35.3624855,149.1668479,49910.0,-440.5,-315.0,1.0,1500.0,AUTO,-88.5,-88.0,-1000.5,-59.0,11.0,717.0,0.11930947378277779,-0.18377698212862015,-2.854854941368103,-0.060727138770744205,0.009062014170922339,0.7153055667877197
16:38:21,1500.0,-35.3625778,149.1667713,49968.5,-555.5,-385.0,-4.5,1867.0,AUTO,-123.5,83.0,-991.5,25.5,12.0,718.0,-0.12147951871156693,-0.1440400630235672,-1.4000580310821533,0.02514693047851324,0.009757655207067728,0.71623694896698
16:38:23,1500.0,-35.36268005,149.1666863,50056.0,-560.0,-395.0,1.5,1500.0,AUTO,-8.0,151.5,-965.5,-59.0,36.5,-96.0,-0.16338593512773514,-0.010535019915550947,-0.5000695735216141,-0.060583241283893585,0.03481722250580788,-0.09846868366003036
16:38:25,1500.0,-35.362783050000004,149.16660105,49983.0,-573.5,-393.0,-3.0,1500.0,AUTO,-15.5,171.0,-997.0,65.5,-22.5,-2.5,-0.1549847349524498,-0.01897324714809656,-0.5373631119728088,0.0645535085350275,-0.024993388913571835,-0.0047809050884097815
16:38:27,1500.0,-35.3628865,149.16651589999998,49994.0,-565.0,-386.5,-1.5,1500.0,AUTO,-10.5,152.5,-986.0,-6.5,13.0,0.0,-0.1498686522245407,-0.018025357276201248,-0.5401121973991394,-0.007785245776176453,0.011211186647415161,-0.0020979641121812165
16:38:29,1500.0,-35.362988200000004,149.16643205000003,49971.5,-562.0,-378.5,-0.5,1500.0,AUTO,-20.0,153.5,-991.0,15.0,-9.5,7.5,-0.15340536832809448,-0.013013480231165886,-0.5432460010051727,0.014082998037338257,-0.011756534222513437,0.006795223482185975
