time_stamp,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,MODE,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro
12:00:08,78622.0,-0.0012567094527184963,0.0009854017989709973,0.02317541465163231,0.00021235761232674122,0.0002515737432986498,0.0016612608451396227,STABILIZE,-35.3632622,149.1652375,0.0,-1.0,0.0,0.0,0.0,1.5,-1000.0,0.5,0.0,0.5
12:00:11,198405.0,-0.0011806798089916508,0.0009543637279421091,0.022562244286139805,0.0003084273776039481,0.00031638684837768477,0.0015464509682108958,AUTO,-35.3632622,149.1652375,0.5,-1.0,0.0,0.0,0.0,1.25,-1000.0,0.25,0.5,0.25
12:00:12,198405.0,-0.0011487684096209705,0.0009566319931764156,0.022433430887758732,0.00030194767168723047,0.0002116177638527006,0.0015302984393201768,AUTO,-35.3632622,149.1652375,2.5,-1.0,0.0,0.0,0.0,1.5,-1000.0,1.0,0.5,0.5
12:00:14,111033.0,-0.0008018037769943476,0.001353285915683955,0.022047518752515316,0.00027246950776316226,0.00020641105948016047,0.0014864499098621309,AUTO,-35.3632621,149.1652375,5.0,0.0,0.0,0.0,0.0,1.0,-1000.0,0.5,0.5,0.5
12:00:16,23661.0,0.0019231191836297512,0.0007003418213571422,0.021469748578965664,-0.006425964995287359,0.0037127232644706964,0.0012770893226843327,AUTO,-35.3632621,149.1652375,318.0,0.0,0.0,-87.0,0.0,0.0,-1118.5,-5.0,3.5,0.5
12:00:17,280672.0,0.03952898969873786,-0.004133554146392271,0.02122659282758832,0.0432876143604517,-0.008765032282099128,0.0028701642295345664,AUTO,-35.363261924999996,149.165238025,1988.5,2.25,17.0,-147.0,0.25,-2.25,-1006.5,43.5,-7.75,2.0
12:00:18,280672.0,0.05082853138446808,0.002518205903470516,-0.019982362631708384,-0.07643254613503814,0.05877739377319813,-0.06960615143179893,AUTO,-35.3632615,149.16524045,3139.0,8.5,48.5,-146.5,2.5,-9.0,-992.0,-75.0,59.0,-69.0
12:00:20,163693.0,-0.07021204009652138,0.026754988357424736,-0.12577680498361588,0.05139899253845215,0.003682428621686995,-0.05260178819298744,AUTO,-35.36325965,149.16524555,6196.5,-3.5,-35.0,-149.0,-3.5,3.5,-1002.0,51.5,4.0,-52.5
12:00:22,46714.0,0.02562760654836893,-0.016858953284099698,-0.10922367870807648,-0.013244461733847857,-0.11147863417863846,0.10965762287378311,AUTO,-35.363265549999994,149.1652345,9275.0,-47.5,-25.5,-151.0,3.5,13.0,-1002.5,-12.5,-110.5,108.5
12:00:23,124140.0,0.0604463079944253,-0.07550769485533237,-0.01841585256624967,0.013152767904102802,-0.009128397214226425,0.039551226975163445,AUTO,-35.363267025,149.16523354999998,11225.75,28.75,22.0,-150.25,-2.0,-4.75,-994.75,13.75,-8.5,39.0
12:00:24,124140.0,0.014495979296043515,-0.035972870886325836,-0.04038454499095678,-0.1436929740011692,0.13693780452013016,-0.12434043735265732,AUTO,-35.3632635,149.16523635,12357.5,76.0,47.5,-144.0,-6.0,-20.5,-1003.5,-142.5,137.0,-124.0
12:00:26,108256.5,-0.033156294375658035,0.05818279646337032,-0.2124631553888321,0.054204901680350304,0.008461379911750555,-0.02535640448331833,AUTO,-35.36325495,149.16523795,15460.0,-12.0,-33.5,-152.5,-5.0,4.5,-999.5,54.5,8.5,-25.5
12:00:28,92373.0,0.06137659028172493,-0.01739767869003117,-0.18650824576616287,-0.04454052448272705,-0.1584719568490982,0.12044395878911018,AUTO,-35.36326445,149.1652355,18551.5,-64.5,45.5,-150.0,16.5,4.0,-1002.5,-43.5,-157.5,120.0
12:00:29,142339.0,-0.07368788588792086,-0.07668032962828875,-0.13063658960163593,-0.07607232010923326,0.1169466283172369,-0.10819723829627037,AUTO,-35.36326475,149.16524145,20461.75,53.5,12.75,-147.75,-6.0,-10.5,-1006.75,-74.75,117.0,-108.25
12:00:30,142339.0,-0.07394051924347878,0.0011492976918816566,-0.21085859090089798,0.08655943907797337,0.16850918531417847,-0.009831836447119713,AUTO,-35.363260350000004,149.16523975,21599.5,64.0,-58.0,-147.0,-18.5,-0.5,-997.5,87.0,168.5,-10.0
12:00:32,86884.5,0.05602237954735756,-0.04489259421825409,-0.06498080119490623,-0.045200467109680176,-0.022244999883696437,-0.023854190949350595,AUTO,-35.363263450000005,149.16523080000002,23894.0,-40.0,19.0,-64.5,9.5,2.5,-963.0,-43.5,-21.0,-23.5
12:00:34,31430.0,-0.0136621561832726,0.0029850004357285798,-0.07401756942272186,-0.02853099536150694,0.015083449427038431,-0.004333977587521076,AUTO,-35.3632634,149.16523825000002,24628.0,17.5,23.5,-13.0,0.0,-8.0,-974.5,-27.0,15.5,-4.0
12:00:35,50503.0,-0.04100426845252514,0.024330544751137495,-0.07917637191712856,0.04830600321292877,0.006143842998426408,-0.00043232775351498276,AUTO,-35.3632622,149.165239175,24516.75,-3.0,-16.0,17.0,-1.0,15.75,-1012.0,49.5,6.25,-0.5
12:00:36,50503.0,-0.04589523933827877,0.028779071755707264,-0.08227289840579033,-0.5766803026199341,0.007072522304952145,-0.006729833781719208,AUTO,-35.36326295,149.1652372,24407.0,-24.5,-37.5,5.5,-0.5,-15.0,-1010.0,-575.5,8.0,-6.5
12:00:38,81554.0,-0.10559306666254997,-0.06948554515838623,-1.1500903964042664,-0.41251569986343384,-0.021581996232271194,-0.6931207478046417,AUTO,-35.3632743,149.16522205,24329.0,-110.0,-121.0,3.5,-34.0,4.0,-995.0,-411.5,-20.5,-692.5
