time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,MODE,RTL_ALT,xacc,yacc,zacc,xgyro,ygyro,zgyro,lat,lon,relative_alt,vx,vy,vz
04:22:57,-0.0006546600488945842,0.00095624930690974,0.023832911625504494,0.000233206243137829,0.00024196440062951297,0.0017947744927369058,STABILIZE,1500.0,0.0,1.0,-1000.0,0.0,0.0,0.0,-35.3632621,149.1652375,0.0,-1.0,0.0,0.0
04:23:09,-0.0005352333682822064,0.0010753805399872363,0.020504606887698174,0.00037769973278045654,0.00032693706452846527,0.0015034012030810118,AUTO,1500.0,0.0,1.0,-1000.0,0.5,0.0,0.0,-35.36326215,149.1652375,14.5,-0.5,0.0,-1.0
04:23:10,-0.00034095363662345335,0.0012749003944918513,0.020272810012102127,0.00030123317264951766,0.00022687861928716302,0.0013048353721387684,AUTO,189669.0,0.0,1.5,-1000.0,0.5,0.5,0.25,-35.3632621,149.1652375,15.0,0.0,0.0,-0.25
04:23:11,0.00026834946280966204,0.0016217556937287252,0.019915545359253883,0.0003203563392162323,0.0003405692405067384,0.0013539093391348918,AUTO,189669.0,0.0,1.5,-1000.0,0.5,0.5,0.0,-35.3632621,149.1652375,10.0,0.0,0.6666666666666666,0.6666666666666666
04:23:13,0.03134400304406881,-0.0020892065367661417,0.01933988370001316,0.04593183845281601,-0.007137738401070237,0.0025984887033700943,AUTO,189669.0,0.0,0.0,-1060.5,23.0,-1.5,0.5,-35.363262,149.1652375,1627.5,1.0,8.5,-145.0
04:23:14,0.05647447084387144,-0.007024303389092286,0.00965404479453961,0.01917280877629916,0.003954893909394741,-0.019042503942425053,AUTO,300000.0,0.75,-4.5,-1000.0,25.75,1.75,-14.25,-35.36326176666667,149.1652388,2584.3333333333335,5.333333333333333,32.666666666666664,-146.66666666666666
04:23:15,0.004551705904304981,0.010390400886535645,-0.04986849054694176,-0.0939449081197381,0.03413952700793743,-0.06516093760728836,AUTO,300000.0,4.0,-11.0,-997.0,-92.5,34.5,-65.0,-35.3632611,149.165243,3913.0,5.5,46.5,-146.0
04:23:17,-0.03482883237302303,0.004424433573149145,-0.1084979847073555,0.06224977970123291,0.006059675361029804,-0.008749800967052579,AUTO,300000.0,-5.0,9.5,-1002.0,62.5,6.5,-8.5,-35.363260999999994,149.16524285,6971.0,-8.0,-51.0,-148.5
04:23:18,0.031085307826288044,0.012279564514756203,-0.11029941402375698,0.0669628195464611,0.005166689166799188,0.0021772499167127535,AUTO,266496.0,-3.25,12.5,-1003.75,67.25,5.5,1.5,-35.3632622,149.1652367,8520.25,-18.75,-45.75,-151.0
04:23:19,0.0561873409897089,-0.026424888987094164,-0.0730399377644062,-0.028859974816441536,-0.0388715909793973,0.0501953000202775,AUTO,266496.0,2.0,1.5,-996.5,-28.0,-37.5,49.5,-35.3632639,149.1652345,10085.5,-11.0,9.5,-150.0
04:23:21,-0.01925761718302965,0.017952692229300737,-0.1441802754998207,0.029192200861871243,0.024702284950762987,-0.056839440017938614,AUTO,266496.0,-5.5,-3.0,-1003.0,29.0,25.0,-57.0,-35.363260749999995,149.16523715,13160.5,21.5,-8.0,-151.5
04:23:22,0.012305353651754558,0.02464728569611907,-0.17473739758133888,0.021206081029959023,-0.008359896019101143,-0.0033569529186934233,AUTO,280748.0,-2.0,2.0,-999.25,21.5,-7.5,-3.25,-35.363259725,149.16523565,14732.75,-3.75,-10.5,-151.75
04:23:23,0.013826559763401747,0.010135233867913485,-0.16930752992630005,-0.009056469891220331,-0.014179008547216654,0.00548736029304564,AUTO,280748.0,2.0,1.0,-999.5,-8.0,-13.0,4.5,-35.36326045,149.16523519999998,16286.5,-14.0,4.5,-151.0
04:23:25,2.8611626476049423e-05,-0.002368554880376905,-0.1933952122926712,0.0010609268210828304,0.0019813546095974743,-0.025005973875522614,AUTO,280748.0,0.5,0.0,-1000.0,1.5,2.0,-25.0,-35.3632621,149.16523635,19402.5,-4.5,5.0,-152.0
04:23:26,0.0025315030943602324,0.0004305182083044201,-0.22021911293268204,0.0033330959267914295,0.0030837698141112924,-0.024885764811187983,AUTO,189642.0,0.0,0.0,-1000.0,3.75,3.25,-24.75,-35.3632622,149.1652365,20962.5,-0.75,1.5,-152.0
04:23:27,0.0046758747193962336,0.002845362527295947,-0.24403128027915955,0.0006634531309828162,0.0020545857842080295,-0.022010846063494682,AUTO,189642.0,0.0,0.0,-999.5,1.5,2.5,-21.5,-35.3632622,149.1652365,22522.0,0.0,1.5,-152.0
04:23:29,0.003194820834323764,0.00465811206959188,-0.27173805236816406,0.015178506990196183,-0.0021659426274709404,0.0035482896491885185,AUTO,189642.0,0.0,0.5,-1000.5,16.0,-1.5,3.5,-35.3632621,149.16523665,25639.0,-2.5,1.5,-152.0
04:23:30,0.01047736406326294,0.0032690850785002112,-0.25049086287617683,0.00527818180853501,-0.002055617544101551,0.025773419067263603,AUTO,37742.0,0.0,0.0,-999.25,5.75,-1.0,25.25,-35.3632623,149.1652366,27191.0,-4.0,3.0,-152.0
04:23:31,0.006532320403493941,0.001701796252746135,-0.22666332125663757,-0.007717809407040477,-0.000343163002980873,0.021815967746078968,AUTO,37742.0,0.5,-0.5,-1000.0,-6.5,0.5,21.0,-35.3632624,149.16523695,28746.0,-1.5,8.0,-152.0
04:23:33,2.091606438625604e-05,0.0011970719788223505,-0.18967491388320923,-0.0018190648406744003,7.074640598148108e-05,0.015639811754226685,AUTO,37742.0,0.0,-0.5,-1000.0,-0.5,0.5,15.0,-35.3632624,149.16523805,31847.5,0.0,3.0,-152.0
04:23:34,0.0016117957420647144,0.00092137603496667,-0.17482196167111397,0.0021119334269315004,7.703740266151726e-05,0.01447500241920352,AUTO,225798.0,0.0,0.0,-1000.0,2.75,0.75,13.75,-35.36326235,149.16523805,33405.25,0.0,0.5,-152.0
04:23:35,-0.025477584335021675,0.031554553628666326,-0.07578615425154567,-0.08244598470628262,0.06202200282132253,0.31113126315176487,AUTO,225798.0,0.0,0.0,-987.5,-81.5,62.5,310.0,-35.36326235,149.1652379,34936.0,-6.5,-5.5,-144.5
04:23:37,0.0389067605137825,-0.042672207579016685,0.1859448477625847,0.10766145959496498,0.017406847327947617,-0.029596115462481976,AUTO,225798.0,-1.5,4.0,-970.5,108.5,18.0,-29.5,-35.36326495,149.16523339999998,37067.0,2.5,-4.0,-63.5
04:23:38,0.02367136674001813,-0.008000116387847811,0.15862348675727844,0.05185550078749657,0.035175223369151354,-0.018236969830468297,AUTO,300000.0,-3.25,-4.0,-978.0,53.0,35.5,-17.75,-35.363263725,149.1652344,37586.75,21.75,25.75,-38.25
04:23:39,0.003926439909264445,0.013754926156252623,0.14123550057411194,0.10315388441085815,0.01045237050857395,-0.01231460552662611,AUTO,300000.0,-0.5,-5.0,-974.0,104.0,11.0,-11.5,-35.363261800000004,149.16523715,37857.5,15.0,23.5,-16.5
04:23:41,0.06459830701351166,-0.023814675863832235,0.1193777583539486,0.051042042672634125,-0.024549854919314384,0.03737649507820606,AUTO,300000.0,2.5,1.0,-1007.0,52.5,-23.0,37.5,-35.3632613,149.1652396,37758.0,0.0,30.5,4.0
04:23:42,0.09110631048679352,-0.08061928581446409,0.5186549797654152,-0.06594104878604412,-0.034168302081525326,0.7780853509902954,AUTO,274117.0,-4.25,-23.75,-1007.5,-64.25,-32.5,778.0,-35.363260499999996,149.16524545000001,37733.25,24.0,105.75,-2.0
04:23:43,0.040379641810432076,-0.1632138341665268,1.2544269561767578,0.3098262846469879,-0.038358621299266815,0.5268594324588776,AUTO,274117.0,-40.5,-18.5,-1008.5,310.5,-36.5,526.5,-35.3632571,149.16526165,37763.0,52.5,209.5,-5.5
04:23:45,0.03556368965655565,-0.20075289905071259,1.4407753944396973,-0.04356137663125992,0.012636648491024971,-0.014418102568015456,AUTO,274117.0,-88.0,-42.0,-1007.0,-42.5,13.5,-14.0,-35.3632429,149.16533145,37920.0,104.5,435.0,-13.0
04:23:46,0.05676045175641775,-0.17723871394991875,1.43125981092453,-0.0014697776641696692,0.02773262094706297,-0.004180132877081633,AUTO,37164.0,-107.75,-58.5,-1001.5,0.0,28.5,-3.5,-35.363232249999996,149.16538392500001,38083.0,122.0,521.75,-21.25
04:23:47,0.06118827871978283,-0.16058356314897537,1.4268125295639038,0.03490875754505396,0.01753290183842182,-0.005908406805247068,AUTO,37164.0,-115.5,-55.0,-987.5,36.0,18.0,-5.0,-35.36322055,149.16544485,38309.0,127.5,571.5,-22.5
04:23:49,0.0696469359099865,-0.12636872753500938,1.4156820178031921,0.0637179221957922,0.02510451152920723,-0.006744413636624813,AUTO,37164.0,-127.5,-62.5,-985.5,64.5,25.5,-6.5,-35.363196,149.1655762,38776.0,134.5,600.0,-20.5
04:23:50,0.06835494935512543,-0.09182400815188885,1.411665290594101,-0.035786906722933054,0.059854766353964806,-0.00858621730003506,AUTO,300000.0,-120.0,-68.75,-990.75,-34.25,60.5,-8.0,-35.363183675,149.165642575,38991.75,132.0,586.25,-21.5
04:23:51,0.06906658411026001,-0.037376128137111664,1.4080884456634521,0.07291068881750107,0.02851802622899413,-0.02075349073857069,AUTO,300000.0,-110.0,-43.5,-986.5,75.5,29.5,-20.0,-35.363172,149.1657052,39208.0,119.5,534.5,-18.5
04:23:53,0.0463021844625473,0.05242211930453777,1.4010682106018066,0.06681826710700989,0.016654113307595253,-0.009518979582935572,AUTO,300000.0,-70.0,-37.0,-990.5,69.0,17.5,-9.0,-35.3631542,149.16580475,39473.5,75.5,338.5,-6.0
04:23:54,0.023891536751762033,0.06868067663162947,1.396760493516922,-0.2742728306911886,0.018535814015194774,0.014225888531655073,AUTO,139542.0,-45.25,-48.0,-999.25,-272.75,19.25,14.25,-35.363149125,149.165836775,39534.0,52.5,223.0,-2.0
04:23:55,0.003961704671382904,0.07116280123591423,1.3932300209999084,-0.05146113038063049,-0.006116504315286875,0.0025282534770667553,AUTO,139542.0,-26.5,-16.0,-1000.0,-50.0,-4.5,2.5,-35.3631465,149.16585594999998,39563.0,35.0,118.5,-0.5
04:23:57,-0.0071028105448931456,0.02855172473937273,1.3889277577400208,-0.08312921226024628,-0.01940066646784544,0.00017398784984834492,AUTO,139542.0,-3.0,0.5,-1006.0,-81.5,-17.5,0.5,-35.3631439,149.1658688,39579.0,16.0,1.5,0.5
04:23:58,-0.01009131403407082,0.003653018495242577,1.3867038190364838,-0.0635453425347805,-0.018553304893430322,-0.008452856913208961,AUTO,127721.0,0.5,-4.75,-1000.25,-63.25,-16.25,-7.5,-35.3631437,149.165869125,39580.25,12.5,-13.25,0.5
04:23:59,-0.013048437191173434,-0.0015344492276199162,1.384126603603363,-0.07578539848327637,0.015482602873817086,-0.008861699141561985,RTL,127721.0,-0.5,-2.0,-1002.5,-74.5,17.0,-8.0,-35.3631437,149.165869,39582.5,14.5,-8.0,0.0
04:24:01,-0.0026379733462817967,0.0016840621829032898,1.3771867752075195,-0.11670276522636414,0.0005697135347872972,-0.006466722581535578,RTL,127721.0,-0.5,-9.5,-1051.0,-116.5,2.5,-6.0,-35.363143,149.16586934999998,40007.5,11.0,-10.0,-58.5
04:24:02,0.0017674776026979089,-0.0005311682907631621,1.373273879289627,-0.021930807270109653,-0.0011891807080246508,-0.0029224427125882357,RTL,265478.0,-0.75,0.75,-1047.75,-21.5,0.75,-2.25,-35.36314242500001,149.16586915,40849.75,6.0,-10.5,-108.0
04:24:03,0.024411381920799613,-0.004466241633053869,1.3709014654159546,0.034558020532131195,-0.004462468263227493,2.5721034035086632e-05,RTL,265478.0,0.0,1.0,-1022.5,34.5,-2.5,0.0,-35.36314195,149.1658688,42176.0,-5.5,-6.5,-142.5
04:24:05,-0.04463555244728923,0.005565712112002075,1.31387859582901,-0.0879530836828053,-0.00835186243057251,-0.03621130995452404,RTL,265478.0,3.5,-6.0,-1004.0,-87.5,-6.0,-35.5,-35.363146400000005,149.1658703,45199.5,-33.0,5.0,-145.5
04:24:06,-0.04901984566822648,-0.005939511116594076,1.290729433298111,0.05732205230742693,-0.0008283723727799952,-0.01048620359506458,RTL,254535.0,-2.5,6.5,-1001.0,57.75,1.0,-9.5,-35.363146,149.165870025,46733.0,28.5,-12.5,-149.0
04:24:07,0.013812401797622442,-0.0011144608724862337,1.2863969802856445,0.06637508422136307,0.005890130181796849,0.0017700819007586688,RTL,254535.0,-5.0,11.5,-1003.0,66.5,7.5,2.0,-35.36314175,149.1658678,48284.5,37.0,-21.0,-151.0
04:24:09,0.004614918492734432,-0.02732178312726319,1.3167848587036133,-0.044044298119843006,0.04136667028069496,-0.03882097778841853,RTL,254535.0,-1.0,-4.0,-1001.5,-42.5,42.5,-38.0,-35.36313955,149.16586569999998,51395.5,-16.5,19.0,-149.0
04:24:10,-0.007410764752421528,0.00446457156795077,1.261776477098465,0.014973113895393908,0.01385643775574863,-0.04392223432660103,RTL,298268.0,-2.25,-2.0,-1001.5,15.5,15.25,-43.0,-35.363139724999996,149.1658678,52948.75,-1.75,17.0,-151.5
04:24:11,0.007092819665558636,0.007673996035009623,1.2336869835853577,0.013351850910112262,-0.003663692157715559,-0.015134621877223253,RTL,298268.0,-1.0,0.0,-1000.0,13.5,-2.0,-14.0,-35.3631393,149.1658686,54513.5,-2.5,3.0,-152.0
04:24:13,0.0032024640822783113,-0.0048520033014938235,1.2074032425880432,-0.004123899154365063,-0.006352776428684592,-0.016817806754261255,RTL,298268.0,2.0,0.0,-1000.0,-2.5,-4.0,-16.0,-35.36314005,149.1658678,57633.5,-12.5,-2.0,-151.5
04:24:14,0.00018473286763764918,-0.007096063578501344,1.1845526099205017,0.0011833956959890202,0.00011552468640729785,-0.02456325711682439,RTL,300000.0,1.0,0.0,-1000.0,1.75,1.75,-23.25,-35.363140725,149.165867475,59190.25,-9.5,0.25,-152.0
04:24:15,0.0019961741636507213,-0.005782225634902716,1.1574931144714355,0.005447456147521734,0.0014332658611238003,-0.025770705193281174,RTL,300000.0,0.0,0.0,-1000.0,6.0,2.5,-24.5,-35.363141049999996,149.16586734999998,60749.5,-6.0,1.5,-152.0
04:24:17,0.0034444612683728337,-0.0036250121193006635,1.1086259484291077,0.0010790690430440009,-0.0006888762000016868,-0.020291311666369438,RTL,300000.0,0.0,0.0,-1000.0,2.0,0.5,-18.5,-35.36314135000001,149.1658673,63868.5,-5.0,2.0,-152.0
04:24:18,0.0025441686739213765,-0.0033187733497470617,1.0867731273174286,-0.000865811831317842,0.0005789643328171223,-0.020527891349047422,RTL,276744.0,0.0,0.0,-999.5,0.25,2.0,-19.25,-35.36314155,149.165867375,65430.0,-5.0,2.0,-152.0
04:24:19,0.0037769576301798224,-0.0014985362940933555,1.0753137469291687,0.0036848352756351233,0.0013711747014895082,0.003951301798224449,RTL,276744.0,0.0,0.0,-1000.0,4.5,3.0,5.0,-35.3631417,149.16586745,66986.0,-5.5,1.5,-152.0
04:24:21,0.0002940842241514474,-0.0038255348335951567,1.1177998781204224,-0.0026102050906047225,-0.0014262133627198637,0.026190554723143578,RTL,276744.0,0.5,-0.5,-1000.0,-0.5,0.5,26.5,-35.36314245,149.1658674,70089.0,-6.0,0.0,-152.0
04:24:22,-0.0004120375851925928,-0.004743992001749575,1.140521913766861,0.0013698693364858627,-0.00018547024228610098,0.02126830769702792,RTL,82668.0,0.0,0.0,-1000.0,2.5,1.25,21.75,-35.363142675,149.1658674,71639.75,-3.25,0.0,-152.0
04:24:23,0.0006088445952627808,-0.004544464871287346,1.159099817276001,0.0033574976259842515,0.0014110322226770222,0.018950242549180984,RTL,82668.0,0.0,0.0,-1000.0,4.5,3.0,19.5,-35.3631427,149.1658674,73193.5,-1.5,0.5,-152.0
04:24:25,0.0009230356081388891,-0.004137781914323568,1.1902737021446228,0.0012667702394537628,0.001618291949853301,0.016154231503605843,RTL,82668.0,0.0,0.0,-1000.0,2.5,3.0,17.0,-35.363142550000006,149.1658675,76305.0,0.0,1.0,-152.0
04:24:26,0.001415415434166789,-0.0038191539351828396,1.202542632818222,0.0018456201505614445,0.0009362694108858705,0.01199742523021996,RTL,298160.0,0.0,0.0,-1000.0,3.25,2.25,12.5,-35.36314245,149.165867575,77853.25,0.0,0.75,-152.0
04:24:27,0.0016360317240469158,-0.0031569026177749038,1.2126063704490662,0.00027541082818061113,0.0016001865733414888,0.010365262161940336,RTL,298160.0,0.0,0.0,-1000.0,1.5,3.0,11.0,-35.363142350000004,149.16586765,79406.5,-0.5,0.0,-152.0
04:24:29,0.0017449429142288864,-0.0028587834676727653,1.2294399738311768,0.004556037951260805,0.0006277961656451225,0.00917312828823924,RTL,298160.0,0.0,0.0,-1000.5,5.5,2.0,10.0,-35.3631422,149.1658678,82512.0,-1.5,0.0,-152.0
04:24:30,0.0015403386787511408,-0.0031516514718532562,1.236396074295044,-0.000260036758845672,-0.0006435005052480847,0.009640448493883014,RTL,132249.0,0.0,0.0,-999.75,1.0,1.25,10.5,-35.363142125,149.1658678,84070.5,-2.0,0.0,-152.0
04:24:31,0.001320905052125454,-0.0033730847062543035,1.2428566217422485,0.002525118470657617,-4.6167755499482155e-05,0.008310272358357906,RTL,132249.0,0.0,0.0,-1000.0,4.0,1.5,9.0,-35.3631421,149.1658678,85625.0,-2.0,0.0,-152.0
04:24:33,0.0013281666324473917,-0.00311124580912292,1.2546344995498657,0.0006659122882410884,0.0002157620037905872,0.007000774843618274,RTL,132249.0,0.0,0.0,-1000.0,2.0,1.5,8.0,-35.3631421,149.1658678,88732.0,-2.0,0.0,-152.0
04:24:34,0.0010922724613919854,-0.0029539811657741666,1.2596459686756134,-0.00025986722903326154,3.652181476354599e-06,0.005595451046247035,RTL,200.0,0.0,0.0,-1000.0,1.0,1.25,6.75,-35.3631421,149.16586787499998,90283.25,-2.0,0.0,-152.0
04:24:35,0.0012520132586359978,-0.003140630782581866,1.264682114124298,0.0012752454495057464,-0.0005702023627236485,0.005608523730188608,RTL,200.0,0.0,0.0,-1000.0,2.5,1.0,6.5,-35.3631421,149.1658679,91836.0,-2.0,0.0,-152.0
04:24:37,0.0006385163214872591,-0.0034279688261449337,1.2732569575309753,-0.00143321487121284,0.0005329112755134702,0.0030331548769026995,RTL,200.0,0.0,0.0,-999.5,0.0,2.0,4.0,-35.3631421,149.1658679,94942.5,-2.0,0.0,-152.0
04:24:38,0.0005941559466009494,-0.0036070701899006963,1.277175396680832,0.000896766345249489,-0.00048218597657978535,0.0040439917938783765,RTL,200.0,0.0,0.0,-1000.25,2.25,1.0,5.0,-35.3631421,149.1658679,96496.75,-1.0,0.0,-152.0
