,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH
04:23:10.443,189669.0,1.0,2.0,-1.4,0.25
04:23:14.492,300000.0,1.1,0.9,-1.4,0.25
04:23:18.017,266496.0,0.6,2.0,-5.8,0.25
04:23:22.045,280748.0,0.6,0.0,-1.4,0.25
04:23:26.079,189642.0,0.2,2.0,4.2,0.25
04:23:30.095,37742.0,0.6,1.8,-10.0,0.25
04:23:34.119,225798.0,0.9,1.2,-2.2,0.25
04:23:38.152,300000.0,1.1,0.1,6.2,0.25
04:23:42.183,274117.0,0.2,1.0,-3.5,0.25
04:23:46.197,37164.0,0.2,2.0,6.2,0.25
04:23:50.224,300000.0,0.7,0.9,-6.0,0.25
04:23:54.245,139542.0,0.7,1.1,3.6,0.25
04:23:58.277,127721.0,1.1,2.0,-1.4,0.25
04:24:02.306,265478.0,0.0,2.0,-10.0,0.25
04:24:06.330,254535.0,1.1,0.0,-1.2,0.25
04:24:10.364,298268.0,0.6,2.0,6.4,0.25
04:24:14.415,300000.0,1.0,2.0,-3.6,0.25
04:24:18.452,276744.0,0.2,0.6,10.1,0.25
04:24:22.483,82668.0,0.5,1.8,-10.0,0.25
04:24:26.019,298160.0,0.6,0.0,10.1,0.25
04:24:30.038,132249.0,0.1,0.6,-5.2,0.25
04:24:34.052,200.0,1.1,0.0,-10.0,0.25
04:24:38.077,200.0,0.9,1.8,4.4,0.25
04:24:42.121,300000.0,0.9,2.0,-10.0,0.25
04:24:46.140,200.0,0.6,1.1,10.1,0.25
04:24:50.172,300000.0,0.5,0.3,3.1,0.25
04:24:54.191,200.0,1.1,0.0,-6.1,0.25
04:24:58.223,239309.0,0.1,1.1,-2.7,0.25
04:25:02.233,200.0,1.1,1.2,-10.0,0.25
04:25:06.256,127061.0,0.7,1.2,-10.0,0.25
04:25:10.273,12642.0,0.0,0.3,0.1,0.25
04:25:14.284,200.0,0.0,0.8,10.1,0.25
04:25:18.339,244018.0,0.4,1.9,4.4,0.25
04:25:22.355,836.0,0.4,1.5,2.3,0.25
04:25:26.369,200.0,0.7,2.0,10.1,0.25
04:25:30.384,200.0,0.3,1.6,-2.5,0.25
04:25:34.415,294024.0,0.0,1.1,-10.0,0.25
04:25:38.434,37268.0,0.1,1.3,10.1,0.25
04:25:42.450,40233.0,0.9,0.0,10.1,0.25
04:25:46.468,40304.0,0.3,0.0,10.1,0.25
04:25:50.492,200.0,0.4,1.6,-10.0,0.25
04:25:54.024,300000.0,0.0,1.2,-10.0,0.25
04:25:58.053,277827.0,1.1,0.0,-5.7,0.25
04:26:02.088,293278.0,0.6,0.1,4.5,0.25
04:26:06.113,109292.0,0.0,0.0,7.4,0.25
04:26:10.145,300000.0,0.7,1.3,-9.5,0.25
04:26:14.163,200.0,0.4,1.8,10.1,0.25
04:26:18.210,72691.0,0.0,2.0,-10.0,0.25
04:26:22.238,270371.0,0.9,0.2,10.1,0.25
04:26:26.266,300000.0,0.7,0.0,5.2,0.25
04:26:30.298,120404.0,0.4,1.5,-6.1,0.25
04:26:34.317,145924.0,0.1,2.0,-10.0,0.25
04:26:38.341,190446.0,1.0,2.0,8.8,0.25
04:26:42.370,238452.0,0.5,1.1,3.4,0.25
04:26:46.410,248424.0,1.1,2.0,-7.7,0.25
04:26:50.439,300000.0,0.2,2.0,10.1,0.25
04:26:54.492,300000.0,0.6,1.6,0.5,0.25
04:26:58.010,200.0,0.2,1.2,10.1,0.25
04:27:02.026,200.0,0.4,2.0,5.2,0.25
04:27:06.070,88711.0,0.0,1.1,-10.0,0.25
04:27:10.088,75743.0,0.6,2.0,4.0,0.25
04:27:14.120,300000.0,0.2,0.0,3.2,0.25
04:27:18.153,266494.0,1.0,1.1,-2.2,0.25
04:27:22.190,238337.0,0.4,0.2,-10.0,0.25
04:27:26.218,187538.0,1.0,0.6,-5.9,0.25
04:27:30.235,5375.0,0.8,0.0,-10.0,0.25
04:27:34.258,149661.0,0.7,1.6,4.4,0.25
04:27:38.289,111218.0,0.8,1.0,-1.3,0.25
04:27:42.316,300000.0,0.0,2.0,10.1,0.25
04:27:46.347,300000.0,0.3,0.0,5.7,0.25
04:27:50.377,280603.0,1.1,0.0,-5.5,0.25
04:27:54.405,166486.0,0.4,2.0,0.4,0.25
04:27:58.419,200.0,0.5,1.4,-10.0,0.25
04:28:02.466,183759.0,0.4,0.7,10.1,0.25
04:28:06.488,76707.0,0.0,0.0,6.1,0.25
04:28:10.025,284070.0,1.1,0.5,3.8,0.25
04:28:14.057,300000.0,0.8,2.0,-9.4,0.25
04:28:18.083,221214.0,0.3,0.9,5.8,0.25
04:28:22.115,300000.0,0.0,1.9,0.4,0.25
04:28:26.150,242926.0,0.3,0.3,-10.0,0.25
04:28:30.166,200.0,0.0,0.8,10.1,0.25
04:28:34.185,36909.0,0.4,1.3,10.1,0.25
04:28:38.206,94947.0,0.1,0.0,-9.6,0.25
04:28:42.225,58898.0,0.0,1.9,4.9,0.25
04:28:46.245,4134.0,0.5,1.7,3.6,0.25
04:28:50.289,300000.0,0.9,1.3,10.1,0.25
04:28:54.313,160729.0,0.6,1.9,-6.2,0.25
04:28:58.335,10956.0,1.1,1.1,10.1,0.25
04:29:02.364,80989.0,0.8,2.0,-10.0,0.25
04:29:06.394,130365.0,0.0,0.5,-0.2,0.25
04:29:10.412,54969.0,0.5,0.0,7.8,0.25
04:29:14.436,126354.0,0.2,0.0,-6.6,0.25
04:29:18.474,300000.0,0.6,1.4,-1.2,0.25
