time_stamp,MODE_LAND,relative_alt,vx,vy,vz
10:59:37.145,0,0,0,1,3
10:59:37.347,0,0,-1,1,2
10:59:37.550,0,0,-1,1,2
10:59:37.754,0,0,-1,1,2
10:59:37.957,0,0,-1,1,2
10:59:38.159,0,0,-1,1,2
10:59:38.362,0,0,-1,1,2
10:59:38.565,0,0,-1,1,2
10:59:38.769,0,0,-1,1,2
10:59:38.973,0,0,-1,1,2
10:59:39.175,0,0,-1,1,2
10:59:39.384,0,0,-2,1,1
10:59:39.586,0,1,-1,1,0
10:59:39.789,0,1,-1,1,0
10:59:39.998,0,1,-1,1,0
10:59:40.200,0,1,-1,1,0
10:59:40.404,0,1,-1,1,0
10:59:40.607,0,1,-1,1,0
10:59:40.810,0,1,-1,1,0
10:59:41.016,0,1,-1,1,0
10:59:41.218,0,1,-1,1,0
10:59:41.419,0,2,0,0,0
10:59:41.621,0,3,0,0,0
10:59:41.829,0,3,0,0,0
10:59:42.032,0,3,0,0,0
10:59:42.234,0,3,0,0,0
10:59:42.438,0,3,0,0,0
10:59:42.641,0,3,0,0,0
10:59:42.846,0,3,0,0,0
10:59:43.052,0,3,0,0,0
10:59:43.256,0,3,0,0,0
10:59:43.461,0,11,0,0,-12
10:59:43.664,0,89,0,0,-46
10:59:43.866,0,89,0,0,-46
10:59:44.075,0,89,0,0,-46
10:59:44.277,0,89,0,0,-46
10:59:44.480,0,89,0,0,-46
10:59:44.683,0,89,0,0,-46
10:59:44.888,0,89,0,0,-46
10:59:45.092,0,89,0,0,-46
10:59:45.294,0,89,0,0,-46
10:59:45.500,0,2265,3,22,-149
10:59:45.703,0,2651,5,33,-149
10:59:45.905,0,2651,5,33,-149
10:59:46.106,0,2651,5,33,-149
10:59:46.314,0,2651,5,33,-149
10:59:46.517,0,2651,5,33,-149
10:59:46.721,0,2651,5,33,-149
10:59:46.923,0,2651,5,33,-149
10:59:47.124,0,2651,5,33,-149
10:59:47.327,0,3790,6,53,-145
10:59:47.531,0,5714,9,-8,-148
10:59:47.735,0,5714,9,-8,-148
10:59:47.939,0,5714,9,-8,-148
10:59:48.142,0,5714,9,-8,-148
10:59:48.345,0,5714,9,-8,-148
10:59:48.547,0,5714,9,-8,-148
10:59:48.751,0,5714,9,-8,-148
10:59:48.955,0,5714,9,-8,-148
10:59:49.159,0,5714,9,-8,-148
10:59:49.363,0,7234,-10,-72,-148
10:59:49.568,0,8778,-36,-62,-152
10:59:49.772,0,8778,-36,-62,-152
10:59:49.976,0,8778,-36,-62,-152
10:59:50.180,0,8778,-36,-62,-152
10:59:50.387,0,8778,-36,-62,-152
10:59:50.588,0,8778,-36,-62,-152
10:59:50.793,0,8778,-36,-62,-152
10:59:50.995,0,8778,-36,-62,-152
10:59:51.197,0,8778,-36,-62,-152
10:59:51.399,0,10970,-40,52,-148
10:59:51.601,0,11724,0,79,-145
10:59:51.810,0,11724,0,79,-145
10:59:52.012,0,11724,0,79,-145
10:59:52.213,0,11724,0,79,-145
10:59:52.415,0,11724,0,79,-145
10:59:52.618,0,11724,0,79,-145
10:59:52.821,0,11724,0,79,-145
10:59:53.024,0,11724,0,79,-145
10:59:53.226,0,13612,70,2,-150
10:59:53.429,0,14390,54,-52,-150
10:59:53.631,0,14390,54,-52,-150
10:59:53.833,0,14390,54,-52,-150
10:59:54.035,0,14390,54,-52,-150
10:59:54.236,0,14390,54,-52,-150
10:59:54.437,0,14390,54,-52,-150
10:59:54.642,0,14390,54,-52,-150
10:59:54.845,0,14390,54,-52,-150
10:59:55.048,0,14390,54,-52,-150
10:59:55.249,0,16385,-24,-104,-151
10:59:55.451,0,17938,-90,-45,-152
10:59:55.657,0,17938,-90,-45,-152
10:59:55.860,0,17938,-90,-45,-152
10:59:56.064,0,17938,-90,-45,-152
10:59:56.267,0,17938,-90,-45,-152
10:59:56.470,0,17938,-90,-45,-152
10:59:56.672,0,17938,-90,-45,-152
10:59:56.874,0,17938,-90,-45,-152
10:59:57.086,0,18858,-108,22,-149
10:59:57.288,0,20696,-31,174,-138
10:59:57.495,0,20696,-31,174,-138
10:59:57.703,0,20696,-31,174,-138
10:59:57.906,0,20696,-31,174,-138
10:59:58.110,0,20696,-31,174,-138
10:59:58.314,0,20696,-31,174,-138
10:59:58.518,0,20696,-31,174,-138
10:59:58.720,0,20696,-31,174,-138
10:59:58.922,0,20696,-31,174,-138
10:59:59.125,0,21922,137,174,-130
10:59:59.327,0,23347,197,21,-150
10:59:59.528,0,23347,197,21,-150
10:59:59.730,0,23347,197,21,-150
10:59:59.934,0,23347,197,21,-150
11:00:00.135,0,23347,197,21,-150
11:00:00.337,0,23347,197,21,-150
11:00:00.539,0,23347,197,21,-150
11:00:00.743,0,23347,197,21,-150
11:00:00.946,0,23347,197,21,-150
11:00:01.151,0,26018,-18,-165,-148
11:00:01.355,0,26392,-64,-157,-146
11:00:01.556,0,26392,-64,-157,-146
11:00:01.761,0,26392,-64,-157,-146
11:00:01.963,0,26392,-64,-157,-146
11:00:02.165,0,26392,-64,-157,-146
11:00:02.367,0,26392,-64,-157,-146
11:00:02.569,0,26392,-64,-157,-146
11:00:02.772,0,26392,-64,-157,-146
11:00:02.973,0,28315,-257,6,-125
11:00:03.176,0,28976,-255,69,-136
11:00:03.378,0,28976,-255,69,-136
11:00:03.580,0,28976,-255,69,-136
11:00:03.783,0,28976,-255,69,-136
11:00:03.986,0,28976,-255,69,-136
11:00:04.189,0,28976,-255,69,-136
11:00:04.394,0,28976,-255,69,-136
11:00:04.596,0,28976,-255,69,-136
11:00:04.800,0,30095,-164,152,-154
11:00:05.004,0,31636,83,172,-137
11:00:05.206,0,31974,147,148,-126
11:00:05.408,0,31974,147,148,-126
11:00:05.610,0,31974,147,148,-126
11:00:05.811,0,31974,147,148,-126
11:00:06.013,0,31974,147,148,-126
11:00:06.215,0,31974,147,148,-126
11:00:06.416,0,31974,147,148,-126
11:00:06.619,0,31974,147,148,-126
11:00:06.822,0,31974,147,148,-126
11:00:07.025,0,34246,164,-172,-149
11:00:07.227,0,34631,116,-188,-154
11:00:07.432,0,34631,116,-188,-154
11:00:07.634,0,34631,116,-188,-154
11:00:07.837,0,34631,116,-188,-154
11:00:08.040,0,34631,116,-188,-154
11:00:08.241,0,34631,116,-188,-154
11:00:08.442,0,34631,116,-188,-154
11:00:08.645,0,34631,116,-188,-154
11:00:08.848,0,35800,-52,-182,-149
11:00:09.051,0,37156,-247,-79,-117
11:00:09.254,0,37457,-270,-53,-119
11:00:09.455,0,37457,-270,-53,-119
11:00:09.660,0,37457,-270,-53,-119
11:00:09.863,0,37457,-270,-53,-119
11:00:10.066,0,37457,-270,-53,-119
11:00:10.270,0,37457,-270,-53,-119
11:00:10.473,0,37457,-270,-53,-119
11:00:10.675,0,37457,-270,-53,-119
11:00:10.878,0,37457,-270,-53,-119
11:00:11.083,0,40055,-107,155,-156
11:00:11.286,0,40442,-48,183,-147
11:00:11.488,0,40442,-48,183,-147
11:00:11.692,0,40442,-48,183,-147
