time_stamp,MODE,lat,lon,alt,relative_alt,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,vx,vy,vz
18:07:11.593,STABILIZE,-35.3632621,149.1652374,583960,0,0.00011532439384609461,0.0015669635031372309,0.02808164246380329,0.0002907731104642153,0.00026726454962044954,0.002360842889174819,0,2,-1000,0,0,0,-1,1,0
18:07:11.794,STABILIZE,-35.3632621,149.1652374,583960,0,0.00011532439384609461,0.0015669635031372309,0.02808164246380329,0.0002907731104642153,0.00026726454962044954,0.002360842889174819,0,2,-1000,0,0,0,-1,1,0
18:07:11.994,STABILIZE,-35.3632621,149.1652374,583960,0,0.00011532439384609461,0.0015669635031372309,0.02808164246380329,0.0002907731104642153,0.00026726454962044954,0.002360842889174819,0,2,-1000,0,0,0,-1,1,0
18:07:12.195,STABILIZE,-35.3632621,149.1652374,583960,0,0.00011532439384609461,0.0015669635031372309,0.02808164246380329,0.0002907731104642153,0.00026726454962044954,0.002360842889174819,0,2,-1000,0,0,0,-1,1,0
18:07:12.395,STABILIZE,-35.3632621,149.1652374,583960,0,1.0172735528612975e-05,0.0015646802494302392,0.02755352109670639,0.00022031634580343962,0.00040607003029435873,0.002323131076991558,0,1,-1000,0,0,0,-1,1,0
18:07:12.596,STABILIZE,-35.3632621,149.1652374,583960,0,-4.073738455190323e-05,0.0015481158625334501,0.027387432754039764,0.00022944866213947535,0.0001818565942812711,0.0022867019288241863,0,1,-1000,0,0,0,-1,1,0
18:07:12.797,STABILIZE,-35.3632621,149.1652374,583960,0,-0.00012875712127424777,0.0015099628362804651,0.02721402421593666,0.0002797892957460135,0.00033584749326109886,0.0022454787977039814,0,1,-1000,1,0,0,-1,1,0
18:07:12.997,STABILIZE,-35.3632621,149.1652374,583960,0,-0.00012875712127424777,0.0015099628362804651,0.02721402421593666,0.0002797892957460135,0.00033584749326109886,0.0022454787977039814,0,1,-1000,1,0,0,-1,1,0
18:07:13.198,STABILIZE,-35.3632622,149.1652375,583950,0,-0.00026795663870871067,0.0014243634650483727,0.026940736919641495,0.00023555519874207675,0.00028243844280950725,0.00235696230083704,0,1,-1000,0,0,0,-2,1,0
18:07:13.399,STABILIZE,-35.3632622,149.1652375,583950,0,-0.00026795663870871067,0.0014243634650483727,0.026940736919641495,0.00023555519874207675,0.00028243844280950725,0.00235696230083704,0,1,-1000,0,0,0,-2,1,0
18:07:13.600,STABILIZE,-35.3632622,149.1652375,583960,0,-0.0001826739899115637,0.0013815482379868627,0.026781855151057243,0.00015196081949397922,0.00036885717418044806,0.002248163102194667,0,1,-1000,0,0,0,-2,0,-2
18:07:13.801,STABILIZE,-35.3632622,149.1652375,583960,0,-0.0001826739899115637,0.0013815482379868627,0.026781855151057243,0.00015196081949397922,0.00036885717418044806,0.002248163102194667,0,1,-1000,0,0,0,-2,0,-2
18:07:14.003,STABILIZE,-35.3632622,149.1652375,583960,0,-0.0001826739899115637,0.0013815482379868627,0.026781855151057243,0.00015196081949397922,0.00036885717418044806,0.002248163102194667,0,1,-1000,0,0,0,-2,0,-2
18:07:14.204,STABILIZE,-35.3632622,149.1652375,583960,0,-0.0001826739899115637,0.0013815482379868627,0.026781855151057243,0.00015196081949397922,0.00036885717418044806,0.002248163102194667,0,1,-1000,0,0,0,-2,0,-2
18:07:14.406,STABILIZE,-35.3632622,149.1652375,583960,0,-0.00021037856640759856,0.0012073366669937968,0.026385245844721794,0.0001829192042350769,0.0002873569610528648,0.002105163410305977,0,1,-1000,0,0,0,-2,0,-2
18:07:14.607,STABILIZE,-35.3632622,149.1652375,583960,0,-0.00022787816124036908,0.0011676991125568748,0.02624533697962761,0.00017978783580474555,0.0002818467910401523,0.002120134886354208,0,1,-1000,0,0,0,-1,1,-1
18:07:14.808,STABILIZE,-35.3632622,149.1652375,583960,0,-0.00022787816124036908,0.0011676991125568748,0.02624533697962761,0.00017978783580474555,0.0002818467910401523,0.002120134886354208,0,1,-1000,0,0,0,-1,1,-1
18:07:15.009,STABILIZE,-35.3632622,149.1652375,583960,0,-0.00022787816124036908,0.0011676991125568748,0.02624533697962761,0.00017978783580474555,0.0002818467910401523,0.002120134886354208,0,1,-1000,0,0,0,-1,1,-1
18:07:15.210,STABILIZE,-35.3632622,149.1652375,583960,0,-0.0003039608127437532,0.0010439911857247353,0.02584964409470558,0.0002993363013956696,0.0001301878655795008,0.0020916147623211145,0,1,-1000,0,0,0,-1,1,-1
18:07:15.411,STABILIZE,-35.3632622,149.1652375,583960,0,-0.0003039608127437532,0.0010439911857247353,0.02584964409470558,0.0002993363013956696,0.0001301878655795008,0.0020916147623211145,0,1,-1000,0,0,0,-1,1,-1
18:07:15.612,STABILIZE,-35.3632622,149.1652375,583960,0,-0.00032936918432824314,0.0010312714148312807,0.025721054524183273,0.00015073834219947457,0.0002868043666239828,0.0021152393892407417,0,1,-1000,0,0,0,-1,1,-1
18:07:15.813,STABILIZE,-35.3632622,149.1652375,583960,0,-0.00032936918432824314,0.0010312714148312807,0.025721054524183273,0.00015073834219947457,0.0002868043666239828,0.0021152393892407417,0,1,-1000,0,0,0,-1,1,-1
18:07:16.015,STABILIZE,-35.3632622,149.1652375,583960,0,-0.00032936918432824314,0.0010312714148312807,0.025721054524183273,0.00015073834219947457,0.0002868043666239828,0.0021152393892407417,0,1,-1000,0,0,0,-1,1,-1
18:07:16.216,STABILIZE,-35.3632622,149.1652375,583960,0,-0.00032936918432824314,0.0010312714148312807,0.025721054524183273,0.00015073834219947457,0.0002868043666239828,0.0021152393892407417,0,1,-1000,0,0,0,-1,1,-1
18:07:16.418,STABILIZE,-35.3632621,149.1652375,583960,0,-0.00032936918432824314,0.0010312714148312807,0.025721054524183273,0.00015073834219947457,0.0002868043666239828,0.0021152393892407417,0,1,-1000,0,0,0,-1,1,-1
