time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,alt,lat,lon,relative_alt,vx,vy,vz,MODE
18:07:13,-0.00022531531431013718,0.0014029558515176177,0.02686129603534937,0.00019375800911802799,0.00032564780849497765,0.0023025627015158534,0.0,1.0,-1000.0,0.0,0.0,0.0,583955.0,-35.3632622,149.1652375,0.0,-2.0,0.5,-1.0,STABILIZE
18:07:14,-0.00021912836382398382,0.0011875178897753358,0.0263152914121747,0.00018135352001991123,0.00028460187604650855,0.0021126491483300924,0.0,1.0,-1000.0,0.0,0.0,0.0,583960.0,-35.3632622,149.1652375,0.0,-1.0,1.0,-1.0,STABILIZE
18:07:19,-0.0009404534357599914,0.000908636546228081,0.0240289568901062,0.000325088098179549,9.735272033140063e-05,0.001715160091407597,0.0,1.5,-1000.0,0.5,0.0,0.5,583950.0,-35.3632621,149.1652375,0.0,-1.0,1.0,0.0,STABILIZE
18:07:20,-0.0010786440689116716,0.0009162079077214003,0.023673037067055702,0.00030406389851123095,0.0002739179180935025,0.001696089282631874,0.0,1.0,-1000.0,0.0,0.5,0.0,583945.0,-35.3632621,149.1652375,0.0,-1.0,1.0,0.0,STABILIZE
18:07:24,-0.0011436628022541602,0.0009736577048897743,0.02273343193034331,0.00028629998754089076,0.00028444423029820126,0.001617870177142322,0.0,1.0,-1000.0,0.0,0.0,0.5,583940.0,-35.3632622,149.1652375,1.75,-1.0,0.0,0.0,AUTO
18:07:25,-0.0011227571521885693,0.0009918136638589203,0.02261905651539564,0.0003311853506602347,0.00024693424347788095,0.0015672500594519079,0.0,1.0,-1000.0,0.5,0.5,0.0,583940.0,-35.3632622,149.1652375,7.0,-1.0,0.0,0.0,AUTO
18:07:26,-0.0009463881724514067,0.0011943670979235321,0.022324457298964262,0.0002430323656881228,0.00029268814250826836,0.0015426794125232846,0.0,1.5,-1000.0,0.75,0.5,0.75,583940.0,-35.3632621,149.1652375,7.0,0.0,0.0,0.0,AUTO
18:07:27,-0.0006341813423205167,0.0013881656341254711,0.022132408805191517,0.00017617898993194103,0.00033421182888559997,0.0015471176011487842,0.0,9.5,-987.5,0.0,0.5,0.5,583940.0,-35.3632621,149.1652375,5.0,0.0,0.0,1.0,AUTO
18:07:28,0.0008962716019595973,0.0010124769323738292,0.021826031617820263,0.0014653282560175285,-0.0032625619205646217,0.0017535346851218492,0.0,0.5,-1051.75,2.25,-3.0,1.0,583952.5,-35.3632621,149.1652375,14.0,0.0,0.0,-8.75,AUTO
18:07:29,0.002954095369204879,0.0007226167435874231,0.021611196920275688,0.002313290606252849,0.004409029032103717,0.00014244814519770443,0.0,0.0,-1119.0,3.0,5.0,0.0,584230.0,-35.3632621,149.1652375,295.5,0.0,1.0,-83.5,AUTO
18:07:30,0.03785636508837342,-0.003871374938171357,0.021482499316334724,0.043468196876347065,-0.008954337448813021,0.003047630249056965,0.25,-2.0,-1007.25,43.75,-7.75,1.75,585885.0,-35.363261924999996,149.165238025,1951.75,2.25,16.25,-146.75,AUTO
18:07:31,0.05332943610846996,0.00044390931725502014,-0.016981442691758275,-0.06062635825946927,0.05689731240272522,-0.06781182251870632,2.0,-8.5,-992.0,-60.0,57.0,-68.0,587040.0,-35.3632615,149.16524035,3107.5,9.0,47.0,-146.0,AUTO
18:07:32,-0.04787353426218033,0.0040514661523047835,-0.07745737209916115,-0.053111557848751545,-0.011565875232918188,-0.030245457775890827,2.75,-5.25,-1000.75,-52.0,-10.75,-30.25,588940.0,-35.363260825000005,149.165246025,5003.5,0.75,19.5,-148.75,AUTO
18:07:33,-0.07035456225275993,-5.9269805205985904e-05,-0.09878761321306229,0.044405167922377586,-0.0005523559520952404,-0.019622230902314186,-1.5,3.0,-1003.0,44.5,0.0,-19.5,590090.0,-35.3632608,149.1652461,6156.0,-2.0,-28.0,-148.5,AUTO
18:07:34,0.0071831973909866065,0.008482168428599834,-0.10904081165790558,0.0675151627510786,0.009799434221349657,0.0001470009083277546,-5.25,12.75,-1003.75,67.75,9.75,-0.25,592017.5,-35.36326155,149.16523890000002,8082.5,-13.0,-56.0,-151.25,AUTO
18:07:35,0.05674426816403866,0.013033692725002766,-0.10669470578432083,0.06305691786110401,-0.000987886218354106,0.004470730433240533,-1.0,9.5,-1002.5,63.5,-0.5,3.0,593195.0,-35.36326265,149.1652349,9257.5,-19.5,-27.0,-153.0,AUTO
18:07:36,0.0047619070392102,-0.040168661158531904,-0.05612037517130375,-0.08626992255449295,0.027392747811973095,-0.016891865525394678,1.25,-6.5,-1001.5,-84.75,27.5,-17.0,595132.5,-35.363263725,149.1652359,11197.0,13.25,26.75,-148.5,AUTO
18:07:37,-0.030575670301914215,0.001425589551217854,-0.10700920969247818,0.0005054250359535217,0.04060988500714302,-0.07667506486177444,-3.5,-5.5,-1004.5,1.0,40.5,-76.5,596290.0,-35.363262199999994,149.16523745,12354.0,28.0,5.5,-151.5,AUTO
18:07:38,0.004108613211428747,0.02170678973197937,-0.1665557622909546,0.028341818135231733,0.0015258535277098417,-0.017713269975502044,-3.5,0.75,-1000.0,28.5,2.0,-17.75,598245.0,-35.363260225,149.165236225,14310.0,3.25,-13.0,-153.0,AUTO
18:07:39,0.015660186298191547,0.016669142059981823,-0.17053908109664917,0.0014552052598446608,-0.011476801708340645,0.003185247420333326,0.0,1.5,-999.0,2.0,-10.5,2.0,599420.0,-35.3632602,149.16523535,15485.0,-9.0,-3.0,-152.5,AUTO
18:07:40,0.005641597730573267,0.0023206733785627875,-0.1702120415866375,-0.008898846223019063,-0.007171107747126371,-0.008837244473397732,2.0,0.0,-1000.25,-7.5,-6.25,-8.75,601365.0,-35.363261275,149.16523555,17432.25,-11.0,8.25,-152.0,AUTO
18:07:41,0.0005121406429680064,-0.0015470845391973853,-0.180550716817379,-0.0022756625548936427,-0.000676343304803595,-0.019993127323687077,1.5,0.0,-1000.0,-1.0,0.0,-20.0,602535.0,-35.363261800000004,149.16523610000002,18601.0,-7.5,7.5,-153.0,AUTO
18:07:42,0.0012068906362401322,6.179531737871002e-06,-0.21087346225976944,0.002857209532521665,0.0031901325564831495,-0.02521705999970436,0.0,0.0,-1000.0,3.5,3.5,-25.25,604487.5,-35.3632621,149.165236475,20552.5,-1.75,2.75,-153.0,AUTO
18:07:43,0.002893674885854125,0.0018407110474072397,-0.2293797954916954,0.0033234586007893085,0.003377081942744553,-0.02351552713662386,0.0,0.0,-1000.0,4.0,3.5,-23.5,605665.0,-35.3632621,149.1652365,21726.5,-0.5,2.0,-153.0,AUTO
18:07:44,0.0038336528814397752,0.003341988893225789,-0.25599241256713867,-0.0002973583323182538,-0.00018587183149065822,-0.01839273003861308,0.0,0.0,-1000.0,0.25,0.5,-18.0,607615.0,-35.3632621,149.16523657499997,23675.0,-0.75,2.75,-153.0,AUTO
18:07:45,0.002798391622491181,0.0033938249107450247,-0.27022019028663635,-0.00047051257570274174,0.00112094177166,-0.017555004451423883,0.0,0.0,-1000.0,0.0,1.5,-17.5,608785.0,-35.3632621,149.1652367,24845.0,-1.0,3.0,-153.0,AUTO
18:07:46,0.006938672217074782,0.004124662315007299,-0.24956047534942627,0.013085720027447678,-0.0042306139366701245,0.02746188221499324,0.0,0.25,-999.75,13.5,-2.75,26.75,610725.0,-35.363262225,149.1652367,26789.25,-4.75,1.5,-153.0,AUTO
