,LAND_SPEED_HIGH,PLND_XY_DIST_MAX,PLND_TIMEOUT,AVOID_MARGIN,FOLL_OFS_Z,CAM_TRIGG_DIST,RNGFND1_PWRRNG,RNGFND2_PWRRNG,RNGFND3_PWRRNG,RNGFND4_PWRRNG
13:34:13.346,500.0,2.335742010445603,10.337361792222366,9.890449538396517,86.0,305.61498720577515,8707.178539102419,24273.682752350585,14443.871899185682,22630.548598954974
13:34:16.354,180.0,3.8854540703783025,7.340379368529963,3.707947242814223,-98.0,806.231083997079,12217.28375976613,22112.61460429542,19574.92758718091,11139.045655050264
13:34:19.362,90.0,4.295798440071672,1.0694532354364195,3.724790058081802,47.0,514.2438648075206,27891.67999896597,30676.87388690929,26808.41540988519,30054.36057606851
13:34:22.367,40.0,4.01548430004015,12.37497951421332,2.5725666825926536,-39.0,690.112201532826,3455.916508710056,21852.044619737087,7347.632470647442,4681.407476430566
13:34:25.375,120.0,6.577846447638991,1.7046735272255997,9.159659826320029,-95.0,473.1346042513633,19228.933856319396,11434.620788068649,25221.907385575705,16526.50310327813
13:34:28.381,240.0,7.38261207604719,3.4295225311666555,9.903263029733766,62.0,378.06485908100075,11803.643752828837,13268.095542671279,26604.372501266553,4887.97771653327
13:34:33.886,330.0,4.045851136354975,14.867941913306183,8.030350875099915,46.0,763.8151224656414,5441.288059063118,2840.5065410695665,9174.973905180192,14505.209576607675
13:34:36.892,10.0,9.002952470052502,8.910029242848623,7.8658240645091135,66.0,561.5038825695901,24625.86489411963,10259.496756461484,22170.668142742463,26091.362237365563
13:34:39.899,40.0,9.58706513019099,5.190831648612901,1.8494673303660676,96.0,226.58454671292162,16627.006699874237,391.8495523072276,233.5374784417022,21697.522130978934
13:34:42.908,380.0,9.96700724332996,0.4710469210869572,2.447876805944085,61.0,83.14333369566806,12743.854466891797,25944.280506274234,6641.4531062023625,13689.389813688536
13:34:45.914,230.0,4.4610251028986605,17.448203305768942,5.729414764346547,-18.0,954.2903910197181,16353.4533812623,16213.595618234122,11141.718680139293,19580.080456760064
13:34:48.918,150.0,2.3953329555673255,0.17913927565004428,9.615521726608355,-67.0,274.06751155013967,1590.3670400216206,24626.12662963165,28788.87880174163,12668.80214816186
13:34:51.923,30.0,1.1224024093622453,19.414635129129735,8.853487339847952,12.0,692.145336529176,13253.74385577002,2919.347018398257,18642.417722549213,24518.249387659704
13:34:54.937,450.0,7.481048396512894,2.573420419487573,9.863741185749769,-3.0,264.3624174687946,13499.156064896224,13867.957731077604,3154.8176831403825,10723.266440589838
13:34:57.947,430.0,3.8842016994577144,0.96998879920005,6.7928728415560915,-5.0,176.60861010643825,18937.812224168585,26691.77896224282,24687.599807145616,21650.852632356902
13:35:00.953,460.0,3.8635698389213102,9.272985302089214,9.727565211961426,14.0,793.9755810948607,29404.9372508499,31942.39871288745,2904.4049243320555,5722.152136198749
13:35:03.961,240.0,6.45183742003424,6.596219032965507,8.66957860782792,-95.0,624.6577670333738,6340.529002985139,24582.93122082583,22244.910602457127,19940.36807465299
13:35:09.407,380.0,8.60864761872348,16.29570578279461,8.865878875736755,-76.0,577.7357884575458,10532.826871752008,13154.85747773415,25754.395419984146,31470.66343957512
13:35:12.412,120.0,1.373683862355577,0.6814307792080476,3.5501879610444607,-95.0,156.589024463781,32725.120918676916,8180.824538322254,14242.373063021882,17703.034359653197
13:35:15.420,260.0,6.568994070105112,18.62711234618822,9.472448587628742,21.0,587.6366098379618,30604.995704741756,31596.643146351573,25267.294778543415,5543.799782602197
13:35:18.443,300.0,0.05838288151393645,19.709780769454383,8.995348084586626,61.0,885.3013520345153,14984.747301817084,25932.964561674784,24035.062880315894,18790.778766279673
13:35:21.463,20.0,2.3899566212471024,15.18270197702404,9.58276450952786,76.0,170.05044984726868,14652.650207394476,20934.27476895348,26210.495600798215,18819.655789276883
13:35:24.517,390.0,5.778002799810094,0.1899331967517126,1.6254844647537636,-34.0,920.8994030557452,23718.704499180036,21339.07918130863,11783.58318355627,23547.20263047575
13:35:27.527,380.0,0.5285076151661117,11.292039444116796,2.3555433736791067,-35.0,191.62812347200432,11980.425793441344,1019.0865233632951,8391.830499529027,492.24561472914354
13:35:30.534,330.0,8.571593021865626,10.56366578020421,1.9641388018932076,17.0,918.3437444065265,16680.81557291858,5329.919633324056,4988.066601655041,26931.519144193622
13:35:33.540,180.0,8.819680010163257,0.4018855644150987,8.357608537558338,73.0,673.2020227247758,5375.931673241554,8461.466854832826,31796.159850283067,17304.239338987158
13:35:36.547,40.0,7.548744236609394,0.2409880588600033,8.020279838599741,-11.0,378.67554165082805,28159.489920186385,8212.131942893146,10511.740563819107,9823.54445833526
13:35:39.553,280.0,6.571427225856105,18.855122274438617,8.100524318294934,6.0,267.57154960011263,8641.40779734325,23940.720822967152,4563.893454443916,2495.950421209848
13:35:44.438,210.0,9.96092632469576,4.221979019531206,6.709864734168515,6.0,411.10074950707866,32012.590496872588,16127.503851317346,10161.068409239353,10266.314607342722
13:35:47.447,20.0,9.538064839046147,2.5656979295842475,4.283779567714057,-46.0,609.9084518569908,5746.442628076072,3429.9068880782015,1595.7723025089283,18142.618195827035
