,WPNAV_SPEED,WPNAV_SPEED_DN,H_COL_LAND_MIN,ATC_ANG_LIM_TC,FENCE_MARGIN,WPNAV_SPEED_UP,RTL_SPEED,AROT_TARG_SP,CAM_DURATION,FFT_NUM_FRAMES,PILOT_TKOFF_ALT,IM_STB_COL_1,IM_STB_COL_4,ACRO_Y_EXPO,ACRO_RP_EXPO,PILOT_Y_EXPO,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,FHLD_BRAKE_RATE,H_CYC_MAX,IM_STB_COL_2,IM_STB_COL_3,PSC_POSZ_P,ADSB_LIST_ALT,CHUTE_ALT_MIN
17:31:25.265,420.0,10.0,-2.5,0.5,1.0,510.0,1400.0,1600.0,0.0,0.0,850.0,100.0,100.0,-1.0,-0.5,-0.5,134.0,0.0,1.0,4500.0,100.0,71.0,1.0,0.0,7887.0
17:31:49.357,20.0,80.0,-0.6,0.5,1.0,160.0,900.0,2000.0,0.0,0.0,500.0,100.0,0.0,-1.0,-0.5,-0.5,98.0,0.0,1.0,4300.0,11.0,44.0,1.0,0.0,32000.0
17:31:59.064,1220.0,90.0,-5.0,0.5,1.0,1010.0,0.0,800.0,0.0,0.0,240.0,23.0,76.0,-1.0,-0.5,-0.5,218.0,0.0,1.0,1600.0,8.0,29.0,1.0,0.0,23687.0
17:32:10.352,570.0,300.0,0.1,0.5,1.0,760.0,0.0,1850.0,0.0,0.0,0.0,62.0,54.0,-1.0,-0.5,-0.5,250.0,0.0,1.0,0.0,97.0,89.0,1.0,0.0,27753.0
17:32:25.356,870.0,420.0,-4.4,0.5,1.0,1010.0,500.0,2000.0,0.0,0.0,560.0,51.0,59.0,-1.0,-0.5,-0.5,193.0,0.0,1.0,4500.0,10.0,81.0,1.0,0.0,14400.0
17:32:31.463,20.0,450.0,-5.0,0.5,1.0,610.0,2000.0,1400.0,0.0,0.0,430.0,29.0,0.0,-1.0,-0.5,-0.5,32.0,0.0,1.0,0.0,100.0,23.0,1.0,0.0,0.0
17:32:49.306,170.0,350.0,-1.4,0.5,1.0,610.0,0.0,800.0,0.0,0.0,360.0,0.0,25.0,-1.0,-0.5,-0.5,199.0,0.0,1.0,4500.0,14.0,33.0,1.0,0.0,9305.0
17:33:21.272,1320.0,490.0,0.1,0.5,1.0,260.0,2000.0,2000.0,0.0,0.0,490.0,0.0,38.0,-1.0,-0.5,-0.5,77.0,0.0,1.0,200.0,22.0,100.0,1.0,0.0,28412.0
17:33:29.087,20.0,500.0,-3.0,0.5,1.0,110.0,2000.0,1400.0,0.0,0.0,420.0,0.0,24.0,-1.0,-0.5,-0.5,25.0,0.0,1.0,2200.0,0.0,2.0,1.0,0.0,22295.0
17:33:39.488,1670.0,120.0,0.1,0.5,1.0,1010.0,0.0,1650.0,0.0,0.0,350.0,22.0,67.0,-1.0,-0.5,-0.5,157.0,0.0,1.0,3500.0,72.0,51.0,1.0,0.0,20036.0
17:33:53.404,670.0,170.0,-1.1,0.5,1.0,60.0,0.0,1900.0,0.0,0.0,420.0,0.0,10.0,-1.0,-0.5,-0.5,250.0,0.0,1.0,800.0,59.0,100.0,1.0,0.0,5973.0
17:34:03.201,270.0,500.0,-1.1,0.5,1.0,210.0,0.0,1100.0,0.0,0.0,640.0,0.0,84.0,-1.0,-0.5,-0.5,131.0,0.0,1.0,0.0,100.0,11.0,1.0,0.0,14793.0
17:35:26.396,20.0,30.0,-3.5,0.5,1.0,660.0,0.0,950.0,0.0,0.0,250.0,100.0,46.0,-1.0,-0.5,-0.5,123.0,0.0,1.0,2900.0,4.0,100.0,1.0,0.0,28667.0
17:35:38.162,470.0,210.0,-2.6,0.5,1.0,510.0,300.0,1350.0,0.0,0.0,10.0,50.0,93.0,-1.0,-0.5,-0.5,25.0,0.0,1.0,400.0,41.0,51.0,1.0,0.0,22839.0
17:35:46.145,20.0,340.0,-4.3,0.5,1.0,760.0,2000.0,1400.0,0.0,0.0,130.0,81.0,1.0,-1.0,-0.5,-0.5,95.0,0.0,1.0,2500.0,39.0,92.0,1.0,0.0,8961.0
17:36:14.223,20.0,10.0,-3.3,0.5,1.0,310.0,750.0,1250.0,0.0,0.0,1000.0,26.0,100.0,-1.0,-0.5,-0.5,76.0,0.0,1.0,3600.0,56.0,0.0,1.0,0.0,31875.0
17:37:14.024,870.0,500.0,0.1,0.5,1.0,610.0,1000.0,800.0,0.0,0.0,920.0,100.0,0.0,-1.0,-0.5,-0.5,250.0,0.0,1.0,4500.0,29.0,0.0,1.0,0.0,0.0
17:37:24.475,620.0,120.0,0.1,0.5,1.0,410.0,1650.0,2000.0,0.0,0.0,0.0,35.0,0.0,-1.0,-0.5,-0.5,244.0,0.0,1.0,200.0,63.0,0.0,1.0,0.0,32000.0
17:38:20.375,2020.0,450.0,-5.0,0.5,1.0,10.0,600.0,950.0,0.0,0.0,0.0,71.0,61.0,-1.0,-0.5,-0.5,25.0,0.0,1.0,2200.0,64.0,24.0,1.0,0.0,20716.0
17:38:26.274,1420.0,140.0,-5.0,0.5,1.0,710.0,1600.0,1500.0,0.0,0.0,300.0,62.0,100.0,-1.0,-0.5,-0.5,105.0,0.0,1.0,3100.0,40.0,76.0,1.0,0.0,17320.0
17:38:38.459,970.0,250.0,-2.0,0.5,1.0,1010.0,1650.0,1450.0,0.0,0.0,350.0,39.0,37.0,-1.0,-0.5,-0.5,25.0,0.0,1.0,4500.0,48.0,63.0,1.0,0.0,14684.0
