,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P
05:42:20.339,182484.0,0.4,1.5,-10.0,0.25,5.1,0.0,6809.0,1000.0,1.0
05:42:24.375,182384.0,0.2,2.0,10.1,0.25,3.1,0.0,7562.0,1000.0,1.0
05:42:28.399,141584.0,0.2,1.8,3.2,0.25,5.1,0.0,32000.0,530.0,1.0
05:42:32.418,95668.0,0.6,2.0,-10.0,0.25,1.7,0.0,32000.0,0.0,1.0
05:42:36.439,186974.0,0.1,0.0,-9.8,0.25,3.7,0.0,16336.0,1000.0,1.0
05:42:40.455,93876.0,1.1,0.0,10.1,0.25,5.1,0.0,9792.0,1000.0,1.0
05:42:44.480,221932.0,0.4,2.0,7.6,0.25,5.1,0.0,243.0,250.0,1.0
05:42:48.020,189679.0,0.0,0.0,0.5,0.25,3.4,0.0,26193.0,1000.0,1.0
05:42:52.035,200.0,0.1,0.3,10.1,0.25,4.7,0.0,32000.0,780.0,1.0
05:42:56.062,203908.0,0.7,1.4,-2.7,0.25,4.0,0.0,15261.0,1000.0,1.0
05:43:00.083,82497.0,0.0,2.0,1.2,0.25,5.1,0.0,0.0,540.0,1.0
05:43:04.113,197443.0,1.1,2.0,8.1,0.25,4.6,0.0,11986.0,1000.0,1.0
05:43:08.153,300000.0,0.6,0.1,-8.7,0.25,0.0,0.0,0.0,180.0,1.0
05:43:12.168,200.0,0.2,1.4,2.9,0.25,0.0,0.0,23095.0,470.0,1.0
05:43:16.195,300000.0,0.4,2.0,0.6,0.25,3.6,0.0,20979.0,1000.0,1.0
05:43:20.212,200.0,0.4,0.9,-10.0,0.25,2.2,0.0,32000.0,0.0,1.0
05:43:24.239,193648.0,0.0,1.1,-1.7,0.25,1.2,0.0,32000.0,1000.0,1.0
05:43:28.278,300000.0,0.4,1.1,1.0,0.25,0.0,0.0,0.0,0.0,1.0
05:43:32.297,77245.0,0.9,2.0,-10.0,0.25,3.8,0.0,13598.0,1000.0,1.0
05:43:36.338,300000.0,0.0,2.0,-0.1,0.25,1.5,0.0,30278.0,100.0,1.0
05:43:40.351,200.0,1.0,1.0,3.4,0.25,1.5,0.0,12853.0,990.0,1.0
05:43:44.386,96947.0,0.0,1.1,2.6,0.25,5.1,0.0,18281.0,450.0,1.0
05:43:48.408,200.0,1.1,1.2,-8.0,0.25,1.4,0.0,29483.0,140.0,1.0
05:43:52.427,133818.0,0.0,2.0,10.1,0.25,5.1,0.0,12733.0,80.0,1.0
05:43:56.448,75131.0,0.2,2.0,-10.0,0.25,0.0,0.0,30064.0,1000.0,1.0
05:44:00.490,258667.0,0.7,1.2,10.1,0.25,4.0,0.0,0.0,540.0,1.0
05:44:04.013,107644.0,1.1,1.4,-10.0,0.25,2.0,0.0,32000.0,0.0,1.0
05:44:08.028,200.0,0.0,0.0,4.2,0.25,5.1,0.0,0.0,1000.0,1.0
05:44:12.052,100222.0,0.6,1.9,-3.4,0.25,5.1,0.0,32000.0,1000.0,1.0
05:44:16.092,300000.0,0.0,0.4,-4.0,0.25,0.0,0.0,10084.0,490.0,1.0
05:44:20.106,200.0,0.3,2.0,-3.6,0.25,0.1,0.0,22836.0,0.0,1.0
05:44:24.132,129389.0,0.3,0.3,10.1,0.25,0.0,0.0,10539.0,540.0,1.0
05:44:28.147,200.0,0.1,0.0,10.1,0.25,3.0,0.0,0.0,0.0,1.0
05:44:32.169,133248.0,0.5,1.8,10.1,0.25,0.5,0.0,31100.0,600.0,1.0
05:44:36.201,196633.0,1.0,0.6,-10.0,0.25,2.9,0.0,16312.0,350.0,1.0
05:44:40.222,200.0,0.5,2.0,10.1,0.25,1.8,0.0,32000.0,620.0,1.0
05:44:44.253,273823.0,0.1,0.0,-10.0,0.25,4.8,0.0,32000.0,720.0,1.0
05:44:48.268,200.0,0.1,1.6,9.2,0.25,2.4,0.0,32000.0,0.0,1.0
05:44:52.292,108817.0,0.5,1.8,-4.1,0.25,0.2,0.0,32000.0,1000.0,1.0
05:44:56.324,300000.0,0.3,1.1,-9.4,0.25,2.6,0.0,10143.0,750.0,1.0
