time_stamp,alt,lat,lon,relative_alt,vx,vy,vz,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro
16:23:46,583956.0,-35.3632621,149.1652375,0.0,-1.0,1.4,-0.4,STABILIZE,-0.00030896776843292173,0.0009245486871805042,0.02346798707731068,0.0003226411936338991,0.00024825309083098546,0.0018627844110596925,0.0,0.0,-1002.0,0.5,0.0,0.5
16:23:48,583950.0,-35.3632621,149.1652375,0.0,-1.0,2.0,0.0,STABILIZE,-0.000463297389796935,0.000941265287110582,0.022598266787827014,0.00029284582124091687,0.00024833398056216537,0.0017448429600335658,0.0,1.25,-1000.0,0.0,0.0,0.25
16:23:54,583900.0,-35.3632622,149.16523758,0.0,-1.0,1.6,3.0,STABILIZE,-0.0011102792535287638,0.0009918005671352148,0.020957231521606445,0.0002767221109631161,0.0003147828586709996,0.0015256061063458521,0.0,1.0,-1000.0,1.0,1.0,0.0
16:23:56,583900.0,-35.3632622,149.1652375,0.16666666666666666,-1.0,0.6666666666666666,1.5,AUTO,-0.0013127725299758215,0.0009648147679399699,0.020692629118760426,0.00014881632523611188,0.00021760591577428082,0.0014325202209874988,0.0,3.0,-997.0,0.6666666666666666,0.3333333333333333,0.6666666666666666
16:23:58,583890.0,-35.36326209999999,149.1652375,0.0,-0.16666666666666666,0.0,1.0,AUTO,-0.0011363043449819088,0.0010900254710577428,0.02048917083690564,0.0002802353895579775,0.0002548183547332883,0.0014130769025844832,0.0,1.1666666666666667,-1000.0,0.6666666666666666,0.5,0.6666666666666666
16:24:00,583901.6666666666,-35.36326209999999,149.16523744999998,3.8333333333333335,0.0,0.0,-3.1666666666666665,AUTO,-0.0002497871998154248,0.0013190485178711242,0.020116689304510754,0.0032995923926743367,-0.0010896365565713495,0.0014495870564132929,0.0,1.3333333333333333,-1023.1666666666666,3.6666666666666665,-0.6666666666666666,0.6666666666666666
16:24:02,585313.3333333334,-35.363262033333335,149.16523768333332,1418.6666666666667,1.1666666666666667,7.833333333333333,-138.0,AUTO,0.02229555193722869,-0.0013891135677113198,0.019698134002586205,0.03646447043865919,-0.005565248293957363,0.0019490958269064624,0.0,-0.8333333333333334,-1035.5,36.5,-4.666666666666667,1.3333333333333333
16:24:04,588358.3333333334,-35.36326103333333,149.1652444166667,4462.5,0.8333333333333334,34.666666666666664,-148.33333333333334,AUTO,-0.027016790428509314,0.015378511898840467,-0.07203519095977147,-0.07681878888979554,-0.008025085553526878,-0.04596813628450036,4.0,-7.333333333333333,-1002.6666666666666,-75.5,-7.166666666666667,-45.833333333333336
16:24:07,591842.5,-35.3632613,149.16523955,7947.25,-0.25,-57.0,-152.0,AUTO,0.0004897423787042499,-0.0031760115234646946,-0.088748998939991,0.0647975280880928,0.014482888160273433,0.004217939916998148,-7.0,9.75,-1003.0,65.0,14.5,3.5
16:24:09,594428.3333333334,-35.363261916666666,149.1652346,10532.666666666666,-6.5,10.333333333333334,-151.66666666666666,AUTO,0.03592478569286565,0.007147519461189707,-0.08883579199512799,-0.04432595024506251,-0.009057192131876945,-0.0024969735726093254,1.5,0.16666666666666666,-998.3333333333334,-43.333333333333336,-8.333333333333334,-2.5
