,A.LOITER1
16:23:42.618,-1.0
16:23:42.820,-1.0
16:23:43.027,-1.0
16:23:43.231,-1.0
16:23:43.434,-1.0
16:23:43.641,-1.0
16:23:43.852,-1.0
16:23:44.059,-1.0
16:23:44.263,-1.0
16:23:44.468,-1.0
16:23:44.670,-1.0
16:23:44.873,-1.0
16:23:45.079,-1.0
16:23:45.284,-1.0
16:23:45.498,-1.0
16:23:45.700,-1.0
16:23:45.902,-1.0
16:23:46.108,-1.0
16:23:46.314,-1.0
16:23:46.519,-1.0
16:23:46.722,-1.0
16:23:46.946,-1.0
16:23:47.148,-1.0
16:23:47.354,-1.0
16:23:47.556,-1.0
16:23:47.759,-1.0
16:23:47.961,-1.0
16:23:48.171,-1.0
16:23:48.377,-1.0
16:23:48.582,-1.0
16:23:48.788,-1.0
16:23:48.990,-1.0
16:23:49.192,-1.0
16:23:49.396,-1.0
16:23:49.599,-1.0
16:23:49.802,-1.0
16:23:50.004,-1.0
16:23:50.218,-1.0
16:23:50.421,-1.0
16:23:50.623,-1.0
16:23:50.836,-1.0
16:23:51.039,-1.0
16:23:51.247,-1.0
16:23:51.465,-1.0
16:23:51.671,-1.0
16:23:51.877,-1.0
16:23:52.086,-1.0
16:23:52.291,-1.0
16:23:52.493,-1.0
16:23:52.695,-1.0
16:23:52.915,-1.0
16:23:53.119,-1.0
16:23:53.325,-1.0
16:23:53.530,-1.0
16:23:53.737,-1.0
16:23:53.944,-1.0
16:23:54.147,-1.0
16:23:54.351,-1.0
16:23:54.557,-1.0
16:23:54.760,-1.0
16:23:54.969,-1.0
16:23:55.173,-1.0
16:23:55.381,-1.0
16:23:55.585,-1.0
16:23:55.805,-1.0
16:23:56.009,-1.0
16:23:56.212,-1.0
16:23:56.414,-1.0
16:23:56.616,-1.0
16:23:56.819,-1.0
16:23:57.028,-1.0
16:23:57.230,-1.0
16:23:57.434,-1.0
16:23:57.639,-1.0
16:23:57.844,-1.0
16:23:58.048,-1.0
16:23:58.252,-1.0
16:23:58.455,-1.0
16:23:58.660,-1.0
16:23:58.870,-1.0
16:23:59.072,-1.0
16:23:59.276,-1.0
16:23:59.478,-1.0
16:23:59.681,-1.0
16:23:59.885,-1.0
16:24:00.089,-1.0
16:24:00.294,-1.0
16:24:00.496,-1.0
16:24:00.698,-1.0
16:24:00.902,-1.0
16:24:01.108,-1.0
16:24:01.312,-1.0
16:24:01.514,-1.0
16:24:01.719,-1.0
16:24:01.921,-1.0
16:24:02.124,-1.0
16:24:02.327,-1.0
16:24:02.530,-1.0
16:24:02.732,-1.0
16:24:02.945,-1.0
16:24:03.147,-1.0
16:24:03.353,-1.0
16:24:03.557,-1.0
16:24:03.762,-1.0
16:24:03.966,-1.0
16:24:04.169,-1.0
16:24:04.376,-1.0
16:24:04.578,-1.0
16:24:04.781,-1.0
16:24:04.984,-1.0
16:24:05.190,-1.0
16:24:05.395,-1.0
16:24:05.600,-1.0
16:24:05.805,-1.0
16:24:06.010,-1.0
16:24:06.213,-1.0
16:24:06.415,-1.0
16:24:07.815,-1.0
16:24:08.025,-1.0
16:24:08.230,-1.0
16:24:08.433,-1.0
16:24:08.637,-1.0
16:24:08.840,-1.0
16:24:09.042,-1.0
16:24:09.247,-1.0
16:24:09.449,-1.0
16:24:09.654,-1.0
16:24:09.856,-1.0
16:24:10.061,-1.0
16:24:10.273,-1.0
16:24:10.475,-1.0
16:24:10.681,-1.0
16:24:10.884,-1.0
16:24:11.088,-1.0
16:24:11.291,-1.0
16:24:11.493,-1.0
16:24:11.695,-1.0
16:24:11.898,-1.0
16:24:12.104,-1.0
16:24:12.310,-1.0
16:24:12.512,-1.0
16:24:12.714,-1.0
16:24:12.916,-1.0
16:24:13.124,-1.0
16:24:13.327,-1.0
16:24:13.532,-1.0
16:24:13.734,-1.0
16:24:13.936,-1.0
16:24:14.142,-1.0
16:24:14.345,-1.0
16:24:14.548,-1.0
16:24:14.756,-1.0
16:24:14.959,-1.0
16:24:15.165,-1.0
16:24:15.369,-1.0
16:24:15.571,-1.0
16:24:15.773,-1.0
16:24:15.975,-1.0
16:24:16.179,-1.0
16:24:16.384,-1.0
16:24:16.588,-1.0
16:24:16.793,-1.0
16:24:16.997,-1.0
16:24:17.200,-1.0
16:24:17.403,-1.0
16:24:17.609,-1.0
16:24:17.813,-1.0
16:24:18.015,-1.0
16:24:18.217,-1.0
16:24:18.423,-1.0
16:24:18.627,-1.0
16:24:18.831,-1.0
16:24:19.036,-1.0
16:24:19.241,-1.0
16:24:19.444,-1.0
16:24:19.649,-1.0
16:24:19.854,-1.0
16:24:20.056,-1.0
16:24:20.261,-1.0
16:24:20.465,-1.0
16:24:20.669,-1.0
16:24:20.873,-1.0
16:24:21.077,-1.0
16:24:21.281,-1.0
16:24:21.483,-1.0
16:24:21.688,-1.0
16:24:21.890,-1.0
16:24:22.093,-1.0
16:24:22.295,-1.0
16:24:22.498,-1.0
16:24:22.701,-1.0
16:24:22.904,-1.0
16:24:23.107,-1.0
16:24:23.314,-1.0
16:24:23.517,-1.0
16:24:23.719,-1.0
16:24:23.927,-1.0
16:24:24.140,-1.0
16:24:24.343,-1.0
16:24:24.545,-1.0
16:24:24.748,-1.0
16:24:24.953,-1.0
16:24:25.159,-1.0
16:24:25.364,-1.0
16:24:25.567,-1.0
16:24:25.770,-1.0
16:24:25.972,-1.0
16:24:26.175,-1.0
16:24:26.377,-1.0
16:24:26.585,-1.0
16:24:26.787,-1.0
16:24:26.996,-1.0
16:24:27.200,-1.0
16:24:27.404,-1.0
16:24:27.606,-1.0
16:24:27.808,-1.0
16:24:28.010,-1.0
16:24:28.213,-1.0
