time_stamp,lat,lon,relative_alt,vx,vy,vz,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,MODE,xacc,yacc,zacc,xgyro,ygyro,zgyro
04:56:23,-35.36326523333333,149.1652402,23239.0,-63.0,27.333333333333332,12.333333333333334,232730.0,0.058677323162555695,0.06663592780629794,0.13337988406419754,0.16807885964711508,0.03258006748122474,0.47248999557147425,AUTO,18.333333333333332,0.3333333333333333,-1002.3333333333334,168.33333333333334,33.333333333333336,472.0
04:56:25,-35.363285633333334,149.1652561,22735.333333333332,-141.66666666666666,86.66666666666667,29.333333333333332,232730.0,0.03646461913983027,-0.032736536115407944,2.6054204305013022,0.45569473256667453,0.02923198090866208,0.7220806777477264,AUTO,-33.333333333333336,1.0,-998.0,456.3333333333333,29.333333333333332,721.6666666666666
04:56:26,-35.363301766666666,149.16526796666668,22301.333333333332,-136.66666666666666,76.66666666666667,30.0,121825.0,0.021018570909897488,-0.01875535895427068,2.6569095452626548,0.04128845532735189,-0.012616810854524374,-0.08357230635980765,AUTO,-33.0,-4.333333333333333,-1006.0,43.0,-11.333333333333334,-83.0
04:56:27,-35.36331106666666,149.16527426666664,22058.666666666668,-128.66666666666666,74.0,26.333333333333332,121825.0,0.02013546631981929,-0.003282180599247416,2.645816961924235,-0.24302330613136292,0.04886113479733467,0.005985020815084378,AUTO,-30.0,-36.666666666666664,-1005.0,-243.0,49.333333333333336,6.0
04:56:29,-35.3633273,149.16528573333332,21662.666666666668,-31.666666666666668,14.666666666666666,5.666666666666667,180548.0,0.01663815788924694,0.0646707055469354,2.642212152481079,0.268960473438104,-0.027834638429339975,-0.0033127663967510066,AUTO,-7.333333333333333,10.333333333333334,-1017.0,270.0,-26.666666666666668,-3.0
04:56:31,-35.363329033333336,149.16528663333335,21664.0,1.6666666666666667,-1.0,-3.6666666666666665,180548.0,0.0030941126557687917,-0.0011576937977224588,2.636888265609741,0.05814635846763849,-0.010129141776512066,-0.006084940085808436,RTL,-1.3333333333333333,5.333333333333333,-999.0,59.0,-8.333333333333334,-6.0
04:56:32,-35.36332960000001,149.16528783333334,21689.333333333332,-1.6666666666666667,-1.0,-5.333333333333333,247768.0,0.012806772254407406,0.014668908280630907,2.633038282394409,0.15717663367589316,0.011391717474907637,-0.002825946818726758,RTL,-2.3333333333333335,5.0,-1012.6666666666666,157.66666666666666,12.333333333333334,-2.3333333333333335
04:56:33,-35.3633299,149.16528836666666,21787.666666666668,1.0,-5.666666666666667,-27.0,247768.0,0.011563729494810104,0.014898551007111868,2.630866527557373,0.023287639021873474,8.107958516726892e-05,-0.0010605306597426534,RTL,-1.0,3.0,-1042.3333333333333,24.333333333333332,1.3333333333333333,-1.3333333333333333
04:56:35,-35.36333,149.16528893333333,23279.666666666668,4.0,-13.0,-119.66666666666667,183915.0,0.009404354728758335,0.011176796009143194,2.625572919845581,0.005680176895111799,0.001670299485946695,-6.725220009684563e-05,RTL,0.0,0.0,-1044.6666666666667,7.0,2.6666666666666665,0.0
04:56:37,-35.36333136666667,149.16528616666668,26199.333333333332,-28.0,-46.0,-146.0,183915.0,0.04552308532098929,0.008946598352243504,2.6044205029805503,-0.07723076269030571,0.04188778934379419,-0.06600204342976213,RTL,3.6666666666666665,-9.666666666666666,-995.0,-75.66666666666667,43.333333333333336,-66.0
04:56:38,-35.3633335,149.16528206666666,28096.333333333332,3.0,-5.666666666666667,-149.33333333333334,275492.0,-0.06531627103686333,0.003609245099748174,2.540513515472412,0.009912694338709116,-0.01323816851557543,-0.024266930297017097,RTL,2.0,-2.0,-1003.3333333333334,11.0,-11.666666666666666,-23.333333333333332
04:56:39,-35.3633326,149.16528333333335,29260.666666666668,23.333333333333332,28.0,-149.33333333333334,275492.0,-0.03584199771285057,-1.6769418531718355e-05,2.5268829663594565,0.05646298204859098,0.0005470969869444767,-0.010169969561199347,RTL,-2.6666666666666665,6.0,-1000.6666666666666,57.333333333333336,2.3333333333333335,-9.666666666666666
04:56:41,-35.363328599999996,149.16528913333335,32360.0,9.333333333333334,6.666666666666667,-150.33333333333334,120801.0,0.020556240032116573,0.0012425849757467706,2.528400421142578,-0.014086468455692133,-0.0011923677132775385,0.00010881266886523615,RTL,-0.3333333333333333,3.0,-999.3333333333334,-12.0,0.6666666666666666,0.3333333333333333
04:56:43,-35.36332826666666,149.16528943333333,35465.333333333336,-2.6666666666666665,-0.3333333333333333,-151.0,120801.0,0.0034867996194710336,0.0032291485307117305,2.501227935155233,1.7506186850368977e-05,0.001988145251137515,-0.020134154086311657,RTL,0.0,0.0,-1000.0,1.0,3.0,-19.666666666666668
04:56:44,-35.3633286,149.1652894,37412.333333333336,-3.0,-1.0,-152.0,95379.0,0.004003649577498436,0.005588021129369736,2.4751598040262857,0.0008414911959941188,0.0011894368411352236,-0.020202616850535076,RTL,0.0,-0.3333333333333333,-1000.0,2.0,2.3333333333333335,-19.666666666666668
04:56:45,-35.3633288,149.1652893,38588.666666666664,-2.3333333333333335,-2.3333333333333335,-152.0,95379.0,0.003686053523172935,0.006583046478529771,2.4591547648111978,-0.0012073512577141325,0.0007375302957370877,-0.02113754426439603,RTL,0.0,-0.6666666666666666,-1000.0,0.3333333333333333,2.0,-20.333333333333332
04:56:47,-35.3633291,149.1652885,41708.333333333336,0.0,-3.0,-152.0,18573.0,0.002137791675825914,0.005429292718569438,2.4184865156809487,-0.0009255279243613282,-0.0008560480588736633,-0.019769649331768353,RTL,0.0,0.0,-999.6666666666666,0.3333333333333333,0.3333333333333333,-19.0
04:56:49,-35.3633293,149.16528796666668,44827.333333333336,0.0,-2.0,-152.0,18573.0,0.0016114778506259124,0.005282186437398195,2.376779874165853,0.0018537927341337006,0.0004884941736236215,-0.020060697570443153,RTL,0.0,0.0,-1000.0,3.0,1.6666666666666667,-19.333333333333332
04:56:50,-35.3633293,149.1652878,46777.333333333336,0.0,-2.0,-152.0,236046.0,0.002525371266528964,0.005119395752747853,2.351739247639974,0.0015575458528473973,0.0005350120676060518,-0.015586424929400286,RTL,0.0,0.0,-999.6666666666666,2.6666666666666665,1.6666666666666667,-15.0
04:56:51,-35.3633293,149.16528766666667,47947.666666666664,0.0,-2.3333333333333335,-152.0,236046.0,0.004905774956569076,0.007199557963758707,2.3484936555226645,0.002043868376252552,0.0026811102482800684,0.011483496714693805,RTL,0.0,0.0,-999.0,3.0,3.6666666666666665,11.333333333333334
04:56:53,-35.3633294,149.16528689999998,51047.666666666664,0.0,-4.333333333333333,-152.0,242097.0,0.0010779921237068872,0.00455550601085027,2.3947784900665283,-0.0016146539128385484,-0.0008386269134158889,0.02580014367898305,RTL,0.0,0.0,-1000.0,0.0,0.0,25.666666666666668
04:56:55,-35.3633294,149.1652867,54153.666666666664,0.0,0.0,-152.0,242097.0,0.0022569833478579917,0.003997944761067629,2.4331537087758384,0.00069108329868565,0.0007625501602888107,0.017743318652113278,RTL,0.0,0.0,-999.6666666666666,2.0,2.0,17.666666666666668
04:56:56,-35.3633294,149.16528683333334,56096.333333333336,0.0,0.0,-152.0,102842.0,0.0032105333327005305,0.004155055154114962,2.4513893127441406,0.0010853719431906939,0.0008970175016050538,0.01239801850169897,RTL,0.0,0.0,-999.6666666666666,2.0,2.3333333333333335,12.333333333333334
04:56:57,-35.3633294,149.16528696666668,57263.0,0.0,0.0,-152.0,102842.0,0.0039761424995958805,0.004530370235443115,2.460599660873413,-0.0004193555408467849,0.00042618783966948587,0.013121990176538626,RTL,0.0,0.0,-999.6666666666666,1.0,1.6666666666666667,13.0
04:56:59,-35.3633294,149.1652873,60365.333333333336,0.0,-1.0,-152.0,158381.0,0.003885765482361118,0.0050771514264245825,2.4814603328704834,0.0005533580357829729,0.00019268493633717299,0.010517887150247892,RTL,0.0,0.0,-1000.0,2.0,1.3333333333333333,10.666666666666666
04:57:01,-35.3633294,149.1652874,63480.333333333336,0.0,-1.3333333333333333,-152.0,158381.0,0.0038013392283270755,0.005182318389415741,2.4972341060638428,-0.000327518869501849,0.00041060219518840313,0.0069623397042353945,RTL,0.0,0.0,-1000.0,1.0,2.0,7.0
04:57:02,-35.3633294,149.16528743333333,65415.666666666664,0.0,-2.0,-152.0,106433.0,0.0034785858200242123,0.005035456890861194,2.505492925643921,-0.00033130791659156483,0.0005704327098404368,0.007802510013182958,RTL,0.0,0.0,-999.3333333333334,1.0,2.0,8.0
04:57:03,-35.3633294,149.1652875,66580.33333333333,0.0,-2.0,-152.0,106433.0,0.0034470017223308482,0.004978613151858251,2.510080575942993,1.939665526151657e-05,-0.0004695045839374264,0.006570995940516393,RTL,0.0,0.0,-1000.3333333333334,1.3333333333333333,0.6666666666666666,7.0
04:57:05,-35.3633295,149.1652875,69685.0,0.0,-2.0,-152.0,177710.0,0.0032456646052499614,0.005313995449493329,2.5210368633270264,0.00043550370416293543,5.6080287322402e-05,0.005900871939957142,RTL,0.0,0.0,-1000.3333333333334,1.6666666666666667,1.3333333333333333,6.333333333333333
04:57:07,-35.3633295,149.1652875,72798.66666666667,0.0,-2.0,-152.0,177710.0,0.003326284233480692,0.005263601119319598,2.5309907595316568,0.00022832649604727825,0.0009172170345361034,0.005107700514296691,RTL,0.0,0.0,-1000.3333333333334,1.6666666666666667,2.3333333333333335,5.333333333333333
04:57:08,-35.3633295,149.1652875,74739.33333333333,0.0,-2.0,-152.0,201450.0,0.003043591588114699,0.005473756852249305,2.536252975463867,-0.00072053629749765,0.0005306523138036331,0.004477995214983821,RTL,0.0,0.0,-999.6666666666666,0.6666666666666666,2.0,5.0
04:57:09,-35.3633295,149.1652875,75905.0,0.0,-2.0,-152.0,201450.0,0.0033359016136576733,0.0055088018998503685,2.539944330851237,0.0005916620915134748,-0.0005879650125280023,0.007879204582422972,RTL,0.0,0.0,-1000.0,2.0,0.6666666666666666,8.333333333333334
04:57:11,-35.3633295,149.16528756666665,79007.0,2.6666666666666665,-3.6666666666666665,-151.33333333333334,8765.0,0.002700960806881388,0.020458737077812355,2.5476123491923013,-0.0014614382137854893,0.04529853103061517,0.005335122346878052,RTL,0.0,0.0,-998.6666666666666,0.3333333333333333,46.666666666666664,6.0
04:57:14,-35.36330613333333,149.16527526666667,81765.66666666667,113.33333333333333,-95.33333333333333,11.333333333333334,223348.0,0.038409437984228134,0.03295472450554371,2.9844635327657065,-0.1971635321776072,0.017273718491196632,-0.05813702195882797,RTL,33.333333333333336,-13.333333333333334,-953.6666666666666,-196.0,18.666666666666668,-56.666666666666664
04:57:15,-35.3632986,149.165267,81601.66666666667,109.33333333333333,-108.0,22.333333333333332,223348.0,0.0023169751123835645,0.043503567576408386,2.9498157501220703,0.07125090062618256,-0.000805259837458531,-0.03377712580064932,RTL,40.0,17.0,-1006.3333333333334,73.66666666666667,0.6666666666666666,-32.0
04:57:17,-35.363277866666664,149.16524653333332,81349.66666666667,115.66666666666667,-79.66666666666667,0.0,181144.0,-0.022106122225522995,0.012578434233243266,2.873802900314331,0.1349367400010427,-0.048188729832569756,-0.031049059703946114,RTL,31.0,6.0,-1010.6666666666666,136.0,-46.0,-29.666666666666668
04:57:20,-35.3632627,149.1652395,81341.0,6.333333333333333,-13.333333333333334,-1.6666666666666667,284513.0,0.025426969553033512,0.009986684347192446,2.789302031199137,0.14626852671305338,0.021323030814528465,-0.013341248345871767,RTL,-0.6666666666666666,12.0,-1004.0,148.66666666666666,23.0,-11.0
04:57:25,-35.3632619,149.16523773333336,81361.33333333333,0.3333333333333333,-8.0,-0.6666666666666666,41940.0,1.4810396047929922e-05,0.010196102783083916,2.72447403271993,0.04731703797976176,0.00538763760899504,-0.00972958312680324,RTL,0.0,9.666666666666666,-1001.6666666666666,50.666666666666664,7.333333333333333,-7.666666666666667
04:57:26,-35.36326236666667,149.16523746666667,81363.66666666667,3.3333333333333335,-3.6666666666666665,0.0,53202.0,-0.0037038240116089582,0.011135272371272245,2.713248332341512,-0.03019052743911743,0.0049157231114804745,-0.008632972991714874,RTL,0.3333333333333333,11.0,-1002.0,-26.666666666666668,7.0,-6.666666666666667
04:57:31,-35.363263833333335,149.16523473333334,77645.66666666667,12.333333333333334,14.333333333333334,101.66666666666667,165157.0,-0.031175314759214718,0.01249628389875094,2.681456963221232,0.4948353171348572,0.005802459549158812,-0.007690347110231717,RTL,2.3333333333333335,55.0,-1011.0,499.3333333333333,8.0,-5.666666666666667
04:57:32,-35.3632645,149.16523343333336,76372.33333333333,19.666666666666668,25.0,100.33333333333333,121118.0,-0.01982324942946434,0.00963123980909586,2.675189177195231,1.3833285570144653,-0.0038765696032593646,-0.002194968362649282,RTL,0.3333333333333333,71.33333333333333,-1008.3333333333334,1386.0,-1.0,-0.3333333333333333
04:57:33,-35.3632643,149.16523356666667,75601.66666666667,22.666666666666668,29.0,98.0,121118.0,-0.008246086072176695,0.005640153928349416,2.6721273263295493,1.450272003809611,-0.006455095174411933,-0.011959550747027,RTL,-3.3333333333333335,62.666666666666664,-1008.3333333333334,1451.3333333333333,-3.3333333333333335,-10.333333333333334
04:57:35,-35.36326246666667,149.1652377,73557.0,12.0,11.0,98.33333333333333,97289.0,0.03938430671890577,0.0014112709322944283,2.662877082824707,0.8664982318878174,-0.004056275201340516,-0.014169247510532538,RTL,-5.0,10.333333333333334,-1007.3333333333334,865.6666666666666,-0.6666666666666666,-12.0
04:57:37,-35.36326076666666,149.16524230000002,71521.33333333333,-6.333333333333333,-25.333333333333332,100.0,97289.0,0.05863834172487259,0.005463251067946355,2.654092311859131,0.08878576755523682,-0.0019365337987740834,-0.00983212593321999,RTL,-3.0,-33.333333333333336,-1011.3333333333334,88.66666666666667,1.3333333333333333,-7.666666666666667
04:57:38,-35.3632601,149.16524436666668,70265.0,-15.0,-44.333333333333336,101.0,223921.0,0.05742563307285309,0.007329787903775771,2.6495985984802246,-0.7385672430197397,0.002182566716025273,-0.004306488049527009,RTL,-3.0,-52.333333333333336,-1012.0,-738.0,5.333333333333333,-2.3333333333333335
04:57:39,-35.363259666666664,149.16524533333333,69508.33333333333,-20.666666666666668,-55.0,99.66666666666667,223921.0,0.04724776620666186,0.007782104890793562,2.6479013760884604,-1.2699960072835286,0.005623782441640894,-0.0034879279943803945,RTL,-0.6666666666666666,-63.666666666666664,-995.0,-1267.3333333333333,8.333333333333334,-1.6666666666666667
04:57:41,-35.36326006666666,149.16524446666668,67463.0,-27.0,-64.33333333333333,103.0,247664.0,0.03315331290165583,0.01360920878748099,2.6422276496887207,0.6062207246820132,0.0032346361937622228,0.0009196401418497165,RTL,3.3333333333333335,60.333333333333336,-1017.3333333333334,612.3333333333334,6.333333333333333,2.6666666666666665
04:57:43,-35.363261433333335,149.16524086666666,65394.666666666664,-13.666666666666666,-39.666666666666664,99.66666666666667,247664.0,0.010884993399182955,0.012097032740712166,2.637500047683716,0.9383177955945333,-0.0019574963953346014,0.0031441108246023455,RTL,4.333333333333333,60.0,-1026.6666666666667,945.0,1.6666666666666667,4.333333333333333
04:57:44,-35.3632623,149.16523853333334,64125.0,-5.0,-22.0,99.0,10667.0,0.011879830000301203,0.011391651506225267,2.635249058405558,1.2911910216013591,-0.0015483181923627853,-0.0016118125058710575,RTL,3.6666666666666665,39.333333333333336,-1000.3333333333334,1295.3333333333333,2.3333333333333335,0.3333333333333333
04:57:45,-35.3632628,149.16523726666668,63352.333333333336,0.0,-10.333333333333334,101.33333333333333,10667.0,0.007414739423741897,0.010421605470279852,2.6331722736358643,1.0317840178807576,-0.001863039331510663,-0.002820811544855436,RTL,3.6666666666666665,7.0,-975.0,1034.6666666666667,1.3333333333333333,-1.0
04:57:47,-35.36326316666666,149.1652361,61320.333333333336,8.0,5.0,103.33333333333333,56967.0,0.012075580035646757,0.006298098247498274,2.629296143849691,1.0205346941947937,-0.0008660415963580211,-0.008909467607736588,RTL,1.0,9.0,-947.3333333333334,1023.0,3.0,-7.333333333333333
04:57:49,-35.3632625,149.1652376,59293.333333333336,7.333333333333333,3.6666666666666665,98.0,56967.0,0.013625107705593109,0.004559470806270838,2.626556158065796,-0.6380576392014822,-0.0023012588111062846,-0.0032605331701536975,RTL,-3.0,-58.0,-999.3333333333334,-635.0,1.6666666666666667,-1.3333333333333333
04:57:50,-35.36326183333333,149.16523916666668,58020.666666666664,0.0,-7.0,100.33333333333333,76415.0,0.005016024622212474,0.005725067264089982,2.623865286509196,-1.3703393538792927,0.0007808601949363947,-0.0011610152820746105,RTL,-0.6666666666666666,-53.666666666666664,-1011.3333333333334,-1364.6666666666667,4.333333333333333,0.6666666666666666
04:57:51,-35.36326173333333,149.1652394,57260.0,-3.3333333333333335,-13.0,101.0,76415.0,-0.005671403991679351,0.008540103522439798,2.622702121734619,-0.8725225528081259,0.0025942830834537745,0.0040498448846240835,RTL,0.0,-8.333333333333334,-986.3333333333334,-865.0,6.0,5.666666666666667
04:57:53,-35.36326303333334,149.16523696666664,55216.333333333336,1.6666666666666667,-5.0,101.66666666666667,31714.0,-0.021687754119435947,0.010959801574548086,2.6205455462137857,0.5927612483501434,-0.001524200973411401,-0.0015515538786227505,RTL,1.3333333333333333,54.0,-994.6666666666666,599.6666666666666,1.6666666666666667,0.3333333333333333
04:57:55,-35.363262600000006,149.1652371,53171.333333333336,7.333333333333333,3.0,103.66666666666667,31714.0,0.010024295576537648,0.0021161785892521343,2.6192405223846436,0.9125922520955404,-0.004879841580986977,-0.004270470895183583,RTL,-2.6666666666666665,76.66666666666667,-1036.3333333333333,918.6666666666666,-0.6666666666666666,-2.0
04:57:56,-35.363261599999994,149.16523903333334,51909.666666666664,-0.3333333333333333,-5.666666666666667,100.0,34094.0,0.038022903725504875,0.002140660537406802,2.6168699264526367,1.3644988536834717,0.006679685243094961,-0.0019131643542399008,RTL,-1.6666666666666667,76.0,-987.3333333333334,1370.6666666666667,10.0,0.3333333333333333
04:57:57,-35.36326116666667,149.1652399666667,51130.0,-6.333333333333333,-14.333333333333334,104.0,34094.0,0.030604726324478786,0.004845076706260443,2.6166826089223227,1.1936474641164143,0.008022557245567441,-0.0016133757308125496,RTL,-1.3333333333333333,73.66666666666667,-1003.3333333333334,1200.3333333333333,11.666666666666666,0.6666666666666666
04:57:59,-35.363261666666666,149.1652395,49085.0,-8.0,-19.333333333333332,101.33333333333333,108508.0,0.02549358146886031,0.008813282164434591,2.6149415969848633,1.0226422150929768,0.002211684671541055,0.0012278109012792509,RTL,1.3333333333333333,19.0,-1007.0,1026.6666666666667,6.0,3.3333333333333335
04:58:01,-35.36326226666667,149.16523803333334,47033.666666666664,-0.3333333333333333,-6.666666666666667,99.33333333333333,108508.0,-0.011444007667402426,0.007296361029148102,2.6129358609517417,-1.2355392376581829,-0.003692132576058308,-0.0024449255239839354,RTL,0.3333333333333333,-69.33333333333333,-993.6666666666666,-1230.6666666666667,0.3333333333333333,-0.3333333333333333
04:58:02,-35.363262533333334,149.16523723333333,45757.666666666664,1.0,-2.0,99.33333333333333,237613.0,-0.011305400170385838,0.006996313730875651,2.6133912404378257,0.04613021264473597,-0.0007955738498518864,0.009139398656164607,RTL,1.6666666666666667,36.333333333333336,-988.0,54.0,2.6666666666666665,11.0
04:58:03,-35.36326283333333,149.1652367,44984.0,2.0,0.3333333333333333,100.0,237613.0,-0.01413853062937657,0.007355829700827599,2.612642685572306,0.7221139570077261,0.0032245236604164043,0.004352200155456861,RTL,1.3333333333333333,58.666666666666664,-997.0,730.0,6.666666666666667,5.666666666666667
04:58:05,-35.36326326666667,149.16523583333333,42951.666666666664,7.333333333333333,8.333333333333334,99.0,44949.0,-0.02071282205482324,0.008124919142574072,2.611761967341105,0.3562391499678294,-0.0006692702105889717,0.010137068573385477,RTL,1.3333333333333333,52.0,-992.6666666666666,364.0,3.0,12.0
04:58:07,-35.36326376666667,149.1652347,40916.0,13.333333333333334,18.333333333333332,96.66666666666667,44949.0,-0.031230886777242024,0.006661900940040748,2.6101743380228677,0.10605718567967415,-0.003397525598605474,-0.0017609624192118645,RTL,0.6666666666666666,40.333333333333336,-1014.6666666666666,113.66666666666667,0.6666666666666666,0.3333333333333333
04:58:08,-35.363263700000005,149.16523483333336,39639.666666666664,16.0,21.333333333333332,99.0,134793.0,-0.0015530629316344857,0.003589996679996451,2.609313646952311,1.399605671564738,-0.0035764995651940503,0.001121602642039458,RTL,-2.3333333333333335,64.33333333333333,-1045.0,1404.3333333333333,0.3333333333333333,3.6666666666666665
04:58:09,-35.36326333333333,149.1652356,38867.666666666664,15.0,20.0,99.0,134793.0,0.016887928048769634,0.0031471672312666974,2.610044797261556,1.3137253522872925,0.0038423103590806327,0.0016212283323208492,RTL,-2.3333333333333335,43.666666666666664,-998.6666666666666,1317.3333333333333,8.0,3.6666666666666665
04:58:11,-35.3632627,149.16523736666667,36814.0,6.333333333333333,6.333333333333333,100.33333333333333,261356.0,0.01510108324388663,0.0069960905238986015,2.607698599497477,0.05884328484535217,0.001936068447927634,0.0013701904099434614,RTL,0.3333333333333333,-45.0,-981.0,60.666666666666664,6.0,3.0
04:58:13,-35.36326356666667,149.1652359,34776.0,8.0,8.333333333333334,97.33333333333333,261356.0,-0.029109512145320576,0.013080820751686891,2.6075238386789956,-1.092334806919098,0.000729711881528298,-0.003737617516890168,RTL,4.333333333333333,-79.66666666666667,-954.3333333333334,-1090.0,5.0,-1.6666666666666667
04:58:14,-35.36326446666667,149.16523399999997,33502.0,19.0,22.333333333333332,100.0,55199.0,-0.04074163734912872,0.00848240110402306,2.6075425148010254,-1.2699291507403057,-0.00497652031481266,-0.012831432744860649,RTL,0.6666666666666666,-80.33333333333333,-973.6666666666666,-1267.6666666666667,-0.3333333333333333,-10.0
04:58:15,-35.3632643,149.16523396666668,32738.333333333332,22.333333333333332,27.666666666666668,96.0,55199.0,-0.03543323713044325,0.005325183893243472,2.6076176166534424,-1.2986925840377808,-0.0027998763447006545,-0.0001680904533714056,RTL,0.0,-71.33333333333333,-999.0,-1296.0,1.3333333333333333,1.6666666666666667
04:58:17,-35.363264,149.16523406666667,30694.666666666668,19.0,27.666666666666668,97.66666666666667,106539.0,-0.042957354336977005,0.0049330731853842735,2.6066080729166665,-1.050168017546336,0.001027886290103197,-0.0018253529754777749,RTL,-1.0,-16.666666666666668,-998.0,-1045.6666666666667,5.0,0.3333333333333333
