time_stamp,RTL_ALT,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,VFR_HUD_alt,xacc,yacc,zacc,xgyro,ygyro,zgyro,alt,lat,lon,relative_alt,vx,vy,vz,EK2_ALT_SOURCE
10:19:51,1500.0,AUTO,-0.0003406016912776977,0.0011466136202216148,0.021804352290928364,0.0002859921660274267,0.0003087055229116231,0.0014192513772286475,583.9649658203125,0.0,1.5,-1000.0,0.5,0.5,0.0,583965.0,-35.3632621,149.1652375,0.0,0.0,2.0,2.0,0.0
10:19:53,1500.0,AUTO,0.00016383317415602505,0.0016863052151165903,0.021231580525636673,0.00028764083981513977,0.00031483941711485386,0.0013761352747678757,583.9500122070312,0.0,1.5,-1000.0,0.5,1.0,0.5,583950.0,-35.3632621,149.1652375,0.0,0.0,0.0,1.0,0.0
10:19:55,1500.0,AUTO,0.028438640758395195,-0.0019421186880208552,0.021006557159125805,0.04544622637331486,-0.007695375010371208,0.0026963106356561184,585.5700073242188,0.0,-0.5,-1012.0,45.5,-6.5,2.0,585570.0,-35.363262,149.16523765,1608.0,1.0,8.0,-145.5,0.0
10:19:57,1500.0,AUTO,-0.03430933132767677,0.0034549597767181695,-0.06945754960179329,-0.024792165495455265,-0.015186105854809284,-0.0304675055667758,588.625,3.5,-8.0,-1003.0,-23.5,-14.0,-30.5,588625.0,-35.36326085,149.1652455,4657.0,2.0,30.5,-149.0,0.0
10:19:59,1500.0,AUTO,-0.007401944370940328,0.008860700065270066,-0.11475589871406555,0.06812382861971855,0.010815141722559929,-0.002217121495050378,591.6950073242188,-7.0,14.0,-1003.0,68.0,11.0,-2.0,591695.0,-35.36326125,149.16524025,7730.0,-13.5,-60.5,-150.0,0.0
10:20:01,1500.0,AUTO,0.03620436508208513,-0.06312832050025463,-0.03892623446881771,-0.09169806353747845,-0.04020665027201176,0.06735336827114224,594.8150024414062,4.0,-5.0,-996.5,-90.5,-39.5,66.0,594815.0,-35.3632646,149.16523505,10849.5,3.5,31.0,-149.0,0.0
10:20:03,1500.0,AUTO,-0.006589969387277961,0.025915040634572506,-0.16849097609519958,0.046300267800688744,0.01330873928964138,-0.034867821261286736,597.9099731445312,-5.0,1.0,-1001.0,46.5,13.5,-35.0,597910.0,-35.36325985,149.16523675,13945.0,11.5,-17.5,-153.0,0.0
10:20:05,1500.0,AUTO,0.009186647133901715,0.003894113819114864,-0.1676642969250679,-0.01398521801456809,-0.01400982029736042,-0.00027840386610478163,601.0349731445312,3.0,0.0,-1000.5,-12.5,-12.5,-0.5,601035.0,-35.3632609,149.1652353,17071.5,-15.5,9.5,-152.0,0.0
10:20:07,1500.0,AUTO,0.0002494448272045702,-0.0019832603284157813,-0.20422761887311935,0.0033580688759684563,0.003936159773729742,-0.02676208969205618,604.1599731445312,0.0,0.0,-1000.0,3.5,4.5,-26.5,604160.0,-35.3632622,149.1652365,20193.5,-2.5,2.5,-153.0,0.0
10:20:09,1500.0,AUTO,0.004825718933716416,0.004164566285908222,-0.25315119326114655,-4.4472457375377417e-05,0.0003949055972043425,-0.02047471236437559,607.2749633789062,0.0,0.0,-999.5,0.5,1.0,-20.5,607275.0,-35.3632622,149.1652365,23311.5,0.0,2.0,-153.0,0.0
