,WPNAV_SPEED,WPNAV_SPEED_DN,H_COL_LAND_MIN,ATC_ANG_LIM_TC,FENCE_MARGIN,WPNAV_SPEED_UP,RTL_SPEED,AROT_TARG_SP,CAM_DURATION,FFT_NUM_FRAMES,PILOT_TKOFF_ALT,IM_STB_COL_1,IM_STB_COL_4,ACRO_Y_EXPO,ACRO_RP_EXPO,PILOT_Y_EXPO,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,FHLD_BRAKE_RATE,H_CYC_MAX,IM_STB_COL_2,IM_STB_COL_3,PSC_POSZ_P,ADSB_LIST_ALT,CHUTE_ALT_MIN
10:20:11.287,1920.0,440.0,-4.0,0.5,1.0,610.0,1150.0,950.0,0.0,0.0,340.0,57.0,4.0,-1.0,-0.5,-0.5,42.0,0.0,1.0,900.0,47.0,62.0,1.0,0.0,17456.0
10:20:15.223,270.0,450.0,-2.4,0.5,1.0,60.0,850.0,1150.0,0.0,0.0,30.0,94.0,45.0,-1.0,-0.5,-0.5,157.0,0.0,1.0,1700.0,22.0,19.0,1.0,0.0,14822.0
10:20:19.034,120.0,20.0,-2.2,0.5,1.0,760.0,1400.0,1100.0,0.0,0.0,380.0,29.0,73.0,-1.0,-0.5,-0.5,184.0,0.0,1.0,2900.0,24.0,32.0,1.0,0.0,6095.0
10:20:22.895,1520.0,140.0,-2.1,0.5,1.0,260.0,700.0,1950.0,0.0,0.0,160.0,6.0,11.0,-1.0,-0.5,-0.5,36.0,0.0,1.0,3500.0,61.0,37.0,1.0,0.0,9452.0
10:20:27.632,1770.0,20.0,-2.6,0.5,1.0,660.0,250.0,1800.0,0.0,0.0,830.0,68.0,75.0,-1.0,-0.5,-0.5,87.0,0.0,1.0,400.0,6.0,41.0,1.0,0.0,6910.0
10:20:32.314,220.0,30.0,-2.9,0.5,1.0,510.0,1500.0,950.0,0.0,0.0,110.0,88.0,63.0,-1.0,-0.5,-0.5,52.0,0.0,1.0,2700.0,81.0,62.0,1.0,0.0,9278.0
10:20:37.174,1520.0,270.0,-2.8,0.5,1.0,210.0,1300.0,1950.0,0.0,0.0,800.0,8.0,28.0,-1.0,-0.5,-0.5,44.0,0.0,1.0,2200.0,8.0,19.0,1.0,0.0,24292.0
10:20:41.008,970.0,380.0,-4.4,0.5,1.0,110.0,1400.0,950.0,0.0,0.0,310.0,19.0,82.0,-1.0,-0.5,-0.5,139.0,0.0,1.0,2100.0,41.0,13.0,1.0,0.0,6678.0
10:20:44.858,870.0,170.0,-4.7,0.5,1.0,110.0,700.0,1800.0,0.0,0.0,580.0,53.0,77.0,-1.0,-0.5,-0.5,159.0,0.0,1.0,2000.0,16.0,57.0,1.0,0.0,10419.0
10:20:49.578,1020.0,20.0,-3.4,0.5,1.0,710.0,1000.0,950.0,0.0,0.0,130.0,19.0,29.0,-1.0,-0.5,-0.5,194.0,0.0,1.0,3900.0,21.0,28.0,1.0,0.0,7618.0
