time_stamp,RTL_ALT,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
17:30:29,1500.0,-35.3632622,149.1652375,1.0,-1.0,1.0,1.0,0.0,1.0,-1000.0,0.0,0.0,0.0,AUTO,-0.0012544322526082397,0.0009779208339750767,0.022398658096790314,0.00018224457744508982,0.0003683443064801395,0.0015060361474752426
17:30:31,1500.0,-35.3632621,149.16523745,0.0,0.0,-0.5,2.5,0.0,1.0,-1000.0,0.5,0.5,0.5,AUTO,-0.0009275312477257103,0.0012423397274687886,0.022043408825993538,0.00025020347675308585,0.0003661807277239859,0.0014843386597931385
17:30:32,131148.0,-35.3632621,149.1652374,0.0,0.0,-1.0,1.5,0.0,1.5,-1000.0,0.0,0.5,0.75,AUTO,-0.0007416100415866822,0.0015332904004026204,0.021796665154397488,0.0002961693535326049,0.00030299923673737794,0.0014963218418415636
17:30:33,131148.0,-35.3632621,149.1652374,82.0,0.0,0.0,-33.0,0.0,1.0,-1065.0,0.5,3.5,1.0,AUTO,0.0015763715782668442,0.0008797664595476817,0.021625679917633533,0.0003354719665367156,0.003063290729187429,0.0022416740539483726
17:30:35,131148.0,-35.363261800000004,149.16523865,2305.0,4.0,24.5,-147.5,1.0,-4.0,-1002.0,34.5,-6.0,-10.0,AUTO,0.04626804031431675,-0.006201022886671126,0.007698296569287777,0.03422757051885128,-0.0067941059824079275,-0.009762918576598167
17:30:37,131148.0,-35.36326095,149.16524595,5372.0,-2.0,2.5,-149.5,2.0,-2.0,-1002.5,4.5,-9.0,-21.0,AUTO,-0.05594221316277981,0.0018175954464823008,-0.08519035205245018,0.003546598367393017,-0.010408940026536584,-0.021429288666695356
17:30:38,112273.0,-35.36326115,149.16524339999998,6910.5,-3.0,-49.25,-149.75,-5.0,8.5,-1001.75,60.5,6.5,-2.5,AUTO,-0.037188826128840446,-0.005351488827727735,-0.09526255540549755,0.060742614790797234,0.006089434784371406,-0.002124384423950687
17:30:39,112273.0,-35.36326165,149.1652375,8465.5,-7.0,-44.0,-152.5,-5.0,10.0,-1002.5,64.0,9.0,1.5,AUTO,0.02669885940849781,0.0045501555723603815,-0.0960257425904274,0.06395753845572472,0.008970989845693111,0.0026882707607001066
17:30:41,112273.0,-35.36326245,149.16523575000002,11574.5,4.0,11.0,-151.0,0.5,-2.5,-1002.0,-23.5,10.0,-28.0,AUTO,-0.005200744955800474,-0.004249748424626887,-0.09093884378671646,-0.024412694066995755,0.009908787673339248,-0.027884239330887794
17:30:43,112273.0,-35.3632616,149.16523569999998,14689.0,1.0,-3.5,-153.0,-1.5,0.0,-1000.0,10.0,2.5,-13.5,AUTO,0.005569729371927679,0.006430665962398052,-0.14174683392047882,0.00960881169885397,0.00195760591304861,-0.013897891156375408
