,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P
17:30:32.328,131148.0,0.7,0.5,-7.6,0.25,2.5,0.0,2543.0,60.0,1.0
17:30:38.315,112273.0,0.2,1.3,-8.2,0.25,2.6,0.0,8362.0,100.0,1.0
17:30:44.159,86839.0,0.3,0.2,-6.5,0.25,2.6,0.0,5165.0,560.0,1.0
17:30:50.121,72037.0,0.7,0.2,0.9,0.25,1.1,0.0,9593.0,180.0,1.0
17:30:56.025,130084.0,0.4,0.5,-9.4,0.25,2.6,0.0,23816.0,240.0,1.0
17:31:01.959,161338.0,0.4,0.5,6.0,0.25,2.4,0.0,9792.0,80.0,1.0
17:31:06.854,164353.0,0.3,0.4,2.6,0.25,0.6,0.0,1956.0,380.0,1.0
17:31:12.198,232216.0,0.2,0.2,-8.8,0.25,0.8,0.0,861.0,260.0,1.0
17:31:18.069,106308.0,0.4,0.4,-8.4,0.25,2.9,0.0,3116.0,190.0,1.0
17:31:23.936,99615.0,0.4,0.3,-8.4,0.25,1.9,0.0,14480.0,470.0,1.0
17:31:28.912,17682.0,1.1,0.5,-9.8,0.25,3.2,0.0,21900.0,240.0,1.0
17:31:34.279,46227.0,0.3,0.2,-5.3,0.25,1.6,0.0,3777.0,700.0,1.0
17:31:40.291,281226.0,0.3,1.1,-2.6,0.25,1.2,0.0,15928.0,80.0,1.0
17:31:46.219,171284.0,0.2,0.2,0.6,0.25,0.3,0.0,2156.0,250.0,1.0
17:31:52.102,97988.0,0.5,0.3,-3.9,0.25,2.2,0.0,1578.0,130.0,1.0
17:31:57.933,127848.0,0.4,0.7,-8.4,0.25,1.2,0.0,2530.0,630.0,1.0
17:32:02.873,192081.0,0.7,0.4,-9.7,0.25,4.1,0.0,3806.0,310.0,1.0
17:32:08.325,19283.0,0.2,0.4,-1.9,0.25,1.9,0.0,15148.0,240.0,1.0
17:32:14.182,33417.0,0.2,0.2,7.5,0.25,0.8,0.0,188.0,640.0,1.0
17:32:20.011,116104.0,0.5,0.5,-4.5,0.25,3.2,0.0,17861.0,40.0,1.0
17:32:26.067,93712.0,0.4,0.4,-1.2,0.25,1.1,0.0,1425.0,240.0,1.0
17:32:31.865,42932.0,0.2,0.7,-9.6,0.25,0.6,0.0,2639.0,570.0,1.0
17:32:36.782,229251.0,0.4,0.4,-5.0,0.25,2.9,0.0,10620.0,570.0,1.0
17:32:42.260,199058.0,0.7,0.4,-5.9,0.25,2.8,0.0,3610.0,20.0,1.0
17:32:48.312,117081.0,1.1,0.2,-1.9,0.25,0.3,0.0,2274.0,440.0,1.0
17:32:54.244,33563.0,0.7,0.4,-4.3,0.25,2.1,0.0,3221.0,150.0,1.0
17:33:00.155,53084.0,0.2,0.2,-4.3,0.25,2.5,0.0,7805.0,370.0,1.0
17:33:06.135,119622.0,0.4,1.7,-9.4,0.25,3.5,0.0,1558.0,390.0,1.0
17:33:11.955,129593.0,0.2,0.2,-8.1,0.25,3.4,0.0,11532.0,550.0,1.0
17:33:16.880,4348.0,0.3,0.5,6.1,0.25,2.4,0.0,4054.0,640.0,1.0
17:33:22.093,18701.0,0.9,0.9,4.2,0.25,0.1,0.0,13610.0,110.0,1.0
17:33:27.958,217727.0,0.2,0.9,5.0,0.25,1.1,0.0,4518.0,250.0,1.0
17:33:32.942,78280.0,0.3,0.2,-1.7,0.25,0.4,0.0,14452.0,110.0,1.0
17:33:38.333,42531.0,0.5,0.7,-3.0,0.25,0.4,0.0,12049.0,590.0,1.0
17:33:44.299,66613.0,0.5,0.5,-9.7,0.25,0.2,0.0,8935.0,130.0,1.0
17:33:50.234,61639.0,0.3,0.5,-8.5,0.25,1.8,0.0,1869.0,750.0,1.0
17:33:56.171,21256.0,0.5,0.5,-7.9,0.25,2.1,0.0,3350.0,250.0,1.0
17:34:01.989,28369.0,0.3,1.3,-0.6,0.25,1.6,0.0,4065.0,240.0,1.0
17:34:07.016,41783.0,0.5,1.3,-5.0,0.25,1.9,0.0,6778.0,210.0,1.0
17:34:11.879,41527.0,0.3,0.7,-6.5,0.25,0.2,0.0,6871.0,250.0,1.0
17:34:16.697,11060.0,0.5,1.3,-9.2,0.25,0.8,0.0,1170.0,260.0,1.0
17:34:21.946,162700.0,0.2,0.9,-7.1,0.25,0.1,0.0,2178.0,690.0,1.0
17:34:26.969,217137.0,0.3,0.9,-7.1,0.25,0.8,0.0,7750.0,60.0,1.0
17:34:32.397,82712.0,0.2,0.3,-2.2,0.25,1.8,0.0,9782.0,190.0,1.0
17:34:38.384,143099.0,0.3,0.4,-8.8,0.25,0.1,0.0,5090.0,670.0,1.0
17:34:44.432,11398.0,0.7,0.5,-7.1,0.25,1.9,0.0,7064.0,550.0,1.0
17:34:50.111,157382.0,0.9,0.7,-0.2,0.25,4.1,0.0,1176.0,190.0,1.0
17:34:56.101,192629.0,0.2,1.1,-9.0,0.25,3.2,0.0,3474.0,510.0,1.0
17:35:02.028,183365.0,0.4,1.9,-6.8,0.25,1.6,0.0,4002.0,190.0,1.0
17:35:07.925,8827.0,0.2,0.5,-3.1,0.25,0.6,0.0,3806.0,190.0,1.0
17:35:12.821,166254.0,0.5,0.2,9.3,0.25,0.8,0.0,13777.0,10.0,1.0
