time_stamp,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,alt,lat,lon,relative_alt,vx,vy,vz,VFR_HUD_alt,xacc,yacc,zacc,xgyro,ygyro,zgyro,RTL_ALT,EK2_ALT_SOURCE
09:14:23,AUTO,0.04519678559154272,0.006720100296661258,-0.02537157805636525,-0.11491179466247559,0.06608733162283897,-0.08351524919271469,587220.0,-35.363261449999996,149.16524055,3224.5,9.0,51.0,-146.0,587.219970703125,2.5,-11.0,-991.0,-113.5,66.5,-83.5,1500.0,0.0
09:14:25,AUTO,-0.059611521661281586,-0.006989174755290151,-0.09171798080205917,0.05553220398724079,0.00031175848562270403,-0.006152421934530139,590270.0,-35.363261,149.165245,6273.0,-2.0,-38.0,-148.0,590.2699890136719,-3.0,6.0,-1000.5,56.0,1.5,-6.0,1500.0,0.0
09:14:27,AUTO,0.06685587577521801,0.010364039335399866,-0.09047956764698029,0.0535625834017992,-0.0035229946952313185,0.012464610859751701,593375.0,-35.36326215,149.16523405,9380.5,-12.0,-15.5,-152.0,593.375,-0.5,6.0,-1000.5,54.0,-2.5,11.5,1500.0,0.0
09:14:29,AUTO,-0.02107235975563526,-0.0003931555838789791,-0.11248771473765373,0.011970048304647207,0.00980677641928196,-0.03785691224038601,596455.0,-35.3632622,149.16523684999999,12462.0,8.5,3.5,-150.5,596.4549865722656,-0.5,-2.5,-1001.5,12.5,10.0,-37.5,1500.0,0.0
09:14:31,AUTO,0.01111741317436099,0.008137053810060024,-0.15684781223535538,0.0022712969221174717,-0.0019504920346662402,-0.009060258511453867,599585.0,-35.3632614,149.16523545,15592.5,-2.5,-2.0,-151.0,599.5849914550781,-0.5,0.5,-999.5,3.0,-1.0,-9.0,1500.0,0.0
09:14:33,AUTO,0.0028294892981648445,0.0030525372130796313,-0.18193908035755157,-0.0025389267539139837,-0.0019831828540191054,-0.01758438255637884,602695.0,-35.36326165,149.16523575000002,18700.5,-4.0,6.0,-151.5,602.6950073242188,0.0,0.0,-1000.0,-1.5,-0.5,-17.0,1500.0,0.0
09:14:35,AUTO,0.002572187571786344,0.0029295049607753754,-0.22317318618297577,0.0014657418360002339,-0.0007814509735908359,-0.020665673539042473,605815.0,-35.3632618,149.1652363,21821.0,-2.0,3.0,-152.0,605.8150024414062,0.0,0.0,-1000.0,2.0,0.5,-20.5,1500.0,0.0
09:14:37,AUTO,4.210509359836578e-06,0.0024467988405376673,-0.2617149353027344,-0.05073463183362037,0.005859224067535251,-0.008922728302422911,608945.0,-35.363262,149.1652366,24949.5,-1.0,3.0,-151.5,608.9450073242188,0.0,-0.5,-991.5,-50.0,6.5,-8.5,1500.0,0.0
09:14:39,AUTO,0.009317912627011538,0.0014063224662095308,-0.22308388352394104,-0.008804286364465952,-0.0006529052334371954,0.021515830419957638,612055.0,-35.3632624,149.16523654999997,28062.5,-2.0,6.5,-152.0,612.0549926757812,0.0,0.0,-999.5,-7.0,0.0,20.5,1500.0,0.0
09:14:41,AUTO,-0.0007649486069567502,0.0015064796316437423,-0.18353595584630966,-0.0006484737386927009,-0.000915102573344484,0.017563670873641968,615165.0,-35.3632624,149.16523775000002,31170.5,0.0,4.5,-152.0,615.1649780273438,0.0,0.0,-1000.5,0.5,0.0,17.0,1500.0,0.0
09:14:43,AUTO,0.0009699175716377795,0.0012388763134367764,-0.15454194694757462,0.0007433814462274313,0.0007183229899965227,0.013665144331753254,618285.0,-35.3632623,149.1652379,34286.0,0.0,0.0,-152.0,618.2849731445312,0.0,0.0,-1000.0,2.0,1.5,13.5,1500.0,0.0
09:14:45,AUTO,0.002629144350066781,0.0013383892364799976,-0.13231083750724792,-0.0012045913026668131,0.0013648660969920456,0.00927876029163599,621395.0,-35.3632622,149.1652376,37396.0,0.0,0.0,-152.0,621.3949890136719,0.0,0.0,-999.5,0.0,2.0,9.0,1500.0,0.0
09:14:47,AUTO,0.0020798079785890877,0.0015612152055837214,-0.1159968413412571,0.0007711800280958414,0.00015487917698919773,0.007389165926724672,624505.0,-35.36326205,149.1652374,40508.5,-0.5,1.0,-152.0,624.5050048828125,0.0,0.0,-1000.0,1.5,0.5,7.0,1500.0,0.0
09:14:49,AUTO,0.0021547384094446898,0.0013502623769454658,-0.1029437817633152,-0.0008058229577727616,-0.0005506431334652007,0.005454806494526565,627615.0,-35.363262,149.16523725000002,43622.5,-1.0,1.0,-152.0,627.614990234375,0.0,0.0,-1000.0,0.5,0.0,5.0,1500.0,0.0
09:14:51,AUTO,0.001910299004521221,0.0012108117225579917,-0.09126333519816399,-0.0003991437260992825,0.00036617391742765903,0.007988665020093322,630725.0,-35.363262,149.1652372,46729.5,-1.0,1.0,-152.0,630.7249755859375,0.0,0.0,-999.5,0.5,1.5,7.5,1500.0,0.0
09:14:53,ALT_HOLD,0.03165696561336517,-0.0540960356593132,0.3037371039390564,0.04933520220220089,-0.003902676049619913,-0.013504851260222495,633150.0,-35.3632647,149.1652328,49154.5,-7.0,-18.0,-72.5,633.1499938964844,0.5,6.0,-964.0,50.0,-2.5,-13.0,1500.0,0.0
09:14:55,ALT_HOLD,-0.027692092582583427,0.02481198124587536,0.22714895009994507,-1.2885215878486633,-0.03019949235022068,-0.036766340024769306,633010.0,-35.36326545,149.1652286,49012.5,-22.0,-44.0,135.0,633.0099792480469,2.0,-81.0,-869.5,-1291.0,-28.5,-36.0,1500.0,0.0
09:14:57,ALT_HOLD,0.016777043812908232,0.004705001367256045,0.1784973219037056,1.4512564539909363,-0.00089184136595577,-0.010427994653582573,629190.0,-35.36327205,149.16522135,45192.5,-40.0,-11.0,175.5,629.1899719238281,7.5,109.0,-1024.5,1456.5,0.5,-9.5,1500.0,0.0
09:14:59,AUTO,-0.014458307065069675,-0.01779091265052557,0.14747236669063568,-0.9784005284309387,0.005533041199669242,-0.02103794738650322,625810.0,-35.36327885,149.16522114999998,41811.0,-20.0,2.5,99.5,625.8099975585938,6.0,-62.0,-1140.0,-980.0,7.0,-20.0,1500.0,0.0
09:15:01,AUTO,-0.00820026989094913,-0.005794040858745575,0.12049850076436996,-0.40763944387435913,0.004654789110645652,-0.013583614490926266,625145.0,-35.36328055,149.1652214,41150.0,4.5,-3.0,-21.0,625.1449890136719,0.0,-20.0,-1045.5,-407.0,5.5,-12.5,1500.0,0.0
09:15:03,AUTO,-0.0008604234171798453,-0.003427230636589229,0.09964749962091446,-0.02429620735347271,-0.0020444885012693703,-0.0072693973779678345,626505.0,-35.3632805,149.16522155,42506.0,5.0,-6.0,-114.5,626.5049743652344,-0.5,0.0,-1046.0,-23.0,-1.0,-6.5,1500.0,0.0
