,A.RTL3
18:59:43.973,-1.0
18:59:44.174,-1.0
18:59:44.377,-1.0
18:59:44.579,-1.0
18:59:44.782,-1.0
18:59:44.985,-1.0
18:59:45.187,-1.0
18:59:45.388,-1.0
18:59:45.590,-1.0
18:59:45.797,-1.0
19:00:01.500,-1.0
19:00:01.702,-1.0
19:00:01.904,-1.0
19:00:02.107,-1.0
19:00:02.309,-1.0
19:00:02.511,-1.0
19:00:02.712,-1.0
19:00:02.914,-1.0
19:00:03.115,-1.0
19:00:03.317,-1.0
19:00:03.523,-1.0
19:00:03.734,-1.0
19:00:03.979,-1.0
19:00:04.199,-1.0
19:00:04.490,-1.0
19:00:04.695,-1.0
19:00:04.897,-1.0
19:00:05.100,-1.0
19:00:05.302,-1.0
19:00:05.505,-1.0
19:00:05.707,-1.0
19:00:05.908,-1.0
19:00:06.110,-1.0
19:00:06.314,-1.0
19:00:06.517,-1.0
19:00:06.719,-1.0
19:00:06.921,-1.0
19:00:07.122,-1.0
19:00:07.326,-1.0
19:00:07.528,-1.0
19:00:07.729,-1.0
19:00:07.931,-1.0
19:00:08.132,-1.0
19:00:08.334,-1.0
19:00:08.536,-1.0
19:00:08.738,-1.0
19:00:08.941,-1.0
19:00:09.156,-1.0
19:00:09.364,-1.0
19:00:09.572,-1.0
19:00:09.790,-1.0
19:00:10.005,-1.0
19:00:10.217,-1.0
19:00:10.419,-1.0
19:00:10.624,-1.0
19:00:10.827,-1.0
19:00:11.034,-1.0
19:00:11.236,-1.0
19:00:11.437,-1.0
19:00:11.641,-1.0
19:00:11.842,-1.0
19:00:12.044,-1.0
19:00:12.246,-1.0
19:00:12.451,-1.0
19:00:12.656,-1.0
19:00:12.860,-1.0
19:00:13.062,-1.0
19:00:13.264,-1.0
19:00:13.466,-1.0
19:00:13.667,-1.0
19:00:13.868,-1.0
19:00:14.070,-1.0
19:00:14.273,-1.0
19:00:14.475,-1.0
19:00:14.677,-1.0
19:00:14.879,-1.0
19:00:15.080,-1.0
19:00:15.281,-1.0
19:00:15.484,-1.0
19:00:15.685,-1.0
19:00:15.887,-1.0
19:00:16.090,-1.0
19:00:16.292,-1.0
19:00:16.495,-1.0
19:00:16.696,-1.0
19:00:16.898,-1.0
19:00:17.100,-1.0
19:00:17.302,-1.0
19:00:17.504,-1.0
19:00:17.706,-1.0
19:00:17.907,-1.0
19:00:18.111,-1.0
19:00:18.315,-1.0
19:00:18.517,-1.0
19:00:18.720,-1.0
19:00:18.921,-1.0
19:00:19.122,-1.0
19:00:19.324,-1.0
19:00:19.526,-1.0
19:00:19.728,-1.0
19:00:19.930,-1.0
19:00:20.131,-1.0
19:00:20.333,-1.0
19:00:20.535,-1.0
19:00:20.736,-1.0
19:00:20.938,-1.0
19:00:21.140,-1.0
19:00:21.342,-1.0
19:00:21.553,-1.0
19:00:21.754,-1.0
19:00:21.958,-1.0
19:00:22.163,-1.0
19:00:22.365,-1.0
19:00:22.567,-1.0
19:00:22.769,-1.0
19:00:22.971,-1.0
19:00:23.173,-1.0
19:00:23.375,-1.0
19:00:23.576,-1.0
19:00:23.777,-1.0
19:00:23.980,-1.0
19:00:24.182,-1.0
19:00:24.384,-1.0
19:00:24.588,-1.0
19:00:24.790,-1.0
19:00:24.993,-1.0
19:00:25.196,-1.0
19:00:25.421,-1.0
19:00:25.674,-1.0
19:00:25.882,-1.0
19:00:26.124,-1.0
19:00:26.340,-1.0
19:00:26.542,-1.0
19:00:26.743,-1.0
19:00:26.946,-1.0
19:00:27.147,-1.0
19:00:27.349,-1.0
19:00:27.555,-1.0
19:00:27.758,-1.0
19:00:27.960,-1.0
19:00:28.165,-1.0
19:00:28.370,-1.0
19:00:28.571,-1.0
19:00:28.773,-1.0
19:00:28.975,-1.0
19:00:29.177,-1.0
19:00:29.382,-1.0
19:00:29.604,-1.0
19:00:29.819,-1.0
19:00:30.022,-1.0
19:00:30.252,-1.0
19:00:30.456,-1.0
19:00:30.658,-1.0
19:00:30.861,-1.0
19:00:31.063,-1.0
19:00:31.264,-1.0
19:00:31.466,-1.0
19:00:31.670,-1.0
19:00:31.873,-1.0
19:00:32.075,-1.0
19:00:32.277,-1.0
19:00:32.479,-1.0
19:00:32.684,-1.0
19:00:32.886,-1.0
19:00:33.089,-1.0
19:00:33.291,-1.0
19:00:33.494,-1.0
19:00:33.696,-1.0
19:00:33.901,-1.0
19:00:34.104,-1.0
19:00:34.306,-1.0
19:00:34.511,-1.0
19:00:34.712,-1.0
19:00:34.916,-1.0
19:00:35.118,-1.0
19:00:35.320,-1.0
19:00:35.523,-1.0
19:00:35.727,-1.0
19:00:35.932,-1.0
19:00:36.135,-1.0
19:00:36.337,-1.0
19:00:36.548,-1.0
19:00:36.754,-1.0
19:00:36.966,-1.0
19:00:37.169,-1.0
19:00:41.934,-1.0
19:00:42.140,-1.0
19:00:42.343,-1.0
19:00:42.546,-1.0
19:00:42.751,-1.0
19:00:42.957,-1.0
19:00:43.170,-1.0
19:00:43.378,-1.0
19:00:43.582,-1.0
19:00:43.784,-1.0
19:00:43.986,-1.0
19:00:44.189,-1.0
19:00:44.391,-1.0
19:00:44.599,-1.0
19:00:44.807,-1.0
19:00:45.013,-1.0
19:00:45.222,-1.0
19:00:45.432,-1.0
19:00:45.635,-1.0
19:00:45.836,-1.0
19:00:46.041,-1.0
19:00:46.243,-1.0
19:00:46.446,-1.0
19:00:46.650,-1.0
19:00:46.852,-1.0
19:00:47.055,-1.0
19:00:47.256,-1.0
19:00:47.485,-1.0
19:00:47.725,-1.0
19:00:47.937,-1.0
19:00:48.164,-1.0
19:00:48.373,-1.0
19:00:48.597,-1.0
19:00:48.810,-1.0
19:00:49.056,-1.0
19:00:49.288,-1.0
19:00:49.512,-1.0
19:00:49.729,-1.0
19:00:49.931,-1.0
19:00:50.136,-1.0
19:00:50.345,-1.0
19:00:50.550,-1.0
19:00:50.760,-1.0
19:00:50.962,-1.0
19:00:51.164,-1.0
19:00:51.370,-1.0
19:00:51.576,-1.0
19:00:51.780,-1.0
19:00:51.982,-1.0
19:00:52.184,-1.0
19:00:52.388,-1.0
19:00:52.590,-1.0
19:00:52.805,-1.0
19:00:53.019,-1.0
19:00:53.229,-1.0
19:00:53.456,-1.0
19:00:53.719,-1.0
19:00:53.924,-1.0
19:00:54.127,-1.0
19:00:54.329,-1.0
19:00:54.533,-1.0
19:00:54.737,-1.0
19:00:54.943,-1.0
19:00:55.145,-1.0
19:00:55.349,-1.0
19:00:55.551,-1.0
19:00:55.753,-1.0
19:00:55.955,-1.0
19:00:56.158,-1.0
19:00:56.361,-1.0
19:00:56.562,-1.0
19:00:56.765,-1.0
19:00:56.968,-1.0
19:00:57.170,-1.0
19:00:57.375,-1.0
19:00:57.579,-1.0
19:00:57.785,-1.0
19:00:57.994,-1.0
19:00:58.203,-1.0
19:00:58.421,-1.0
19:00:58.660,-1.0
19:00:58.861,-1.0
19:00:59.065,-1.0
19:00:59.269,-1.0
19:00:59.472,-1.0
19:00:59.676,-1.0
19:00:59.884,-1.0
19:01:00.086,-1.0
19:01:00.290,-1.0
19:01:00.492,-1.0
19:01:00.696,-1.0
19:01:00.905,-1.0
19:01:01.111,-1.0
19:01:01.313,-1.0
19:01:01.518,-1.0
19:01:01.724,-1.0
19:01:01.926,-1.0
19:01:02.185,-1.0
19:01:02.398,-1.0
19:01:02.605,-1.0
19:01:02.823,-1.0
19:01:03.027,-1.0
19:01:03.255,-1.0
19:01:03.463,-1.0
19:01:03.726,-1.0
19:01:04.026,-1.0
19:01:04.247,-1.0
19:01:04.484,-1.0
19:01:04.688,-1.0
19:01:04.892,-1.0
19:01:05.116,-1.0
19:01:05.323,-1.0
19:01:05.526,-1.0
19:01:05.740,-1.0
19:01:05.950,-1.0
19:01:06.168,-1.0
19:01:06.375,-1.0
19:01:06.584,-1.0
19:01:06.787,-1.0
19:01:06.992,-1.0
19:01:07.202,-1.0
19:01:07.404,-1.0
19:01:07.611,-1.0
19:01:07.814,-1.0
19:01:08.016,-1.0
19:01:08.218,-1.0
19:01:08.420,-1.0
