,ADSB_LIST_ALT,ADSB_LIST_RADIUS,FOLL_DIST_MAX,COMPASS_CUS_ROLL,ACRO_RP_EXPO,PILOT_TKOFF_ALT,ACRO_Y_EXPO,PILOT_Y_EXPO,AHRS_CUSTOM_ROLL,IM_STB_COL_1,IM_STB_COL_4,H_CYC_MAX,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,IM_STB_COL_2,IM_STB_COL_3,EK3_GSF_RST_MAX,ATC_RAT_YAW_P,ATC_ANG_YAW_P,EK2_GSF_RST_MAX,ATC_RAT_YAW_I,ATC_RAT_YAW_D,FHLD_BRAKE_RATE,COMPASS_CUS_YAW,AHRS_CUSTOM_YAW
16:46:53.233,0.0,0.0,1.0,-111.0,-0.5,60.0,-1.0,-0.5,-167.0,26.0,52.0,1900.0,233.0,0.0,22.0,41.0,8.0,0.285,3.0,10.0,0.15,0.0,1.0,-154.0,51.0
16:46:59.064,0.0,0.0,1.0,-151.0,-0.5,560.0,-1.0,-0.5,-140.0,74.0,6.0,3500.0,52.0,0.0,35.0,11.0,4.0,0.565,3.0,3.0,0.1,0.01,1.0,-83.0,-29.0
16:47:04.181,0.0,0.0,1.0,-39.0,-0.5,780.0,-1.0,-0.5,-75.0,32.0,50.0,2800.0,152.0,0.0,62.0,65.0,6.0,0.305,3.0,3.0,0.04,0.0,1.0,-105.0,-159.0
16:47:11.143,0.0,0.0,1.0,45.0,-0.5,150.0,-1.0,-0.5,-105.0,37.0,77.0,800.0,97.0,0.0,15.0,3.0,8.0,0.385,3.0,10.0,0.1,0.01,1.0,-131.0,133.0
16:47:16.380,0.0,0.0,1.0,-142.0,-0.5,20.0,-1.0,-0.5,-162.0,11.0,74.0,500.0,40.0,0.0,10.0,41.0,3.0,0.425,3.0,5.0,0.2,0.01,1.0,-127.0,67.0
16:47:20.945,0.0,0.0,1.0,-95.0,-0.5,440.0,-1.0,-0.5,149.0,12.0,61.0,1600.0,31.0,0.0,34.0,25.0,6.0,0.235,3.0,7.0,0.1,0.0,1.0,-83.0,-158.0
16:47:25.622,0.0,0.0,1.0,-71.0,-0.5,240.0,-1.0,-0.5,-42.0,58.0,1.0,1900.0,206.0,0.0,34.0,34.0,4.0,0.205,3.0,7.0,0.13,0.0,1.0,178.0,-10.0
16:47:30.941,0.0,0.0,1.0,-164.0,-0.5,590.0,-1.0,-0.5,-75.0,69.0,16.0,700.0,245.0,0.0,61.0,90.0,10.0,0.205,3.0,6.0,0.04,0.0,1.0,-151.0,-109.0
16:47:35.661,0.0,0.0,1.0,-79.0,-0.5,120.0,-1.0,-0.5,50.0,38.0,6.0,400.0,63.0,0.0,45.0,37.0,6.0,0.545,3.0,4.0,0.03,0.0,1.0,-168.0,-70.0
16:47:40.513,0.0,0.0,1.0,-140.0,-0.5,120.0,-1.0,-0.5,-111.0,8.0,38.0,1200.0,76.0,0.0,11.0,26.0,5.0,0.405,3.0,7.0,0.06,0.0,1.0,-115.0,-67.0
