,A.AUTO1
16:46:26.898,-1
16:46:27.099,-1
16:46:27.302,-1
16:46:27.503,-1
16:46:27.704,-1
16:46:27.905,-1
16:46:28.107,-1
16:46:28.308,-1
16:46:28.509,-1
16:46:28.713,-1
16:46:28.914,-1
16:46:29.115,-1
16:46:29.316,-1
16:46:29.517,-1
16:46:29.718,-1
16:46:29.919,-1
16:46:30.119,-1
16:46:30.321,-1
16:46:30.522,-1
16:46:30.724,-1
16:46:30.925,-1
16:46:31.129,-1
16:46:31.330,-1
16:46:31.530,-1
16:46:31.731,-1
16:46:31.932,-1
16:46:32.133,-1
16:46:32.335,-1
16:46:32.536,-1
16:46:32.739,-1
16:46:32.940,-1
16:46:33.141,-1
16:46:33.342,-1
16:46:33.543,-1
16:46:33.744,-1
16:46:33.945,-1
16:46:34.146,-1
16:46:34.351,-1
16:46:34.554,-1
16:46:34.756,-1
16:46:34.957,-1
16:46:35.158,-1
16:46:35.359,-1
16:46:35.560,-1
16:46:35.761,-1
16:46:35.962,-1
16:46:36.164,-1
16:46:36.366,-1
16:46:36.569,-1
16:46:36.770,-1
16:46:36.970,-1
16:46:37.171,-1
16:46:37.372,-1
16:46:37.573,-1
16:46:37.774,-1
16:46:37.975,-1
16:46:38.177,-1
16:46:38.380,-1
16:46:38.584,-1
16:46:38.785,-1
16:46:38.986,-1
16:46:39.187,-1
16:46:39.388,-1
16:46:39.589,-1
16:46:39.791,-1
16:46:39.992,-1
16:46:40.193,-1
16:46:40.394,-1
16:46:40.595,-1
16:46:40.796,-1
16:46:40.998,-1
16:46:41.199,-1
16:46:41.400,-1
16:46:41.601,-1
16:46:41.802,-1
16:46:42.003,-1
16:46:42.205,-1
16:46:42.406,-1
16:46:42.607,-1
16:46:42.809,-1
16:46:43.009,-1
16:46:43.210,-1
16:46:43.411,-1
16:46:43.612,-1
16:46:43.813,-1
16:46:44.014,-1
16:46:44.215,-1
16:46:44.416,-1
16:46:44.617,-1
16:46:44.818,-1
16:46:45.019,-1
16:46:45.220,-1
16:46:45.421,-1
16:46:45.622,-1
16:46:45.823,-1
16:46:46.024,-1
16:46:46.225,-1
16:46:46.427,-1
16:46:46.628,-1
16:46:46.829,-1
16:46:47.030,-1
16:46:47.231,-1
16:46:47.432,-1
16:46:47.632,-1
16:46:47.833,-1
16:46:48.034,-1
16:46:48.235,-1
16:46:48.437,-1
16:46:48.638,-1
16:46:48.839,-1
16:46:49.040,-1
16:46:49.241,-1
16:46:49.442,-1
16:46:49.644,-1
16:46:49.844,-1
16:46:50.045,-1
16:46:50.247,-1
16:46:50.449,-1
16:46:50.652,-1
16:46:50.854,-1
16:46:51.054,-1
16:46:51.262,-1
16:46:51.464,-1
16:46:51.665,-1
16:46:51.868,-1
16:46:52.072,-1
16:46:52.273,-1
16:46:52.476,-1
16:46:52.679,-1
16:46:52.882,-1
16:46:53.084,-1
16:46:53.285,-1
16:46:53.486,-1
16:46:53.687,-1
16:46:53.889,-1
16:46:54.091,-1
16:46:54.293,-1
16:46:54.496,-1
16:46:54.698,-1
16:46:54.899,-1
16:46:55.100,-1
16:46:55.301,-1
16:46:55.502,-1
16:46:55.703,-1
16:46:55.905,-1
16:46:56.107,-1
16:46:56.309,-1
16:46:56.510,-1
16:46:56.712,-1
16:46:56.913,-1
16:46:57.114,-1
16:46:57.317,-1
16:46:57.519,-1
16:46:57.721,-1
16:46:57.923,-1
16:46:58.128,-1
16:46:58.330,-1
16:46:58.533,-1
16:46:58.739,-1
16:46:58.941,-1
16:46:59.142,-1
16:46:59.343,-1
16:46:59.545,-1
16:46:59.746,-1
16:46:59.947,-1
16:47:00.149,-1
16:47:00.351,-1
16:47:00.551,-1
16:47:00.752,-1
16:47:00.954,-1
16:47:01.155,-1
16:47:01.356,-1
16:47:01.557,-1
16:47:01.758,-1
16:47:01.959,-1
16:47:02.161,-1
16:47:02.362,-1
16:47:02.564,-1
16:47:02.765,-1
16:47:02.966,-1
16:47:03.167,-1
16:47:03.369,-1
16:47:03.573,-1
16:47:03.774,-1
16:47:03.976,-1
16:47:04.179,-1
16:47:04.381,-1
16:47:04.584,-1
16:47:04.785,-1
16:47:04.986,-1
16:47:05.187,-1
16:47:05.388,-1
16:47:05.589,-1
16:47:05.790,-1
16:47:05.992,-1
16:47:06.193,-1
16:47:06.395,-1
16:47:06.597,-1
16:47:06.800,-1
16:47:07.002,-1
16:47:07.203,-1
16:47:07.404,-1
