time_stamp,lat,lon,relative_alt,vx,vy,vz,chan4_raw,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
16:46:26,-35.3632622,149.1652374,35.0,-1.0,1.0,-1.0,1500.0,0.0,1.0,-1000.0,0.0,0.0,0.0,STABILIZE,1500.0,-0.00014764608931727707,0.00121544289868325,0.026683684438467026,0.00019335252000018954,0.00019394097034819424,0.00216094683855772
16:46:40,-35.3632622,149.1652375,4.5,-1.0,1.0,1.0,1500.0,0.0,1.5,-1000.0,0.5,1.0,0.5,AUTO,1500.0,-0.0012457323027774692,0.0010006663505919278,0.021890765987336636,0.00023609839263372123,0.0002665668143890798,0.0014422796084545553
16:46:42,-35.3632621,149.1652374,4.5,0.0,0.0,0.0,1500.0,0.0,1.0,-1000.0,0.5,0.0,0.5,AUTO,1500.0,-0.0008503538847435266,0.001368200872093439,0.02155871968716383,0.00029800867196172476,0.0002553024678491056,0.0015645413659512997
16:46:44,-35.3632621,149.1652375,233.5,0.0,0.0,-74.5,1500.0,0.0,0.0,-1127.0,1.0,4.5,0.5,AUTO,1500.0,0.0021375228534452617,0.0003054592089029029,0.021126968786120415,-0.00017772638238966465,0.004350082250311971,0.0014901513932272792
16:46:46,-35.3632616,149.16523984999998,2985.0,8.0,43.5,-147.0,1500.0,1.5,-8.0,-995.0,-22.5,42.5,-52.5,AUTO,1500.0,0.056973252445459366,-0.004128983186092228,-0.012089874828234315,-0.022902995347976685,0.041842931881546974,-0.052177116740494967
16:46:48,-35.3632611,149.1652459,6048.0,-2.5,-26.5,-149.0,1500.0,-1.5,4.0,-1002.5,45.0,-0.5,-5.0,AUTO,1500.0,-0.0689765177667141,-0.010365788824856281,-0.08787501603364944,0.044328123331069946,-0.0017709678504616022,-0.005625269142910838
16:46:50,-35.36326165,149.1652348,9152.5,-3.5,-33.0,-151.0,1696.0,-3.0,9.5,-990.5,-61.0,-113.0,166.0,AUTO,1500.0,0.024807893205434084,-0.018658348504686728,-0.058449216187000275,-0.06230008974671364,-0.1144133098423481,0.1672486625611782
16:46:52,-35.363259850000006,149.1652348,12103.0,-6.5,37.0,-140.0,1696.0,-4.0,-6.5,-1002.0,-40.0,53.0,773.5,AUTO,1500.0,0.041096363216638565,0.009844934334978461,1.1371632814407349,-0.041093407198786736,0.05250135250389576,0.7746053040027618
16:46:54,-35.36326215,149.16523619999998,15046.0,25.5,-49.0,-145.0,1500.0,7.5,1.5,-992.5,45.0,-2.0,-82.5,AUTO,1500.0,-0.017679925076663494,0.13225703686475754,2.200479745864868,0.04493807256221771,-0.0025156205520033836,-0.08276892453432083
16:46:56,-35.36325225,149.16521584999998,18034.5,34.0,-67.0,-155.5,1500.0,18.5,10.0,-1010.0,-1.5,-71.5,-28.5,AUTO,1500.0,-0.005532620241865516,-0.07697708159685135,2.107795834541321,-0.0029815512243658304,-0.07233994454145432,-0.02857387810945511
16:46:58,-35.36325465,149.16522220000002,21083.5,-66.5,127.5,-138.5,1500.0,-26.0,-14.0,-998.0,18.5,73.0,-19.0,AUTO,1500.0,0.019776231609284878,-0.11571856588125229,2.0639336109161377,0.018333186861127615,0.07246103137731552,-0.018924093805253506
16:47:00,-35.363269,149.1652541,24093.0,-68.5,95.0,-160.5,1500.0,-25.5,-19.5,-1010.0,9.0,81.0,-24.5,AUTO,1500.0,0.039532970637083054,0.07767987251281738,2.016850709915161,0.008535036584362388,0.08039095252752304,-0.02506569679826498
16:47:02,-35.36327265,149.16525195,27193.5,63.0,-103.5,-142.0,1500.0,19.5,16.0,-1003.5,64.0,-68.5,4.0,AUTO,1500.0,-0.07271622493863106,0.0966666005551815,1.9519408345222473,0.0638155248016119,-0.06993518397212029,0.004581103916279972
16:47:04,-35.363257450000006,149.16522874999998,30094.0,47.0,-76.0,-150.5,1022.0,-3.0,23.5,-1010.0,103.0,-2.5,-735.5,AUTO,1500.0,0.08466949313879013,-0.00017407885752618313,0.9858690798282623,0.10239103808999062,-0.004035512916743755,-0.7352120876312256
16:47:08,-35.3632511,149.1652342,36024.0,62.0,-45.5,-153.0,1500.0,-19.5,-4.5,-1011.0,46.0,98.0,20.5,AUTO,1500.0,-0.009591039502993226,0.04068762809038162,-0.3345927447080612,0.045257288962602615,0.09742110222578049,0.02098872046917677
16:47:12,-35.363261249999994,149.16523940000002,40619.0,-57.5,43.0,-153.0,1500.0,19.0,0.0,-1010.5,-60.5,-47.0,19.0,AUTO,1500.0,-0.04431793466210365,-0.04914486221969128,-0.18100226670503616,-0.06189635768532753,-0.04868140630424023,0.019131240958813578
16:47:14,-35.36326265,149.16523619999998,43736.0,23.5,-45.5,-152.5,1500.0,-11.5,3.0,-1005.5,75.5,62.0,33.0,AUTO,1500.0,0.014904047828167677,-0.006206716003362089,-0.2019210010766983,0.07481346279382706,0.06161851808428764,0.03331681154668331
16:47:16,-35.3632615,149.16523510000002,46721.5,-10.0,29.5,-144.0,1607.0,1.0,-6.5,-1004.0,-41.5,16.5,621.5,AUTO,1500.0,0.0077100550988689065,0.005322651821188629,0.7202908098697662,-0.04260477423667908,0.016232929192483425,0.6222025454044342
16:47:18,-35.363261300000005,149.16523719999998,49503.5,35.5,-25.0,-93.0,1500.0,2.0,7.5,-918.5,156.0,-168.0,-100.5,AUTO,1500.0,-0.03782219626009464,0.03533706068992615,1.7790068984031677,0.15549088269472122,-0.169837586581707,-0.10165435075759888
16:47:20,-35.363259400000004,149.16523535,50261.5,-25.5,16.5,-1.5,1500.0,-1.0,-27.0,-973.5,-93.5,34.0,-16.0,AUTO,1500.0,0.027232022024691105,-0.01563042588531971,1.7155946493148804,-0.0922825038433075,0.03325466066598892,-0.01659632893279195
16:47:22,-35.36326165,149.16523734999998,49991.5,20.0,-18.5,4.0,1500.0,1.0,-28.0,-1006.5,-536.0,5.5,-5.5,AUTO,1500.0,-0.0457336101680994,0.03765588440001011,1.7115102410316467,-0.5360367745161057,0.004936530429404229,-0.006291618337854743
16:47:24,-35.3632504,149.1652281,49960.5,109.0,-82.0,-1.0,1500.0,-28.5,41.0,-1003.5,154.5,-26.5,-747.0,AUTO,1500.0,-0.08776151388883591,-0.05046148598194122,0.5800503045320511,0.15124066919088364,-0.028309562243521214,-0.7478009462356567
16:47:26,-35.363217,149.16520079999998,49940.5,261.0,-185.0,0.0,1520.0,-59.5,-56.0,-1000.0,-270.0,-31.5,11.5,AUTO,1500.0,0.04256947711110115,-0.15889985114336014,-0.6528089046478271,-0.2717725709080696,-0.033427949994802475,0.010916916653513908
