time_stamp,lat,lon,relative_alt,vx,vy,vz,chan4_raw,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
16:47:28,-35.36315415,149.16514985,49906.0,433.5,-291.5,0.5,1520.0,-98.0,-61.5,-1002.0,26.0,18.0,-12.0,AUTO,1500.0,0.06298182532191277,-0.2016066461801529,-0.5879675149917603,0.024351410567760468,0.01650251727551222,-0.012373247649520636
16:47:30,-35.3630652,149.16507835,49965.5,541.5,-356.0,-3.5,1500.0,-123.0,-79.0,-991.0,22.0,27.0,-5.5,AUTO,1500.0,0.07649179920554161,-0.16498339921236038,-0.5856378376483917,0.021019096486270428,0.025734910741448402,-0.0062039385084062815
16:47:32,-35.36296485,149.16499844999998,50035.5,561.5,-366.5,0.5,1500.0,-125.0,-82.0,-975.0,-0.5,-19.0,6.0,AUTO,1500.0,0.0800686739385128,-0.1356745883822441,-0.5851192474365234,-0.002251923084259033,-0.021579246036708355,0.0058019019197672606
16:47:34,-35.3628631,149.1649172,49992.0,571.0,-373.5,0.0,1500.0,-130.0,-83.5,-986.5,77.0,1.5,5.5,AUTO,1500.0,0.08452506363391876,-0.13826586306095123,-0.5851493179798126,0.07644038274884224,6.21359795331955e-05,0.005398862063884735
16:47:36,-35.3627601,149.16483440000002,49997.0,570.0,-368.5,0.0,1500.0,-142.0,-74.5,-989.0,22.5,-6.5,-7.0,AUTO,1500.0,0.08407827094197273,-0.1355077475309372,-0.5847729742527008,0.020650170743465424,-0.00841309258248657,-0.007981625385582447
16:47:38,-35.36265765,149.16475185,50009.5,557.5,-358.0,-8.0,1258.0,-98.5,-132.5,-996.0,-129.5,15.0,-850.5,AUTO,1500.0,0.11399146914482117,-0.055609144270420074,-0.9147530794143677,-0.1298426315188408,0.013571248855441809,-0.8517402410507202
16:47:40,-35.3625676,149.1646785,50063.0,435.0,-278.5,0.0,1258.0,92.5,-55.5,-998.5,681.5,-19.5,-679.0,AUTO,1500.0,-0.010559379123151302,0.08173782378435135,-2.3780741691589355,0.6801117360591888,-0.021958623081445694,-0.6795837879180908
16:47:42,-35.362506499999995,149.16463184999998,49976.5,265.5,-134.0,-1.5,1500.0,67.5,-3.5,-1013.5,576.0,-5.0,20.5,AUTO,1500.0,-0.09157479554414749,0.035355107858777046,-2.7202457189559937,0.575477808713913,-0.006768520921468735,0.020474959979765117
16:47:44,-35.3624762,149.16462810000002,49939.0,98.5,112.5,0.0,1500.0,16.0,4.5,-1009.0,-473.5,23.0,-107.5,AUTO,1500.0,-0.17871521413326263,0.020630053244531155,-2.7211928367614746,-0.474701464176178,0.0220392644405365,-0.10892240656539798
16:47:46,-35.3624679,149.1646839,49882.5,30.0,378.5,-1.5,1500.0,-91.5,1.0,-1005.5,-93.0,3.5,-704.0,AUTO,1500.0,-0.06402783654630184,-0.18602854758501053,2.171827793121338,-0.09420190751552582,0.0019378126598894596,-0.7053810656070709
16:47:48,-35.36246425,149.16479314999998,49879.0,29.5,590.5,-5.0,1500.0,-122.5,-69.5,-1007.0,12.0,53.0,42.0,AUTO,1500.0,0.08391470834612846,-0.18755847215652466,1.489766240119934,0.010161279235035181,0.05161270499229431,0.04159869626164436
16:47:50,-35.3624607,149.16493705,50001.5,24.0,678.5,-4.5,1970.0,-155.0,53.0,-985.5,7.0,18.0,745.0,AUTO,1500.0,-0.07000132650136948,-0.15176868438720703,2.4473754167556763,0.005691361089702696,0.016474976669996977,0.7445233762264252
16:47:52,-35.36245695,149.16508725,50040.0,30.0,680.0,3.5,1500.0,19.0,147.5,-978.5,-0.5,-13.0,111.0,AUTO,1500.0,-0.15890992432832718,0.022307791747152805,-2.5339207649230957,-0.0023546479642391205,-0.014893644023686647,0.11029775440692902
16:47:54,-35.362451500000006,149.16523975,49995.5,39.5,695.0,-1.0,1500.0,2.5,148.5,-984.5,-22.5,11.5,4.5,AUTO,1500.0,-0.15527509897947311,0.00496494141407311,-2.607312560081482,-0.02501690573990345,0.009176384657621384,0.003431555989664048
16:47:56,-35.36244545,149.16539275,50021.5,37.0,686.5,0.0,1500.0,2.0,148.0,-989.5,-69.5,6.0,5.0,AUTO,1500.0,-0.14804059267044067,0.0028273487696424127,-2.6079546213150024,-0.07154472544789314,0.004348058137111366,0.003769777191337198
16:47:58,-35.3624392,149.16554275,50009.0,34.0,681.5,1.0,1500.0,9.5,160.5,-992.0,36.5,5.5,1.0,AUTO,1500.0,-0.15676117688417435,0.004963971092365682,-2.6094785928726196,0.03501099580898881,0.003812406270299107,-0.0003317071823403239
16:48:00,-35.36243315,149.16569235,50008.5,33.0,682.0,0.0,1500.0,11.0,158.0,-991.5,-20.5,-19.5,15.5,AUTO,1500.0,-0.15945199877023697,0.0031905638752505183,-2.611771583557129,-0.022700488567352295,-0.022670244798064232,0.014333236962556839
16:48:02,-35.36242685,149.16584210000002,50007.0,39.0,679.5,0.5,1090.0,-130.0,78.5,-987.0,-29.5,-2.5,-698.5,AUTO,1500.0,-0.08091282099485397,-0.13195956870913506,2.61035418510437,-0.031501270830631256,-0.005447938456200063,-0.7003267109394073
16:48:04,-35.36242005,149.16599885,49991.5,27.5,682.0,2.5,1500.0,-121.5,-77.0,-987.0,-36.0,22.5,122.5,AUTO,1500.0,0.09387548640370369,-0.13940059393644333,1.4645367860794067,-0.038481609197333455,0.02046080958098173,0.12150325626134872
16:48:06,-35.362415,149.1661423,50013.5,23.5,681.5,0.0,1500.0,-136.0,-86.0,-987.5,-7.0,-2.0,-7.0,AUTO,1500.0,0.08410466834902763,-0.12741994112730026,1.5189685225486755,-0.00889766588807106,-0.004157744348049164,-0.007988829165697098
16:48:08,-35.36240935,149.16629920000003,49995.0,29.0,677.5,1.0,1500.0,-127.5,-87.5,-990.0,-28.5,-2.5,-4.0,AUTO,1500.0,0.08030066266655922,-0.13339409232139587,1.5176588296890259,-0.031019728630781174,-0.004689923021942377,-0.005720395827665925
16:48:10,-35.3624035,149.16644915,50007.5,33.0,678.5,0.0,1500.0,-133.0,-78.5,-983.0,7.0,-14.0,1.5,AUTO,1500.0,0.07981588691473007,-0.1292428821325302,1.5181031227111816,0.00512300431728363,-0.016711284406483173,0.00047930533764883876
16:48:12,-35.362397200000004,149.16659885,50017.0,33.0,678.0,0.0,1500.0,-126.0,-77.0,-985.5,-25.5,-0.5,5.5,AUTO,1500.0,0.0842881128191948,-0.12364313378930092,1.518345296382904,-0.027925077825784683,-0.002822697861120105,0.004124553641304374
16:48:14,-35.362391200000005,149.16674235,50115.0,26.5,595.0,-1.0,1116.0,-75.5,-106.0,-986.0,240.5,24.5,-813.0,AUTO,1500.0,0.09315912425518036,-0.001439800951629877,1.1604315042495728,0.23929191939532757,0.02212565520312637,-0.8148240745067596
16:48:16,-35.362386900000004,149.1668529,50070.5,18.5,378.5,6.0,1116.0,67.5,-83.0,-995.0,-799.5,3.5,-711.0,AUTO,1500.0,-0.08154725655913353,0.04126769118010998,-0.3392481505870819,-0.8027176558971405,0.0014465861022472382,-0.7133558988571167
16:48:19,-35.3623866,149.16690985,49982.5,4.0,12.5,2.5,1500.0,3.0,-5.5,-1012.0,-59.5,-37.0,14.5,AUTO,1500.0,-0.13689341396093369,-0.1027737557888031,-0.5964071154594421,-0.06085944175720215,-0.03997417725622654,0.01351395109668374
16:48:21,-35.3623871,149.1668893,49936.0,16.0,-239.0,2.0,1500.0,-59.0,-12.0,-1003.0,1.0,-25.0,-822.0,AUTO,1500.0,-0.06478597223758698,-0.1857323795557022,-0.9654221534729004,0.0004031122662127018,-0.027098942548036575,-0.8244562745094299
16:48:23,-35.36238445,149.166787,49914.5,29.0,-509.5,0.5,1500.0,-95.5,-59.5,-997.5,-86.0,0.0,19.0,AUTO,1500.0,0.072908915579319,-0.196262888610363,-1.5687376260757446,-0.08899476937949657,-0.0023903213441371918,0.017214791383594275
16:48:25,-35.3623814,149.1666831,49943.0,30.0,-639.0,-4.0,1500.0,-120.0,-79.0,-993.0,-16.0,23.0,8.0,AUTO,1500.0,0.07465950399637222,-0.17338573932647705,-1.5585510730743408,-0.018321659415960312,0.021459240466356277,0.006414138711988926
16:48:27,-35.3623773,149.1665356,50045.0,24.0,-678.0,-5.0,1744.0,-150.0,-9.0,-986.0,30.0,-6.0,828.0,AUTO,1500.0,0.020334091037511826,-0.14159975945949554,-1.0784351825714111,0.028473416343331337,-0.008542847819626331,0.8264680504798889
16:48:29,-35.36237275,149.16635825,49997.5,21.5,-678.5,0.5,1622.0,-14.0,153.5,-992.0,8.0,0.0,263.5,AUTO,1500.0,-0.1545848771929741,-0.007084174081683159,0.5293537974357605,0.005288335960358381,-0.0017961791600100696,0.26138482987880707
16:48:31,-35.3623697,149.1662352,49984.0,17.0,-687.0,-2.0,1500.0,18.0,161.0,-990.0,-25.0,-13.0,-4.0,AUTO,1500.0,-0.15333311259746552,0.010937768034636974,0.5966519713401794,-0.027945024892687798,-0.015900209546089172,-0.007131412625312805
16:48:33,-35.3623661,149.16605575,49998.0,14.0,-682.0,-0.5,1500.0,15.0,146.5,-988.0,55.0,23.5,6.5,AUTO,1500.0,-0.15369872748851776,0.006724099162966013,0.59381103515625,0.05297989211976528,0.021558630280196667,0.004755138070322573
16:48:35,-35.3623635,149.1659344,49983.0,13.0,-682.0,0.0,1500.0,15.0,155.0,-989.0,64.0,-6.0,-15.0,AUTO,1500.0,-0.15555739402770996,0.01431262120604515,0.5918805599212646,0.06204996630549431,-0.008985119871795177,-0.01796852797269821
16:48:37,-35.3623604,149.1657851,49975.0,13.0,-686.0,-2.0,1500.0,5.0,162.0,-996.0,10.0,15.0,9.0,AUTO,1500.0,-0.15669871866703033,0.008449461311101913,0.5936984419822693,0.007787340320646763,0.012815199792385101,0.006859080865979195
16:48:39,-35.3623571,149.1656354,50011.0,14.0,-667.0,-6.0,1887.0,142.0,41.0,-990.0,-65.0,-38.0,714.0,AUTO,1500.0,-0.048981718719005585,0.11251585185527802,1.8212049007415771,-0.06725774705410004,-0.04070879518985748,0.7126286625862122
16:48:41,-35.36235405,149.1654806,50067.0,12.0,-497.0,0.5,1500.0,98.0,-92.0,-985.0,-555.0,-33.0,-82.0,AUTO,1500.0,-0.03361026756465435,0.06039321795105934,2.761162042617798,0.05019056797027588,-0.03249578457325697,-0.0576272988691926
16:48:43,-35.362351700000005,149.16539655000003,50005.0,9.0,-264.5,1.0,1500.0,55.0,-36.0,-1009.5,3.5,-10.5,12.0,AUTO,1500.0,-0.07204699143767357,0.008128404791932553,2.735378384590149,0.0008535832166671753,-0.013803848996758461,0.009643767029047012
16:48:45,-35.3623508,149.1653645,49979.0,5.0,-92.0,0.0,1500.0,20.0,13.0,-1014.0,661.0,0.0,-2.0,AUTO,1500.0,-0.050622932612895966,-0.011598816141486168,2.735499858856201,0.6593788266181946,-0.0033402747940272093,-0.004232684150338173
16:48:47,-35.362351,149.1653568,49984.0,0.0,0.0,0.0,1500.0,0.0,-14.0,-1001.0,-579.0,19.0,5.0,AUTO,1500.0,-0.027079924941062927,-0.0020294911228120327,2.734004020690918,-0.5827972888946533,0.017030153423547745,0.002975326031446457
