time_stamp,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,chan4_raw,xacc,yacc,zacc,xgyro,ygyro,zgyro,RTL_ALT
16:10:21,AUTO,-0.0009011202491819859,0.0009770114265847951,0.020892932079732418,0.0002285853843204677,0.0002115192182827741,0.0014523518038913608,-35.3632622,149.1652375,11.5,-1.0,0.5,-2.5,1500.0,0.0,2.0,-999.5,0.5,1.0,0.0,1500.0
16:10:23,AUTO,-0.0004658041143557057,0.0013107393751852214,0.020543823018670082,0.0003066868521273136,0.00035914857289753854,0.001267986313905567,-35.3632622,149.1652375,28.0,0.0,0.5,-2.0,1500.0,0.0,1.0,-1000.0,1.0,0.5,1.0,1500.0
16:10:25,AUTO,0.0022550325375050306,-0.00012946236529387534,0.01994908694177866,0.00211304024560377,0.0022022807970643044,0.0014131189091131091,-35.36326215,149.1652375,160.0,0.0,1.0,-57.0,1500.0,0.0,0.0,-1135.0,3.0,2.5,0.0,1500.0
16:10:27,AUTO,0.05939348414540291,-0.00821935897693038,0.0053222705610096455,0.011144283227622509,0.00797111913561821,-0.021797525929287076,-35.363261699999995,149.1652393,2764.5,6.5,38.0,-147.5,1500.0,0.0,-6.5,-995.5,12.0,8.5,-22.0,1500.0
16:10:29,AUTO,-0.07727819681167603,0.0008351127980859019,-0.09399881213903427,0.027050179662182927,-0.002308764378540218,-0.024961701594293118,-35.3632608,149.16524635,5818.5,-1.0,-17.5,-148.0,1500.0,-0.5,1.5,-1004.0,27.5,-1.0,-25.0,1500.0
16:10:31,AUTO,0.04672194831073284,0.013163798954337835,-0.10465124994516373,0.06522762030363083,0.0027159541205037385,0.003393253544345498,-35.36326245,149.1652353,8900.5,-19.0,-36.0,-152.0,1536.0,-3.0,11.0,-1003.0,65.5,3.0,3.0,1500.0
16:10:33,AUTO,-0.03155292756855488,-0.0070888150949031115,-0.0506283026188612,-0.02000605221837759,0.0631012674421072,0.16744881123304367,-35.363261550000004,149.1652358,11992.5,43.0,1.5,-146.0,1536.0,-9.0,-6.5,-968.0,-18.5,63.0,167.0,1500.0
16:10:35,AUTO,0.04450097866356373,0.02466979529708624,0.20351547747850418,-0.07129349745810032,-0.04722791537642479,0.06464702263474464,-35.36325955,149.16523495,15079.0,-33.5,24.5,-148.5,1500.0,7.0,-0.5,-995.0,-70.0,-45.5,64.0,1500.0
16:10:37,AUTO,-0.023807775229215622,-0.017594275064766407,0.21996643394231796,0.021484064869582653,0.004273972008377314,-0.022380477748811245,-35.3632637,149.16523895,18175.0,-0.5,-2.0,-152.0,1500.0,0.5,0.0,-1000.0,21.5,4.5,-22.0,1500.0
16:10:39,AUTO,0.01649887626990676,0.007052993401885033,0.1866617053747177,0.01990163791924715,0.02200037706643343,0.020069465972483158,-35.36326165,149.16523625,21304.0,10.5,-6.5,-152.0,1500.0,-3.5,1.0,-999.0,20.5,22.5,19.0,1500.0
16:10:41,AUTO,0.0038813514402136207,0.0058090235106647015,0.22682683914899826,-0.011064549908041954,-0.004853104008361697,0.011531783733516932,-35.3632615,149.16523665,24421.5,-10.0,10.0,-152.0,1500.0,1.5,-1.0,-1000.0,-9.5,-3.5,11.0,1500.0
