,ADSB_LIST_ALT,ADSB_LIST_RADIUS,FOLL_DIST_MAX,COMPASS_CUS_ROLL,ACRO_RP_EXPO,PILOT_TKOFF_ALT,ACRO_Y_EXPO,PILOT_Y_EXPO,AHRS_CUSTOM_ROLL,IM_STB_COL_1,IM_STB_COL_4,H_CYC_MAX,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,IM_STB_COL_2,IM_STB_COL_3,EK3_GSF_RST_MAX,ATC_RAT_YAW_P,ATC_ANG_YAW_P,EK2_GSF_RST_MAX,ATC_RAT_YAW_I,ATC_RAT_YAW_D,FHLD_BRAKE_RATE,COMPASS_CUS_YAW,AHRS_CUSTOM_YAW
16:10:33.283,0.0,0.0,1.0,106.0,-0.5,60.0,-1.0,-0.5,-139.0,88.0,11.0,200.0,90.0,0.0,77.0,29.0,5.0,0.225,3.0,5.0,0.12,0.0,1.0,-91.0,-68.0
16:10:37.846,0.0,0.0,1.0,-48.0,-0.5,380.0,-1.0,-0.5,78.0,6.0,11.0,500.0,199.0,0.0,57.0,100.0,5.0,0.205,3.0,3.0,0.18,0.0,1.0,19.0,112.0
16:10:42.622,0.0,0.0,1.0,-168.0,-0.5,80.0,-1.0,-0.5,-97.0,82.0,38.0,300.0,27.0,0.0,1.0,51.0,3.0,0.235,3.0,3.0,0.08,0.02,1.0,-50.0,14.0
16:10:47.514,0.0,0.0,1.0,-129.0,-0.5,120.0,-1.0,-0.5,-175.0,6.0,44.0,700.0,147.0,0.0,67.0,88.0,5.0,0.385,3.0,3.0,0.13,0.0,1.0,-31.0,-38.0
16:10:52.809,0.0,0.0,1.0,75.0,-0.5,160.0,-1.0,-0.5,-151.0,57.0,6.0,2300.0,128.0,0.0,4.0,13.0,3.0,0.265,3.0,3.0,0.03,0.01,1.0,-34.0,-7.0
16:10:57.368,0.0,0.0,1.0,64.0,-0.5,550.0,-1.0,-0.5,117.0,3.0,89.0,300.0,208.0,0.0,4.0,100.0,5.0,0.275,3.0,5.0,0.04,0.0,1.0,83.0,-45.0
16:11:01.839,0.0,0.0,1.0,-172.0,-0.5,510.0,-1.0,-0.5,17.0,81.0,34.0,3100.0,32.0,0.0,82.0,12.0,5.0,0.325,3.0,6.0,0.18,0.01,1.0,1.0,27.0
16:11:06.533,0.0,0.0,1.0,172.0,-0.5,620.0,-1.0,-0.5,-15.0,61.0,29.0,1500.0,50.0,0.0,10.0,28.0,4.0,0.255,3.0,6.0,0.11,0.01,1.0,1.0,-59.0
16:11:11.539,0.0,0.0,1.0,-75.0,-0.5,470.0,-1.0,-0.5,-87.0,6.0,61.0,1900.0,191.0,0.0,28.0,25.0,4.0,0.295,3.0,9.0,0.11,0.0,1.0,75.0,-152.0
16:11:15.611,0.0,0.0,1.0,-51.0,-0.5,550.0,-1.0,-0.5,-50.0,38.0,44.0,1400.0,102.0,0.0,59.0,35.0,5.0,0.45,3.0,4.0,0.04,0.01,1.0,-148.0,-76.0
16:11:19.736,0.0,0.0,1.0,-97.0,-0.5,260.0,-1.0,-0.5,-56.0,4.0,45.0,1100.0,238.0,0.0,96.0,69.0,3.0,0.335,3.0,7.0,0.04,0.0,1.0,-86.0,-59.0
16:11:24.593,0.0,0.0,1.0,-145.0,-0.5,560.0,-1.0,-0.5,-157.0,8.0,59.0,300.0,169.0,0.0,63.0,2.0,4.0,0.325,3.0,5.0,0.03,0.01,1.0,-78.0,152.0
16:11:29.450,0.0,0.0,1.0,21.0,-0.5,750.0,-1.0,-0.5,-140.0,16.0,16.0,700.0,55.0,0.0,44.0,8.0,9.0,0.225,3.0,3.0,0.15,0.01,1.0,-136.0,-131.0
16:11:33.805,0.0,0.0,1.0,-119.0,-0.5,80.0,-1.0,-0.5,-105.0,6.0,11.0,2200.0,199.0,0.0,19.0,15.0,7.0,0.345,3.0,8.0,0.03,0.01,1.0,80.0,-127.0
16:11:38.120,0.0,0.0,1.0,143.0,-0.5,510.0,-1.0,-0.5,9.0,47.0,38.0,1500.0,126.0,0.0,4.0,11.0,10.0,0.245,3.0,4.0,0.03,0.0,1.0,-109.0,25.0
16:11:43.566,0.0,0.0,1.0,-10.0,-0.5,130.0,-1.0,-0.5,180.0,35.0,19.0,700.0,48.0,0.0,38.0,78.0,3.0,0.445,3.0,4.0,0.04,0.01,1.0,72.0,-133.0
16:11:47.660,0.0,0.0,1.0,-162.0,-0.5,310.0,-1.0,-0.5,-71.0,16.0,78.0,700.0,136.0,0.0,58.0,6.0,5.0,0.41,3.0,7.0,0.07,0.01,1.0,165.0,-45.0
16:11:51.723,0.0,0.0,1.0,-90.0,-0.5,410.0,-1.0,-0.5,-13.0,57.0,41.0,500.0,46.0,0.0,28.0,13.0,10.0,0.275,3.0,7.0,0.07,0.02,1.0,-166.0,-177.0
16:11:56.959,0.0,0.0,1.0,35.0,-0.5,110.0,-1.0,-0.5,-97.0,16.0,31.0,2700.0,226.0,0.0,94.0,47.0,3.0,0.275,3.0,8.0,0.03,0.0,1.0,125.0,6.0
16:12:01.701,0.0,0.0,1.0,40.0,-0.5,190.0,-1.0,-0.5,22.0,56.0,70.0,2800.0,52.0,0.0,28.0,29.0,3.0,0.235,3.0,3.0,0.06,0.01,1.0,-169.0,-117.0
16:12:05.943,0.0,0.0,1.0,-1.0,-0.5,110.0,-1.0,-0.5,-86.0,35.0,31.0,1500.0,69.0,0.0,21.0,21.0,4.0,0.505,3.0,6.0,0.11,0.01,1.0,-135.0,128.0
16:12:10.653,0.0,0.0,1.0,-9.0,-0.5,30.0,-1.0,-0.5,-67.0,6.0,99.0,1000.0,51.0,0.0,19.0,69.0,8.0,0.245,3.0,5.0,0.04,0.02,1.0,40.0,-101.0
16:12:15.493,0.0,0.0,1.0,-113.0,-0.5,560.0,-1.0,-0.5,135.0,12.0,24.0,2600.0,96.0,0.0,6.0,69.0,10.0,0.365,3.0,6.0,0.11,0.0,1.0,48.0,-123.0
16:12:19.766,0.0,0.0,1.0,-37.0,-0.5,40.0,-1.0,-0.5,119.0,69.0,41.0,800.0,136.0,0.0,21.0,24.0,3.0,0.285,3.0,9.0,0.07,0.01,1.0,-42.0,67.0
16:12:23.841,0.0,0.0,1.0,-43.0,-0.5,470.0,-1.0,-0.5,-75.0,29.0,70.0,200.0,97.0,0.0,35.0,83.0,8.0,0.255,3.0,3.0,0.15,0.02,1.0,-166.0,-79.0
16:12:28.167,0.0,0.0,1.0,-168.0,-0.5,290.0,-1.0,-0.5,-117.0,31.0,39.0,200.0,171.0,0.0,16.0,84.0,8.0,0.205,3.0,7.0,0.06,0.0,1.0,69.0,-95.0
