time_stamp,MODE,xacc,yacc,zacc,xgyro,ygyro,zgyro,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz
06:32:16,STABILIZE,0.0,1.0,-1000.0,0.0,0.0,0.5,1500.0,-0.0006661630468443036,0.0009933868423104286,0.024410653859376907,0.00015706365229561925,0.00022393124527297914,0.0020683915354311466,-35.36326215,149.1652375,0.0,-1.0,1.0,1.0
06:32:26,AUTO,0.0,2.0,-1000.0,0.5,0.5,0.0,1500.0,-0.0009990930266212672,0.0009736452193465084,0.02172678802162409,0.00030844128923490644,0.0002973245573230088,0.0015562716871500015,-35.3632622,149.1652375,2.0,-1.0,1.0,1.0
06:32:27,AUTO,0.0,1.25,-1000.0,0.25,0.0,0.0,218862.0,-0.0010614550847094506,0.0010349441727157682,0.02155346516519785,0.0002755722380243242,0.0002465344878146425,0.0015147203812375665,-35.363262125,149.1652375,2.0,-0.25,0.25,1.0
06:32:28,AUTO,0.0,2.0,-1000.0,0.5,0.5,0.0,218862.0,-0.0009205227543134242,0.001248758111614734,0.021392018534243107,0.00030514938407577574,0.00023635229445062578,0.0014790843124501407,-35.3632621,149.1652375,1.0,0.0,0.0,0.5
06:32:30,AUTO,0.0,1.0,-1065.0,3.0,3.0,0.5,218862.0,0.0012542023323476315,0.0008718446688362746,0.021016675978899002,0.0034474701969884336,0.0024824079882819206,0.0015338626690208912,-35.3632621,149.16523745,95.5,0.0,0.0,-34.0
06:32:31,AUTO,0.0,-0.25,-1065.5,20.75,-1.5,0.5,300000.0,0.008295308944070712,0.000784258299972862,0.020656266249716282,0.020246253843652084,-0.002123885918990709,0.0013984956895001233,-35.3632621,149.1652375,866.75,0.0,1.25,-125.25
06:32:32,AUTO,0.5,-4.0,-1000.0,22.5,2.5,-13.5,300000.0,0.047099197283387184,-0.006014479091390967,0.006925143534317613,0.022352996849804185,0.0021802550181746483,-0.013325304724276066,-35.363261800000004,149.16523865,2335.5,4.5,26.0,-147.5
06:32:34,AUTO,2.0,-2.0,-1002.0,0.0,-13.0,-17.0,300000.0,-0.056526802480220795,0.0017149979248642921,-0.08679459616541862,-0.0005779638886451721,-0.014002081006765366,-0.01722592581063509,-35.363261,149.1652458,5395.5,-2.5,0.5,-149.0
06:32:35,AUTO,-5.5,9.5,-1001.75,61.0,7.5,0.25,43475.0,-0.03360191406682134,-0.0074637000216171145,-0.09136826172471046,0.06105859111994505,0.007356493704719469,0.0004599532185238786,-35.3632612,149.16524305000002,6937.25,-1.5,-50.5,-149.25
06:32:36,AUTO,-5.5,11.0,-1003.0,63.0,10.0,2.5,43475.0,0.02971233264543116,0.0036159663286525756,-0.0901302881538868,0.06291414611041546,0.010005832416936755,0.003911432926543057,-35.3632615,149.1652373,8491.0,-4.0,-42.0,-152.0
06:32:38,AUTO,1.0,-1.5,-1001.5,-22.5,-1.0,-15.5,43475.0,-0.004778652801178396,-0.003553150687366724,-0.09325293824076653,-0.02361944637959823,-0.0017210528021678329,-0.015493011102080345,-35.36326235,149.1652357,11592.5,-1.0,11.0,-150.5
06:32:39,AUTO,-0.5,-0.25,-1000.0,11.75,6.25,-23.5,93760.0,-0.006517876114230603,-0.0015363733109552413,-0.11594489589333534,0.011422513285651803,0.005907828803174198,-0.023718116339296103,-35.363262325,149.16523625,13149.0,2.75,-1.0,-152.0
06:32:40,AUTO,-1.0,0.0,-1000.0,7.5,5.5,-18.0,93760.0,0.004001698340289295,0.0035364477080293,-0.1378840059041977,0.007776169921271503,0.005246204556897283,-0.018536241725087166,-35.363261949999995,149.1652359,14708.0,2.0,-3.0,-152.0
