,A.RTL1,A.RTL2,A.RTL3,A.ALT_HOLD2
07:29:02.966,-1.0,-1.0,-1.0,-1
07:29:03.240,-1.0,-1.0,-1.0,-1
07:29:03.450,-1.0,-1.0,-1.0,-1
07:29:03.652,-1.0,-1.0,-1.0,-1
07:29:03.855,-1.0,-1.0,-1.0,-1
07:29:04.056,-1.0,-1.0,-1.0,-1
07:29:04.258,-1.0,-1.0,-1.0,-1
07:29:04.460,-1.0,-1.0,-1.0,-1
07:29:04.661,-1.0,-1.0,-1.0,-1
07:29:04.863,-1.0,-1.0,-1.0,-1
07:29:05.066,-1.0,-1.0,-1.0,-1
07:29:05.268,-1.0,-1.0,-1.0,-1
07:29:05.470,-1.0,-1.0,-1.0,-1
07:29:05.671,-1.0,-1.0,-1.0,-1
07:29:05.873,-1.0,-1.0,-1.0,-1
07:29:06.075,-1.0,-1.0,-1.0,-1
07:29:06.277,-1.0,-1.0,-1.0,-1
07:29:06.479,-1.0,-1.0,-1.0,-1
07:29:06.682,-1.0,-1.0,-1.0,-1
07:29:06.883,-1.0,-1.0,-1.0,-1
07:29:07.085,-1.0,-1.0,-1.0,-1
07:29:07.287,-1.0,-1.0,-1.0,-1
07:29:07.489,-1.0,-1.0,-1.0,-1
07:29:07.691,-1.0,-1.0,-1.0,-1
07:29:07.893,-1.0,-1.0,-1.0,-1
07:29:08.095,-1.0,-1.0,-1.0,-1
07:29:08.308,-1.0,-1.0,-1.0,-1
07:29:08.697,-1.0,-1.0,-1.0,-1
07:29:08.934,-1.0,-1.0,-1.0,-1
07:29:09.265,-1.0,-1.0,-1.0,-1
07:29:09.469,-1.0,-1.0,-1.0,-1
07:29:09.671,-1.0,-1.0,-1.0,-1
07:29:09.877,-1.0,-1.0,-1.0,-1
07:29:10.079,-1.0,-1.0,-1.0,-1
07:29:10.281,-1.0,-1.0,-1.0,-1
07:29:10.483,-1.0,-1.0,-1.0,-1
07:29:10.685,-1.0,-1.0,-1.0,-1
07:29:10.888,-1.0,-1.0,-1.0,-1
07:29:11.090,-1.0,-1.0,-1.0,-1
07:29:11.292,-1.0,-1.0,-1.0,-1
07:29:11.494,-1.0,-1.0,-1.0,-1
07:29:11.696,-1.0,-1.0,-1.0,-1
07:29:11.898,-1.0,-1.0,-1.0,-1
07:29:12.099,-1.0,-1.0,-1.0,-1
07:29:12.302,-1.0,-1.0,-1.0,-1
07:29:12.504,-1.0,-1.0,-1.0,-1
07:29:12.707,-1.0,-1.0,-1.0,-1
07:29:12.909,-1.0,-1.0,-1.0,-1
07:29:13.111,-1.0,-1.0,-1.0,-1
