,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS,MOT_BOOST_SCALE,ATC_SLEW_YAW,CAM_SERVO_OFF,CHUTE_ALT_MIN,RTL_CLIMB_MIN
07:29:04.175,19380.0,0.25,0.1,1000.0,30.0,2.6,5600.0,1000.0,3632.0,460.0
07:29:10.186,88051.0,0.25,0.1,1000.0,30.0,2.1,8100.0,1000.0,3221.0,1260.0
07:29:16.189,215850.0,0.25,0.1,1000.0,30.0,1.3,2600.0,1000.0,7045.0,2230.0
07:29:22.118,118038.0,0.25,0.1,1000.0,30.0,1.0,1300.0,1000.0,11256.0,1090.0
07:29:28.054,19466.0,0.25,0.1,1000.0,30.0,1.1,4900.0,1000.0,16660.0,160.0
07:29:36.058,180971.0,0.25,0.1,1000.0,30.0,0.2,3700.0,1000.0,11150.0,60.0
07:29:41.923,76452.0,0.25,0.1,1000.0,30.0,1.9,5000.0,1000.0,205.0,380.0
07:29:46.872,163210.0,0.25,0.1,1000.0,30.0,0.2,2100.0,1000.0,5273.0,1300.0
07:29:52.398,21712.0,0.25,0.1,1000.0,30.0,2.4,3200.0,1000.0,17348.0,160.0
07:29:58.367,230459.0,0.25,0.1,1000.0,30.0,0.2,4100.0,1000.0,627.0,150.0
07:30:04.372,7650.0,0.25,0.1,1000.0,30.0,1.2,5100.0,1000.0,14697.0,1010.0
07:30:10.376,137075.0,0.25,0.1,1000.0,30.0,0.2,12100.0,1000.0,1765.0,1670.0
07:30:16.325,86367.0,0.25,0.1,1000.0,30.0,3.9,10200.0,1000.0,12679.0,350.0
07:30:22.197,73034.0,0.25,0.1,1000.0,30.0,0.3,16200.0,1000.0,3339.0,90.0
07:30:28.158,289245.0,0.25,0.1,1000.0,30.0,1.5,1900.0,1000.0,12006.0,80.0
07:30:34.025,2794.0,0.25,0.1,1000.0,30.0,0.1,4700.0,1000.0,1193.0,2170.0
07:30:39.958,93364.0,0.25,0.1,1000.0,30.0,2.1,6600.0,1000.0,9653.0,1280.0
07:30:44.815,70644.0,0.25,0.1,1000.0,30.0,0.6,700.0,1000.0,1986.0,750.0
07:30:50.200,20327.0,0.25,0.1,1000.0,30.0,1.5,1200.0,1000.0,14306.0,1580.0
07:30:56.184,87150.0,0.25,0.1,1000.0,30.0,0.1,8400.0,1000.0,18094.0,660.0
07:31:02.151,7560.0,0.25,0.1,1000.0,30.0,1.9,4100.0,1000.0,12242.0,1470.0
07:31:08.205,185471.0,0.25,0.1,1000.0,30.0,0.3,12100.0,1000.0,5432.0,310.0
07:31:14.226,10346.0,0.25,0.1,1000.0,30.0,1.5,8400.0,1000.0,4937.0,210.0
07:31:20.103,37849.0,0.25,0.1,1000.0,30.0,1.6,4300.0,1000.0,2750.0,710.0
07:31:26.024,104596.0,0.25,0.1,1000.0,30.0,1.0,11700.0,1000.0,13933.0,1960.0
07:31:32.115,189675.0,0.25,0.1,1000.0,30.0,0.4,2100.0,1000.0,15132.0,80.0
07:31:38.166,143913.0,0.25,0.1,1000.0,30.0,0.3,1200.0,1000.0,80.0,660.0
07:31:43.986,11495.0,0.25,0.1,1000.0,30.0,1.1,5100.0,1000.0,6145.0,1160.0
07:31:48.902,27907.0,0.25,0.1,1000.0,30.0,1.0,16900.0,1000.0,28292.0,470.0
07:31:54.430,64337.0,0.25,0.1,1000.0,30.0,0.1,13800.0,1000.0,1685.0,80.0
