time_stamp,RTL_ALT,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,VFR_HUD_alt,xacc,yacc,zacc,xgyro,ygyro,zgyro,alt,lat,lon,relative_alt,vx,vy,vz,EK2_ALT_SOURCE
14:11:53,1500.0,ALT_HOLD,0.025817463546991347,-0.0006423845072276891,0.01131651122123003,0.45616765022277833,-0.003297792631201446,-0.0073040308430790905,629.683984375,4.4,-17.0,-975.8,445.6,-2.0,-6.4,629684.0,-35.3632883,149.16520446,45686.8,-7.0,3.0,161.8,0.0
14:12:05,1500.0,AUTO,0.10147678852081299,-0.018653207644820213,-0.014344280026853085,0.00826189061626792,0.012633491586893798,-0.005193848349153996,633.5079833984375,0.0,0.4,-1013.6,9.4,13.0,-3.4,633508.0,-35.36329066,149.16519983999996,49510.0,-2.8,14.2,-46.8,0.0
14:12:15,1500.0,AUTO,0.04087179228663444,-0.12760738730430604,0.7487975180149078,0.10301707908511162,-0.04062135554850101,0.6660655856132507,624.2999755859375,-27.0,-24.4,-1017.2,102.2,-39.2,667.0,624300.0,-35.36326734,149.16525078,40306.2,99.6,115.2,-9.4,0.0
14:12:37,1500.0,AUTO,0.009434939530910924,-0.0032745207659900188,1.0516626119613648,0.2294189453125,-0.05456217159517109,-0.0007324697915464639,609.9939819335938,-7.0,3.2,-988.2,232.6,-51.8,0.4,609994.0,-35.36301400000001,149.16558974,25996.8,8.2,34.0,-7.8,0.0
14:12:39,1500.0,AUTO,0.020736014004796743,-0.10488761216402054,1.0495457649230957,0.02134027083714803,-0.03492730731765429,0.0002466250443831086,610.2533060709635,-26.5,-19.666666666666668,-1014.0,22.666666666666668,-32.166666666666664,1.3333333333333333,610253.3333333334,-35.36300736666667,149.16560418333333,26256.0,67.0,114.66666666666667,-18.166666666666668,0.0
14:14:29,1500.0,AUTO,-0.0021061912120785564,-0.1761535406112671,-2.2863290309906006,0.16804712265729904,-0.04524028819287196,-0.010556913097389042,626.6799774169922,-49.75,-25.0,-1009.5,169.75,-40.75,-6.25,626680.0,-35.3626857,149.16656615,42684.0,-186.5,-161.75,-6.5,0.0
14:14:33,1500.0,AUTO,0.06934091448783875,-0.09813196770846844,-2.2937487363815308,-0.019003535620868206,0.020751555915921926,-0.0003399857669137418,627.4049987792969,-95.0,-57.75,-992.0,-17.25,24.25,3.5,627405.0,-35.362782775,149.166437575,43409.25,-316.25,-358.25,-20.5,0.0
14:14:47,1500.0,ALT_HOLD,-0.01131370449438691,-0.023763756453990936,-2.196411943435669,-0.9528392553329468,0.010777216032147407,0.0420186921954155,622.0719848632813,-113.4,-92.4,-1002.6,-956.4,14.2,45.0,622072.0,-35.363386719999994,149.16560984000003,38076.0,-346.4,-316.2,189.8,0.0
14:14:51,1500.0,AUTO,0.0970076664040486,-0.01227233298898985,-2.204666097958883,-0.00022719427943229675,-0.08668067182103793,0.09093894192483276,617.7833251953125,-21.833333333333332,-11.5,-1061.8333333333333,4.333333333333333,-81.83333333333333,93.5,617783.3333333334,-35.36347815,149.16555361666667,33786.833333333336,-38.166666666666664,-92.33333333333333,-7.5,0.0
14:15:07,1500.0,AUTO,0.020733518153429033,0.013994278013706207,-2.0443490743637085,0.03044787272810936,-0.002182589517906308,0.19890035707503556,619.7099853515625,12.2,2.0,-1036.6,38.0,1.4,202.4,619710.0,-35.363696960000006,149.16516900000002,35715.4,69.8,9.0,-85.4,0.0
14:15:19,1500.0,AUTO,-0.012010665804458162,0.013958386688803634,0.6993868748346964,0.3341783980528514,-0.010666299766550461,-0.0017078865009049575,617.9083251953125,0.16666666666666666,-3.0,-1149.6666666666667,336.6666666666667,-6.333333333333333,1.5,617908.3333333334,-35.3636546,149.16520665,33912.333333333336,12.5,1.1666666666666667,34.333333333333336,0.0
