time_stamp,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,RTL_ALT,MODE
01:44:15,-35.3632622,149.1652375,0.0,-1.0,0.0,0.0,0.0,1.0,-1000.0,0.0,1.0,1.0,-0.0012724759289994836,0.000972319336142391,0.02313902974128723,0.00019067100947722793,0.00012227986007928848,0.0017728013917803764,100037.0,AUTO
01:44:17,-35.3632621,149.1652375,9.0,0.0,0.0,0.0,0.0,1.5,-1000.0,0.5,1.0,0.5,-0.0009478812280576676,0.0011369238491170108,0.022730151191353798,0.00027376963407732546,0.00026264836196787655,0.0015448079793713987,198574.0,AUTO
01:44:18,-35.3632621,149.1652375,11.25,0.0,0.0,0.0,0.0,1.5,-1000.0,0.25,0.25,0.5,-0.0006742170371580869,0.0014817047049291432,0.02243861649185419,0.0003144936927128583,0.000271002747467719,0.0015010476054158062,3022.0,AUTO
01:44:19,-35.3632621,149.1652375,12.0,0.0,0.0,0.0,0.0,2.0,-1000.0,0.0,0.5,0.5,-0.0004894806334050372,0.001712858909741044,0.02221979945898056,0.000348174711689353,0.0003093935956712812,0.0015114693087525666,3022.0,AUTO
01:44:21,-35.36326205,149.1652376,1595.0,0.5,8.0,-146.5,0.0,-0.5,-1012.5,46.0,-6.5,1.5,0.028154270723462105,-0.0016656742081977427,0.02176265325397253,0.04610387422144413,-0.007569060428068042,0.0026750420220196247,50559.5,AUTO
01:44:23,-35.36326085,149.16524535000002,4646.5,2.0,32.5,-149.0,4.0,-8.0,-1003.0,-39.0,-14.0,-31.5,-0.03543981071561575,0.004408108885399997,-0.06667549163103104,-0.040006824769079685,-0.014905974268913269,-0.03142067510634661,98097.0,AUTO
01:44:24,-35.363260825,149.16524445000002,6564.5,-5.0,-44.5,-149.0,-3.75,7.0,-1001.75,57.5,4.0,-14.5,-0.05420794617384672,0.002980317804031074,-0.10323812998831272,0.05745391547679901,0.003611819352954626,-0.01461861573625356,165841.0,AUTO
01:44:25,-35.36326135,149.1652398,7720.0,-13.5,-62.0,-150.5,-5.5,13.5,-1003.5,69.0,11.0,-1.5,-0.0065413882257416844,0.008775162510573864,-0.1093086376786232,0.06858020275831223,0.010857094544917345,-0.0014381366199813783,165841.0,AUTO
01:44:27,-35.36326455,149.16523495,10829.0,4.5,34.5,-148.0,3.5,-4.0,-996.0,-91.0,-39.5,70.5,0.038296932354569435,-0.06307850405573845,-0.03735380806028843,-0.09190377593040466,-0.03986410051584244,0.07165867439471185,144884.5,AUTO
01:44:29,-35.36325975,149.165237,13911.0,12.0,-19.0,-153.0,-6.5,0.5,-1001.0,47.0,13.0,-34.5,-0.010475237388163805,0.02603868767619133,-0.16789694875478745,0.04694669507443905,0.012602933216840029,-0.034420015290379524,123928.0,AUTO
