,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH
14:13:39.293,1359.0,0.3,0.9,-6.2,0.25
14:13:45.392,134885.0,0.3,0.2,-9.4,0.25
14:13:51.486,112096.0,0.2,0.7,-3.6,0.25
14:13:57.485,83071.0,0.4,0.4,-8.4,0.25
14:14:03.189,5791.0,0.5,0.9,-8.9,0.25
14:14:08.903,14895.0,0.5,0.5,-7.9,0.25
14:14:13.794,50304.0,0.2,1.4,-9.4,0.25
14:14:19.206,108605.0,0.2,1.3,-7.1,0.25
14:14:25.106,86294.0,0.3,0.9,-9.4,0.25
14:14:30.835,36862.0,0.5,0.4,-9.7,0.25
14:14:35.763,91810.0,0.4,0.5,-8.7,0.25
14:14:41.356,10141.0,0.3,1.2,-9.2,0.25
14:14:47.239,7270.0,0.2,0.5,-9.7,0.25
14:14:52.183,54254.0,0.3,0.3,-3.7,0.25
14:14:58.087,15463.0,0.4,0.3,-7.1,0.25
14:15:03.957,63087.0,0.3,0.2,-9.9,0.25
14:15:09.020,87689.0,0.2,0.4,-7.1,0.25
14:15:14.058,33290.0,0.5,0.5,-9.2,0.25
14:15:19.904,54858.0,0.4,0.2,-5.6,0.25
14:15:24.967,34708.0,0.4,0.7,0.9,0.25
14:15:30.444,67848.0,0.2,0.2,-7.1,0.25
14:15:36.436,28564.0,0.2,0.4,-0.4,0.25
14:15:42.219,75863.0,0.4,0.3,-9.4,0.25
14:15:48.231,2409.0,0.2,0.7,-8.8,0.25
14:15:54.187,42835.0,0.3,0.5,-6.8,0.25
14:16:00.198,14232.0,0.3,0.9,-3.1,0.25
14:16:06.117,5024.0,0.5,0.5,-9.6,0.25
14:16:12.177,4805.0,0.2,0.4,-1.0,0.25
14:16:18.239,47318.0,0.4,0.7,-8.2,0.25
14:16:24.215,25743.0,0.2,1.5,-7.6,0.25
14:16:30.216,32210.0,0.2,0.4,5.4,0.25
14:16:36.145,89340.0,0.2,0.7,-7.4,0.25
14:16:42.106,108641.0,0.5,0.2,-3.6,0.25
14:16:48.031,46148.0,0.2,0.2,-2.7,0.25
14:16:53.958,11332.0,0.2,0.5,1.4,0.25
14:16:58.767,59878.0,0.5,0.3,-2.6,0.25
14:17:04.234,80843.0,0.4,0.4,-7.2,0.25
14:17:10.046,96598.0,0.2,0.3,-9.2,0.25
14:17:15.905,20302.0,0.2,0.2,-6.2,0.25
