time_stamp,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,chan4_raw,MODE,RTL_ALT
16:31:03,-35.3632695,149.165254,24380.0,-45.0,52.5,-161.5,-18.0,-14.0,-1005.0,6.5,71.0,-48.5,0.02588058076798916,0.10999315977096558,2.0603729486465454,0.00652668415568769,0.07054971531033516,-0.04876023344695568,1500.0,AUTO,1500.0
16:31:05,-35.363266800000005,149.1652421,27374.5,90.5,-109.5,-145.0,26.5,16.0,-1025.0,89.0,-172.5,88.0,-0.07382716983556747,0.0046331617049872875,2.1088881492614746,0.08882678300142288,-0.1738302782177925,0.08834655955433846,1500.0,AUTO,1500.0
16:31:07,-35.3632573,149.16523189999998,30376.5,-25.5,12.0,-143.0,0.5,-3.5,-992.0,-111.0,-2.5,-754.5,0.08673100918531418,-0.0015779270324856043,1.065014660358429,-0.11244745552539825,-0.003157980740070343,-0.7548872232437134,1006.0,AUTO,1500.0
16:31:09,-35.3632631,149.16523835,33310.0,-8.5,16.5,-153.5,5.0,-1.0,-1008.5,32.5,-39.0,-325.0,-0.0017770032864063978,-0.040569838136434555,-0.24948089569807053,0.032303718850016594,-0.04069187678396702,-0.3251958191394806,1500.0,AUTO,1500.0
16:31:11,-35.36325415,149.1652346,36328.0,90.0,-65.5,-148.0,-25.5,-4.0,-1013.5,60.0,119.5,102.0,-0.005727968702558428,-0.013020547339692712,-0.323544517159462,0.05926463194191456,0.11927100643515587,0.10255147144198418,1500.0,AUTO,1500.0
16:31:13,-35.36324785,149.1652277,39432.0,-49.5,29.5,-148.0,8.5,0.5,-993.5,-22.5,1.0,52.0,0.052202051505446434,0.11585414782166481,-0.14413022994995117,-0.02393253054469824,-0.00019342638552188873,0.05231716297566891,1500.0,AUTO,1500.0
16:31:15,-35.3632619,149.16523940000002,42455.0,-51.0,29.5,-156.0,18.0,-0.5,-1006.5,-14.0,-33.5,-16.5,-0.05682148039340973,-0.04950412176549435,-0.04791140370070934,-0.015263439272530377,-0.0355039406567812,-0.01719543570652604,1500.0,AUTO,1500.0
16:31:17,-35.36326225,149.16523554999998,45573.0,23.5,-38.0,-151.0,-12.5,1.0,-989.5,-137.5,200.0,-191.5,-0.009416754823178053,0.017143986420705914,-0.13248476386070251,-0.13907463382929564,0.1994244046509266,-0.19191975612193346,1106.0,AUTO,1500.0
16:31:19,-35.363271749999996,149.1652259,48456.0,-94.5,-5.5,-141.5,-16.0,21.5,-991.0,240.5,75.0,-835.0,0.02947948290966451,0.058500202372670174,-1.503274917602539,0.2395787239074707,0.07357186730951071,-0.8357678651809692,1106.0,AUTO,1500.0
16:31:21,-35.3632633,149.1652359,50200.0,95.0,35.5,-29.0,25.0,9.0,-950.0,-86.0,-49.5,26.0,-0.048301516100764275,-0.06497433222830296,-2.231466293334961,-0.08831044286489487,-0.051692044362425804,0.026504285633563995,1500.0,AUTO,1500.0
16:31:23,-35.3632604,149.16523845,50064.5,-29.5,-15.0,15.5,-9.0,33.5,-1019.5,319.0,91.5,5.5,0.03144668322056532,-0.010937610873952508,-2.228289246559143,0.3156880512833595,0.0906124971807003,0.005791966512333602,1500.0,AUTO,1500.0
16:31:25,-35.36325685,149.16523365,49949.0,94.5,-37.0,-2.5,4.0,-7.5,-1002.5,520.5,6.5,774.5,0.10168781504034996,-0.006789993843995035,-1.5620275139808655,0.520086258649826,0.005261661019176245,0.774573415517807,1500.0,AUTO,1500.0
16:31:27,-35.3632283,149.16522344999998,49942.5,252.0,-74.5,-0.5,-50.5,-19.5,-1008.0,99.0,-19.0,138.0,0.02173259388655424,-0.15705212950706482,-0.22884007543325424,0.09649627655744553,-0.02067371364682913,0.13742779474705458,1500.0,AUTO,1500.0
16:31:29,-35.36316775,149.16520235000002,49916.5,434.5,-134.5,0.0,-100.5,41.0,-998.0,100.5,-36.5,724.0,-0.1245897151529789,-0.15481770038604736,0.6581349968910217,0.0996738113462925,-0.03799027390778065,0.7239144146442413,1976.0,AUTO,1500.0
16:31:31,-35.36307445,149.16516915,49932.0,585.5,-174.0,-5.0,22.0,141.5,-996.0,23.0,-6.0,62.0,-0.17841380834579468,0.04918736033141613,1.9606149792671204,0.021741745993494987,-0.00698727834969759,0.06182238459587097,1500.0,AUTO,1500.0
16:31:33,-35.362962100000004,149.1651294,50003.5,639.5,-191.0,-5.5,3.5,147.5,-985.0,-48.5,-7.5,5.5,-0.15553216636180878,0.01037994073703885,1.8783023953437805,-0.049626761581748724,-0.008451867382973433,0.00515730120241642,1500.0,AUTO,1500.0
16:31:35,-35.3628463,149.16508825,49998.5,650.0,-192.0,0.0,12.5,157.5,-995.5,55.5,6.5,1.5,-0.157113179564476,0.011401781346648932,1.8752304315567017,0.054252222180366516,0.005482555367052555,0.0010339011787436903,1500.0,AUTO,1500.0
16:31:37,-35.36272965,149.1650469,50043.5,627.5,-186.0,-7.5,3.5,160.5,-990.5,244.5,-15.5,5.0,-0.10412494465708733,-0.02161589451134205,1.877864122390747,0.2434617541730404,-0.01709933066740632,0.004763753619045019,1500.0,AUTO,1500.0
16:31:39,-35.3626294,149.165012,50071.5,467.0,-139.0,2.0,-8.0,112.0,-997.0,-419.5,3.0,8.5,-0.03017851896584034,-0.060391493141651154,1.876560091972351,-0.42295706272125244,0.002141372999176383,0.007464824477210641,1500.0,AUTO,1500.0
16:31:41,-35.36256445,149.16499275,50012.0,245.0,-34.5,2.5,-27.0,90.5,-1009.5,464.5,-22.0,-854.0,0.053193097934126854,-0.10593170672655106,1.544803261756897,0.46024563908576965,-0.02378001529723406,-0.8556153476238251,1076.0,AUTO,1500.0
16:31:43,-35.36253535,149.16501215,49949.0,78.0,201.5,3.0,11.0,-64.0,-1001.5,-224.0,-15.0,-704.5,0.17954665422439575,0.05039914697408676,0.0007534101605415344,-0.2255563959479332,-0.016868351493030787,-0.7059305906295776,1076.0,AUTO,1500.0
16:31:45,-35.362526599999995,149.1650875,49895.0,46.5,449.5,0.0,67.5,-81.5,-998.5,-58.5,-20.0,19.5,0.18451423943042755,0.08699038624763489,-0.26309801638126373,-0.060801271349191666,-0.021839930675923824,0.018924098927527666,1500.0,AUTO,1500.0
16:31:47,-35.3625179,149.16520965,49927.0,61.5,628.5,-5.0,85.5,-108.5,-992.5,-12.0,21.0,4.5,0.16920709609985352,0.10189419984817505,-0.2573351263999939,-0.013762945658527315,0.01970172580331564,0.004282834997866303,1500.0,AUTO,1500.0
16:31:49,-35.36250785,149.16535670000002,50032.0,61.0,686.5,-4.5,94.5,-123.5,-987.5,-66.5,1.5,7.0,0.11804305016994476,0.09513970091938972,-0.2570686489343643,-0.06839163601398468,-9.169639088213444e-05,0.006011419522110373,1500.0,AUTO,1500.0
16:31:51,-35.36249685,149.16550684999999,50008.0,62.5,693.5,0.0,95.0,-119.0,-985.0,17.0,-9.0,-3.0,0.12471574544906616,0.10210038721561432,-0.25571103394031525,0.01538117602467537,-0.010925992392003536,-0.00453547784127295,1500.0,AUTO,1500.0
16:31:53,-35.362485,149.16565855,50001.5,69.5,691.0,-1.0,144.5,50.5,-988.0,20.0,-3.5,-723.0,-0.044938286766409874,0.14184033870697021,-1.4284061193466187,0.01800372265279293,-0.005106729455292225,-0.7250853478908539,1262.0,AUTO,1500.0
16:31:55,-35.362472749999995,149.1658092,49986.0,66.0,689.5,0.5,42.0,152.0,-997.5,30.5,-31.0,127.5,-0.16043656319379807,0.03846648149192333,-2.4554929733276367,0.028522495180368423,-0.03331369441002607,0.12633539363741875,1500.0,AUTO,1500.0
16:31:57,-35.3624616,149.1659601,50013.0,59.0,681.0,0.0,42.5,145.5,-984.5,-61.0,1.0,1.5,-0.14698823541402817,0.04292801581323147,-2.414599061012268,-0.06352614052593708,-0.00042032869532704353,0.0006319837411865592,1500.0,AUTO,1500.0
16:31:59,-35.36245005,149.16611015,50004.0,64.5,675.0,1.0,43.0,143.0,-982.0,13.0,30.5,9.0,-0.14951852709054947,0.04320976696908474,-2.415614128112793,0.01110680028796196,0.02932855114340782,0.008467302424833179,1500.0,AUTO,1500.0
16:32:01,-35.362438,149.16625900000003,49995.5,67.5,677.5,-1.0,42.5,141.5,-985.5,18.0,13.0,0.5,-0.14747920632362366,0.03969733230769634,-2.4134879112243652,0.015904074534773827,0.011602651386056095,-0.0005602487362921238,1500.0,AUTO,1500.0
16:32:03,-35.36242575,149.16640755,50005.5,65.5,676.5,1.0,45.5,147.0,-986.0,-2.0,-11.0,28.0,-0.15177636593580246,0.04719298332929611,-2.3978782892227173,-0.004156777635216713,-0.012741990387439728,0.027104442939162254,1524.0,AUTO,1500.0
16:32:05,-35.3624137,149.16655725,50021.0,66.5,677.5,0.5,44.0,141.0,-983.0,-25.5,-13.0,33.0,-0.14433851838111877,0.05218973010778427,-2.334772229194641,-0.02725616260431707,-0.01458348287269473,0.03180534765124321,1524.0,AUTO,1500.0
16:32:07,-35.3624024,149.16670440000001,50077.0,66.0,633.0,-4.5,46.5,135.5,-983.0,64.0,-36.5,-3.5,-0.09649697691202164,0.005678315297700465,-2.3173922300338745,0.06273304671049118,-0.03883044794201851,-0.005184113862924278,1500.0,AUTO,1500.0
16:32:09,-35.36239275,149.16682655,50071.5,47.0,451.5,3.0,35.5,103.5,-998.0,-283.0,-31.5,13.0,-0.03937860392034054,-0.06197952665388584,-2.313404679298401,-0.28682978451251984,-0.03372430056333542,0.012016127351671457,1500.0,AUTO,1500.0
16:32:11,-35.3623883,149.16689995000002,50001.5,8.5,195.0,1.0,11.5,73.0,-1006.0,172.5,-54.0,2.0,0.03270038403570652,-0.12918351963162422,-2.3145729303359985,0.16717887669801712,-0.056361665949225426,0.0008534287917427719,1500.0,AUTO,1500.0
16:32:13,-35.3623963,149.1669084,49951.0,-85.0,-130.5,2.5,-24.5,-15.0,-1013.0,396.5,-16.5,36.5,0.120308518409729,-0.17090297490358353,-2.4259159564971924,0.3954534977674484,-0.018887735903263092,0.034486860036849976,1500.0,AUTO,1500.0
16:32:15,-35.36242395,149.1668495,49907.0,-199.5,-392.0,-0.5,-1.5,-103.0,-999.0,-92.0,-0.5,-752.0,0.19575605541467667,-0.04481792636215687,-0.015431880950927734,-0.09494368359446526,-0.002471702406182885,-0.7545931339263916,1320.0,AUTO,1500.0
16:32:17,-35.36247025,149.16674460000002,49909.5,-293.0,-555.5,-5.0,130.0,-60.5,-993.5,-25.0,-1.0,132.0,0.11222924664616585,0.16406041383743286,2.0686440467834473,-0.027970760595053434,-0.0028926795348525047,0.13070165365934372,1500.0,AUTO,1500.0
16:32:19,-35.3625271,149.16661299999998,50015.0,-322.5,-610.0,-6.5,125.0,-70.5,-976.5,25.5,-16.5,5.5,0.07348145917057991,0.1386818289756775,2.124733805656433,0.023159556090831757,-0.01797761768102646,0.0036276597529649734,1500.0,AUTO,1500.0
16:32:21,-35.3625857,149.16647940000001,50016.0,-324.5,-605.0,3.5,114.5,-76.0,-985.0,-31.0,-17.5,4.0,0.08284498751163483,0.13414935767650604,2.1250782012939453,-0.03388514230027795,-0.020194271579384804,0.0027470917557366192,1500.0,AUTO,1500.0
16:32:23,-35.36264575,149.16634615,50015.0,-326.0,-605.0,1.0,151.5,-74.5,-993.5,12.5,-4.0,-1.5,0.07420362904667854,0.138124480843544,2.125503420829773,0.010528260841965675,-0.006368899019435048,-0.003128836862742901,1500.0,AUTO,1500.0
16:32:25,-35.36270555,149.16621285,50034.0,-325.5,-601.5,1.0,133.0,-65.0,-981.5,23.0,3.5,1.5,0.0687517300248146,0.13632038235664368,2.1256191730499268,0.020901370095089078,0.001938674133270979,-0.00028780079446733,1500.0,AUTO,1500.0
16:32:27,-35.362764350000006,149.1660806,50040.0,-318.0,-592.0,2.0,-7.333333333333333,-152.66666666666666,-984.0,-22.666666666666668,-19.333333333333332,724.0,0.1460212767124176,-0.009701179107651114,-3.021008610725403,-0.07026175037026405,-0.027432719245553017,0.7199549674987793,1711.0,AUTO,1500.0
16:32:29,-35.3628226,149.165951,50003.5,-330.0,-590.5,3.5,-142.0,-68.66666666666667,-990.0,33.666666666666664,-19.333333333333332,-41.333333333333336,0.06781648844480515,-0.15448050200939178,-1.9758024215698242,0.034523023292422295,-0.02304528933018446,-0.13566618040204048,1500.0,AUTO,1500.0
16:32:31,-35.362882549999995,149.16581885,50013.0,-335.0,-605.0,-0.5,-139.5,-64.5,-991.0,25.5,13.5,9.5,0.07319071516394615,-0.13861070573329926,-2.019112467765808,0.023522192146629095,0.01130247674882412,0.008239712507929653,1500.0,AUTO,1500.0
16:32:33,-35.3629423,149.165686,50024.0,-329.5,-595.0,2.0,-134.33333333333334,-75.0,-985.0,-2.6666666666666665,-5.333333333333333,3.3333333333333335,0.07243474945425987,-0.13402676582336426,-2.0188522338867188,-0.035599387367255986,-0.006919615319930017,0.006450365763157606,1500.0,AUTO,1500.0
16:32:35,-35.3630012,149.16555490000002,50000.0,-328.5,-592.0,0.5,-137.33333333333334,-74.66666666666667,-992.3333333333334,3.0,13.666666666666666,4.333333333333333,0.06892558932304382,-0.13605749607086182,-2.0196027755737305,0.03052563965320587,0.010655744699761271,-0.010733050527051091,1500.0,AUTO,1500.0
16:32:37,-35.3630601,149.16542385000002,50002.0,-328.5,-591.5,0.0,-136.5,-71.0,-989.0,11.0,7.0,1.5,0.06821810081601143,-0.13255178928375244,-2.0193456411361694,0.009470988530665636,0.005138188134878874,0.0002746353857219219,1500.0,AUTO,1500.0
16:32:39,-35.363119600000005,149.16529335,50011.0,-333.0,-585.0,-2.5,0.0,-154.5,-1005.5,-32.0,61.0,-713.0,0.13612527400255203,0.014200137229636312,-0.017852783203125,-0.034315054304897785,0.058865875005722046,-0.7154570519924164,1069.0,AUTO,1500.0
16:32:41,-35.3631744,149.16517425,50112.5,-259.0,-480.5,4.0,126.0,-73.0,-988.5,-559.0,-30.0,107.5,-0.036678753793239594,0.08348488807678223,2.0828797817230225,-0.5622491836547852,-0.032777659595012665,0.1058097779750824,1500.0,AUTO,1500.0
16:32:43,-35.3632109,149.16508770000002,50026.0,-147.5,-292.5,3.5,75.5,-5.5,-1004.5,203.0,-13.5,34.5,-0.06763935834169388,0.014104934874922037,2.130823254585266,0.19757343083620071,-0.016266460064798594,0.03335958160459995,1500.0,AUTO,1500.0
16:32:45,-35.363229450000006,149.16504550000002,49992.5,-45.5,-99.0,0.5,22.5,19.5,-1012.5,755.5,10.5,7.5,-0.06611381843686104,-0.016250592190772295,2.1335878372192383,0.7531770467758179,0.008969528833404183,0.00615549593931064,1500.0,AUTO,1500.0
16:32:47,-35.363233750000006,149.16503745,49988.5,4.0,-6.0,0.0,-0.3333333333333333,-18.333333333333332,-1004.6666666666666,-175.66666666666666,11.333333333333334,4.0,-0.02386583387851715,-0.004228439531289041,2.132933497428894,-0.4831309914588928,0.013799211475998163,0.0009777547093108296,1500.0,AUTO,1500.0
