,ADSB_LIST_ALT,ADSB_LIST_RADIUS,FOLL_DIST_MAX,COMPASS_CUS_ROLL,ACRO_RP_EXPO,PILOT_TKOFF_ALT,ACRO_Y_EXPO,PILOT_Y_EXPO,AHRS_CUSTOM_ROLL,IM_STB_COL_1,IM_STB_COL_4,H_CYC_MAX,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,IM_STB_COL_2,IM_STB_COL_3,EK3_GSF_RST_MAX,ATC_RAT_YAW_P,ATC_ANG_YAW_P,EK2_GSF_RST_MAX,ATC_RAT_YAW_I,ATC_RAT_YAW_D,FHLD_BRAKE_RATE,COMPASS_CUS_YAW,AHRS_CUSTOM_YAW
16:30:54.505,0.0,0.0,1.0,-103.0,-0.5,240.0,-1.0,-0.5,-115.0,29.0,76.0,2100.0,219.0,0.0,2.0,24.0,6.0,0.325,3.0,5.0,0.07,0.0,1.0,-6.0,-95.0
16:30:59.394,0.0,0.0,1.0,128.0,-0.5,160.0,-1.0,-0.5,-33.0,77.0,13.0,2500.0,77.0,0.0,26.0,11.0,3.0,0.245,3.0,4.0,0.15,0.01,1.0,-155.0,25.0
16:31:03.460,0.0,0.0,1.0,-146.0,-0.5,20.0,-1.0,-0.5,104.0,11.0,100.0,2000.0,243.0,0.0,15.0,71.0,5.0,0.235,3.0,3.0,0.03,0.0,1.0,-129.0,-119.0
16:31:07.547,0.0,0.0,1.0,-135.0,-0.5,240.0,-1.0,-0.5,-177.0,4.0,12.0,1900.0,100.0,0.0,35.0,6.0,10.0,0.195,3.0,10.0,0.11,0.01,1.0,-21.0,6.0
16:31:11.847,0.0,0.0,1.0,-152.0,-0.5,310.0,-1.0,-0.5,8.0,13.0,1.0,1500.0,44.0,0.0,13.0,24.0,3.0,0.295,3.0,8.0,0.1,0.0,1.0,24.0,-129.0
16:31:17.516,0.0,0.0,1.0,-26.0,-0.5,440.0,-1.0,-0.5,-176.0,81.0,62.0,1100.0,149.0,0.0,1.0,35.0,3.0,0.265,3.0,10.0,0.03,0.01,1.0,-107.0,-176.0
16:31:22.424,0.0,0.0,1.0,51.0,-0.5,210.0,-1.0,-0.5,165.0,15.0,29.0,1400.0,66.0,0.0,82.0,50.0,4.0,0.285,3.0,3.0,0.07,0.01,1.0,-87.0,-133.0
16:31:27.855,0.0,0.0,1.0,25.0,-0.5,710.0,-1.0,-0.5,-11.0,53.0,12.0,1400.0,50.0,0.0,22.0,41.0,9.0,0.325,3.0,4.0,0.15,0.0,1.0,-154.0,-52.0
16:31:32.897,0.0,0.0,1.0,-141.0,-0.5,160.0,-1.0,-0.5,24.0,47.0,22.0,1300.0,41.0,0.0,6.0,62.0,6.0,0.245,3.0,7.0,0.06,0.0,1.0,101.0,-75.0
16:31:37.584,0.0,0.0,1.0,-62.0,-0.5,420.0,-1.0,-0.5,-144.0,24.0,11.0,700.0,71.0,0.0,53.0,22.0,9.0,0.305,3.0,7.0,0.06,0.01,1.0,-101.0,-54.0
16:31:42.113,0.0,0.0,1.0,-105.0,-0.5,160.0,-1.0,-0.5,-66.0,70.0,63.0,800.0,86.0,0.0,44.0,34.0,10.0,0.245,3.0,7.0,0.1,0.02,1.0,-19.0,-175.0
16:31:47.414,0.0,0.0,1.0,-10.0,-0.5,290.0,-1.0,-0.5,-131.0,47.0,11.0,2300.0,161.0,0.0,65.0,34.0,5.0,0.215,3.0,7.0,0.07,0.01,1.0,-107.0,-121.0
16:31:52.741,0.0,0.0,1.0,96.0,-0.5,130.0,-1.0,-0.5,-42.0,50.0,29.0,1200.0,84.0,0.0,37.0,88.0,9.0,0.55,3.0,4.0,0.17,0.0,1.0,-37.0,-159.0
16:31:57.606,0.0,0.0,1.0,11.0,-0.5,840.0,-1.0,-0.5,-2.0,11.0,11.0,500.0,169.0,0.0,71.0,37.0,6.0,0.295,3.0,7.0,0.1,0.01,1.0,-163.0,61.0
16:32:03.047,0.0,0.0,1.0,-18.0,-0.5,110.0,-1.0,-0.5,-41.0,35.0,21.0,4500.0,66.0,0.0,25.0,8.0,3.0,0.195,3.0,6.0,0.03,0.0,1.0,-5.0,30.0
16:32:07.570,0.0,0.0,1.0,-52.0,-0.5,80.0,-1.0,-0.5,-174.0,38.0,6.0,3000.0,102.0,0.0,78.0,50.0,8.0,0.255,3.0,4.0,0.06,0.0,1.0,-107.0,-43.0
16:32:11.631,0.0,0.0,1.0,-115.0,-0.5,260.0,-1.0,-0.5,-162.0,63.0,47.0,1100.0,157.0,0.0,16.0,11.0,5.0,0.195,3.0,7.0,0.04,0.02,1.0,43.0,-7.0
16:32:15.917,0.0,0.0,1.0,-31.0,-0.5,350.0,-1.0,-0.5,6.0,37.0,41.0,2700.0,51.0,0.0,32.0,3.0,6.0,0.285,3.0,3.0,0.13,0.01,1.0,0.0,-142.0
16:32:20.661,0.0,0.0,1.0,-115.0,-0.5,470.0,-1.0,-0.5,-168.0,45.0,41.0,1400.0,119.0,0.0,95.0,63.0,3.0,0.18,3.0,4.0,0.04,0.01,1.0,56.0,-48.0
16:32:25.556,0.0,0.0,1.0,-157.0,-0.5,530.0,-1.0,-0.5,-167.0,38.0,26.0,700.0,161.0,0.0,34.0,82.0,3.0,0.485,3.0,4.0,0.04,0.01,1.0,143.0,-59.0
16:32:29.655,0.0,0.0,1.0,-168.0,-0.5,60.0,-1.0,-0.5,119.0,19.0,3.0,1000.0,42.0,0.0,29.0,6.0,9.0,0.205,3.0,5.0,0.07,0.01,1.0,-109.0,128.0
16:32:33.638,0.0,0.0,1.0,-121.0,-0.5,150.0,-1.0,-0.5,-101.0,94.0,59.0,700.0,116.0,0.0,96.0,11.0,6.0,0.45,3.0,5.0,0.12,0.01,1.0,33.0,-83.0
16:32:38.668,0.0,0.0,1.0,-38.0,-0.5,40.0,-1.0,-0.5,72.0,19.0,10.0,800.0,139.0,0.0,48.0,6.0,7.0,0.51,3.0,3.0,0.04,0.0,1.0,16.0,-60.0
