,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS
03:02:49.678,30259.0,0.25,0.1,1000.0,30.0
03:02:54.312,19632.0,0.25,0.1,1000.0,30.0
03:02:59.843,68606.0,0.25,0.1,1000.0,30.0
03:03:04.553,37548.0,0.25,0.1,1000.0,30.0
03:03:09.587,68411.0,0.25,0.1,1000.0,30.0
03:03:14.124,25827.0,0.25,0.1,1000.0,30.0
03:03:19.510,1595.0,0.25,0.1,1000.0,30.0
03:03:24.208,8994.0,0.25,0.1,1000.0,30.0
03:03:29.798,13716.0,0.25,0.1,1000.0,30.0
03:03:34.467,77913.0,0.25,0.1,1000.0,30.0
03:03:40.090,70004.0,0.25,0.1,1000.0,30.0
03:03:45.806,9596.0,0.25,0.1,1000.0,30.0
03:03:50.495,46529.0,0.25,0.1,1000.0,30.0
03:03:55.624,12114.0,0.25,0.1,1000.0,30.0
03:04:00.307,34519.0,0.25,0.1,1000.0,30.0
03:04:06.016,43005.0,0.25,0.1,1000.0,30.0
03:04:11.703,98834.0,0.25,0.1,1000.0,30.0
03:04:16.343,81471.0,0.25,0.1,1000.0,30.0
03:04:21.972,4285.0,0.25,0.1,1000.0,30.0
03:04:26.600,74642.0,0.25,0.1,1000.0,30.0
03:04:31.716,88019.0,0.25,0.1,1000.0,30.0
03:04:36.305,167740.0,0.25,0.1,1000.0,30.0
03:04:41.827,39734.0,0.25,0.1,1000.0,30.0
03:04:46.364,14238.0,0.25,0.1,1000.0,30.0
03:04:51.931,22628.0,0.25,0.1,1000.0,30.0
03:04:56.547,34364.0,0.25,0.1,1000.0,30.0
03:05:01.695,76995.0,0.25,0.1,1000.0,30.0
03:05:06.209,66013.0,0.25,0.1,1000.0,30.0
03:05:11.716,25496.0,0.25,0.1,1000.0,30.0
03:05:16.277,54585.0,0.25,0.1,1000.0,30.0
03:05:21.908,966.0,0.25,0.1,1000.0,30.0
03:05:26.547,24896.0,0.25,0.1,1000.0,30.0
03:05:31.642,22036.0,0.25,0.1,1000.0,30.0
03:05:36.334,111713.0,0.25,0.1,1000.0,30.0
03:05:41.813,64321.0,0.25,0.1,1000.0,30.0
03:05:46.493,27037.0,0.25,0.1,1000.0,30.0
03:05:52.026,21861.0,0.25,0.1,1000.0,30.0
03:05:57.588,2042.0,0.25,0.1,1000.0,30.0
03:06:02.164,27303.0,0.25,0.1,1000.0,30.0
03:06:07.684,15257.0,0.25,0.1,1000.0,30.0
03:06:12.324,22300.0,0.25,0.1,1000.0,30.0
03:06:18.015,53493.0,0.25,0.1,1000.0,30.0
03:06:23.645,31631.0,0.25,0.1,1000.0,30.0
03:06:28.140,149075.0,0.25,0.1,1000.0,30.0
03:06:33.818,9452.0,0.25,0.1,1000.0,30.0
03:06:38.358,112953.0,0.25,0.1,1000.0,30.0
03:06:43.950,38410.0,0.25,0.1,1000.0,30.0
03:06:48.595,57717.0,0.25,0.1,1000.0,30.0
03:06:53.161,16854.0,0.25,0.1,1000.0,30.0
03:06:57.745,70586.0,0.25,0.1,1000.0,30.0
03:07:02.396,172775.0,0.25,0.1,1000.0,30.0
03:07:07.006,40383.0,0.25,0.1,1000.0,30.0
03:07:12.572,185946.0,0.25,0.1,1000.0,30.0
03:07:17.288,109506.0,0.25,0.1,1000.0,30.0
03:07:22.939,115577.0,0.25,0.1,1000.0,30.0
03:07:27.437,32449.0,0.25,0.1,1000.0,30.0
03:07:33.031,7402.0,0.25,0.1,1000.0,30.0
03:07:38.694,39420.0,0.25,0.1,1000.0,30.0
03:07:43.220,156093.0,0.25,0.1,1000.0,30.0
03:07:48.866,129438.0,0.25,0.1,1000.0,30.0
03:07:53.515,15704.0,0.25,0.1,1000.0,30.0
03:07:58.659,71632.0,0.25,0.1,1000.0,30.0
