,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS,MOT_BOOST_SCALE,ATC_SLEW_YAW,CAM_SERVO_OFF,CHUTE_ALT_MIN,RTL_CLIMB_MIN,OA_DB_ALT_MIN,RTL_SPEED,RTL_CONE_SLOPE,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG
13:02:50.291,140648.0,0.25,0.1,1000.0,30.0,2.0,12700.0,1000.0,32000.0,3000.0,0.0,1800.0,10.1,0.0,0.0
13:02:54.327,300000.0,0.25,0.1,1000.0,30.0,1.4,18000.0,1000.0,21493.0,1910.0,0.0,0.0,5.9,0.0,0.0
13:02:58.347,105596.0,0.25,0.1,1000.0,30.0,3.8,9100.0,1000.0,0.0,1320.0,0.0,0.0,4.5,0.0,0.0
13:03:02.383,180063.0,0.25,0.1,1000.0,30.0,2.8,8000.0,1000.0,32000.0,0.0,0.0,1400.0,2.7,0.0,0.0
13:03:06.424,242468.0,0.25,0.1,1000.0,30.0,3.9,15300.0,1000.0,19955.0,3000.0,0.0,0.0,0.5,0.0,0.0
13:03:10.472,122708.0,0.25,0.1,1000.0,30.0,5.1,500.0,1000.0,21674.0,2530.0,0.0,2000.0,0.5,0.0,0.0
13:03:14.517,300000.0,0.25,0.1,1000.0,30.0,2.9,18000.0,1000.0,20159.0,1500.0,0.0,950.0,1.3,0.0,0.0
13:03:18.037,200.0,0.25,0.1,1000.0,30.0,0.0,500.0,1000.0,10676.0,3000.0,0.0,400.0,0.5,0.0,0.0
13:03:22.089,300000.0,0.25,0.1,1000.0,30.0,1.4,18000.0,1000.0,32000.0,3000.0,0.0,100.0,5.4,0.0,0.0
13:03:26.124,278653.0,0.25,0.1,1000.0,30.0,4.4,1000.0,1000.0,15971.0,2060.0,0.0,1950.0,2.2,0.0,0.0
13:03:30.160,187578.0,0.25,0.1,1000.0,30.0,1.5,18000.0,1000.0,32000.0,3000.0,0.0,2000.0,9.8,0.0,0.0
13:03:34.200,164847.0,0.25,0.1,1000.0,30.0,2.1,13000.0,1000.0,14544.0,790.0,0.0,1650.0,2.7,0.0,0.0
13:03:38.224,151088.0,0.25,0.1,1000.0,30.0,5.0,18000.0,1000.0,32000.0,1630.0,0.0,2000.0,1.9,0.0,0.0
13:03:42.246,190070.0,0.25,0.1,1000.0,30.0,5.1,2900.0,1000.0,648.0,0.0,0.0,0.0,9.5,0.0,0.0
13:03:46.272,240736.0,0.25,0.1,1000.0,30.0,4.3,7800.0,1000.0,0.0,2110.0,0.0,1300.0,7.6,0.0,0.0
13:03:50.294,160929.0,0.25,0.1,1000.0,30.0,2.4,8600.0,1000.0,0.0,2360.0,0.0,0.0,10.1,0.0,0.0
13:03:54.311,27281.0,0.25,0.1,1000.0,30.0,2.2,11300.0,1000.0,19730.0,2860.0,0.0,2000.0,3.9,0.0,0.0
13:03:58.338,204514.0,0.25,0.1,1000.0,30.0,4.0,8300.0,1000.0,15681.0,3000.0,0.0,100.0,7.2,0.0,0.0
13:04:02.362,132207.0,0.25,0.1,1000.0,30.0,2.7,12200.0,1000.0,29686.0,870.0,0.0,1350.0,8.3,0.0,0.0
13:04:06.382,200.0,0.25,0.1,1000.0,30.0,5.1,13100.0,1000.0,15451.0,1820.0,0.0,1850.0,9.6,0.0,0.0
13:04:10.399,200.0,0.25,0.1,1000.0,30.0,0.6,7500.0,1000.0,9118.0,0.0,0.0,2000.0,5.5,0.0,0.0
13:04:14.421,142013.0,0.25,0.1,1000.0,30.0,3.9,10000.0,1000.0,7145.0,2320.0,0.0,0.0,1.2,0.0,0.0
13:04:18.450,199906.0,0.25,0.1,1000.0,30.0,3.0,4400.0,1000.0,32000.0,1500.0,0.0,2000.0,0.5,0.0,0.0
