,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS,MOT_BOOST_SCALE,ATC_SLEW_YAW,CAM_SERVO_OFF,CHUTE_ALT_MIN,RTL_CLIMB_MIN
07:46:01.138,20437.0,0.25,0.1,1000.0,30.0,4.2,3100.0,1000.0,5427.0,2100.0
07:46:07.138,19031.0,0.25,0.1,1000.0,30.0,2.1,1200.0,1000.0,28128.0,520.0
07:46:12.980,52941.0,0.25,0.1,1000.0,30.0,0.4,4700.0,1000.0,23605.0,1020.0
07:46:17.967,101814.0,0.25,0.1,1000.0,30.0,0.4,5500.0,1000.0,17838.0,380.0
07:46:23.529,134720.0,0.25,0.1,1000.0,30.0,0.2,7400.0,1000.0,9344.0,420.0
07:46:29.081,14939.0,0.25,0.1,1000.0,30.0,2.8,6300.0,1000.0,18821.0,290.0
07:46:35.017,46970.0,0.25,0.1,1000.0,30.0,1.8,17200.0,1000.0,1969.0,390.0
07:46:40.989,38557.0,0.25,0.1,1000.0,30.0,0.1,9700.0,1000.0,18784.0,1820.0
07:46:45.894,11256.0,0.25,0.1,1000.0,30.0,0.4,2400.0,1000.0,5980.0,610.0
07:46:51.267,42524.0,0.25,0.1,1000.0,30.0,0.6,6400.0,1000.0,8349.0,520.0
07:46:57.304,65870.0,0.25,0.1,1000.0,30.0,2.2,2600.0,1000.0,11580.0,350.0
07:47:03.275,81247.0,0.25,0.1,1000.0,30.0,3.4,1400.0,1000.0,6743.0,620.0
07:47:09.265,48116.0,0.25,0.1,1000.0,30.0,1.0,16900.0,1000.0,8933.0,710.0
07:47:15.269,6258.0,0.25,0.1,1000.0,30.0,2.8,4600.0,1000.0,3497.0,1500.0
07:47:21.238,119071.0,0.25,0.1,1000.0,30.0,0.6,2600.0,1000.0,12794.0,1680.0
07:47:27.251,16254.0,0.25,0.1,1000.0,30.0,0.1,10100.0,1000.0,857.0,1690.0
07:47:33.249,261126.0,0.25,0.1,1000.0,30.0,1.1,1700.0,1000.0,10073.0,520.0
07:47:39.245,11616.0,0.25,0.1,1000.0,30.0,0.2,9200.0,1000.0,24323.0,30.0
07:47:45.187,18431.0,0.25,0.1,1000.0,30.0,0.4,1900.0,1000.0,23291.0,260.0
07:47:51.135,61213.0,0.25,0.1,1000.0,30.0,0.3,6400.0,1000.0,732.0,120.0
07:47:57.122,130974.0,0.25,0.1,1000.0,30.0,1.6,6300.0,1000.0,1953.0,890.0
07:48:03.123,13185.0,0.25,0.1,1000.0,30.0,3.5,4100.0,1000.0,3046.0,660.0
07:48:09.175,43450.0,0.25,0.1,1000.0,30.0,1.9,3200.0,1000.0,20666.0,1010.0
07:48:15.135,92042.0,0.25,0.1,1000.0,30.0,2.9,1700.0,1000.0,8629.0,380.0
07:48:21.059,2054.0,0.25,0.1,1000.0,30.0,1.1,9100.0,1000.0,21205.0,1510.0
07:48:27.102,42758.0,0.25,0.1,1000.0,30.0,3.2,8100.0,1000.0,2688.0,940.0
07:48:33.136,85915.0,0.25,0.1,1000.0,30.0,0.6,7100.0,1000.0,1213.0,330.0
07:48:39.123,141219.0,0.25,0.1,1000.0,30.0,4.4,5000.0,1000.0,25036.0,2140.0
07:48:45.051,20940.0,0.25,0.1,1000.0,30.0,2.5,4900.0,1000.0,13929.0,710.0
07:48:50.951,19457.0,0.25,0.1,1000.0,30.0,2.9,6800.0,1000.0,1012.0,160.0
07:48:56.004,126313.0,0.25,0.1,1000.0,30.0,0.8,11600.0,1000.0,9964.0,380.0
07:49:01.041,30634.0,0.25,0.1,1000.0,30.0,0.6,8900.0,1000.0,7395.0,890.0
07:49:06.884,1175.0,0.25,0.1,1000.0,30.0,1.9,13300.0,1000.0,7276.0,30.0
07:49:11.845,289564.0,0.25,0.1,1000.0,30.0,1.0,900.0,1000.0,4555.0,1660.0
07:49:17.293,147112.0,0.25,0.1,1000.0,30.0,1.8,10100.0,1000.0,14900.0,50.0
07:49:23.154,84621.0,0.25,0.1,1000.0,30.0,1.1,7600.0,1000.0,2708.0,580.0
07:49:28.230,29639.0,0.25,0.1,1000.0,30.0,0.8,15200.0,1000.0,658.0,1320.0
07:49:34.265,30763.0,0.25,0.1,1000.0,30.0,2.5,4700.0,1000.0,2566.0,1570.0
07:49:40.223,62599.0,0.25,0.1,1000.0,30.0,2.5,2100.0,1000.0,2135.0,610.0
07:49:46.241,34717.0,0.25,0.1,1000.0,30.0,1.6,4100.0,1000.0,457.0,620.0
