,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS,MOT_BOOST_SCALE,ATC_SLEW_YAW,CAM_SERVO_OFF,CHUTE_ALT_MIN,RTL_CLIMB_MIN,OA_DB_ALT_MIN,RTL_SPEED,RTL_CONE_SLOPE,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG,RNGFND3_WSP_MAVG,RNGFND4_WSP_MAVG,RNGFND5_WSP_MAVG,RNGFND6_WSP_MAVG,RNGFND7_WSP_MAVG
16:09:27.079,43111.0,0.25,0.1,1000.0,30.0,2.1,13200.0,1000.0,14408.0,2490.0,0.0,1900.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:09:31.132,273288.0,0.25,0.1,1000.0,30.0,2.2,6500.0,1000.0,31774.0,850.0,0.0,750.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:09:35.159,200.0,0.25,0.1,1000.0,30.0,2.3,18000.0,1000.0,27216.0,1720.0,0.0,1050.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:09:39.183,20006.0,0.25,0.1,1000.0,30.0,1.8,6300.0,1000.0,0.0,1830.0,0.0,550.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:09:43.198,200.0,0.25,0.1,1000.0,30.0,5.1,18000.0,1000.0,6551.0,2330.0,0.0,550.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:09:47.220,200.0,0.25,0.1,1000.0,30.0,0.0,8300.0,1000.0,22070.0,0.0,0.0,450.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:09:51.245,213963.0,0.25,0.1,1000.0,30.0,0.7,18000.0,1000.0,0.0,780.0,0.0,650.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:09:55.264,131096.0,0.25,0.1,1000.0,30.0,1.7,18000.0,1000.0,16233.0,0.0,0.0,2000.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:09:59.280,88150.0,0.25,0.1,1000.0,30.0,0.8,500.0,1000.0,0.0,2400.0,0.0,0.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:10:03.312,187432.0,0.25,0.1,1000.0,30.0,1.8,3700.0,1000.0,32000.0,2380.0,0.0,50.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
