,A.RTL1,A.RTL2,A.RTL3,A.ALT_HOLD2
09:10:53.309,-1.0,-1.0,-1.0,-1
09:10:53.511,-1.0,-1.0,-1.0,-1
09:10:53.712,-1.0,-1.0,-1.0,-1
09:10:53.914,-1.0,-1.0,-1.0,-1
09:10:54.115,-1.0,-1.0,-1.0,-1
09:10:54.317,-1.0,-1.0,-1.0,-1
09:10:54.519,-1.0,-1.0,-1.0,-1
09:10:54.720,-1.0,-1.0,-1.0,-1
09:10:54.922,-1.0,-1.0,-1.0,-1
09:10:55.124,-1.0,-1.0,-1.0,-1
09:10:55.325,-1.0,-1.0,-1.0,-1
09:10:55.527,-1.0,-1.0,-1.0,-1
09:10:55.728,-1.0,-1.0,-1.0,-1
09:10:55.930,-1.0,-1.0,-1.0,-1
09:10:56.132,-1.0,-1.0,-1.0,-1
09:10:56.334,-1.0,-1.0,-1.0,-1
09:10:56.535,-1.0,-1.0,-1.0,-1
09:10:56.737,-1.0,-1.0,-1.0,-1
09:10:56.939,-1.0,-1.0,-1.0,-1
09:10:57.141,-1.0,-1.0,-1.0,-1
09:10:57.342,-1.0,-1.0,-1.0,-1
09:10:57.544,-1.0,-1.0,-1.0,-1
09:10:57.745,-1.0,-1.0,-1.0,-1
09:10:57.947,-1.0,-1.0,-1.0,-1
09:10:58.150,-1.0,-1.0,-1.0,-1
09:10:58.353,-1.0,-1.0,-1.0,-1
09:10:58.555,-1.0,-1.0,-1.0,-1
09:10:58.757,-1.0,-1.0,-1.0,-1
09:10:58.959,-1.0,-1.0,-1.0,-1
09:10:59.161,-1.0,-1.0,-1.0,-1
09:10:59.363,-1.0,-1.0,-1.0,-1
09:10:59.565,-1.0,-1.0,-1.0,-1
09:10:59.767,-1.0,-1.0,-1.0,-1
09:10:59.969,-1.0,-1.0,-1.0,-1
09:11:00.173,-1.0,-1.0,-1.0,-1
09:11:00.374,-1.0,-1.0,-1.0,-1
09:11:00.576,-1.0,-1.0,-1.0,-1
09:11:00.779,-1.0,-1.0,-1.0,-1
09:11:00.987,-1.0,-1.0,-1.0,-1
09:11:01.189,-1.0,-1.0,-1.0,-1
09:11:01.392,-1.0,-1.0,-1.0,-1
09:11:01.593,-1.0,-1.0,-1.0,-1
09:11:01.795,-1.0,-1.0,-1.0,-1
09:11:01.997,-1.0,-1.0,-1.0,-1
09:11:02.198,-1.0,-1.0,-1.0,-1
09:11:02.400,-1.0,-1.0,-1.0,-1
09:11:02.601,-1.0,-1.0,-1.0,-1
09:11:02.804,-1.0,-1.0,-1.0,-1
09:11:03.005,-1.0,-1.0,-1.0,-1
09:11:03.207,-1.0,-1.0,-1.0,-1
09:11:03.408,-1.0,-1.0,-1.0,-1
09:11:03.610,-1.0,-1.0,-1.0,-1
09:11:03.811,-1.0,-1.0,-1.0,-1
09:11:04.014,-1.0,-1.0,-1.0,-1
09:11:04.216,-1.0,-1.0,-1.0,-1
09:11:04.417,-1.0,-1.0,-1.0,-1
09:11:04.620,-1.0,-1.0,-1.0,-1
09:11:04.822,-1.0,-1.0,-1.0,-1
09:11:05.023,-1.0,-1.0,-1.0,-1
09:11:05.226,-1.0,-1.0,-1.0,-1
09:11:05.427,-1.0,-1.0,-1.0,-1
