,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,EK2_CHECK_SCALE,EK3_CHECK_SCALE,LGR_DEPLOY_ALT,RNGFND1_WSP_MAVG
05:15:06.105,234082.0,0.4,0.7,10.1,0.25,5.1,0.0,8820.0,50.0,1.0,0.1,50.0,50.0,645.0,0.0
05:15:10.159,274987.0,0.4,2.0,-1.0,0.25,2.5,0.0,32000.0,290.0,1.0,0.1,50.0,50.0,6.0,0.0
05:15:14.174,42401.0,1.0,0.2,-10.0,0.25,1.0,0.0,20621.0,350.0,1.0,0.1,50.0,50.0,9.0,0.0
05:15:18.191,200.0,0.6,1.7,0.8,0.25,5.1,0.0,8357.0,350.0,1.0,0.1,50.0,50.0,625.0,0.0
05:15:22.223,256877.0,0.6,0.0,-0.0,0.25,5.1,0.0,12899.0,680.0,1.0,0.1,50.0,50.0,485.0,0.0
05:15:26.248,200.0,1.1,2.0,-7.1,0.25,3.9,0.0,28082.0,590.0,1.0,0.1,50.0,50.0,0.0,0.0
05:15:30.266,111437.0,0.0,0.0,-8.8,0.25,2.3,0.0,3733.0,230.0,1.0,0.1,50.0,50.0,1000.0,0.0
05:15:34.279,13216.0,0.9,1.2,-6.5,0.25,0.0,0.0,18838.0,520.0,1.0,0.1,50.0,50.0,0.0,0.0
05:15:38.304,145863.0,0.0,1.7,10.1,0.25,2.5,0.0,32000.0,400.0,1.0,0.1,50.0,50.0,183.0,0.0
05:15:42.334,170545.0,0.9,0.8,10.1,0.25,3.5,0.0,20852.0,380.0,1.0,0.1,50.0,50.0,556.0,0.0
05:15:46.356,124891.0,0.1,2.0,1.7,0.25,2.8,0.0,23367.0,690.0,1.0,0.1,50.0,50.0,460.0,0.0
05:15:50.377,78228.0,0.6,0.0,2.8,0.25,5.1,0.0,32000.0,770.0,1.0,0.1,50.0,50.0,718.0,0.0
05:15:54.392,200.0,1.1,1.0,-8.7,0.25,3.2,0.0,7846.0,780.0,1.0,0.1,50.0,50.0,465.0,0.0
05:15:58.425,51288.0,0.1,1.9,-7.7,0.25,5.1,0.0,0.0,650.0,1.0,0.1,50.0,50.0,575.0,0.0
05:16:02.461,171675.0,0.2,0.9,1.1,0.25,0.0,0.0,5943.0,670.0,1.0,0.1,50.0,50.0,617.0,0.0
05:16:06.474,200.0,0.8,0.0,0.7,0.25,5.1,0.0,17062.0,1000.0,1.0,0.1,50.0,50.0,0.0,0.0
05:16:10.494,110009.0,0.6,1.0,-6.4,0.25,3.1,0.0,12526.0,200.0,1.0,0.1,50.0,50.0,0.0,0.0
05:16:14.016,162308.0,1.1,2.0,2.8,0.25,2.1,0.0,7327.0,0.0,1.0,0.1,50.0,50.0,787.0,0.0
05:16:18.042,156375.0,0.9,1.0,10.1,0.25,0.0,0.0,0.0,860.0,1.0,0.1,50.0,50.0,579.0,0.0
05:16:22.071,73734.0,0.8,0.0,-6.1,0.25,0.0,0.0,3931.0,910.0,1.0,0.1,50.0,50.0,703.0,0.0
05:16:26.093,107721.0,0.7,0.0,-0.2,0.25,5.1,0.0,15549.0,380.0,1.0,0.1,50.0,50.0,1000.0,0.0
05:16:30.125,300000.0,0.4,1.6,6.7,0.25,4.7,0.0,4569.0,950.0,1.0,0.1,50.0,50.0,426.0,0.0
05:16:34.140,45463.0,0.0,2.0,-8.3,0.25,2.0,0.0,0.0,0.0,1.0,0.1,50.0,50.0,1000.0,0.0
05:16:38.191,300000.0,0.9,1.3,6.6,0.25,5.1,0.0,32000.0,370.0,1.0,0.1,50.0,50.0,1000.0,0.0
05:16:42.222,197487.0,1.0,0.2,-6.7,0.25,4.8,0.0,22447.0,660.0,1.0,0.1,50.0,50.0,1000.0,0.0
05:16:46.248,207837.0,1.1,0.0,10.1,0.25,2.2,0.0,32000.0,370.0,1.0,0.1,50.0,50.0,0.0,0.0
05:16:50.273,200.0,0.6,0.4,10.1,0.25,2.8,0.0,32000.0,300.0,1.0,0.1,50.0,50.0,228.0,0.0
05:16:55.305,300000.0,0.6,0.3,-10.0,0.25,5.1,0.0,0.0,510.0,1.0,0.1,50.0,50.0,0.0,0.0
05:16:59.330,39997.0,0.0,0.0,-1.9,0.25,3.6,0.0,22449.0,1000.0,1.0,0.1,50.0,50.0,972.0,0.0
05:17:03.363,300000.0,0.0,1.1,1.1,0.25,0.5,0.0,12938.0,890.0,1.0,0.1,50.0,50.0,131.0,0.0
05:17:07.390,200.0,0.4,0.4,-6.6,0.25,4.1,0.0,16879.0,400.0,1.0,0.1,50.0,50.0,0.0,0.0
05:17:11.434,300000.0,0.8,2.0,-1.7,0.25,2.2,0.0,14071.0,600.0,1.0,0.1,50.0,50.0,925.0,0.0
05:17:15.452,200.0,0.7,2.0,8.0,0.25,1.6,0.0,32000.0,450.0,1.0,0.1,50.0,50.0,161.0,0.0
05:17:19.484,277377.0,0.0,1.1,10.1,0.25,4.1,0.0,16088.0,1000.0,1.0,0.1,50.0,50.0,435.0,0.0
