time_stamp,MODE,alt,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro
19:07:20,STABILIZE,583980.0,-35.3632621,149.1652374,0.0,0.0,0.0,0.0,0.0,2.0,-1000.0,0.0,0.0,0.0
