,LOIT_BRK_DELAY,WPNAV_TER_MARGIN,LOIT_BRK_ACCEL,CHUTE_DELAY_MS,GUID_TIMEOUT,SERVO_ROB_POSMAX,SERVO_ROB_POSMIN,EK2_BCN_DELAY,EK2_FLOW_DELAY,EK3_FLOW_DELAY,BARO_FLTR_RNG,COMPASS_FLTR_RNG,H_RSC_AROT_PCT,BATT2_LOW_TIMER,BATT3_LOW_TIMER,BATT4_LOW_TIMER,BATT5_LOW_TIMER,BATT6_LOW_TIMER,BATT7_LOW_TIMER,BATT8_LOW_TIMER,BATT9_LOW_TIMER,BATT_LOW_TIMER,DISARM_DELAY,OSD_MSG_TIME,EK2_TAU_OUTPUT
17:12:31.084,0.2,0.1,90.0,0.0,0.1,0.0,0.0,40.0,130.0,160.0,13.0,27.0,8.0,17.0,98.0,89.0,55.0,120.0,21.0,120.0,120.0,0.0,0.0,1.0,15.0
17:12:35.742,0.0,0.1,89.0,5000.0,0.1,0.0,0.0,0.0,0.0,250.0,21.0,28.0,11.0,11.0,49.0,63.0,35.0,0.0,41.0,0.0,54.0,84.0,0.0,1.0,50.0
17:12:44.201,0.2,0.1,238.0,1774.0,0.1,0.0,0.0,90.0,60.0,250.0,100.0,93.0,0.0,16.0,120.0,90.0,61.0,93.0,16.0,66.0,50.0,18.0,0.0,1.0,10.0
17:12:48.920,1.0,0.1,25.0,906.0,0.1,0.0,0.0,90.0,130.0,40.0,100.0,59.0,5.0,20.0,120.0,3.0,0.0,118.0,35.0,35.0,114.0,49.0,0.0,1.0,25.0
17:12:54.413,1.2,0.1,35.0,4606.0,0.1,0.0,0.0,90.0,70.0,0.0,100.0,87.0,14.0,0.0,52.0,74.0,36.0,53.0,92.0,0.0,120.0,48.0,0.0,1.0,15.0
17:13:00.049,0.0,0.1,72.0,4637.0,0.1,0.0,0.0,80.0,0.0,180.0,0.0,100.0,19.0,120.0,66.0,77.0,115.0,0.0,59.0,0.0,53.0,31.0,0.0,1.0,20.0
17:13:04.530,0.9,0.1,179.0,0.0,0.1,0.0,0.0,130.0,0.0,80.0,96.0,95.0,13.0,32.0,19.0,37.0,6.0,31.0,90.0,120.0,111.0,32.0,0.0,1.0,10.0
17:13:17.045,2.0,0.1,243.0,3771.0,0.1,0.0,0.0,50.0,10.0,150.0,100.0,55.0,8.0,0.0,8.0,35.0,111.0,19.0,83.0,120.0,107.0,69.0,0.0,1.0,25.0
17:13:28.206,1.3,0.1,40.0,4607.0,0.1,0.0,0.0,0.0,20.0,250.0,70.0,68.0,7.0,17.0,120.0,0.0,0.0,67.0,79.0,15.0,120.0,1.0,0.0,1.0,30.0
17:13:33.055,0.0,0.1,202.0,0.0,0.1,0.0,0.0,0.0,40.0,70.0,19.0,54.0,4.0,0.0,119.0,45.0,24.0,6.0,32.0,102.0,120.0,0.0,0.0,1.0,35.0
