,ADSB_LIST_ALT,ADSB_LIST_RADIUS,FOLL_DIST_MAX,COMPASS_CUS_ROLL,ACRO_RP_EXPO,PILOT_TKOFF_ALT,ACRO_Y_EXPO,PILOT_Y_EXPO,AHRS_CUSTOM_ROLL,IM_STB_COL_1,IM_STB_COL_4,H_CYC_MAX,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,IM_STB_COL_2,IM_STB_COL_3,EK3_GSF_RST_MAX,ATC_RAT_YAW_P,ATC_ANG_YAW_P,EK2_GSF_RST_MAX,ATC_RAT_YAW_I,ATC_RAT_YAW_D,FHLD_BRAKE_RATE,COMPASS_CUS_YAW,AHRS_CUSTOM_YAW
16:07:13.047,0.0,0.0,1.0,-170.0,-0.5,580.0,-1.0,-0.5,-121.0,11.0,25.0,3400.0,63.0,0.0,38.0,68.0,4.0,0.335,3.0,7.0,0.04,0.01,1.0,-72.0,-99.0
16:07:18.308,0.0,0.0,1.0,-3.0,-0.5,470.0,-1.0,-0.5,-30.0,13.0,26.0,900.0,138.0,0.0,24.0,41.0,5.0,0.55,3.0,3.0,0.08,0.01,1.0,88.0,85.0
16:07:23.009,0.0,0.0,1.0,-148.0,-0.5,310.0,-1.0,-0.5,-71.0,26.0,12.0,4300.0,141.0,0.0,16.0,41.0,3.0,0.255,3.0,9.0,0.18,0.0,1.0,-78.0,-177.0
16:07:28.623,0.0,0.0,1.0,-48.0,-0.5,60.0,-1.0,-0.5,-162.0,6.0,19.0,3100.0,194.0,0.0,83.0,26.0,9.0,0.545,3.0,10.0,0.1,0.01,1.0,-135.0,-172.0
16:07:33.386,0.0,0.0,1.0,14.0,-0.5,80.0,-1.0,-0.5,-173.0,41.0,34.0,600.0,164.0,0.0,69.0,64.0,3.0,0.375,3.0,10.0,0.07,0.01,1.0,-176.0,-18.0
16:07:39.298,0.0,0.0,1.0,-177.0,-0.5,110.0,-1.0,-0.5,127.0,6.0,83.0,1400.0,76.0,0.0,64.0,35.0,5.0,0.205,3.0,8.0,0.12,0.0,1.0,-170.0,-177.0
16:07:45.611,0.0,0.0,1.0,-158.0,-0.5,240.0,-1.0,-0.5,-2.0,87.0,16.0,2800.0,47.0,0.0,12.0,71.0,3.0,0.245,3.0,7.0,0.06,0.02,1.0,6.0,125.0
16:07:50.866,0.0,0.0,1.0,-93.0,-0.5,280.0,-1.0,-0.5,82.0,45.0,75.0,1700.0,72.0,0.0,34.0,68.0,10.0,0.355,3.0,9.0,0.08,0.0,1.0,170.0,-97.0
16:07:55.647,0.0,0.0,1.0,-59.0,-0.5,210.0,-1.0,-0.5,-47.0,55.0,59.0,200.0,102.0,0.0,18.0,8.0,5.0,0.525,3.0,5.0,0.2,0.01,1.0,-152.0,-152.0
16:08:00.389,0.0,0.0,1.0,-21.0,-0.5,110.0,-1.0,-0.5,6.0,10.0,34.0,1200.0,42.0,0.0,13.0,22.0,9.0,0.6,3.0,8.0,0.18,0.0,1.0,56.0,-129.0
16:08:06.627,0.0,0.0,1.0,-119.0,-0.5,930.0,-1.0,-0.5,-162.0,29.0,16.0,1800.0,79.0,0.0,19.0,11.0,5.0,0.195,3.0,8.0,0.07,0.0,1.0,-38.0,58.0
16:08:11.346,0.0,0.0,1.0,-105.0,-0.5,350.0,-1.0,-0.5,114.0,16.0,89.0,1300.0,199.0,0.0,8.0,6.0,4.0,0.235,3.0,4.0,0.15,0.01,1.0,-143.0,125.0
16:08:16.648,0.0,0.0,1.0,-144.0,-0.5,320.0,-1.0,-0.5,22.0,44.0,34.0,600.0,43.0,0.0,80.0,18.0,3.0,0.295,3.0,4.0,0.12,0.01,1.0,19.0,-76.0
16:08:21.629,0.0,0.0,1.0,-71.0,-0.5,290.0,-1.0,-0.5,-22.0,77.0,1.0,900.0,36.0,0.0,71.0,6.0,6.0,0.365,3.0,3.0,0.13,0.0,1.0,140.0,67.0
16:08:26.648,0.0,0.0,1.0,-35.0,-0.5,760.0,-1.0,-0.5,-26.0,41.0,18.0,3100.0,141.0,0.0,41.0,35.0,5.0,0.195,3.0,5.0,0.03,0.0,1.0,-119.0,-165.0
16:08:31.427,0.0,0.0,1.0,-34.0,-0.5,320.0,-1.0,-0.5,-6.0,38.0,61.0,1600.0,69.0,0.0,41.0,6.0,5.0,0.53,3.0,6.0,0.04,0.0,1.0,-7.0,-160.0
16:08:36.799,0.0,0.0,1.0,-111.0,-0.5,380.0,-1.0,-0.5,-91.0,11.0,57.0,1300.0,59.0,0.0,47.0,4.0,3.0,0.445,3.0,3.0,0.07,0.02,1.0,-176.0,-119.0
16:08:42.593,0.0,0.0,1.0,-125.0,-0.5,290.0,-1.0,-0.5,-169.0,38.0,31.0,1400.0,81.0,0.0,15.0,86.0,4.0,0.365,3.0,10.0,0.08,0.02,1.0,-131.0,-26.0
16:08:47.962,0.0,0.0,1.0,-127.0,-0.5,610.0,-1.0,-0.5,-19.0,44.0,62.0,3600.0,142.0,0.0,18.0,88.0,5.0,0.245,3.0,6.0,0.07,0.0,1.0,-143.0,27.0
16:08:52.656,0.0,0.0,1.0,-139.0,-0.5,40.0,-1.0,-0.5,-167.0,32.0,44.0,800.0,177.0,0.0,50.0,13.0,9.0,0.315,3.0,9.0,0.13,0.01,1.0,-82.0,-115.0
16:08:56.983,0.0,0.0,1.0,-174.0,-0.5,110.0,-1.0,-0.5,-167.0,19.0,19.0,2600.0,182.0,0.0,55.0,18.0,4.0,0.315,3.0,3.0,0.04,0.01,1.0,-173.0,-97.0
16:09:01.920,0.0,0.0,1.0,-93.0,-0.5,410.0,-1.0,-0.5,-145.0,88.0,53.0,500.0,100.0,0.0,90.0,15.0,7.0,0.235,3.0,6.0,0.1,0.01,1.0,56.0,-66.0
