time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,chan4_raw,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,lat,lon,relative_alt,vx,vy,vz,RTL_ALT
16:07:36,0.057969508692622185,-0.014768117107450962,-0.8126752972602844,0.11205834150314331,-0.030909067019820213,-0.734616219997406,1158.0,5.5,29.5,-1016.0,113.0,-29.0,-734.0,AUTO,-35.363269700000004,149.16523890000002,46587.5,-124.0,-6.5,-148.5,1500.0
16:07:42,0.06754669547080994,0.007095216074958444,-1.995905339717865,0.6669664978981018,0.012390924151986837,0.02106159832328558,1500.0,8.0,33.0,-1019.0,559.0,8.0,25.0,AUTO,-35.3632595,149.16523705,50001.5,45.0,-0.5,4.5,1500.0
16:07:46,0.04155271500349045,-0.11712080985307693,-0.23374491184949875,-0.13145934790372849,0.013182719936594367,-0.03942692279815674,1500.0,-73.5,-44.5,-996.0,-129.5,14.0,-38.0,AUTO,-35.3631855,149.16521415,49969.5,360.0,-95.5,-3.5,1500.0
16:07:48,0.0636102519929409,-0.06054655276238918,-0.3919830173254013,-0.04399202764034271,-0.0009305765852332115,-0.6696394681930542,1144.0,-67.5,-57.0,-993.5,-41.0,0.0,-668.0,AUTO,-35.3631174,149.16519305,50011.5,385.0,-97.0,-2.0,1500.0
16:07:52,-0.15574268996715546,0.08655553683638573,-2.3869258165359497,0.23915843665599823,0.02718585729598999,0.03597833961248398,1500.0,51.0,46.0,-1005.0,242.5,28.0,37.0,AUTO,-35.3630034,149.1651786,49996.5,198.5,125.5,2.0,1500.0
16:07:54,0.09020078554749489,0.1707020252943039,-1.1192510724067688,-0.10060474276542664,0.0110781854018569,0.7258364856243134,1500.0,90.0,-27.5,-1002.0,-99.0,11.5,726.5,AUTO,-35.3629726,149.16523335,49928.0,174.5,356.5,0.5,1500.0
16:07:56,0.18671008944511414,-0.06837794743478298,0.30135253816843033,0.012977983802556992,0.05537999048829079,0.7172223031520844,1500.0,-26.5,-141.0,-1008.5,14.5,55.5,717.5,AUTO,-35.362936399999995,149.1653344,49905.0,244.0,545.5,-4.5,1500.0
16:07:58,0.07778269052505493,-0.16072332859039307,1.1902377605438232,0.019785474985837936,0.03408552706241608,-0.0749809667468071,1500.0,-127.0,-76.0,-990.0,21.0,34.0,-73.0,AUTO,-35.3628913,149.1654636,49999.0,261.0,627.0,-1.0,1500.0
16:08:00,0.08162745088338852,-0.12975284457206726,1.1652262210845947,-0.06139224395155907,-0.009501710534095764,0.005962400697171688,1500.0,-124.0,-83.0,-975.0,-59.0,-8.0,6.0,AUTO,-35.3628616,149.1655514,50039.0,263.0,635.0,-2.0,1500.0
16:08:04,-0.1102239191532135,-0.09348660707473755,2.5822031497955322,0.049945682287216187,2.8615002520382404e-05,0.19387894868850708,1544.0,-111.0,115.5,-986.5,50.5,1.0,195.0,AUTO,-35.362757200000004,149.16585859999998,50014.0,268.5,624.0,0.5,1500.0
16:08:06,-0.1143899733821551,-0.09288778901100159,2.6116552352905273,-0.025328405822316807,-0.01229335367679596,-0.00026488441896314424,1500.0,-91.33333333333333,122.66666666666667,-989.3333333333334,-23.333333333333332,-11.0,0.6666666666666666,AUTO,-35.362705033333334,149.16600770000002,50009.0,272.6666666666667,620.0,0.3333333333333333,1500.0
16:08:08,-0.1119561642408371,-0.09363409131765366,2.613954782485962,-0.03227067366242409,-0.003402882255613804,0.002709967317059636,1500.0,-96.5,116.5,-989.0,-30.5,-2.0,4.0,AUTO,-35.36264985,149.16616425,50020.5,265.0,615.0,1.0,1500.0
16:08:12,-0.1240558922290802,-0.09063563495874405,2.6100008487701416,-0.08537900447845459,0.005994999315589666,-0.0026899995282292366,1500.0,-92.0,115.0,-980.0,-83.0,7.0,-1.0,AUTO,-35.3625728,149.1663856,50006.0,265.0,615.0,1.0,1500.0
16:08:14,-0.14582869410514832,-0.0342685803771019,3.055716037750244,-0.046154510229825974,0.0020359260961413383,0.7242193818092346,1609.0,-42.0,136.0,-992.0,-45.0,3.0,725.0,AUTO,-35.3625252,149.1665225,50015.0,270.0,622.0,0.0,1500.0
16:08:16,-0.06903358548879623,0.11393747478723526,-1.9671584367752075,0.10217121988534927,-0.05788663029670715,0.6221038103103638,1609.0,130.0,83.0,-1002.0,104.0,-56.0,623.0,AUTO,-35.3624778,149.1666593,50033.0,271.0,613.0,0.0,1500.0
16:08:18,-0.06558538228273392,0.028380945324897766,-1.8272134065628052,-0.25700461864471436,-0.05639410763978958,-0.06958956271409988,1500.0,104.0,25.0,-975.0,-257.0,-54.0,-68.0,AUTO,-35.3624331,149.1667864,50113.0,226.0,513.0,2.0,1500.0
16:08:20,-0.05864574387669563,-0.06039431318640709,-1.8268061876296997,-0.8406090140342712,-0.061973366886377335,-0.013343149796128273,1500.0,70.0,2.0,-1025.0,-838.0,-60.0,-11.0,AUTO,-35.3624021,149.1668786,50053.0,130.0,298.0,5.0,1500.0
16:08:22,-0.09450941532850266,-0.15653622150421143,-1.8220075368881226,-0.2791751027107239,-0.007164250127971172,-0.004002368077635765,1500.0,-4.0,21.0,-1018.0,-274.0,-5.0,-2.0,AUTO,-35.3623945,149.1669182,50001.0,-50.0,39.0,4.0,1500.0
16:08:24,0.0787004753947258,-0.19558320939540863,-2.7167792320251465,-0.2957339286804199,0.025362851098179817,0.12837263941764832,1500.0,-68.0,-64.0,-1014.0,-293.0,27.0,130.0,AUTO,-35.3624253,149.1669044,49929.0,-282.0,-170.0,3.0,1500.0
16:08:26,0.08052489161491394,-0.21282388269901276,-2.6292262077331543,0.08329989016056061,0.029733717441558838,-0.0036288555711507797,1500.0,-114.0,-41.0,-1005.0,85.0,31.0,-1.0,AUTO,-35.362495,149.1668542,49907.0,-472.0,-291.0,2.0,1500.0
16:08:28,-0.1215682178735733,-0.11829409748315811,-1.3629440069198608,0.042393654584884644,-0.009684608317911625,0.7103192210197449,1960.0,-113.0,104.0,-982.0,45.0,-7.0,712.0,AUTO,-35.3625929,149.166782,49990.0,-573.0,-353.0,-5.0,1500.0
16:08:30,-0.15472066402435303,0.02150432951748371,-0.4221511483192444,0.03299042955040932,0.04945117235183716,-0.1347847431898117,1500.0,14.0,157.0,-970.0,36.0,51.0,-132.0,AUTO,-35.3626984,149.1667042,50080.0,-579.0,-349.0,5.0,1500.0
16:08:32,-0.15620306134223938,0.012736826203763485,-0.47413507103919983,-0.026612669229507446,-0.02494712732732296,-0.015824133530259132,1500.0,13.0,148.0,-994.0,-23.0,-23.0,-13.0,AUTO,-35.3628052,149.1666273,50016.0,-602.0,-350.0,1.0,1500.0
16:08:34,-0.1553933173418045,0.00886580254882574,-0.47499895095825195,-0.13360833749175072,0.0004565408453345299,0.0023291995748877525,1500.0,10.0,153.5,-988.5,-130.0,2.5,4.0,AUTO,-35.36293285,149.1665365,50018.0,-596.0,-343.5,0.5,1500.0
16:08:36,-0.15673865377902985,0.012080961838364601,-0.47571247816085815,0.09322669357061386,0.0006608291296288371,0.0020240917801856995,1500.0,-4.0,146.0,-989.0,95.0,2.0,3.0,AUTO,-35.363019,149.1664754,50001.0,-595.0,-343.0,1.0,1500.0
16:08:38,-0.16392961144447327,0.015969926491379738,-0.4761165678501129,0.06310590356588364,0.015448801219463348,0.01968460902571678,1500.0,0.0,162.0,-993.0,66.0,17.0,21.0,AUTO,-35.3631245,149.1664007,49988.0,-596.0,-344.0,0.0,1500.0
16:08:40,-0.16182291507720947,0.011501857700447241,-0.47628190120061237,-0.0011058710515499115,0.009713724255561829,0.00022631681834657988,1514.0,-3.6666666666666665,154.0,-985.0,1.6666666666666667,11.0,2.0,AUTO,-35.363217133333336,149.16633526666666,49989.0,-597.3333333333334,-346.3333333333333,-0.3333333333333333,1500.0
16:08:42,-0.1590756873289744,0.00995876919478178,-0.4770265817642212,-0.002504245067636172,0.014477440000822147,0.0008890141422549883,1514.0,6.333333333333333,150.0,-985.3333333333334,-0.3333333333333333,16.0,2.6666666666666665,AUTO,-35.3633232,149.16626,49989.666666666664,-597.3333333333334,-346.3333333333333,-0.3333333333333333,1500.0
16:08:44,-0.1575401077667872,0.008476426204045614,-0.4770919879277547,-0.02719363073507945,-0.002955075353384018,-0.010323789281149706,1500.0,3.6666666666666665,154.0,-986.3333333333334,-24.666666666666668,-0.3333333333333333,-8.0,AUTO,-35.3634291,149.16618466666668,49990.666666666664,-596.0,-342.3333333333333,-0.3333333333333333,1500.0
16:08:46,-0.15095981458822885,0.01042036215464274,-0.47781437635421753,-0.02826495220263799,0.0014535603889574606,0.0023693887827297053,1500.0,12.333333333333334,158.66666666666666,-992.6666666666666,-26.333333333333332,3.0,4.0,AUTO,-35.36353549999999,149.1661087,50000.0,-591.6666666666666,-336.3333333333333,-1.0,1500.0
16:08:48,-0.07954482734203339,-0.04041223227977753,-0.47202444076538086,-0.21330872985223928,-0.015166705939918756,0.002556672397380074,1500.0,1.6666666666666667,125.66666666666667,-980.6666666666666,-210.66666666666666,-12.666666666666666,4.333333333333333,AUTO,-35.36363836666666,149.166036,50062.0,-528.0,-299.6666666666667,-4.0,1500.0
16:08:50,0.008391797232131163,-0.07250849157571793,-0.4719833234945933,0.6494389275709788,0.006302601968248685,0.00011070670249561469,1500.0,2.3333333333333335,132.33333333333334,-1007.0,652.0,8.333333333333334,1.6666666666666667,AUTO,-35.3637187,149.1659792,50032.666666666664,-352.3333333333333,-205.66666666666666,0.6666666666666666,1500.0
16:08:52,0.05743043621381124,-0.06260879586140315,-0.47239423791567486,0.4623886812478304,0.0002570131327956915,6.149088342984517e-05,1500.0,-1.3333333333333333,54.0,-1000.6666666666666,463.3333333333333,2.3333333333333335,2.3333333333333335,AUTO,-35.363764366666665,149.1659461,49982.333333333336,-158.0,-97.0,-0.3333333333333333,1500.0
16:08:54,-0.0026184864497433105,-0.04993165284395218,0.5996888677279154,-0.03782543788353602,0.015713032179822523,0.7286299665768942,1894.0,5.666666666666667,-5.333333333333333,-997.3333333333334,-36.666666666666664,18.0,730.0,AUTO,-35.3637795,149.16593476666665,49982.666666666664,-18.333333333333332,-14.0,-0.3333333333333333,1500.0
16:08:56,0.004550935545315345,0.0063652365158001585,1.738023002942403,0.30209017793337506,0.009483280669276914,-0.059536099433898926,1500.0,-2.0,17.0,-1001.6666666666666,305.6666666666667,11.0,-57.0,AUTO,-35.3637805,149.1659352,49999.666666666664,10.666666666666666,6.333333333333333,0.0,1500.0
16:08:58,-0.018510257359594107,0.009491594042629004,1.6712777614593506,-0.47675731778144836,-0.018396155287822086,0.0035097301782419286,1500.0,1.0,-23.666666666666668,-999.3333333333334,-474.6666666666667,-16.333333333333332,5.333333333333333,AUTO,-35.36378199999999,149.1659358,49998.0,-2.6666666666666665,-15.333333333333334,0.0,1500.0
16:09:00,-0.005567934984962146,0.0085777627537027,1.6713377634684246,-0.10511387387911479,0.029520996535817783,0.003976033573659758,1500.0,-4.333333333333333,10.333333333333334,-1016.3333333333334,-101.0,31.0,5.666666666666667,AUTO,-35.3637816,149.16593609999998,49992.666666666664,23.333333333333332,-0.6666666666666666,0.0,1500.0
16:09:02,0.010556520583728949,0.008770146407186985,1.671420415242513,0.39271903534730274,-0.0011774397765596707,-0.001135529251769185,1500.0,-0.6666666666666666,18.0,-1002.6666666666666,394.6666666666667,1.3333333333333333,1.0,AUTO,-35.36377993333333,149.1659371,49999.0,3.0,-11.333333333333334,0.0,1500.0
