time_stamp,EK2_ALT_SOURCE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,VFR_HUD_alt,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,alt,lat,lon,relative_alt,vx,vy,vz,RTL_ALT
10:23:19,0.0,0.03406437917146832,-0.07990353833884001,-0.04824979696422815,-0.050559394527226686,0.028440463356673717,0.03768082754686475,597.2624816894531,-7.25,-15.5,-998.5,-49.5,29.0,37.25,AUTO,597262.5,-35.363266725,149.16523782500002,13257.5,73.5,44.5,-140.5,1500.0
10:23:27,0.0,0.03725134045816958,0.04661180917173624,-0.18474523350596428,0.07514360640197992,0.05708814412355423,0.031396469101309776,608.4299926757812,-11.5,4.0,-1003.75,75.75,57.5,31.25,AUTO,608430.0,-35.36325805,149.165231075,24423.5,15.75,-37.5,-149.5,1500.0
10:24:45,0.0,0.02315302025526762,-0.01200889963656664,0.9067000269889831,0.3035991683602333,0.003212053794413805,0.0036584063898772003,619.3179931640625,-2.4,52.6,-1047.8,317.8,5.2,4.8,RTL,619318.0,-35.36325956,149.16523504,35312.6,-22.8,17.8,103.4,1500.0
10:26:03,0.0,0.014698134735226631,-0.011643400182947516,0.893917128443718,0.003723918693140149,0.0001395982690155506,0.0006078730220906436,583.8149871826172,-0.75,0.0,-1000.0,3.0,3.0,3.0,RTL,583800.0,-35.363260875,149.16523665,0.0,-18.75,14.0,-3.5,1500.0
