,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,EK2_CHECK_SCALE,EK3_CHECK_SCALE,LGR_DEPLOY_ALT,RNGFND1_WSP_MAVG
19:33:06.684,66331.0,0.3,1.9,5.2,0.25,0.6,0.0,12448.0,10.0,1.0,0.1,50.0,50.0,69.0,0.0
19:33:12.291,72106.0,0.2,0.2,2.3,0.25,0.3,0.0,8459.0,740.0,1.0,0.1,50.0,50.0,44.0,0.0
19:33:18.148,50753.0,0.9,0.2,-6.2,0.25,1.2,0.0,6864.0,10.0,1.0,0.1,50.0,50.0,412.0,0.0
19:33:24.311,171220.0,0.4,0.2,-0.7,0.25,0.2,0.0,4948.0,10.0,1.0,0.1,50.0,50.0,173.0,0.0
19:33:30.240,98361.0,0.4,0.3,-5.3,0.25,0.6,0.0,31348.0,440.0,1.0,0.1,50.0,50.0,457.0,0.0
19:33:36.240,171329.0,0.7,0.7,-2.3,0.25,2.1,0.0,11443.0,10.0,1.0,0.1,50.0,50.0,131.0,0.0
19:33:42.282,670.0,0.9,0.2,-1.4,0.25,1.1,0.0,21723.0,380.0,1.0,0.1,50.0,50.0,112.0,0.0
19:33:48.227,83213.0,0.5,0.7,7.6,0.25,3.4,0.0,7660.0,530.0,1.0,0.1,50.0,50.0,557.0,0.0
19:33:54.437,65388.0,0.5,0.4,-6.1,0.25,1.1,0.0,20319.0,120.0,1.0,0.1,50.0,50.0,562.0,0.0
19:34:00.380,18753.0,0.7,0.5,-9.4,0.25,1.8,0.0,11405.0,40.0,1.0,0.1,50.0,50.0,352.0,0.0
19:34:06.360,135165.0,0.3,0.7,-5.3,0.25,1.9,0.0,10655.0,80.0,1.0,0.1,50.0,50.0,33.0,0.0
19:34:12.214,84672.0,0.5,0.5,-9.8,0.25,2.1,0.0,10386.0,470.0,1.0,0.1,50.0,50.0,42.0,0.0
19:34:18.198,278206.0,0.3,0.7,-8.7,0.25,1.8,0.0,3023.0,220.0,1.0,0.1,50.0,50.0,662.0,0.0
19:34:24.160,237336.0,0.5,0.3,-6.3,0.25,1.1,0.0,6849.0,310.0,1.0,0.1,50.0,50.0,466.0,0.0
19:34:30.310,177233.0,0.7,0.9,2.0,0.25,2.9,0.0,3050.0,30.0,1.0,0.1,50.0,50.0,562.0,0.0
19:34:36.439,12527.0,0.4,0.7,-9.2,0.25,3.4,0.0,9270.0,840.0,1.0,0.1,50.0,50.0,424.0,0.0
19:34:42.364,90528.0,0.3,0.4,-2.6,0.25,0.8,0.0,1680.0,190.0,1.0,0.1,50.0,50.0,909.0,0.0
19:34:48.483,218064.0,0.5,0.3,5.8,0.25,0.3,0.0,4080.0,580.0,1.0,0.1,50.0,50.0,241.0,0.0
19:34:54.466,83710.0,0.9,0.5,-7.1,0.25,2.8,0.0,16460.0,350.0,1.0,0.1,50.0,50.0,231.0,0.0
19:35:00.424,28363.0,0.9,0.5,6.3,0.25,3.5,0.0,66.0,190.0,1.0,0.1,50.0,50.0,396.0,0.0
19:35:06.472,60318.0,0.4,0.7,0.3,0.25,1.2,0.0,5632.0,40.0,1.0,0.1,50.0,50.0,723.0,0.0
19:35:12.447,19069.0,0.4,0.5,-8.9,0.25,1.6,0.0,4200.0,240.0,1.0,0.1,50.0,50.0,88.0,0.0
19:35:18.463,47753.0,0.5,0.9,-8.7,0.25,1.5,0.0,14337.0,60.0,1.0,0.1,50.0,50.0,22.0,0.0
19:35:24.568,131769.0,0.2,0.7,-5.0,0.25,0.1,0.0,2454.0,940.0,1.0,0.1,50.0,50.0,283.0,0.0
19:35:30.170,229700.0,0.3,0.5,3.1,0.25,1.6,0.0,9499.0,180.0,1.0,0.1,50.0,50.0,72.0,0.0
19:35:36.425,50767.0,0.4,1.3,-9.2,0.25,0.8,0.0,22932.0,80.0,1.0,0.1,50.0,50.0,176.0,0.0
19:35:42.531,77146.0,0.4,1.1,-1.7,0.25,1.6,0.0,6948.0,320.0,1.0,0.1,50.0,50.0,26.0,0.0
19:35:48.018,65563.0,0.2,1.5,-2.4,0.25,0.8,0.0,8174.0,920.0,1.0,0.1,50.0,50.0,28.0,0.0
19:35:54.127,13934.0,0.2,1.2,-4.9,0.25,1.9,0.0,8296.0,190.0,1.0,0.1,50.0,50.0,692.0,0.0
19:36:00.008,17087.0,0.3,0.2,6.2,0.25,5.0,0.0,10275.0,80.0,1.0,0.1,50.0,50.0,195.0,0.0
19:36:06.103,109357.0,0.2,0.9,-6.9,0.25,1.8,0.0,15693.0,320.0,1.0,0.1,50.0,50.0,255.0,0.0
19:36:12.301,109816.0,0.3,0.9,-3.7,0.25,1.9,0.0,10367.0,100.0,1.0,0.1,50.0,50.0,94.0,0.0
19:36:18.534,2108.0,0.5,0.9,-6.3,0.25,1.2,0.0,16081.0,120.0,1.0,0.1,50.0,50.0,257.0,0.0
19:36:24.149,53848.0,0.7,0.3,-9.6,0.25,1.1,0.0,3675.0,40.0,1.0,0.1,50.0,50.0,219.0,0.0
19:36:30.219,135247.0,0.5,0.4,-2.9,0.25,1.1,0.0,5608.0,320.0,1.0,0.1,50.0,50.0,33.0,0.0
19:36:36.099,55556.0,0.4,0.7,-5.6,0.25,2.1,0.0,21931.0,210.0,1.0,0.1,50.0,50.0,498.0,0.0
19:36:42.224,72536.0,0.2,1.3,-9.0,0.25,3.5,0.0,10888.0,690.0,1.0,0.1,50.0,50.0,76.0,0.0
19:36:49.242,278355.0,0.2,1.1,-6.5,0.25,0.2,0.0,11846.0,210.0,1.0,0.1,50.0,50.0,225.0,0.0
19:36:55.159,86294.0,0.9,0.9,-4.2,0.25,1.8,0.0,9700.0,310.0,1.0,0.1,50.0,50.0,135.0,0.0
19:37:01.041,190382.0,0.9,0.4,9.7,0.25,0.1,0.0,13924.0,80.0,1.0,0.1,50.0,50.0,539.0,0.0
19:37:07.113,33096.0,0.5,0.2,-7.1,0.25,0.8,0.0,9820.0,860.0,1.0,0.1,50.0,50.0,220.0,0.0
19:37:13.136,10437.0,0.7,1.3,-2.3,0.25,1.1,0.0,2488.0,180.0,1.0,0.1,50.0,50.0,169.0,0.0
