time_stamp,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,RTL_ALT
04:51:50,-35.3632621,149.1652374,0.0,-1.0,1.0,0.0,0.0,1.0,-1000.0,0.0,0.0,0.0,STABILIZE,-1.3148413017916027e-05,0.001591044943779707,0.028943516314029694,0.00026061543030664325,0.00024440971901640296,0.00233262125402689,1500.0
04:52:04,-35.3632622,149.1652375,5.0,-1.0,1.0,0.0,0.0,1.0,-1000.0,0.0,0.0,0.0,STABILIZE,-0.0008672646945342422,0.0009751588804647326,0.022641194984316826,0.0002166909398511052,0.00035062001552432775,0.001557773444801569,1500.0
04:52:08,-35.36326215,149.1652375,1.0,-0.5,0.0,1.5,0.0,1.0,-1000.0,0.5,0.0,0.5,AUTO,-0.001164965215139091,0.0010722223669290543,0.021751691587269306,0.0002064878644887358,0.00027408840833231807,0.001465381821617484,1500.0
04:52:09,-35.3632621,149.1652375,0.0,0.0,0.0,1.5,0.0,1.0,-1000.0,0.25,0.25,0.75,AUTO,-0.0009080596792045981,0.0012687887938227504,0.02158430963754654,0.00023967969173099846,0.0002089307236019522,0.0014957775420043617,88721.0
04:52:10,-35.3632621,149.16523745,0.0,0.0,0.0,0.5,0.0,1.0,-1000.0,0.5,1.0,1.0,AUTO,-0.0007167571457102895,0.001551661582197994,0.02139068953692913,0.0003333055065013468,0.0002844019327312708,0.00141118373721838,88721.0
04:52:12,-35.36326205,149.1652375,880.5,0.0,2.5,-121.0,0.0,0.0,-1064.0,19.0,-0.5,0.5,AUTO,0.011215571197681129,0.0001999516098294407,0.020977036096155643,0.01853063004091382,-0.0014779099728912115,0.0014511142508126795,88721.0
04:52:13,-35.363261824999995,149.165238525,2328.0,4.25,24.5,-148.0,0.0,-4.25,-1001.5,35.0,-5.25,-3.0,AUTO,0.04729227349162102,-0.006177186849527061,0.014307600795291364,0.03485986543819308,-0.005954081658273935,-0.0025658231461420655,200.0
04:52:14,-35.36326115,149.1652429,3860.0,5.0,44.5,-147.5,2.0,-8.5,-998.5,-72.5,49.0,-79.0,AUTO,0.005302464589476585,0.014031792525202036,-0.05197470635175705,-0.07324437890201807,0.04854139452800155,-0.07891310937702656,200.0
04:52:16,-35.36326115,149.16524315,6935.0,-1.5,-49.0,-150.5,-5.5,9.0,-1002.0,60.0,7.0,0.0,AUTO,-0.03674889588728547,-0.007842032006010413,-0.09183395281434059,0.06013447232544422,0.006649091723375022,0.000324321910738945,200.0
04:52:17,-35.363261449999996,149.16523717500002,8490.0,-3.75,-47.5,-153.0,-6.25,10.75,-1003.25,64.5,12.25,3.0,AUTO,0.027087479655165225,0.00377102242782712,-0.09154849871993065,0.06457897927612066,0.01215952867642045,0.003611711726989597,155788.0
04:52:18,-35.3632617,149.1652344,9482.0,-7.0,-16.0,-154.0,-2.0,7.0,-1002.0,58.0,2.0,2.0,AUTO,0.06612925231456757,0.009147987700998783,-0.08891955018043518,0.057733114808797836,0.002194911241531372,0.0031899288296699524,155788.0
04:52:20,-35.3632623,149.1652366,13150.5,3.0,0.0,-152.5,-0.5,-0.5,-1000.5,13.5,6.5,-24.0,AUTO,-0.010075445985421538,-0.002483880496583879,-0.11724655702710152,0.013521797489374876,0.005789364455267787,-0.02394111640751362,155788.0
04:52:21,-35.36326195,149.16523610000002,14718.25,2.75,-5.25,-153.0,-1.75,0.0,-999.75,10.5,6.5,-18.75,AUTO,0.004233064268191811,0.0037962778005748987,-0.14101671800017357,0.010674551478587091,0.006547130004037172,-0.01917444821447134,222869.0
04:52:22,-35.36326175,149.16523560000002,16274.5,0.0,0.0,-153.0,-0.5,0.0,-1000.0,1.0,2.0,-14.5,AUTO,0.008496906608343124,0.0063278451561927795,-0.15748043358325958,0.00023526593577116728,0.001728572155116126,-0.015132707078009844,222869.0
04:52:24,-35.3632616,149.1652358,18810.0,-3.0,5.0,-153.0,0.0,0.0,-1000.0,0.0,0.0,-16.0,AUTO,0.0038638045080006123,0.004341681022197008,-0.18032586574554443,-0.00011208327487111092,-0.00048093136865645647,-0.01645737700164318,222869.0
04:52:25,-35.3632617,149.16523618000002,20757.0,-3.0,4.6,-153.0,0.0,0.0,-1000.0,1.0,0.4,-20.4,AUTO,0.0019002856919541956,0.003592321928590536,-0.20331187844276427,0.00035332298139110205,6.297742365859448e-05,-0.020913976803421976,200.0
04:52:26,-35.3632617,149.1652364,21926.0,-3.0,4.0,-153.0,0.0,0.0,-999.0,-1.0,1.0,-20.0,AUTO,0.001899883383885026,0.003240310586988926,-0.21806296706199646,-0.0026640184223651886,6.296561332419515e-05,-0.020651884377002716,200.0
04:52:28,-35.3632619,149.1652367,25046.0,-2.0,2.0,-154.0,0.0,0.0,-1000.0,4.0,1.0,-19.0,AUTO,0.0014897309010848403,0.0036547137424349785,-0.2535279914736748,0.019322505220770836,-0.000631651608273387,0.0018331129103899002,200.0
04:52:29,-35.36326218000001,149.16523661999997,26982.4,-4.4,1.6,-153.2,0.0,0.4,-999.6,11.8,-1.4,25.6,AUTO,0.00942865468095988,0.0022658611997030675,-0.2330865040421486,0.0051332502625882626,-0.0028074012807337567,0.026993367820978165,98217.0
04:52:30,-35.3632624,149.1652367,28152.0,-2.0,6.0,-153.0,1.0,0.0,-1000.0,-3.0,2.0,24.0,AUTO,0.008377178572118282,0.0009161774069070816,-0.21731247007846832,-0.003564994316548109,0.0014074449427425861,0.02444811537861824,98217.0
04:52:32,-35.3632624,149.1652378,31249.0,0.0,4.0,-153.0,0.0,-1.0,-1000.0,-2.0,0.0,17.0,AUTO,-0.0009257321944460273,0.0017273263074457645,-0.17874202132225037,-0.003290526568889618,-0.0004967381246387959,0.017703963443636894,98217.0
04:52:33,-35.3632623,149.165238,33189.8,0.0,0.8,-153.0,0.0,0.0,-1000.2,3.2,1.6,14.0,AUTO,4.346327768871561e-05,0.001332550309598446,-0.1594578206539154,0.00256401642691344,0.0009615460992790758,0.014509977400302887,180766.0
