time_stamp,alt,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,VFR_HUD_alt,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,MODE,RTL_ALT,EK2_ALT_SOURCE
14:18:18,583970.0,-35.3632621,149.1652375,14.0,0.0,0.0,-1.0,0.0,1.0,-1000.0,0.5,0.5,0.5,583.969970703125,-0.0004043248191010207,0.0015631517162546515,0.021673325449228287,0.00033024666481651366,0.00024460407439619303,0.0014567763428203762,AUTO,1500.0,0.0
14:18:20,584940.0,-35.36326205,149.1652375,987.0,0.5,3.0,-126.0,0.0,0.0,-1059.0,24.0,-1.0,1.0,584.9400024414062,0.013336301664821804,-2.844876144081354e-05,0.021187618374824524,0.023833889135858044,-0.001953987288288772,0.0018019070848822594,AUTO,1500.0,0.0
14:18:22,587920.0,-35.363260999999994,149.16524325,3965.5,9.5,47.0,-147.0,1.5,-8.0,-995.5,-106.5,38.5,-58.0,587.9199829101562,0.004875016398727894,0.0010832608677446842,-0.03747555427253246,-0.10788050852715969,0.037820161087438464,-0.05813012272119522,AUTO,1500.0,0.0
14:18:24,590980.0,-35.363260600000004,149.16524264999998,7022.5,-20.5,-58.0,-148.0,-4.0,11.5,-1001.5,64.5,5.0,-23.5,590.97998046875,-0.045495218597352505,0.02331771980971098,-0.1371789053082466,0.06444497033953667,0.005283502396196127,-0.024188879877328873,AUTO,1500.0,0.0
14:18:26,594075.0,-35.36326735,149.165232,10118.5,-28.5,-9.0,-151.5,4.5,7.0,-1002.5,13.5,-75.5,83.0,594.0749816894531,0.04612071067094803,-0.03880627825856209,-0.07934346236288548,0.012708150781691074,-0.07661527674645185,0.08396980725228786,AUTO,1500.0,0.0
14:18:28,597130.0,-35.36326135,149.16523865,13175.5,78.5,47.0,-147.5,-10.0,-19.5,-1011.5,-58.0,92.5,-113.0,597.1300048828125,-0.005282963160425425,-0.006227533333003521,-0.08989973552525043,-0.05864688730798662,0.09221948869526386,-0.11284629628062248,AUTO,1500.0,0.0
14:18:30,600235.0,-35.3632542,149.16523895,16281.5,-24.5,-45.5,-150.5,-4.0,8.5,-1000.5,60.0,9.0,-24.5,600.2349853515625,-0.044988568872213364,0.062019653618335724,-0.22341134399175644,0.05998591519892216,0.008741916331928223,-0.02447048807516694,AUTO,1500.0,0.0
14:18:32,603315.0,-35.363266550000006,149.16523354999998,19359.5,-83.0,38.5,-150.0,17.5,9.5,-1005.0,13.0,-110.0,68.5,603.3150024414062,0.07848159223794937,-0.002438880503177643,-0.20623330026865005,0.012269053608179092,-0.11104291304945946,0.06959125120192766,AUTO,1500.0,0.0
14:18:34,606325.0,-35.3632645,149.1652461,22369.5,101.0,2.0,-144.5,-13.5,-20.5,-1013.5,-79.0,122.0,-163.5,606.3249816894531,-0.10307968407869339,-0.060383702628314495,-0.21832141280174255,-0.08008358161896467,0.12181495875120163,-0.16328395158052444,AUTO,1500.0,0.0
14:18:36,609315.0,-35.36325505000001,149.16522450000002,25358.5,-41.0,-139.5,-147.0,-25.5,23.0,-1009.0,84.5,66.0,-19.5,609.3150024414062,-0.04249108023941517,0.09509669244289398,-0.40627148747444153,0.08405281603336334,0.06581017188727856,-0.019571671495214105,AUTO,1500.0,0.0
14:18:38,612275.0,-35.36327745,149.16521325000002,28322.5,-162.0,83.5,-140.5,36.5,22.5,-1011.0,72.5,-111.0,47.0,612.2749938964844,0.1357933022081852,0.05473423594958149,-0.39237454533576965,0.07172892242670059,-0.11290574446320534,0.0479077585041523,AUTO,1500.0,0.0
14:18:40,615025.0,-35.36328125,149.16524995,31071.5,178.5,151.0,-124.5,8.0,-51.5,-1021.5,-184.5,64.5,-46.5,615.0249938964844,-0.036827921867370605,-0.2221766710281372,-0.2611728310585022,-0.1860675811767578,0.06363781541585922,-0.046482618898153305,AUTO,1500.0,0.0
14:18:42,617885.0,-35.363244,149.16524875,33929.0,105.0,-116.0,-159.0,-39.0,-7.5,-1021.5,35.5,114.0,-2.5,617.8849792480469,-0.09845782071352005,0.12138654664158821,-0.4116550236940384,0.03502480639144778,0.11384836956858635,-0.002786350276437588,AUTO,1500.0,0.0
