time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,chan4_raw,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,RTL_ALT
14:05:38,0.06990446895360947,0.1412307173013687,-1.622381567955017,-0.1585531383752823,0.016124149784445763,-0.02950998954474926,1500.0,-35.36268,149.1656347,50011.0,596.0,338.0,0.0,143.0,-77.0,-978.0,-158.0,17.0,-28.0,AUTO,1500.0
14:05:40,0.03630178049206734,0.11624691635370255,-1.623561978340149,0.23359785974025726,-0.0143617307767272,0.029700884595513344,1500.0,-35.3625728,149.1657082,50029.0,584.0,326.0,-5.0,134.0,-54.0,-995.0,235.0,-13.0,30.0,AUTO,1500.0
14:05:42,-0.03260573372244835,0.056040193885564804,-1.624521017074585,0.5152284502983093,-0.015414014458656311,-0.13973374664783478,1500.0,-35.3624782,149.165773,50099.0,456.0,250.0,2.0,105.0,-17.0,-988.0,518.0,-13.0,-139.0,AUTO,1500.0
14:05:44,-0.08792893588542938,0.10548937320709229,-1.6874796152114868,-0.7175663113594055,-0.05163559690117836,-0.09815917164087296,1466.0,-35.3624145,149.1658235,50001.0,261.0,234.0,6.0,83.0,-38.0,-1001.0,-717.0,-50.0,-97.0,AUTO,1500.0
14:05:46,-0.08621657639741898,0.16379396617412567,-1.4942626953125,0.462067186832428,0.00744210509583354,0.7722662091255188,1500.0,-35.3623843,149.1658836,49967.0,79.0,320.0,4.0,82.0,37.0,-1009.0,463.0,8.0,773.0,AUTO,1500.0
14:05:48,0.20360231399536133,0.09631968289613724,-0.03781783580780029,0.23303478956222534,-0.008080202154815197,0.6996892094612122,1500.0,-35.3623779,149.1659734,49932.0,-9.0,497.0,4.0,67.0,-79.0,-997.0,234.0,-6.0,700.0,AUTO,1500.0
14:05:50,0.10972888767719269,-0.1488608568906784,1.3828800916671753,-0.031101049855351448,0.028861137107014656,0.7007927298545837,1500.0,-35.3623786,149.1661029,49960.0,-13.0,648.0,-5.0,-100.0,-111.0,-994.0,-29.0,29.0,701.0,AUTO,1500.0
14:05:52,0.08123137801885605,-0.1364232450723648,1.5703424215316772,-0.018211472779512405,-0.021589165553450584,0.010956266894936562,1500.0,-35.3623804,149.1662515,50037.0,-18.0,682.0,0.0,-132.0,-70.0,-977.0,-17.0,-20.0,12.0,AUTO,1500.0
14:05:54,0.08650431782007217,-0.13690049946308136,1.56769597530365,0.036086827516555786,-0.0073523069731891155,-0.00616620434448123,1500.0,-35.3623819,149.1664031,50024.0,-11.0,691.0,2.0,-133.0,-83.0,-990.0,36.0,-6.0,-5.0,AUTO,1500.0
14:05:56,0.1437477022409439,-0.049575891345739365,0.8993285894393921,0.15205752849578857,0.013261236250400543,-0.12779909372329712,1394.0,-35.362383,149.1665559,50028.0,0.0,688.0,0.0,-52.0,-141.0,-983.0,153.0,14.0,-126.0,AUTO,1500.0
14:05:58,0.09920421242713928,0.022378426045179367,0.7311824858188629,0.09959856420755386,0.026592612266540527,0.0010078393388539553,1500.0,-35.36238335,149.16670275,50088.5,-3.5,637.0,-3.0,-23.5,-135.5,-993.0,102.0,27.5,2.0,AUTO,1500.0
14:06:00,0.021700085606426,0.06856591254472733,0.734693706035614,-0.5659357011318207,0.011577514465898275,0.008930845884606242,1500.0,-35.36238415,149.16682535,50077.0,-5.5,452.5,4.0,-3.5,-146.0,-987.5,-566.5,13.0,9.5,AUTO,1500.0
14:06:02,-0.052966177463531494,0.1251211017370224,0.7334095239639282,-0.6081718802452087,0.046090707182884216,0.058171804528683424,1500.0,-35.3623863,149.16689965,50021.0,-23.5,197.0,2.0,4.0,-92.0,-1006.0,-609.0,46.5,59.0,AUTO,1500.0
14:06:04,-0.03605150897055864,0.20407111942768097,1.0148351192474365,0.22201302647590637,0.03017286560498178,0.7491596341133118,1500.0,-35.36239965,149.16690975,49974.0,-125.0,-121.5,4.5,38.0,28.5,-1020.5,224.5,31.5,749.5,AUTO,1500.0
14:06:06,0.19243928790092468,0.05775122530758381,2.448166251182556,0.13939551915973425,-0.017422208096832037,0.7166801989078522,1500.0,-35.362435399999995,149.16685535,49935.5,-263.0,-358.5,0.0,61.5,-71.0,-998.5,139.5,-16.0,718.0,AUTO,1500.0
14:06:08,0.1029256172478199,-0.17861691117286682,-2.4119755029678345,-0.004868960473686457,0.02378741931170225,0.7097254693508148,1918.0,-35.362493650000005,149.16676115,49938.5,-383.0,-502.0,-1.5,-103.5,-85.0,-993.0,-4.5,24.5,710.5,AUTO,1500.0
14:06:10,-0.1118558719754219,-0.1213470958173275,-0.9674743413925171,0.044238608330488205,0.004624451394192874,0.7029155492782593,1918.0,-35.362567049999996,149.1666439,50033.0,-427.5,-553.0,-3.0,-118.5,104.0,-986.5,44.5,6.0,704.0,AUTO,1500.0
14:06:12,-0.14331842213869095,-0.07126425206661224,-0.6348274350166321,-0.053031245712190866,0.011556055396795273,-0.002091888338327408,1500.0,-35.362642699999995,149.1665226,50038.0,-423.5,-550.5,4.0,-76.0,142.5,-990.5,-52.0,13.0,-0.5,AUTO,1500.0
14:06:14,-0.13385707885026932,-0.07318944111466408,-0.6377392709255219,0.015233580023050308,-0.014721065992489457,-0.0011676287977024913,1500.0,-35.3627189,149.16640185,50019.0,-429.5,-545.0,0.0,-88.5,131.0,-990.0,16.0,-12.5,0.5,AUTO,1500.0
14:06:16,-0.12758994847536087,-0.07592204213142395,-0.6385717689990997,0.039805793785490096,0.007307910593226552,0.0038805906078778207,1500.0,-35.36279555,149.16628155,50021.5,-424.0,-535.0,0.5,-83.5,134.5,-985.5,41.0,9.0,5.5,AUTO,1500.0
14:06:18,-0.07696477323770523,-0.07698392122983932,-0.6386988162994385,0.018408820033073425,0.0009953567059710622,-0.009650614112615585,1500.0,-35.362871,149.16616335,50043.5,-407.5,-514.0,-6.0,-77.0,134.0,-995.5,20.0,2.5,-8.0,AUTO,1500.0
14:06:20,0.006742795405443758,-0.06243019737303257,-0.7001712322235107,-0.5216627418994904,-0.008514217101037502,-0.15124629437923431,1308.0,-35.3629368,149.16606025,50104.5,-308.0,-388.5,3.0,-68.5,78.5,-1006.5,-520.0,-6.5,-149.0,AUTO,1500.0
14:06:22,0.053105367347598076,-0.030815012753009796,-0.8566552400588989,-0.05192446708679199,0.02503399271517992,-0.10912750288844109,1308.0,-35.36297965,149.1659929,50025.5,-159.5,-215.0,4.5,-42.0,66.0,-1005.5,-47.5,26.5,-106.5,AUTO,1500.0
14:06:24,0.056413181126117706,0.004154759692028165,-0.8777906596660614,0.6418561935424805,0.004399819183163345,-0.003179252496920526,1500.0,-35.3629971,149.1659636,49980.0,-43.5,-62.5,0.5,-13.0,36.5,-1008.0,643.0,6.0,-0.5,AUTO,1500.0
14:06:26,0.008650151052279398,-0.0011458774370112224,-0.8776334524154663,-0.5118646621704102,-0.00952002382837236,0.0043232019525021315,1500.0,-35.36300035,149.16595965,49987.0,-1.5,0.0,-1.0,1.0,-26.0,-1000.5,-512.0,-7.0,6.0,AUTO,1500.0
14:06:28,-0.023800608702003956,-0.016425292007625103,-0.8773649632930756,0.3624939676374197,-0.00470009702257812,-0.0007705473690293729,1500.0,-35.3630012,149.1659601,50003.0,-3.5,-10.0,0.0,-2.0,31.5,-1006.5,365.0,-3.0,1.0,AUTO,1500.0
14:06:30,0.04022189602255821,0.004845826653763652,-0.8772109746932983,-0.05791793763637543,0.01048334944061935,-0.002283281530253589,1500.0,-35.3630027,149.1659576,49999.5,6.0,0.0,0.0,0.0,-18.5,-999.0,-59.0,11.5,-0.5,AUTO,1500.0
