time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,chan4_raw,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,RTL_ALT
14:04:33,-0.000652331073069945,0.0009528670052532107,0.024925892241299152,0.00023777870228514075,0.0002230440150015056,0.0018384355353191495,1500.0,-35.3632621,149.1652375,22.0,-1.0,1.0,0.0,0.0,1.0,-1000.0,0.0,0.0,0.0,STABILIZE,1500.0
14:04:42,-0.0010028492542915046,0.0010008205814907949,0.022203294560313225,0.0001708214016010364,0.00031071045668795705,0.0014869779891644914,1500.0,-35.363262166666665,149.16523746666667,7.666666666666667,-1.0,-0.3333333333333333,-3.0,0.0,-1.6666666666666667,-1005.3333333333334,0.3333333333333333,0.6666666666666666,0.3333333333333333,AUTO,1500.0
14:04:43,-0.0008412363822571933,0.0010835565238570173,0.02204425384600957,0.00033858090561504167,0.00024871109053492546,0.0015476073216026027,1500.0,-35.3632621,149.16523746666667,17.666666666666668,0.0,0.0,-2.0,0.0,1.6666666666666667,-1000.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,AUTO,1500.0
14:04:46,0.00177721477424105,0.0007400075749804577,0.021398060644666355,-0.000995694853675862,0.003361494125177463,0.0018433997174724936,1500.0,-35.3632621,149.1652375,390.6666666666667,0.0,1.0,-92.0,0.0,0.0,-1115.0,-0.3333333333333333,3.6666666666666665,0.6666666666666666,AUTO,1500.0
14:04:48,0.04060926381498575,0.0064152865670621395,-0.0245174338730673,-0.08631214499473572,0.038062892233332,-0.06445655444016059,1500.0,-35.363261466666664,149.16524073333332,3217.3333333333335,7.666666666666667,49.666666666666664,-146.0,2.3333333333333335,-9.333333333333334,-994.6666666666666,-85.33333333333333,38.666666666666664,-64.33333333333333,AUTO,1500.0
14:04:49,-0.029761824135979015,0.010777365416288376,-0.06390861794352531,-0.05307682976126671,-0.022567976887027424,-0.03712183237075806,1500.0,-35.363261,149.16524463333334,4353.0,2.6666666666666665,40.333333333333336,-147.66666666666666,4.333333333333333,-8.666666666666666,-1005.3333333333334,-51.666666666666664,-21.333333333333332,-37.0,AUTO,1500.0
14:04:52,0.004036905903679629,-0.04201594491799673,0.049982440347472824,0.08466800550619762,0.016859181225299835,0.2493784228960673,1767.0,-35.3632624,149.16523353333332,9346.333333333334,2.0,-45.0,-147.33333333333334,-4.333333333333333,10.0,-1004.3333333333334,85.0,17.666666666666668,248.66666666666666,AUTO,1500.0
14:04:54,0.04209165833890438,0.006413124812146028,0.5597847998142242,-0.10076708843310674,0.10957650343577068,0.2359024186929067,1767.0,-35.36326043333333,149.16523413333334,12386.333333333334,7.333333333333333,62.0,-142.33333333333334,-3.0,-12.666666666666666,-998.6666666666666,-99.66666666666667,109.66666666666667,234.66666666666666,AUTO,1500.0
14:04:56,-0.028872656170278788,0.05201683069268862,0.7153988480567932,-0.12186655402183533,-0.06580491627876957,0.03149220929481089,1500.0,-35.363264466666664,149.16524073333332,15443.0,-56.666666666666664,-11.333333333333334,-147.33333333333334,11.666666666666666,-1.3333333333333333,-996.0,-121.0,-64.66666666666667,31.0,AUTO,1500.0
14:04:58,0.027692264295183122,-0.0819542333483696,0.7556410630544027,0.076185858498017,-0.013045268754164377,-0.028798952388266724,1500.0,-35.36326653333333,149.1652306,18519.666666666668,40.333333333333336,-25.666666666666668,-152.0,-7.0,11.0,-1006.0,76.66666666666667,-12.333333333333334,-29.0,AUTO,1500.0
14:05:00,-0.001624001966168483,-0.031052086502313614,0.7170787453651428,-0.08864433566729228,0.03403059020638466,0.0035132334645216665,1500.0,-35.363257233333336,149.16524186666666,21569.333333333332,53.666666666666664,103.66666666666667,-146.0,-17.5,-22.0,-1006.5,-99.5,27.5,4.0,AUTO,1500.0
14:05:02,0.0019849014934152365,0.09943524499734242,0.6992925802866617,0.025170034108062584,0.06361822287241618,0.007978480930129686,1500.0,-35.36324556666667,149.16525449999997,24686.333333333332,26.666666666666668,-9.666666666666666,-154.33333333333334,-9.666666666666666,0.6666666666666666,-999.0,26.0,64.33333333333333,7.0,AUTO,1500.0
14:05:04,0.03293404231468836,0.006659878784072741,0.7781093319257101,-0.07226469119389851,-0.1323548679550489,0.07495472642282645,1500.0,-35.363257299999994,149.16524233333334,27656.333333333332,-143.0,-59.333333333333336,-144.0,35.0,7.5,-1015.0,-63.0,-163.5,104.5,AUTO,1500.0
14:05:06,-0.07804795851310094,0.042360411336024605,1.6920324166615803,0.005989262213309606,-0.025883351763089497,0.6679418285687765,1991.0,-35.363263466666666,149.1652378,30633.666666666668,94.66666666666667,-13.333333333333334,-139.0,-8.0,15.0,-997.0,38.5,28.0,607.5,AUTO,1500.0
14:05:08,-0.0532558752844731,-0.06906461467345555,3.0646628538767495,0.12611072758833566,-0.08363704259196918,0.2624355306228002,1500.0,-35.363241349999996,149.1652389,33297.5,115.0,64.0,-151.5,15.5,25.0,-1013.0,106.5,-64.0,320.0,AUTO,1500.0
14:05:10,0.13527292385697365,-0.13975878804922104,3.065396547317505,-0.12088643014431,0.1569587104022503,-0.23033511638641357,1500.0,-35.3632401,149.1652464,36358.0,-139.5,-59.5,-127.5,-22.0,-25.0,-985.5,-119.5,157.5,-230.0,AUTO,1500.0
14:05:12,-0.045412078499794006,-0.01161306188441813,2.8177582025527954,-0.07458990439772606,0.03652534354478121,0.0014127868926152587,1500.0,-35.36326975,149.16522980000002,39248.0,-150.5,-43.5,-153.5,-15.0,-35.5,-1008.0,-73.0,37.0,1.5,AUTO,1500.0
14:05:14,-0.03643428813666105,0.09782776609063148,2.815035104751587,0.05926060676574707,0.03448824677616358,-0.005954195512458682,1500.0,-35.363285,149.16523560000002,42425.0,16.5,64.5,-153.0,-11.0,11.0,-999.5,60.0,35.0,-5.5,AUTO,1500.0
14:05:16,0.07351237038771312,0.0007255250432838997,2.8538502852121987,-0.06149120815098286,-0.10476276030143102,0.04189103818498552,1500.0,-35.36326765,149.1652386,45430.0,129.0,-76.5,-144.5,30.0,14.0,-1008.5,-25.5,-116.0,60.5,AUTO,1500.0
14:05:18,-0.18430636078119278,-0.11698056757450104,-0.07568144798278809,0.11683788802474737,0.07627847418189049,0.780828058719635,1885.0,-35.36325735,149.16522525,48474.0,-26.0,45.0,-133.5,-5.5,3.5,-976.0,118.0,77.5,780.0,AUTO,1500.0
14:05:20,0.04313739575445652,-0.13156919181346893,-1.6312842965126038,0.18334024399518967,0.07087352499365807,0.7121510803699493,1885.0,-35.36326435,149.16524495,50197.5,-30.0,2.5,-23.5,-2.0,3.5,-955.0,183.5,72.0,712.0,AUTO,1500.0
14:05:22,0.048014989122748375,0.04001900739967823,-1.2635491490364075,-0.6984032690525055,-0.030288808047771454,-0.006906605791300535,1500.0,-35.363263700000005,149.16523775000002,50095.0,39.5,-10.5,16.0,1.0,-45.0,-1008.5,-698.0,-28.5,-6.5,AUTO,1500.0
14:05:24,0.08330969139933586,-0.021891020704060793,-0.6852960288524628,0.0471794456243515,-0.011259703896939754,0.7372353672981262,1500.0,-35.363252149999994,149.16524345,49958.5,104.5,52.5,-1.0,4.0,-10.5,-1004.0,50.5,-10.0,737.0,AUTO,1500.0
14:05:26,0.031420948915183544,-0.18022099882364273,0.5241942703723907,-0.1969696655869484,-0.014574038330465555,0.001672627404332161,1500.0,-35.36322095,149.1652647,49938.0,268.5,141.5,0.0,-61.5,-45.0,-1004.5,-195.0,-13.0,1.5,AUTO,1500.0
14:05:28,0.04715227708220482,-0.20388290286064148,0.5127478241920471,0.20192228257656097,-0.02788984775543213,0.038857076317071915,1500.0,-35.3631888,149.1652866,49915.0,381.0,203.0,0.0,-86.0,-39.0,-1000.0,203.0,-26.0,39.0,AUTO,1500.0
14:05:30,0.06713981926441193,-0.17976634204387665,0.5071996450424194,-0.03619750961661339,0.029477443546056747,0.002850200980901718,1500.0,-35.3631049,149.1653439,49923.0,544.0,293.0,-5.0,-122.0,-70.0,-996.0,-35.0,30.0,3.0,AUTO,1500.0
14:05:32,0.1246587261557579,-0.09351947158575058,0.08756227046251297,-0.1158384159207344,0.027837129309773445,-0.7166189551353455,1209.0,-35.3630017,149.1654145,50014.0,595.0,325.0,-5.0,-91.0,-127.0,-983.0,-114.0,29.0,-716.0,AUTO,1500.0
14:05:34,0.11239954084157944,0.11677085608243942,-1.3314334154129028,0.07270289957523346,0.010521217249333858,-0.7160441279411316,1209.0,-35.3628945,149.1654866,50014.0,596.0,323.0,2.0,105.0,-120.0,-998.0,73.0,11.0,-715.0,AUTO,1500.0
14:05:36,0.06702641397714615,0.15404535830020905,-1.6220346689224243,-0.07867377996444702,0.00040020188316702843,-0.01148231327533722,1500.0,-35.3627875,149.1655594,49987.0,597.0,345.0,0.0,146.0,-74.0,-994.0,-76.0,1.0,-11.0,AUTO,1500.0
