,A.BRAKE1
09:42:53.763,-1
09:42:53.966,-1
09:42:54.169,-1
09:42:54.384,-1
09:42:54.589,-1
09:42:54.799,-1
09:42:55.004,-1
09:42:55.208,-1
09:42:55.410,-1
09:42:55.615,-1
09:42:55.823,-1
09:42:56.025,-1
09:42:56.231,-1
09:42:56.433,-1
09:42:56.639,-1
09:42:56.843,-1
09:42:57.050,-1
09:42:57.255,-1
09:42:57.460,-1
09:42:57.663,-1
09:42:57.872,-1
09:42:58.075,-1
09:42:58.278,-1
09:42:58.482,-1
09:42:58.698,-1
09:42:58.901,-1
09:42:59.105,-1
09:42:59.308,-1
09:42:59.513,-1
09:42:59.717,-1
09:42:59.922,-1
09:43:00.126,-1
09:43:00.331,-1
09:43:00.544,-1
09:43:00.749,-1
09:43:00.954,-1
09:43:01.155,-1
09:43:01.358,-1
09:43:01.560,-1
09:43:01.766,-1
09:43:01.969,-1
09:43:02.177,-1
09:43:02.385,-1
09:43:02.593,-1
09:43:02.806,-1
09:43:03.011,-1
09:43:03.215,-1
09:43:03.424,-1
09:43:03.628,-1
09:43:03.833,-1
09:43:04.038,-1
09:43:04.241,-1
09:43:04.443,-1
09:43:04.645,-1
09:43:04.850,-1
09:43:05.052,-1
09:43:05.257,-1
09:43:05.460,-1
09:43:05.666,-1
09:43:05.869,-1
09:43:06.085,-1
09:43:06.288,-1
09:43:06.494,-1
09:43:06.699,-1
09:43:06.904,-1
09:43:07.108,-1
09:43:07.310,-1
09:43:07.522,-1
09:43:07.728,-1
09:43:07.931,-1
09:43:08.138,-1
09:43:08.350,-1
09:43:08.551,-1
09:43:08.766,-1
09:43:08.968,-1
09:43:09.171,-1
09:43:09.380,-1
09:43:09.587,-1
09:43:09.791,-1
09:43:10.002,-1
09:43:10.207,-1
09:43:10.411,-1
09:43:10.614,-1
09:43:10.817,-1
09:43:11.021,-1
09:43:11.224,-1
09:43:11.428,-1
09:43:11.631,-1
09:43:11.835,-1
09:43:12.044,-1
09:43:12.246,-1
09:43:12.448,-1
09:43:12.656,-1
09:43:12.866,-1
09:43:13.068,-1
09:43:13.280,-1
09:43:13.484,-1
09:43:13.692,-1
09:43:13.916,-1
09:43:14.125,-1
09:43:14.332,-1
09:43:14.537,-1
09:43:14.743,-1
09:43:14.948,-1
09:43:15.151,-1
09:43:15.357,-1
09:43:15.567,-1
09:43:15.769,-1
09:43:15.973,-1
09:43:16.178,-1
09:43:16.384,1
09:43:16.587,1
09:43:16.789,1
09:43:16.995,1
09:43:17.201,1
09:43:17.405,1
09:43:17.611,1
09:43:17.813,1
09:43:18.025,1
09:43:18.232,1
09:43:18.434,1
09:43:18.637,-1
09:43:18.841,-1
09:43:19.043,-1
09:43:19.248,-1
09:43:19.450,-1
09:43:19.652,-1
09:43:19.859,-1
09:43:20.069,-1
09:43:20.273,-1
09:43:20.477,-1
09:43:20.679,-1
09:43:20.883,-1
09:43:21.085,-1
09:43:21.288,-1
09:43:21.495,-1
09:43:21.701,-1
09:43:21.908,-1
09:43:22.133,-1
09:43:22.335,-1
09:43:22.539,-1
09:43:22.742,-1
09:43:22.945,-1
09:43:23.147,-1
09:43:23.350,-1
09:43:23.558,-1
09:43:23.760,-1
09:43:23.965,-1
09:43:24.168,-1
09:43:24.371,-1
09:43:24.573,-1
09:43:24.775,-1
09:43:24.977,-1
09:43:25.180,-1
09:43:25.387,-1
09:43:25.590,-1
09:43:25.802,-1
09:43:26.004,-1
09:43:26.206,-1
09:43:26.409,-1
09:43:26.611,-1
09:43:26.814,-1
09:43:27.017,-1
09:43:27.219,-1
09:43:27.423,-1
09:43:27.627,-1
09:43:27.835,-1
09:43:28.041,-1
09:43:28.243,-1
09:43:28.458,-1
09:43:28.677,-1
09:43:28.891,-1
09:43:29.093,-1
09:43:29.300,-1
09:43:29.506,-1
09:43:29.711,-1
09:43:29.913,-1
09:43:30.117,-1
09:43:30.326,-1
09:43:30.531,-1
09:43:30.735,-1
09:43:30.946,-1
09:43:31.148,-1
09:43:31.351,-1
09:43:31.556,-1
