,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH
14:18:34.200,22294.0,0.5,0.5,-8.9,0.25
14:18:40.060,98427.0,0.4,0.2,-4.8,0.25
14:18:46.074,14940.0,0.4,0.2,-8.4,0.25
14:18:51.930,5641.0,0.2,0.5,-3.3,0.25
14:18:56.993,77861.0,0.5,0.5,-8.8,0.25
14:19:02.401,163487.0,0.5,0.3,-8.4,0.25
14:19:08.297,58260.0,0.2,0.2,-6.1,0.25
14:19:14.186,124821.0,0.2,0.3,-6.2,0.25
14:19:20.077,44983.0,0.5,0.4,-9.6,0.25
14:19:25.860,29169.0,0.2,0.3,-3.5,0.25
14:19:30.764,4983.0,0.3,0.7,-1.8,0.25
14:19:36.105,60797.0,0.5,0.2,-6.2,0.25
14:19:41.857,152617.0,0.2,0.4,-8.1,0.25
14:19:46.754,22682.0,0.2,0.7,-9.9,0.25
14:19:52.053,52778.0,0.2,0.7,-7.9,0.25
14:19:57.922,106450.0,0.3,0.7,-7.9,0.25
14:20:02.744,3331.0,0.2,0.9,-7.4,0.25
14:20:08.267,93884.0,0.3,0.3,-7.2,0.25
14:20:14.199,80770.0,0.2,0.5,-4.1,0.25
14:20:20.016,30939.0,0.2,0.3,-6.8,0.25
14:20:25.727,192888.0,0.3,0.4,-7.4,0.25
14:20:30.704,46273.0,0.3,0.2,-5.6,0.25
14:20:36.142,256978.0,0.3,0.2,-7.2,0.25
14:20:42.077,46168.0,0.4,0.3,1.0,0.25
14:20:48.065,34650.0,0.4,0.2,4.9,0.25
14:20:53.993,33851.0,0.3,0.3,-9.2,0.25
14:20:58.896,20894.0,0.2,1.4,-8.7,0.25
14:21:04.451,59690.0,0.2,1.2,-3.9,0.25
14:21:10.448,69169.0,0.4,0.2,-3.6,0.25
14:21:16.419,30987.0,0.3,0.4,-6.5,0.25
14:21:22.302,9265.0,0.7,0.4,-7.9,0.25
14:21:28.150,32650.0,0.2,0.7,-7.1,0.25
14:21:34.208,103486.0,0.3,0.9,-7.6,0.25
14:21:40.011,2547.0,0.2,0.4,-8.1,0.25
14:21:45.869,34868.0,0.2,0.5,-2.3,0.25
14:21:50.684,43229.0,0.3,0.5,-9.4,0.25
14:21:56.138,211506.0,0.2,0.4,-8.9,0.25
14:22:02.124,13709.0,0.7,0.5,-3.1,0.25
14:22:08.217,65998.0,0.2,0.9,-1.8,0.25
