,WPNAV_SPEED,WPNAV_SPEED_DN,H_COL_LAND_MIN,ATC_ANG_LIM_TC,FENCE_MARGIN,WPNAV_SPEED_UP,RTL_SPEED,AROT_TARG_SP,CAM_DURATION,FFT_NUM_FRAMES,PILOT_TKOFF_ALT,IM_STB_COL_1,IM_STB_COL_4,ACRO_Y_EXPO,ACRO_RP_EXPO,PILOT_Y_EXPO,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,FHLD_BRAKE_RATE,H_CYC_MAX,IM_STB_COL_2,IM_STB_COL_3,PSC_POSZ_P,ADSB_LIST_ALT,CHUTE_ALT_MIN
17:24:59.506,20.0,240.0,-3.8,0.5,1.0,410.0,2000.0,1200.0,0.0,0.0,840.0,79.0,100.0,-1.0,-0.5,-0.5,186.0,0.0,1.0,1100.0,36.0,3.0,1.0,0.0,18048.0
17:25:31.403,1870.0,200.0,-1.6,0.5,1.0,760.0,300.0,800.0,0.0,0.0,190.0,0.0,10.0,-1.0,-0.5,-0.5,45.0,0.0,1.0,1200.0,83.0,94.0,1.0,0.0,20619.0
17:25:38.407,1720.0,480.0,-1.2,0.5,1.0,510.0,300.0,1800.0,0.0,0.0,700.0,50.0,12.0,-1.0,-0.5,-0.5,190.0,0.0,1.0,3300.0,48.0,21.0,1.0,0.0,26135.0
17:25:48.469,1570.0,10.0,-4.9,0.5,1.0,660.0,1900.0,2000.0,0.0,0.0,210.0,11.0,77.0,-1.0,-0.5,-0.5,25.0,0.0,1.0,0.0,42.0,38.0,1.0,0.0,14679.0
17:26:00.135,1520.0,190.0,0.1,0.5,1.0,1010.0,2000.0,2000.0,0.0,0.0,0.0,15.0,0.0,-1.0,-0.5,-0.5,29.0,0.0,1.0,0.0,97.0,11.0,1.0,0.0,0.0
17:26:06.317,2020.0,240.0,-5.0,0.5,1.0,510.0,1950.0,800.0,0.0,0.0,580.0,37.0,0.0,-1.0,-0.5,-0.5,25.0,0.0,1.0,2500.0,33.0,67.0,1.0,0.0,0.0
17:26:40.350,2020.0,500.0,-0.0,0.5,1.0,510.0,2000.0,1050.0,0.0,0.0,610.0,49.0,9.0,-1.0,-0.5,-0.5,227.0,0.0,1.0,2500.0,0.0,0.0,1.0,0.0,9559.0
17:27:16.512,20.0,10.0,-3.9,0.5,1.0,760.0,500.0,1600.0,0.0,0.0,0.0,79.0,61.0,-1.0,-0.5,-0.5,84.0,0.0,1.0,4500.0,7.0,100.0,1.0,0.0,26324.0
17:27:22.249,20.0,10.0,-4.0,0.5,1.0,10.0,1150.0,2000.0,0.0,0.0,0.0,34.0,29.0,-1.0,-0.5,-0.5,116.0,0.0,1.0,1300.0,0.0,58.0,1.0,0.0,32000.0
17:27:28.502,2020.0,10.0,-0.9,0.5,1.0,110.0,1250.0,1650.0,0.0,0.0,580.0,76.0,0.0,-1.0,-0.5,-0.5,25.0,0.0,1.0,0.0,14.0,27.0,1.0,0.0,0.0
17:28:09.438,520.0,500.0,-5.0,0.5,1.0,860.0,1000.0,1800.0,0.0,0.0,1000.0,0.0,52.0,-1.0,-0.5,-0.5,250.0,0.0,1.0,4500.0,64.0,64.0,1.0,0.0,32000.0
17:28:24.295,1120.0,380.0,0.1,0.5,1.0,10.0,0.0,1500.0,0.0,0.0,830.0,40.0,97.0,-1.0,-0.5,-0.5,70.0,0.0,1.0,400.0,79.0,36.0,1.0,0.0,18703.0
17:28:29.355,220.0,450.0,-5.0,0.5,1.0,1010.0,500.0,800.0,0.0,0.0,0.0,0.0,11.0,-1.0,-0.5,-0.5,250.0,0.0,1.0,1100.0,76.0,51.0,1.0,0.0,27276.0
