time_stamp,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,lat,lon,relative_alt,vx,vy,vz,MODE
14:28:12,1500.0,-0.0002833481121342629,0.0009680631337687373,0.026273515075445175,0.0001588640734553337,0.0003015507245436311,0.002036130055785179,0.0,0.0,-1002.0,0.0,0.0,0.5,-35.3632621,149.1652375,7.0,-1.0,0.0,-2.0,STABILIZE
14:28:22,1500.0,-0.000678288284689188,0.0011210607481189072,0.022668293677270412,0.0001982604735530913,0.00012003377196379006,0.001587823498994112,0.0,1.0,-1000.0,0.5,0.0,0.5,-35.3632621,149.1652375,9.0,0.0,0.0,0.0,AUTO
14:28:24,1500.0,-5.4329381782736164e-05,0.0016645333380438387,0.022033375687897205,0.00035014699096791446,0.0003018277930095792,0.001507280278019607,0.0,1.5,-1000.0,0.0,0.5,0.0,-35.3632621,149.1652375,7.0,0.0,0.0,0.0,AUTO
14:28:26,1500.0,0.027051393873989582,-0.0014495034411083907,0.0217561898753047,0.04636121727526188,-0.007619007490575314,0.002581546548753977,0.0,-0.5,-1013.0,46.5,-6.5,1.5,-35.36326205,149.16523755,1594.5,0.5,7.0,-146.5,AUTO
14:28:28,1500.0,-0.023472814820706844,-0.01794478064402938,-0.03760413080453873,-0.017676531337201595,-0.030488560965750366,0.001803416758775711,2.0,-8.0,-1001.0,-16.5,-30.0,1.5,-35.3632607,149.16524545,4633.0,10.0,35.5,-149.5,AUTO
14:28:30,1500.0,-0.02438525529578328,0.032642507925629616,-0.15673230588436127,0.07234347239136696,0.005577288800850511,-0.017021691892296076,-4.5,11.5,-1002.5,72.5,6.0,-17.0,-35.3632608,149.16524065,7688.5,-34.5,-67.5,-148.5,AUTO
14:28:32,1500.0,0.05460958927869797,-0.06060543842613697,-0.06607052311301231,0.04492616094648838,-0.02829549740999937,0.060274288058280945,3.0,3.5,-1000.5,45.0,-27.5,59.5,-35.3632687,149.1652319,10795.0,-11.5,0.0,-153.0,AUTO
14:28:34,1500.0,-0.010915174148976803,0.013000624254345894,-0.1282191053032875,0.0063288952223956585,0.039668863639235497,-0.07952851057052612,-11.0,-20.0,-1010.0,7.0,39.5,-79.0,-35.36325885,149.16524,13834.0,83.5,36.5,-151.5,AUTO
14:28:36,1500.0,-0.03533087112009525,0.07249847799539566,-0.2454853653907776,0.06392693519592285,0.0028637697105295956,-0.023167746141552925,-1.5,10.0,-999.0,64.5,3.0,-23.0,-35.36325295,149.16523895,16958.5,-40.5,-43.5,-150.5,AUTO
14:28:38,1500.0,0.07410753518342972,-0.02922930778004229,-0.21229839324951172,-0.035258760675787926,-0.1672276258468628,0.12107189744710922,22.0,6.5,-1006.5,-33.5,-166.0,120.0,-35.3632678,149.1652365,20029.0,-82.5,58.0,-150.0,AUTO
14:28:40,1500.0,-0.12581388652324677,-0.0366986021399498,-0.2853228598833084,0.0467708557844162,0.09084261208772659,-0.10103234276175499,-25.5,-7.5,-1007.5,47.0,91.0,-101.0,-35.36326115,149.1652431,23028.5,102.0,-77.0,-142.5,AUTO
14:28:42,1500.0,0.010830789397004992,0.12776552513241768,-0.3664022386074066,0.09210925921797752,0.047693412750959396,-0.0006728848675265908,-16.0,25.5,-1008.5,92.5,48.0,-1.0,-35.36325575,149.16521265,26017.5,-75.5,-124.0,-151.0,AUTO
