,A.BRAKE1
16:51:39.007,-1
16:51:39.211,-1
16:51:39.419,-1
16:51:39.621,-1
16:51:39.828,-1
16:51:40.030,-1
16:51:40.233,-1
16:51:40.437,-1
16:51:40.641,-1
16:51:40.845,-1
16:51:41.047,-1
16:51:41.251,-1
16:51:41.455,-1
16:51:41.658,-1
16:51:41.860,-1
16:51:42.062,-1
16:51:45.846,-1
16:51:46.051,-1
16:51:46.255,-1
16:51:46.461,-1
16:51:46.666,-1
16:51:46.873,-1
16:51:47.076,-1
16:51:47.282,-1
16:51:47.484,-1
16:51:47.685,-1
16:51:47.887,-1
16:51:48.090,-1
16:51:48.293,-1
16:51:48.496,-1
16:51:48.698,-1
16:51:48.905,-1
16:51:49.109,-1
16:51:49.313,-1
16:51:49.520,-1
16:51:49.726,-1
16:51:49.930,-1
16:51:50.136,-1
16:51:50.341,-1
16:51:50.544,-1
16:51:50.747,-1
16:51:50.960,-1
16:51:51.163,-1
16:51:51.371,-1
16:51:51.573,-1
16:51:51.778,-1
16:51:51.982,-1
16:51:52.184,-1
16:51:52.386,-1
16:51:52.592,-1
16:51:52.794,-1
16:51:52.998,-1
16:51:53.201,-1
16:51:53.404,-1
16:51:53.614,-1
16:51:53.816,-1
16:51:54.021,-1
16:51:54.225,-1
16:51:54.428,-1
16:51:54.630,-1
16:51:54.832,-1
16:51:55.034,-1
16:51:55.238,-1
16:51:55.441,-1
16:51:55.645,-1
16:51:55.848,-1
16:51:56.052,-1
16:51:56.255,-1
16:51:56.456,-1
16:51:56.658,-1
16:51:56.862,-1
16:51:57.065,-1
16:51:57.267,-1
16:51:57.470,-1
16:51:57.672,-1
16:51:57.882,-1
16:51:58.084,-1
16:51:58.287,-1
16:51:58.490,-1
16:51:58.693,-1
16:51:58.895,-1
16:51:59.099,-1
16:51:59.302,-1
16:51:59.505,-1
16:51:59.719,-1
16:51:59.922,-1
16:52:00.126,-1
16:52:00.331,-1
16:52:00.536,-1
16:52:00.740,-1
16:52:00.941,-1
16:52:01.145,-1
16:52:01.349,-1
16:52:01.553,-1
16:52:01.756,-1
16:52:01.958,-1
16:52:02.160,-1
16:52:02.363,-1
16:52:02.565,-1
16:52:02.770,-1
16:52:02.974,-1
16:52:03.176,-1
16:52:03.381,-1
16:52:03.584,-1
16:52:03.791,-1
16:52:03.993,-1
16:52:04.195,-1
16:52:04.399,-1
